Orthogroup	m_conductrix_genome_proteins	a99_genome_proteins
OG0001476	PSC73822.1, PSC67125.1	scaffold14.g1314.t1
OG0001477	PSC75253.1, PSC75254.1	scaffold14.g1320.t1
OG0001478	PSC68430.1	scaffold14.g1342.t1
OG0001479	PSC71490.1	scaffold8.g1354.t1
OG0001480	PSC71586.1	scaffold8.g1378.t1
OG0001481	PSC71492.1	scaffold8.g1391.t1
OG0001482	PSC72753.1, PSC72754.1	scaffold8.g1408.t1
OG0001483	PSC71562.1, PSC71561.1	scaffold8.g1411.t1
OG0001484	PSC71447.1	scaffold8.g1424.t1
OG0001485	PSC71472.1	scaffold8.g1426.t1, scaffold8.g1428.t1
OG0001486	PSC71598.1	scaffold8.g1437.t1, scaffold6.g2705.t1
OG0001487	PSC67458.1	scaffold3.g6361.t1, scaffold8.g1464.t1
OG0001488	PSC72732.1	scaffold8.g1473.t1
OG0001489	PSC72601.1	scaffold8.g1478.t1
OG0001490	PSC72676.1	scaffold8.g1481.t1
OG0001491	PSC72796.1, PSC72795.1	scaffold8.g1488.t1
OG0001492	PSC72630.1	scaffold26.g3316.t1, scaffold8.g1516.t1
OG0001493	PSC72696.1	scaffold8.g1520.t1
OG0001494	PSC72746.1, PSC72745.1	scaffold8.g1549.t1
OG0001495	PSC73480.1	scaffold8.g1551.t1
OG0001496	PSC76855.1	scaffold1.g5764.t1, scaffold8.g1580.t1
OG0001497	PSC75932.1	scaffold8.g1582.t1
OG0001498	PSC68801.1	scaffold8.g1588.t1
OG0001499	PSC74615.1	scaffold8.g1590.t1
OG0001500	PSC74650.1	scaffold8.g1603.t1
OG0001501	PSC74719.1	scaffold8.g1608.t1, scaffold8.g1605.t1
OG0001502	PSC74770.1	scaffold8.g1613.t1
OG0001503	PSC69984.1	scaffold24.g2921.t1, scaffold8.g1619.t1
OG0001504	PSC67504.1, PSC67505.1	scaffold8.g1620.t1
OG0001505	PSC74625.1	scaffold8.g1628.t1
OG0001507	PSC74380.1, PSC68781.1	scaffold8.g1655.t1
OG0001508	PSC70038.1	scaffold10.g2295.t1, scaffold8.g1659.t1
OG0001509	PSC71595.1	scaffold8.g1678.t1, scaffold6.g2595.t1
OG0001510	PSC74423.1, PSC74401.1	scaffold8.g1697.t1
OG0001511	PSC72329.1	scaffold8.g1701.t1
OG0001513	PSC76098.1, PSC76099.1	scaffold19.g1760.t1
OG0001514	PSC69556.1	scaffold19.g1762.t1
OG0001515	PSC69554.1	scaffold19.g1777.t1
OG0001516	PSC76717.1, PSC76716.1	scaffold19.g1779.t1
OG0001517	PSC69472.1	scaffold19.g1786.t1
OG0001519	PSC76500.1, PSC76501.1	scaffold19.g1808.t1
OG0001520	PSC76835.1	scaffold19.g1815.t1
OG0001522	PSC69548.1	scaffold19.g1826.t1, scaffold3.g6614.t1
OG0001523	PSC69506.1	scaffold19.g1854.t1
OG0001524	PSC74896.1, PSC74897.1	scaffold19.g1867.t1
OG0001525	PSC75321.1, PSC75320.1	scaffold18.g1883.t1
OG0001527	PSC75984.1	scaffold18.g1913.t1
OG0001528	PSC69805.1	scaffold18.g1919.t1
OG0001529	PSC72429.1, PSC72430.1	scaffold18.g1932.t1
OG0001530	PSC73714.1	scaffold18.g1934.t1
OG0001531	PSC72435.1	scaffold18.g1948.t1
OG0001532	PSC72488.1	scaffold18.g1956.t1
OG0001533	PSC72623.1	scaffold18.g1964.t1
OG0001534	PSC72759.1	scaffold18.g1965.t1
OG0001535	PSC72801.1	scaffold3.g6263.t1, scaffold18.g1966.t1
OG0001536	PSC70511.1, PSC70512.1	scaffold18.g1968.t1
OG0001537	PSC70556.1	scaffold18.g1969.t1
OG0001538	PSC75572.1	scaffold18.g1975.t1
OG0001539	PSC74189.1	scaffold2.g7058.t1, scaffold18.g2005.t1
OG0001540	PSC74142.1	scaffold18.g2018.t1
OG0001541	PSC71631.1	scaffold18.g2019.t1
OG0001542	PSC71639.1, PSC71459.1	scaffold18.g2028.t1
OG0001543	PSC72487.1	scaffold18.g2039.t1
OG0001544	PSC71628.1, PSC71629.1	scaffold18.g2044.t1
OG0001545	PSC72350.1	scaffold18.g2059.t1
OG0001546	PSC72471.1	scaffold18.g2066.t1
OG0001547	PSC72206.1, PSC72207.1	scaffold21.g2097.t1
OG0001548	PSC71044.1, PSC71045.1	scaffold21.g2115.t1
OG0001549	PSC71171.1, PSC71172.1	scaffold21.g2121.t1
OG0001550	PSC71050.1, PSC71051.1	scaffold21.g2122.t1
OG0001551	PSC72095.1, PSC72096.1	scaffold21.g2128.t1
OG0001552	PSC68202.1	scaffold21.g2151.t1
OG0001553	PSC71740.1	scaffold21.g2161.t1
OG0001554	PSC69367.1	scaffold21.g2164.t1, scaffold11.g3925.t1
OG0001555	PSC68582.1	scaffold21.g2169.t1, scaffold21.g2165.t1
OG0001556	PSC68564.1	scaffold21.g2168.t1
OG0001557	PSC68645.1	scaffold21.g2170.t1
OG0001558	PSC68642.1	scaffold21.g2180.t1
OG0001559	PSC68191.1	scaffold21.g2217.t1
OG0001560	PSC72001.1, PSC71993.1	scaffold10.g2231.t1
OG0001561	PSC71884.1, PSC71888.1	scaffold10.g2232.t1
OG0001562	PSC73667.1	scaffold1.g5656.t1, scaffold10.g2233.t1
OG0001563	PSC67621.1	scaffold10.g2234.t1
OG0001564	PSC67619.1	scaffold10.g2238.t1
OG0001565	PSC67632.1	scaffold10.g2241.t1
OG0001566	PSC71946.1	scaffold10.g2243.t1
OG0001567	PSC71904.1	scaffold10.g2259.t1
OG0001568	PSC72050.1, PSC72049.1	scaffold10.g2260.t1
OG0001569	PSC72011.1	scaffold4.g5024.t1, scaffold10.g2261.t1
OG0001570	PSC71895.1	scaffold10.g2262.t1
OG0001571	PSC74235.1	scaffold2.g7035.t1, scaffold10.g2289.t1
OG0001572	PSC71972.1	scaffold10.g2291.t1
OG0001573	PSC71950.1	scaffold10.g2294.t1
OG0001574	PSC71380.1	scaffold10.g2300.t1
OG0001575	PSC71864.1	scaffold10.g2312.t1
OG0001576	PSC72023.1	scaffold10.g2318.t1
OG0001577	PSC72024.1	scaffold10.g2323.t1
OG0001578	PSC71967.1	scaffold10.g2330.t1
OG0001579	PSC71890.1, PSC74120.1	scaffold10.g2331.t1
OG0001580	PSC69055.1	scaffold10.g2338.t1
OG0001581	PSC71921.1	scaffold10.g2344.t1, scaffold12.g8004.t1
OG0001583	PSC73386.1, PSC73512.1	scaffold10.g2362.t1
OG0001584	PSC72030.1, PSC72031.1	scaffold10.g2365.t1
OG0001585	PSC72014.1	scaffold10.g2366.t1
OG0001586	PSC71873.1	scaffold10.g2374.t1
OG0001587	PSC72009.1	scaffold10.g2375.t1
OG0001588	PSC67110.1	scaffold10.g2376.t1
OG0001590	PSC76694.1	scaffold7.g3393.t1, scaffold10.g2390.t1
OG0001591	PSC73270.1	scaffold10.g2434.t1
OG0001592	PSC67653.1	scaffold10.g2446.t1
OG0001593	PSC67684.1	scaffold10.g2450.t1
OG0001594	PSC67657.1	scaffold10.g2469.t1
OG0001595	PSC67655.1	scaffold10.g2478.t1
OG0001596	PSC71698.1	scaffold1.g5830.t1, scaffold10.g2490.t1
OG0001597	PSC71723.1	scaffold10.g2494.t1
OG0001598	PSC72195.1	scaffold6.g2499.t1
OG0001599	PSC75978.1	scaffold6.g2502.t1, scaffold1.g5291.t1
OG0001600	PSC67276.1	scaffold6.g2503.t1
OG0001601	PSC74338.1	scaffold6.g2505.t1
OG0001602	PSC72287.1	scaffold6.g2513.t1
OG0001603	PSC70567.1	scaffold6.g2525.t1
OG0001604	PSC70627.1	scaffold43.g4488.t1, scaffold6.g2529.t1
OG0001606	PSC70609.1	scaffold6.g2536.t1
OG0001607	PSC70505.1	scaffold6.g2554.t1
OG0001608	PSC75446.1	scaffold6.g2566.t1
OG0001609	PSC75583.1	scaffold7.g3497.t1, scaffold6.g2568.t1
OG0001610	PSC68127.1	scaffold6.g2584.t1
OG0001611	PSC71577.1, PSC71576.1	scaffold6.g2588.t1
OG0001612	PSC68120.1	scaffold6.g2591.t1, scaffold4.g4996.t1
OG0001613	PSC71647.1, PSC71646.1	scaffold6.g2592.t1
OG0001614	PSC68109.1	scaffold6.g2604.t1
OG0001615	PSC75342.1	scaffold6.g2623.t1
OG0001616	PSC72774.1	scaffold6.g2625.t1
OG0001617	PSC72182.1	scaffold6.g2629.t1
OG0001618	PSC72739.1, PSC72271.1	scaffold6.g2635.t1
OG0001619	PSC72715.1	scaffold6.g2636.t1
OG0001620	PSC75871.1	scaffold6.g2648.t1
OG0001621	PSC71575.1	scaffold25.g5089.t1, scaffold6.g2653.t1
OG0001622	PSC71460.1	scaffold6.g2668.t1
OG0001623	PSC72737.1	scaffold6.g2669.t1
OG0001624	PSC69056.1	scaffold6.g2708.t1
OG0001625	PSC69052.1	scaffold6.g2713.t1
OG0001627	PSC68952.1	scaffold6.g2719.t1, scaffold30.g4450.t1
OG0001628	PSC74211.1, PSC72841.1	scaffold6.g2741.t1
OG0001629	PSC72710.1, PSC72711.1	scaffold6.g2743.t1
OG0001630	PSC72892.1	scaffold6.g2755.t1
OG0001631	PSC72604.1, PSC72603.1	scaffold6.g2761.t1
OG0001632	PSC70268.1	scaffold6.g2769.t1
OG0001633	PSC71635.1, PSC71476.1	scaffold6.g2781.t1
OG0001634	PSC67676.1, PSC67641.1	scaffold6.g2788.t1
OG0001635	PSC72646.1, PSC72645.1	scaffold6.g2823.t1
OG0001636	PSC72613.1	scaffold6.g2836.t1
OG0001637	PSC73091.1	scaffold28.g7578.t1, scaffold6.g2844.t1
OG0001638	PSC75366.1	scaffold6.g2856.t1, scaffold12.g8183.t1
OG0001639	PSC67601.1	scaffold6.g2870.t1, scaffold1.g5806.t1
OG0001640	PSC69382.1	scaffold6.g2874.t1
OG0001641	PSC71487.1	scaffold6.g2878.t1
OG0001642	PSC69039.1	scaffold6.g2895.t1, scaffold12.g7914.t1
OG0001643	PSC69053.1	scaffold6.g2901.t1
OG0001644	PSC67837.1	scaffold6.g2903.t1
OG0001645	PSC69001.1, PSC69000.1	scaffold6.g2904.t1
OG0001646	PSC69012.1, PSC69013.1	scaffold6.g2916.t1
OG0001647	PSC73943.1, PSC73942.1	scaffold24.g2923.t1
OG0001648	PSC70039.1	scaffold24.g2959.t1
OG0001649	PSC70051.1	scaffold24.g2976.t1
OG0001651	PSC75035.1	scaffold9.g2994.t1
OG0001652	PSC75110.1	scaffold9.g2996.t1
OG0001654	PSC68906.1	scaffold9.g3021.t1
OG0001655	PSC67347.1	scaffold9.g3023.t1
OG0001656	PSC68138.1	scaffold9.g3033.t1
OG0001657	PSC74865.1	scaffold9.g3041.t1
OG0001658	PSC69771.1	scaffold9.g3099.t1, scaffold9.g3105.t1
OG0001659	PSC75117.1, PSC75118.1, PSC75119.1	scaffold9.g3109.t1
OG0001660	PSC69922.1	scaffold4.g4925.t1, scaffold9.g3117.t1
OG0001662	PSC68141.1, PSC68140.1	scaffold9.g3127.t1
OG0001663	PSC75138.1	scaffold9.g3163.t1
OG0001664	PSC75216.1, PSC75215.1	scaffold9.g3167.t1
OG0001665	PSC74949.1, PSC74948.1	scaffold9.g3171.t1
OG0001666	PSC67018.1, PSC68420.1, PSC68683.1	scaffold9.g3179.t1
OG0001667	PSC68445.1, PSC68452.1	scaffold9.g3183.t1
OG0001668	PSC68411.1, PSC68480.1	scaffold9.g3188.t1
OG0001669	PSC68439.1	scaffold9.g3192.t1
OG0001670	PSC67545.1	scaffold9.g3202.t1, scaffold2.g7114.t1
OG0001671	PSC74213.1	scaffold9.g3203.t1, scaffold9.g3204.t1
OG0001672	PSC68467.1	scaffold9.g3212.t1
OG0001673	PSC68454.1, PSC68455.1	scaffold9.g3222.t1
OG0001674	PSC68471.1, PSC68472.1	scaffold9.g3223.t1
OG0001675	PSC75165.1	scaffold9.g3227.t1
OG0001676	PSC74839.1	scaffold9.g3234.t1
OG0001677	PSC68759.1	scaffold9.g3235.t1
OG0001678	PSC69321.1, PSC69322.1	scaffold9.g3241.t1
OG0001679	PSC75057.1, PSC75058.1	scaffold9.g3244.t1
OG0001680	PSC67533.1	scaffold2.g6781.t1, scaffold9.g3249.t1
OG0001681	PSC72180.1	scaffold9.g3270.t1
OG0001682	PSC74023.1	scaffold9.g3288.t1
OG0001683	PSC73499.1	scaffold26.g3360.t1
OG0001684	PSC74524.1	scaffold26.g3368.t1
OG0001685	PSC67445.1	scaffold7.g3376.t1
OG0001686	PSC67436.1	scaffold7.g3383.t1, scaffold4.g4977.t1
OG0001687	PSC67440.1, PSC67439.1	scaffold7.g3384.t1
OG0001688	PSC68696.1	scaffold7.g3389.t1
OG0001689	PSC67421.1	scaffold7.g3397.t1
OG0001690	PSC73156.1	scaffold7.g3422.t1
OG0001691	PSC72940.1	scaffold7.g3424.t1
OG0001692	PSC72965.1, PSC72964.1	scaffold7.g3429.t1
OG0001693	PSC76849.1	scaffold7.g3441.t1
OG0001694	PSC76318.1	scaffold7.g3442.t1
OG0001696	PSC76494.1, PSC76495.1	scaffold7.g3464.t1
OG0001697	PSC76880.1	scaffold7.g3465.t1
OG0001698	PSC76375.1, PSC76376.1	scaffold7.g3478.t1
OG0001699	PSC75658.1	scaffold7.g3482.t1, scaffold7.g3481.t1
OG0001700	PSC76848.1	scaffold7.g3484.t1
OG0001701	PSC76695.1	scaffold7.g3492.t1
OG0001702	PSC76415.1	scaffold7.g3505.t1
OG0001703	PSC76323.1	scaffold7.g3507.t1
OG0001704	PSC76795.1	scaffold7.g3515.t1, scaffold15.g4346.t1
OG0001705	PSC76982.1	scaffold7.g3526.t1
OG0001706	PSC76425.1	scaffold7.g3531.t1
OG0001707	PSC73125.1	scaffold7.g3549.t1
OG0001708	PSC73027.1, PSC73028.1	scaffold7.g3558.t1
OG0001709	PSC72955.1	scaffold7.g3561.t1
OG0001710	PSC76141.1, PSC76142.1	scaffold7.g3572.t1
OG0001711	PSC76371.1	scaffold7.g3576.t1
OG0001712	PSC73180.1	scaffold7.g3595.t1
OG0001713	PSC73129.1	scaffold7.g3603.t1
OG0001714	PSC75473.1	scaffold4.g4772.t1, scaffold7.g3614.t1
OG0001715	PSC72960.1, PSC72959.1	scaffold7.g3625.t1
OG0001716	PSC73061.1, PSC73060.1	scaffold7.g3649.t1
OG0001717	PSC73070.1, PSC73071.1	scaffold7.g3657.t1
OG0001718	PSC76919.1, PSC76807.1	scaffold7.g3669.t1
OG0001719	PSC73065.1	scaffold7.g3671.t1
OG0001720	PSC73151.1	scaffold7.g3672.t1
OG0001721	PSC68487.1, PSC68488.1	scaffold7.g3712.t1
OG0001722	PSC73094.1	scaffold7.g3715.t1
OG0001723	PSC69159.1	scaffold7.g3723.t1
OG0001724	PSC69145.1	scaffold7.g3729.t1
OG0001726	PSC71549.1, PSC71550.1	scaffold7.g3742.t1
OG0001727	PSC69151.1	scaffold7.g3744.t1
OG0001728	PSC69104.1	scaffold7.g3748.t1
OG0001729	PSC75064.1, PSC67704.1	scaffold7.g3753.t1
OG0001730	PSC74796.1	scaffold12.g8037.t1, scaffold32.g3805.t1
OG0001731	PSC67480.1	scaffold32.g3827.t1, scaffold1.g5889.t1
OG0001732	PSC68541.1	scaffold11.g3834.t1
OG0001733	PSC68540.1	scaffold11.g3843.t1
OG0001734	PSC68552.1	scaffold11.g3844.t1
OG0001735	PSC68550.1	scaffold11.g3850.t1
OG0001736	PSC68558.1	scaffold11.g3851.t1
OG0001738	PSC68493.1, PSC68492.1	scaffold11.g3866.t1
OG0001739	PSC68543.1	scaffold11.g3870.t1, scaffold43.g4492.t1
OG0001740	PSC68494.1, PSC68495.1	scaffold11.g3875.t1
OG0001743	PSC67896.1	scaffold11.g3915.t1
OG0001744	PSC67036.1, PSC67118.1, PSC69318.1	scaffold11.g3918.t1
OG0001745	PSC69368.1	scaffold11.g3919.t1
OG0001746	PSC69323.1	scaffold11.g3921.t1
OG0001747	PSC67932.1, PSC67931.1	scaffold11.g3931.t1
OG0001748	PSC71728.1	scaffold11.g3938.t1
OG0001749	PSC68978.1	scaffold11.g3942.t1
OG0001750	PSC74246.1	scaffold11.g3957.t1
OG0001751	PSC74065.1	scaffold11.g3960.t1
OG0001752	PSC68973.1	scaffold11.g3972.t1
OG0001753	PSC74015.1, PSC74014.1, PSC74016.1	scaffold11.g3982.t1
OG0001754	PSC74257.1	scaffold11.g3991.t1
OG0001755	PSC69399.1	scaffold11.g3992.t1
OG0001756	PSC74935.1	scaffold11.g3995.t1
OG0001757	PSC74233.1	scaffold11.g4001.t1
OG0001758	PSC68939.1	scaffold11.g4003.t1
OG0001759	PSC69354.1, PSC69353.1	scaffold11.g4010.t1
OG0001760	PSC74781.1, PSC68752.1	scaffold11.g4023.t1
OG0001761	PSC76082.1	scaffold3.g6475.t1, scaffold11.g4033.t1
OG0001762	PSC76431.1	scaffold11.g4045.t1
OG0001763	PSC73392.1, PSC67634.1	scaffold11.g4051.t1
OG0001764	PSC71954.1	scaffold11.g4059.t1
OG0001765	PSC68750.1, PSC74702.1	scaffold23.g4087.t1
OG0001766	PSC73476.1, PSC75414.1	scaffold23.g4090.t1, scaffold1.g5685.t1
OG0001767	PSC71150.1	scaffold3.g6595.t1, scaffold23.g4125.t1
OG0001768	PSC76841.1	scaffold23.g4134.t1, scaffold3.g6633.t1
OG0001769	PSC73403.1	scaffold23.g4156.t1
OG0001770	PSC74062.1	scaffold23.g4165.t1
OG0001771	PSC67085.1, PSC76552.1	scaffold23.g4170.t1
OG0001772	PSC70877.1	scaffold23.g4190.t1, scaffold23.g4172.t1
OG0001773	PSC67532.1	scaffold23.g4180.t1
OG0001774	PSC67511.1	scaffold23.g4195.t1
OG0001775	PSC71782.1	scaffold15.g4200.t1, scaffold1.g5823.t1
OG0001776	PSC68022.1, PSC68021.1	scaffold15.g4203.t1
OG0001777	PSC70431.1, PSC70430.1	scaffold15.g4213.t1
OG0001778	PSC67405.1	scaffold15.g4214.t1
OG0001779	PSC69507.1	scaffold15.g4228.t1
OG0001780	PSC70387.1	scaffold15.g4234.t1
OG0001781	PSC70330.1, PSC70329.1	scaffold15.g4236.t1
OG0001782	PSC71422.1	scaffold3.g6357.t1, scaffold15.g4246.t1
OG0001783	PSC70847.1, PSC71000.1	scaffold15.g4280.t1
OG0001784	PSC70403.1, PSC70402.1, PSC70401.1	scaffold15.g4287.t1
OG0001785	PSC72838.1, PSC72839.1	scaffold15.g4294.t1
OG0001786	PSC67766.1	scaffold15.g4321.t1, scaffold4.g4594.t1
OG0001787	PSC67770.1	scaffold15.g4322.t1
OG0001788	PSC68040.1	scaffold42.g4466.t1, scaffold15.g4324.t1
OG0001789	PSC71669.1	scaffold15.g4335.t1
OG0001790	PSC71729.1	scaffold15.g4349.t1
OG0001791	PSC72591.1	scaffold15.g4361.t1, scaffold15.g4363.t1, scaffold15.g4362.t1
OG0001792	PSC71828.1	scaffold15.g4365.t1
OG0001793	PSC71717.1	scaffold15.g4367.t1
OG0001794	PSC69680.1	scaffold3.g6268.t1, scaffold37.g4376.t1
OG0001795	PSC72466.1	scaffold37.g4382.t1, scaffold22.g6050.t1
OG0001796	PSC68677.1	scaffold1.g5550.t1, scaffold37.g4385.t1
OG0001797	PSC71277.1	scaffold22.g6129.t1, scaffold39.g4410.t1
OG0001798	PSC76164.1, PSC76163.1	scaffold30.g4434.t1
OG0001799	PSC75707.1	scaffold30.g4436.t1
OG0001800	PSC67908.1	scaffold30.g4443.t1
OG0001801	PSC67951.1, PSC67995.1	scaffold30.g4448.t1
OG0001802	PSC67942.1, PSC67943.1	scaffold30.g4464.t1
OG0001803	PSC68286.1	scaffold42.g4473.t1, scaffold1.g5454.t1
OG0001804	PSC71722.1	scaffold34.g4505.t1
OG0001805	PSC71825.1, PSC71824.1	scaffold34.g4508.t1
OG0001806	PSC71799.1, PSC71798.1	scaffold34.g4517.t1
OG0001807	PSC70921.1	scaffold2.g6853.t1, scaffold53.g4533.t1
OG0001808	PSC75836.1	scaffold1.g5283.t1, scaffold56.g4544.t1
OG0001809	PSC68658.1	scaffold1.g5723.t1, scaffold67.g4557.t1
OG0001810	PSC72345.1	scaffold2.g7481.t1, scaffold86.g4563.t1
OG0001811	PSC70111.1	scaffold108.g4566.t1
OG0001812	PSC76368.1, PSC76369.1	scaffold4.g4570.t1
OG0001813	PSC76915.1, PSC76914.1	scaffold4.g4573.t1
OG0001814	PSC76351.1	scaffold4.g4582.t1
OG0001815	PSC75874.1	scaffold4.g4588.t1, scaffold1.g5838.t1
OG0001816	PSC67154.1, PSC72015.1	scaffold4.g4597.t1
OG0001817	PSC67156.1, PSC72047.1	scaffold4.g4605.t1
OG0001818	PSC75358.1	scaffold4.g4617.t1
OG0001819	PSC75661.1	scaffold4.g4618.t1
OG0001820	PSC76908.1	scaffold4.g4632.t1
OG0001821	PSC71878.1, PSC71877.1	scaffold4.g4642.t1
OG0001822	PSC73783.1	scaffold4.g4663.t1
OG0001823	PSC75297.1	scaffold4.g4675.t1
OG0001824	PSC76224.1, PSC76223.1	scaffold4.g4690.t1
OG0001825	PSC73591.1, PSC73590.1	scaffold4.g4696.t1
OG0001826	PSC76411.1	scaffold4.g4707.t1
OG0001827	PSC76058.1	scaffold4.g4714.t1, scaffold1.g5509.t1
OG0001828	PSC73675.1, PSC73676.1	scaffold4.g4717.t1
OG0001829	PSC76441.1	scaffold4.g4720.t1, scaffold4.g4721.t1
OG0001830	PSC76004.1	scaffold1.g5867.t1, scaffold4.g4726.t1
OG0001831	PSC67385.1, PSC67384.1	scaffold4.g4730.t1
OG0001833	PSC73544.1	scaffold4.g4738.t1
OG0001834	PSC73678.1	scaffold4.g4750.t1
OG0001835	PSC73578.1	scaffold4.g4765.t1, scaffold4.g4764.t1
OG0001836	PSC73846.1	scaffold4.g4767.t1
OG0001837	PSC75237.1	scaffold4.g4768.t1
OG0001838	PSC76263.1, PSC76994.1	scaffold4.g4779.t1
OG0001839	PSC75246.1	scaffold4.g4785.t1
OG0001840	PSC76713.1	scaffold4.g4810.t1
OG0001841	PSC72105.1	scaffold4.g4836.t1
OG0001842	PSC68692.1	scaffold4.g4857.t1
OG0001843	PSC70933.1	scaffold4.g4885.t1
OG0001844	PSC69861.1, PSC69862.1	scaffold4.g4893.t1
OG0001845	PSC69938.1	scaffold4.g4902.t1
OG0001846	PSC69963.1, PSC69964.1	scaffold4.g4906.t1
OG0001847	PSC70868.1	scaffold4.g4913.t1
OG0001848	PSC70936.1	scaffold4.g4915.t1
OG0001849	PSC69878.1, PSC70994.1	scaffold4.g4929.t1
OG0001850	PSC69953.1	scaffold4.g4951.t1
OG0001851	PSC69869.1	scaffold4.g4955.t1
OG0001852	PSC69884.1	scaffold4.g4961.t1
OG0001853	PSC69113.1	scaffold4.g4965.t1
OG0001854	PSC70979.1, PSC70981.1	scaffold4.g4975.t1
OG0001855	PSC72093.1	scaffold4.g4991.t1
OG0001856	PSC69942.1, PSC69943.1	scaffold4.g4993.t1
OG0001857	PSC69972.1	scaffold4.g4998.t1
OG0001858	PSC71349.1	scaffold3.g6338.t1, scaffold4.g5022.t1
OG0001859	PSC73761.1	scaffold4.g5044.t1
OG0001860	PSC73625.1	scaffold4.g5046.t1
OG0001861	PSC70529.1	scaffold4.g5055.t1
OG0001862	PSC69594.1	scaffold112.g5059.t1
OG0001863	PSC75824.1	scaffold36.g5062.t1
OG0001864	PSC76527.1	scaffold25.g5094.t1
OG0001865	PSC71100.1	scaffold20.g7763.t1, scaffold25.g5110.t1
OG0001866	PSC75236.1	scaffold3.g6542.t1, scaffold25.g5125.t1
OG0001867	PSC68794.1	scaffold25.g5135.t1
OG0001868	PSC73253.1	scaffold40.g5150.t1
OG0001869	PSC67591.1	scaffold40.g5155.t1
OG0001870	PSC73709.1	scaffold40.g5159.t1, scaffold1.g5797.t1
OG0001871	PSC67822.1, PSC67823.1, PSC67077.1	scaffold1.g5209.t1
OG0001872	PSC75969.1	scaffold1.g5213.t1
OG0001873	PSC75421.1	scaffold1.g5236.t1
OG0001874	PSC75999.1, PSC76000.1	scaffold1.g5243.t1
OG0001875	PSC75600.1	scaffold1.g5246.t1
OG0001876	PSC67240.1, PSC67241.1	scaffold1.g5265.t1
OG0001877	PSC75619.1	scaffold1.g5271.t1
OG0001878	PSC70793.1	scaffold1.g5281.t1, scaffold2.g7345.t1
OG0001879	PSC75376.1	scaffold1.g5317.t1
OG0001880	PSC75996.1	scaffold1.g5337.t1
OG0001881	PSC67357.1	scaffold1.g5338.t1
OG0001882	PSC67361.1	scaffold1.g5354.t1
OG0001883	PSC67364.1, PSC67363.1	scaffold1.g5356.t1
OG0001884	PSC68858.1, PSC68859.1	scaffold1.g5362.t1
OG0001885	PSC68877.1, PSC68885.1	scaffold1.g5378.t1
OG0001886	PSC68836.1, PSC68837.1	scaffold1.g5389.t1
OG0001887	PSC75191.1	scaffold1.g5395.t1
OG0001888	PSC70487.1, PSC70486.1	scaffold1.g5403.t1
OG0001889	PSC68891.1	scaffold1.g5420.t1
OG0001890	PSC74976.1	scaffold1.g5433.t1
OG0001891	PSC75189.1	scaffold1.g5434.t1
OG0001892	PSC69189.1	scaffold1.g5437.t1
OG0001893	PSC68261.1	scaffold1.g5459.t1
OG0001894	PSC68276.1, PSC68277.1	scaffold1.g5469.t1
OG0001896	PSC76906.1	scaffold1.g5502.t1
OG0001897	PSC71535.1	scaffold1.g5505.t1
OG0001898	PSC73482.1	scaffold1.g5510.t1
OG0001899	PSC67715.1	scaffold1.g5532.t1
OG0001900	PSC76178.1	scaffold1.g5542.t1
OG0001901	PSC76726.1	scaffold1.g5547.t1
OG0001902	PSC71347.1	scaffold1.g5548.t1
OG0001903	PSC68708.1	scaffold1.g5552.t1
OG0001904	PSC73778.1	scaffold1.g5556.t1
OG0001905	PSC73809.1, PSC73810.1	scaffold1.g5562.t1
OG0001906	PSC75530.1	scaffold1.g5565.t1
OG0001907	PSC73781.1	scaffold1.g5571.t1
OG0001908	PSC69664.1, PSC71035.1	scaffold1.g5572.t1
OG0001909	PSC67467.1	scaffold1.g5626.t1
OG0001910	PSC67365.1	scaffold1.g5637.t1
OG0001911	PSC73469.1	scaffold1.g5639.t1
OG0001912	PSC68820.1, PSC68821.1	scaffold1.g5640.t1
OG0001913	PSC73769.1	scaffold1.g5649.t1
OG0001914	PSC73929.1	scaffold1.g5661.t1
OG0001915	PSC76510.1	scaffold1.g5691.t1, scaffold1.g5700.t1
OG0001916	PSC68733.1	scaffold1.g5695.t1
OG0001918	PSC76874.1, PSC76873.1	scaffold1.g5711.t1
OG0001919	PSC75302.1	scaffold1.g5715.t1
OG0001920	PSC68707.1	scaffold1.g5720.t1
OG0001922	PSC77001.1	scaffold1.g5741.t1
OG0001923	PSC75037.1, PSC75038.1	scaffold1.g5749.t1
OG0001924	PSC68689.1	scaffold1.g5756.t1
OG0001925	PSC68674.1, PSC68675.1	scaffold1.g5760.t1
OG0001926	PSC76025.1	scaffold1.g5783.t1, scaffold1.g5784.t1
OG0001927	PSC70496.1	scaffold1.g5796.t1, scaffold1.g5803.t1
OG0001928	PSC76573.1, PSC76572.1	scaffold1.g5800.t1
OG0001929	PSC76084.1	scaffold1.g5804.t1
OG0001930	PSC76112.1	scaffold1.g5816.t1
OG0001931	PSC67104.1, PSC68163.1, PSC70614.1	scaffold1.g5825.t1
OG0001932	PSC76397.1	scaffold1.g5832.t1
OG0001933	PSC70593.1	scaffold27.g5973.t1, scaffold1.g5836.t1
OG0001934	PSC76435.1	scaffold1.g5850.t1
OG0001935	PSC76710.1	scaffold1.g5852.t1
OG0001936	PSC75646.1	scaffold1.g5859.t1
OG0001937	PSC67228.1, PSC67229.1, PSC67202.1	scaffold1.g5891.t1
OG0001938	PSC67489.1, PSC67488.1	scaffold1.g5895.t1
