Orthogroup	m_conductrix_genome_proteins	c_variabilis_genome_proteins
OG0001652	PSC75110.1	XP_005852008.1
OG0001654	PSC68906.1	XP_005847560.1, XP_005851114.1
OG0001655	PSC67347.1	XP_005852305.1, XP_005851988.1
OG0001656	PSC68138.1	XP_005852024.1
OG0001657	PSC74865.1	XP_005852003.1
OG0001658	PSC69771.1	XP_005848819.1
OG0001659	PSC75117.1, PSC75118.1, PSC75119.1	XP_005851776.1
OG0001660	PSC69922.1	XP_005847520.1
OG0001662	PSC68141.1, PSC68140.1	XP_005851724.1
OG0001663	PSC75138.1	XP_005852129.1
OG0001664	PSC75216.1, PSC75215.1	XP_005852126.1
OG0001665	PSC74949.1, PSC74948.1	XP_005851786.1
OG0001667	PSC68445.1, PSC68452.1	XP_005852049.1
OG0001668	PSC68411.1, PSC68480.1	XP_005851706.1
OG0001669	PSC68439.1	XP_005851705.1
OG0001670	PSC67545.1	XP_005851701.1
OG0001671	PSC74213.1	XP_005845564.1
OG0001672	PSC68467.1	XP_005842748.1, XP_005851685.1
OG0001673	PSC68454.1, PSC68455.1	XP_005852019.1
OG0001674	PSC68471.1, PSC68472.1	XP_005851689.1
OG0001675	PSC75165.1	XP_005851996.1
OG0001676	PSC74839.1	XP_005851672.1
OG0001677	PSC68759.1	XP_005851828.1
OG0001678	PSC69321.1, PSC69322.1	XP_005851849.1
OG0001679	PSC75057.1, PSC75058.1	XP_005852000.1
OG0001680	PSC67533.1	XP_005848202.1
OG0001681	PSC72180.1	XP_005846912.1
OG0001682	PSC74023.1	XP_005852244.1
OG0001683	PSC73499.1	YP_004347793.1, XP_005844211.1
OG0001684	PSC74524.1	XP_005843518.1
OG0001685	PSC67445.1	XP_005849237.1
OG0001686	PSC67436.1	XP_005849029.1
OG0001687	PSC67440.1, PSC67439.1	XP_005849232.1
OG0001688	PSC67435.1, PSC68696.1	XP_005849019.1
OG0001689	PSC67421.1	XP_005849229.1, YP_009094914.1
OG0001690	PSC73156.1	XP_005849349.1
OG0001691	PSC72940.1	XP_005849130.1
OG0001692	PSC72965.1, PSC72964.1	XP_005849127.1
OG0001693	PSC76849.1	XP_005849287.1
OG0001694	PSC76318.1	XP_005849087.1, XP_005849088.1
OG0001696	PSC76494.1, PSC76495.1	XP_005849274.1
OG0001697	PSC76880.1	XP_005849070.1
OG0001698	PSC76375.1, PSC76376.1	XP_005849099.1
OG0001699	PSC75658.1	XP_005844446.1
OG0001700	PSC76848.1	XP_005849069.1
OG0001701	PSC76695.1	XP_005849323.1
OG0001702	PSC76415.1	XP_005849098.1, XP_005849097.1
OG0001703	PSC76323.1	XP_005849278.1
OG0001704	PSC76795.1	XP_005849306.1
OG0001705	PSC76982.1	XP_005848423.1, XP_005849064.1
OG0001706	PSC76425.1	XP_005849060.1
OG0001707	PSC73125.1	YP_004347806.1
OG0001708	PSC73027.1, PSC73028.1	XP_005849389.1
OG0001709	PSC72955.1	XP_005849330.1
OG0001710	PSC76141.1, PSC76142.1	XP_005849093.1
OG0001711	PSC76371.1	XP_005849315.1
OG0001712	PSC73180.1	XP_005849377.1
OG0001713	PSC73129.1	XP_005849381.1
OG0001714	PSC75473.1	XP_005847400.1
OG0001715	PSC72960.1, PSC72959.1	XP_005849203.1
OG0001716	PSC73061.1, PSC73060.1	XP_005849395.1
OG0001717	PSC73070.1, PSC73071.1	XP_005849179.1
OG0001718	PSC76919.1, PSC76807.1	XP_005849040.1
OG0001719	PSC73065.1	XP_005849166.1, XP_005849165.1
OG0001720	PSC73151.1	XP_005849363.1, XP_005850910.1
OG0001721	PSC68487.1, PSC68488.1	XP_005851831.1
OG0001722	PSC73094.1	XP_005849404.1
OG0001723	PSC69159.1	XP_005849215.1
OG0001724	PSC69145.1	XP_005849416.1, XP_005849418.1
OG0001726	PSC71549.1, PSC71550.1	XP_005850896.1
OG0001727	PSC69151.1	XP_005849434.1
OG0001728	PSC69104.1	XP_005849260.1, XP_005849221.1
OG0001729	PSC75064.1, PSC67704.1	XP_005847251.1
OG0001730	PSC74796.1	XP_005847609.1
OG0001731	PSC67480.1	XP_005843967.1
OG0001732	PSC68541.1	XP_005852266.1
OG0001733	PSC68540.1	XP_005852275.1
OG0001735	PSC68550.1	XP_005852286.1
OG0001736	PSC68558.1	XP_005851972.1
OG0001738	PSC68493.1, PSC68492.1	XP_005851963.1
OG0001739	PSC68543.1	XP_005851966.1
OG0001740	PSC68494.1, PSC68495.1	XP_005851956.1
OG0001743	PSC67896.1	XP_005852160.1
OG0001745	PSC69368.1	XP_005842558.1, XP_005851839.1
OG0001747	PSC67932.1, PSC67931.1	XP_005851832.1
OG0001748	PSC71728.1	XP_005845632.1
OG0001749	PSC68978.1	XP_005851873.1
OG0001750	PSC74246.1	XP_005851896.1, XP_005842679.1
OG0001751	PSC74065.1	XP_005852227.1
OG0001752	PSC68973.1	XP_005852209.1
OG0001754	PSC74257.1	XP_005852225.1
OG0001755	PSC69399.1	XP_005852152.1
OG0001756	PSC74935.1	XP_005851816.1
OG0001757	PSC74233.1	XP_005851901.1
OG0001758	PSC68939.1	XP_005851882.1
OG0001759	PSC69354.1, PSC69353.1	XP_005851855.1
OG0001760	PSC74781.1, PSC68752.1	XP_005843954.1
OG0001761	PSC76082.1	XP_005845456.1
OG0001762	PSC76431.1	XP_005848190.1
OG0001763	PSC73392.1, PSC67634.1	XP_005844329.1
OG0001764	PSC71954.1	XP_005846153.1
OG0001765	PSC68750.1, PSC74702.1	XP_005842904.1
OG0001766	PSC73476.1, PSC75414.1	XP_005843333.1
OG0001767	PSC71150.1	XP_005842816.1
OG0001768	PSC76841.1	XP_005845303.1
OG0001769	PSC73403.1	XP_005848433.1, XP_005848432.1
OG0001770	PSC74062.1	XP_005851894.1
OG0001771	PSC67085.1, PSC76552.1	XP_005849611.1
OG0001772	PSC70877.1	XP_005848344.1
OG0001773	PSC67532.1	XP_005848403.1
OG0001774	PSC67511.1	XP_005848200.1
OG0001775	PSC71782.1	XP_005844664.1
OG0001776	PSC68022.1, PSC68021.1	XP_005842975.1
OG0001777	PSC70431.1, PSC70430.1	XP_005848244.1
OG0001778	PSC67405.1	XP_005848243.1
OG0001779	PSC69507.1	XP_005851294.1, XP_005851295.1
OG0001780	PSC70387.1	XP_005848323.1
OG0001781	PSC70330.1, PSC70329.1	XP_005848502.1
OG0001782	PSC71422.1	XP_005846443.1
OG0001783	PSC70847.1, PSC71000.1	XP_005848349.1
OG0001785	PSC72838.1, PSC72839.1	XP_005850496.1
OG0001786	PSC67766.1	XP_005848353.1
OG0001788	PSC68040.1	XP_005848540.1
OG0001790	PSC71729.1	XP_005844676.1
OG0001792	PSC71828.1	XP_005844691.1
OG0001793	PSC71717.1	XP_005844705.1, XP_005844704.1
OG0001794	PSC69680.1	XP_005846508.1
OG0001795	PSC72466.1	XP_005850046.1
OG0001796	PSC68677.1	XP_005846754.1
OG0001797	PSC71277.1	XP_005850088.1
OG0001798	PSC76164.1, PSC76163.1	XP_005848159.1
OG0001799	PSC75707.1	XP_005843839.1
OG0001800	PSC67908.1	XP_005843828.1
OG0001801	PSC67951.1, PSC67995.1	XP_005843746.1
OG0001802	PSC67942.1, PSC67943.1	XP_005843472.1
OG0001803	PSC68286.1	XP_005851510.1
OG0001804	PSC71722.1	XP_005844668.1, XP_005844671.1
OG0001805	PSC71825.1, PSC71824.1	XP_005844686.1
OG0001806	PSC71799.1, PSC71798.1	XP_005844763.1
OG0001807	PSC70921.1	XP_005847417.1
OG0001808	PSC75836.1	XP_005851358.1
OG0001809	PSC68658.1	XP_005846740.1
OG0001810	PSC72345.1	XP_005846854.1
OG0001811	PSC70111.1	XP_005845929.1, XP_005845928.1
OG0001812	PSC76368.1, PSC76369.1	XP_005849803.1
OG0001813	PSC76915.1, PSC76914.1	XP_005849806.1
OG0001814	PSC76351.1	XP_005849742.1
OG0001815	PSC75874.1	XP_005847380.1
OG0001816	PSC67154.1, PSC72015.1	XP_005849480.1
OG0001817	PSC67156.1, PSC72047.1	XP_005849485.1
OG0001818	PSC75358.1	XP_005849766.1
OG0001819	PSC75661.1	XP_005849497.1
OG0001820	PSC76908.1	XP_005849726.1
OG0001821	PSC71878.1, PSC71877.1	XP_005849760.1
OG0001822	PSC73783.1	XP_005849794.1
OG0001823	PSC75297.1	XP_005849735.1
OG0001824	PSC76224.1, PSC76223.1	XP_005849730.1
OG0001825	PSC73591.1, PSC73590.1	XP_005849531.1
OG0001826	PSC76411.1	XP_005849798.1
OG0001827	PSC76058.1	XP_005851611.1
OG0001828	PSC73675.1, PSC73676.1	XP_005849796.1
OG0001829	PSC76441.1	XP_005849535.1
OG0001830	PSC76004.1	XP_005849506.1
OG0001831	PSC67385.1, PSC67384.1	XP_005845828.1
OG0001832	PSC73562.1	XP_005849524.1
OG0001833	PSC73544.1	XP_005849528.1
OG0001834	PSC73678.1	XP_005849521.1
OG0001835	PSC73578.1	XP_005849508.1
OG0001836	PSC73846.1	XP_005849509.1, XP_005842625.1
OG0001837	PSC75237.1	XP_005849773.1
OG0001839	PSC75246.1	XP_005849769.1, XP_005844215.1
OG0001840	PSC76713.1	XP_005849779.1, XP_005849780.1
OG0001841	PSC72105.1	XP_005847048.1
OG0001842	PSC68692.1	XP_005851346.1
OG0001843	PSC70933.1	XP_005844731.1, XP_005847286.1
OG0001844	PSC69861.1, PSC69862.1	XP_005847484.1
OG0001845	PSC69938.1	XP_005847483.1
OG0001847	PSC70868.1	XP_005845541.1
OG0001848	PSC70936.1	XP_005847280.1
OG0001849	PSC69878.1, PSC70994.1	XP_005847468.1
OG0001850	PSC69953.1	XP_005847502.1, XP_005845615.1
OG0001851	PSC69869.1	XP_005847449.1
OG0001852	PSC69884.1	XP_005847289.1
OG0001853	PSC69113.1	XP_005849428.1
OG0001854	PSC70979.1, PSC70981.1	XP_005847432.1
OG0001855	PSC72093.1	XP_005847085.1
OG0001856	PSC69942.1, PSC69943.1	XP_005847322.1
OG0001857	PSC69972.1	XP_005847302.1
OG0001858	PSC71349.1	XP_005846415.1
OG0001859	PSC73761.1	XP_005845176.1
OG0001860	PSC73625.1	XP_005845167.1
OG0001861	PSC70529.1	XP_005843610.1
OG0001862	PSC69594.1	XP_005846363.1, XP_005844217.1
OG0001863	PSC75824.1	XP_005851388.1
OG0001864	PSC76527.1	XP_005843079.1, XP_005845673.1
OG0001865	PSC71100.1	XP_005846992.1
OG0001866	PSC75236.1	XP_005848968.1
OG0001867	PSC68794.1	XP_005843854.1
OG0001868	PSC73253.1	XP_005844434.1
OG0001869	PSC67591.1	XP_005844994.1
OG0001870	PSC73709.1	XP_005844882.1
OG0001872	PSC75969.1	XP_005851406.1
OG0001873	PSC75421.1	XP_005851424.1
OG0001874	PSC75999.1, PSC76000.1	XP_005851428.1
OG0001875	PSC75600.1	XP_005851068.1
OG0001876	PSC67240.1, PSC67241.1	XP_005851118.1
OG0001877	PSC75619.1	XP_005851140.1
OG0001878	PSC70793.1	XP_005844053.1
OG0001879	PSC75376.1	XP_005851103.1
OG0001880	PSC75996.1	XP_005851441.1
OG0001881	PSC67357.1	XP_005851159.1
OG0001882	PSC67361.1	XP_005851454.1
OG0001883	PSC67364.1, PSC67363.1	XP_005851455.1
OG0001884	PSC68858.1, PSC68859.1	XP_005851468.1
OG0001885	PSC68877.1, PSC68885.1	XP_005851475.1
OG0001886	PSC68836.1, PSC68837.1	XP_005851481.1
OG0001887	PSC75191.1	XP_005851502.1
OG0001888	PSC70487.1, PSC70486.1	XP_005844342.1
OG0001889	PSC68891.1	XP_005851490.1, XP_005851491.1
OG0001890	PSC74976.1	XP_005851211.1
OG0001891	PSC75189.1	XP_005851507.1
OG0001892	PSC69189.1	XP_005843253.1
OG0001893	PSC68261.1	XP_005851515.1
OG0001894	PSC68276.1, PSC68277.1	XP_005851228.1
OG0001896	PSC76906.1	XP_005851610.1
OG0001897	PSC71535.1	XP_005850148.1
OG0001898	PSC73482.1	XP_005844397.1, XP_005844396.1
OG0001899	PSC67715.1	XP_005843848.1
OG0001900	PSC76467.1, PSC76178.1	XP_005851615.1
OG0001901	PSC76726.1	XP_005851327.1
OG0001903	PSC68708.1	XP_005846616.1
OG0001904	PSC73778.1	XP_005845195.1, XP_005845194.1
OG0001905	PSC73809.1, PSC73810.1	XP_005851558.1
OG0001906	PSC75530.1	XP_005847403.1, XP_005845024.1
OG0001907	PSC73781.1	XP_005851562.1
OG0001908	PSC69664.1, PSC71035.1	XP_005847193.1
OG0001909	PSC67467.1	XP_005851237.1
OG0001910	PSC67365.1	XP_005851456.1
OG0001911	PSC73469.1	XP_005849839.1, XP_005843457.1
OG0001912	PSC68820.1, PSC68821.1	XP_005851165.1
OG0001913	PSC73769.1	XP_005851251.1, XP_005845362.1
OG0001914	PSC73929.1	XP_005851556.1
OG0001916	PSC68733.1	XP_005846749.1
OG0001918	PSC76874.1, PSC76873.1	XP_005851588.1
OG0001919	PSC75302.1	XP_005846596.1
OG0001920	PSC68707.1	XP_005846598.1
OG0001922	PSC77001.1	XP_005842890.1, XP_005842889.1
OG0001923	PSC75037.1, PSC75038.1	XP_005847992.1
OG0001924	PSC68689.1	XP_005851651.1, XP_005851647.1
OG0001925	PSC68674.1, PSC68675.1	XP_005851656.1
OG0001926	PSC76025.1	XP_005849103.1
OG0001927	PSC70496.1	XP_005843614.1
OG0001928	PSC76573.1, PSC76572.1	XP_005852325.1
OG0001929	PSC76084.1	XP_005843038.1
OG0001930	PSC76112.1	XP_005851589.1, XP_005851590.1
OG0001931	PSC67104.1, PSC68163.1, PSC70614.1	XP_005850103.1
OG0001932	PSC76397.1	XP_005843078.1, XP_005842661.1
OG0001933	PSC70593.1	XP_005844287.1
OG0001935	PSC76710.1	XP_005843041.1
OG0001936	PSC75646.1	XP_005846705.1
OG0001938	PSC67489.1, PSC67488.1	XP_005843970.1
OG0001939	PSC70087.1	XP_005845931.1
OG0001940	PSC72516.1	XP_005846795.1
OG0001941	PSC69389.1	XP_005846636.1
OG0001942	PSC73950.1	XP_005845201.1
OG0001943	PSC73363.1, PSC73364.1	XP_005844166.1
OG0001944	PSC73531.1	XP_005844185.1
OG0001945	PSC73320.1	XP_005844266.1
OG0001946	PSC72559.1, PSC72558.1	XP_005849980.1
OG0001947	PSC72879.1, PSC70599.1	XP_005844407.1
OG0001948	PSC70507.1	XP_005844195.1
OG0001949	PSC70555.1	XP_005844277.1
OG0001950	PSC69022.1	XP_005850723.1, XP_005850722.1
OG0001951	PSC72492.1	XP_005850307.1
OG0001952	PSC74019.1	XP_005843627.1
OG0001953	PSC72522.1	XP_005850052.1
OG0001954	PSC72399.1	XP_005849975.1
OG0001955	PSC75402.1, PSC75403.1	XP_005848728.1
OG0001956	PSC72371.1	XP_005850244.1
OG0001957	PSC71424.1	XP_005846234.1
OG0001958	PSC72380.1	XP_005850036.1
OG0001959	PSC73275.1	XP_005844414.1
OG0001960	PSC72503.1	XP_005850033.1
OG0001961	PSC72413.1	XP_005850294.1
OG0001962	PSC67294.1	XP_005844327.1
OG0001963	PSC72476.1, PSC72477.1	XP_005850259.1
OG0001964	PSC72521.1	XP_005850000.1
OG0001965	PSC72404.1	XP_005849973.1
OG0001966	PSC72462.1	XP_005850252.1
OG0001967	PSC72524.1	XP_005850268.1
OG0001968	PSC71849.1, PSC72781.1	XP_005850785.1
OG0001969	PSC69638.1	XP_005846548.1
OG0001970	PSC69636.1, PSC69637.1	XP_005846543.1
OG0001971	PSC73958.1	XP_005845596.1
OG0001972	PSC73218.1, PSC73217.1	XP_005846554.1
OG0001973	PSC71230.1	XP_005846551.1
OG0001974	PSC69646.1, PSC67014.1	XP_005846550.1
OG0001975	PSC69583.1, PSC69582.1	XP_005846534.1
OG0001976	PSC69709.1	XP_005846354.1, XP_005846353.1
OG0001977	PSC69606.1	XP_005843845.1
OG0001978	PSC69648.1, PSC69649.1	XP_005846337.1
OG0001979	PSC68399.1, PSC68398.1	XP_005846316.1
OG0001980	PSC68396.1	XP_005852295.1
OG0001981	PSC69883.1	XP_005847323.1
OG0001982	PSC68366.1	XP_005846471.1
OG0001983	PSC71274.1, PSC71275.1	XP_005846469.1
OG0001984	PSC71268.1, PSC68394.1	XP_005846289.1
OG0001985	PSC67099.1, PSC68216.1	XP_005845128.1
OG0001986	PSC71403.1	XP_005846454.1
OG0001987	PSC71366.1	XP_005846282.1
OG0001988	PSC71271.1	XP_005846456.1
OG0001989	PSC72119.1	XP_005847114.1
OG0001990	PSC73081.1, PSC73080.1	XP_005843340.1
OG0001991	PSC71361.1	XP_005846448.1
OG0001992	PSC71305.1, PSC71304.1	XP_005846436.1
OG0001993	PSC71232.1	XP_005846250.1
OG0001995	PSC71440.1	XP_005846227.1, XP_005842563.1
OG0001996	PSC71421.1	XP_005846406.1
OG0001997	PSC71394.1	XP_005846225.1
OG0001998	PSC71137.1	XP_005842813.1, XP_005842810.1
OG0001999	PSC76644.1	XP_005845320.1
OG0002000	PSC72910.1	XP_005845450.1
OG0002001	PSC76315.1, PSC76314.1, PSC75440.1	XP_005845342.1
OG0002002	PSC76399.1, PSC76398.1	XP_005845474.1
OG0002003	PSC76548.1	XP_005845292.1
OG0002004	PSC76452.1	XP_005845332.1
OG0002005	PSC76909.1	XP_005845466.1
OG0002006	PSC71025.1, PSC71024.1	XP_005842822.1
OG0002007	PSC77025.1	XP_005845481.1, XP_005845479.1
OG0002008	PSC76417.1	XP_005845493.1
OG0002009	PSC71011.1, PSC71010.1	XP_005845369.1
OG0002010	PSC76794.1	XP_005843399.1, XP_005843398.1
OG0002011	PSC71166.1	XP_005845499.1
OG0002012	PSC71131.1	XP_005846214.1
OG0002013	PSC71176.1	XP_005846219.1
OG0002014	PSC71133.1, PSC71134.1	XP_005846399.1
OG0002015	PSC70697.1	XP_005842947.1
OG0002016	PSC71085.1, PSC71084.1	XP_005846401.1
OG0002017	PSC70086.1	XP_005846402.1
OG0002018	PSC71309.1, PSC71351.1	XP_005846222.1
OG0002019	PSC76362.1	XP_005845438.1
OG0002019	PSC76262.1	XP_005845437.1
OG0002021	PSC76771.1	XP_005845307.1
OG0002022	PSC68064.1	XP_005843017.1
OG0002023	PSC73498.1	XP_005843813.1
OG0002024	PSC68029.1, PSC68023.1	XP_005842986.1
OG0002025	PSC74794.1	XP_005843666.1
OG0002026	PSC76969.1	XP_005845274.1
OG0002027	PSC76355.1, PSC76356.1	XP_005845402.1
OG0002028	PSC76159.1	XP_005845400.1
OG0002029	PSC77038.1	XP_005845424.1
OG0002030	PSC76184.1, PSC76183.1	XP_005845279.1
OG0002031	PSC76905.1	XP_005845269.1
OG0002032	PSC73058.1	XP_005845265.1
OG0002033	PSC72974.1	XP_005845396.1
OG0002034	PSC73961.1	XP_005843635.1
OG0002035	PSC73005.1	XP_005845389.1
OG0002037	PSC71055.1, PSC71054.1	XP_005847210.1
OG0002038	PSC70843.1	XP_005842994.1
OG0002039	PSC73006.1	XP_005845245.1
OG0002040	PSC68489.1	XP_005843006.1
OG0002041	PSC68428.1	XP_005842972.1
OG0002042	PSC73245.1	XP_005844386.1
OG0002043	PSC74688.1, PSC74687.1	XP_005843599.1
OG0002044	PSC70524.1	XP_005844289.1
OG0002045	PSC73537.1	XP_005844348.1
OG0002046	PSC73405.1, PSC72160.1	XP_005844415.1
OG0002047	PSC74095.1, PSC74096.1	XP_005843533.1
OG0002048	PSC76714.1	XP_005851329.1
OG0002050	PSC74070.1	XP_005845619.1
OG0002051	PSC74809.1, PSC74808.1	XP_005845728.1
OG0002052	PSC74424.1	XP_005842864.1
OG0002053	PSC69361.1	XP_005847818.1
OG0002054	PSC67232.1, PSC67233.1	XP_005842911.1
OG0002055	PSC74218.1	XP_005845657.1
OG0002056	PSC68501.1	XP_005851961.1, XP_005851960.1
OG0002057	PSC74044.1	XP_005845555.1
OG0002058	PSC74069.1	XP_005845559.1
OG0002059	PSC74323.1, PSC74322.1	XP_005845605.1
OG0002060	PSC74340.1, PSC74339.1	XP_005845703.1
OG0002061	PSC74301.1	XP_005845629.1
OG0002062	PSC74331.1	XP_005845627.1
OG0002063	PSC74237.1, PSC74236.1	XP_005845681.1
OG0002064	PSC74320.1, PSC73957.1	XP_005845586.1
OG0002065	PSC74231.1	XP_005845682.1
OG0002066	PSC74229.1	XP_005851780.1, XP_005845590.1
OG0002067	PSC74084.1	XP_005842796.1
OG0002068	PSC74087.1	XP_005845530.1
OG0002069	PSC74115.1	XP_005845695.1
OG0002070	PSC74316.1	XP_005845637.1
OG0002071	PSC74128.1, PSC74127.1	XP_005845641.1
OG0002072	PSC74173.1, PSC74174.1	XP_005845698.1
OG0002073	PSC68016.1, PSC69486.1	XP_005843216.1
OG0002074	PSC68074.1	XP_005843180.1, XP_005843181.1
OG0002075	PSC67765.1	XP_005843184.1
OG0002076	PSC73888.1, PSC73889.1	XP_005848821.1
OG0002077	PSC67213.1, PSC67185.1	XP_005848797.1
OG0002078	PSC67210.1	XP_005843194.1
OG0002079	PSC75767.1	XP_005848832.1
OG0002080	PSC67186.1	XP_005843195.1
OG0002081	PSC71813.1	XP_005844797.1
OG0002082	PSC71826.1	XP_005844720.1
OG0002083	PSC71675.1	XP_005844727.1
OG0002084	PSC70698.1	XP_005844047.1
OG0002085	PSC71384.1	XP_005844039.1
OG0002086	PSC67174.1, PSC67173.1	XP_005844568.1
OG0002087	PSC67172.1	XP_005844476.1
OG0002088	PSC76434.1	XP_005843985.1
OG0002089	PSC71695.1, PSC71696.1	XP_005844820.1
OG0002090	PSC71769.1	XP_005842941.1
OG0002091	PSC76370.1	XP_005843390.1
OG0002092	PSC68527.1	XP_005851969.1
OG0002093	PSC76654.1	XP_005849362.1, XP_005843382.1
OG0002094	PSC76056.1, PSC76057.1	XP_005843374.1
OG0002095	PSC70494.1	XP_005850098.1
OG0002096	PSC71700.1	XP_005844730.1
OG0002097	PSC76738.1	XP_005844069.1, XP_005844070.1
OG0002098	PSC76152.1	XP_005843988.1
OG0002099	PSC76458.1, PSC76457.1	XP_005843304.1
OG0002100	PSC70768.1	XP_005842961.1
OG0002101	PSC70764.1, PSC70765.1	XP_005842958.1
OG0002102	PSC70811.1	XP_005842953.1
OG0002103	PSC70737.1, PSC70797.1	XP_005842924.1
OG0002104	PSC70819.1	XP_005844135.1
OG0002105	PSC70771.1, PSC70770.1	XP_005844064.1
OG0002106	PSC71251.1	XP_005844081.1, XP_005844080.1
OG0002107	PSC76271.1	XP_005844082.1
OG0002108	PSC70484.1	XP_005844868.1
OG0002109	PSC70465.1, PSC70464.1	XP_005848304.1
OG0002111	PSC70454.1, PSC70453.1	XP_005848469.1
OG0002112	PSC70315.1, PSC70314.1	XP_005848268.1
OG0002113	PSC67291.1	XP_005843278.1
OG0002114	PSC67721.1	XP_005849665.1
OG0002115	PSC68055.1, PSC68054.1	XP_005848568.1
OG0002116	PSC74296.1	XP_005849663.1
OG0002117	PSC70934.1, PSC70935.1	XP_005848364.1
OG0002118	PSC70871.1, PSC70872.1	XP_005848559.1
OG0002119	PSC70317.1	XP_005848500.1
OG0002120	PSC68026.1	XP_005848378.1
OG0002121	PSC74635.1	XP_005851243.1
OG0002122	PSC67737.1	XP_005848388.1
OG0002123	PSC70794.1	XP_005847909.1
OG0002124	PSC68048.1	XP_005848581.1
OG0002125	PSC70585.1, PSC70584.1	XP_005845533.1
OG0002127	PSC74130.1, PSC74129.1	XP_005843053.1
OG0002128	PSC71744.1	XP_005842966.1, XP_005850312.1
OG0002129	PSC70407.1	XP_005848482.1, XP_005843498.1
OG0002130	PSC70400.1, PSC70399.1	XP_005848297.1
OG0002131	PSC70373.1, PSC70374.1	XP_005848255.1
OG0002132	PSC70415.1	XP_005848253.1, XP_005848252.1
OG0002133	PSC72082.1, PSC72083.1	XP_005846950.1
OG0002134	PSC71012.1	XP_005847146.1
OG0002135	PSC71175.1	XP_005846953.1
OG0002136	PSC71081.1, PSC71080.1	XP_005846959.1
OG0002138	PSC71119.1	XP_005847170.1
OG0002139	PSC71123.1	XP_005846969.1
OG0002140	PSC71121.1	XP_005847169.1
OG0002141	PSC71068.1	XP_005847168.1
OG0002142	PSC71192.1	XP_005846967.1
OG0002143	PSC71180.1, PSC71179.1	XP_005847182.1
OG0002144	PSC72218.1	XP_005849718.1, XP_005846916.1
OG0002145	PSC72166.1	XP_005847106.1
OG0002146	PSC72152.1	XP_005846923.1
OG0002147	PSC70792.1	XP_005847217.1
OG0002148	PSC71122.1	XP_005847218.1
OG0002149	PSC70791.1	XP_005847867.1, XP_005842655.1
OG0002150	PSC71087.1	XP_005842715.1, XP_005847211.1
OG0002151	PSC71105.1	XP_005847206.1
OG0002152	PSC71108.1	XP_005847203.1
OG0002153	PSC75112.1, PSC75111.1	XP_005848153.1
OG0002154	PSC75200.1	XP_005848015.1
OG0002155	PSC69455.1, PSC69454.1	XP_005848129.1
OG0002156	PSC75149.1	XP_005848160.1
OG0002157	PSC77043.1	XP_005847997.1
OG0002158	PSC70796.1	XP_005847895.1
OG0002159	PSC70726.1, PSC70725.1	XP_005848056.1
OG0002160	PSC67502.1	XP_005848151.1, XP_005843414.1
OG0002161	PSC74030.1, PSC74031.1	XP_005848039.1
OG0002162	PSC70681.1	XP_005848050.1
OG0002163	PSC73836.1, PSC73835.1	XP_005847547.1
OG0002164	PSC74594.1, PSC74593.1	XP_005847793.1
OG0002165	PSC74577.1, PSC74576.1	XP_005847794.1
OG0002166	PSC74486.1	XP_005847627.1
OG0002167	PSC69050.1, PSC70785.1	XP_005844063.1
OG0002168	PSC74797.1	XP_005847786.1
OG0002169	PSC74428.1	XP_005847587.1
OG0002170	PSC74572.1	XP_005847733.1
OG0002171	PSC73912.1	XP_005847703.1
OG0002172	PSC73740.1	XP_005847704.1
OG0002173	PSC75122.1	XP_005847802.1
OG0002174	PSC74478.1	XP_005847742.1
OG0002175	PSC70476.1	XP_005848261.1
OG0002176	PSC74723.1	XP_005847771.1
OG0002177	PSC70209.1	XP_005847701.1
OG0002178	PSC70281.1, PSC70280.1	XP_005847702.1
OG0002179	PSC70264.1	XP_005847691.1
OG0002180	PSC70283.1	XP_005847856.1, XP_005851777.1
OG0002181	PSC74900.1	XP_005847652.1
OG0002182	PSC70256.1	XP_005847825.1
OG0002183	PSC74453.1	XP_005843119.1
OG0002184	PSC74569.1	XP_005843105.1
OG0002185	PSC74712.1	XP_005843136.1
OG0002186	PSC76968.1	XP_005851693.1
OG0002187	PSC74669.1	XP_005843123.1
OG0002189	PSC74666.1	XP_005843733.1
OG0002190	PSC74540.1, PSC74539.1	XP_005843641.1
OG0002196	PSC70040.1, PSC70041.1	XP_005852173.1, XP_005852086.1
OG0002197	PSC70261.1	XP_005843438.1, XP_005848023.1, XP_005848024.1
OG0002198	PSC69174.1	XP_005847042.1, XP_005844576.1
OG0002200	PSC77008.1, PSC68662.1	XP_005848017.1
OG0002201	PSC71713.1	XP_005844710.1
OG0002202	PSC67217.1, PSC71795.1, PSC71796.1	XP_005844745.1
OG0002203	PSC74904.1, PSC75947.1, PSC75946.1	XP_005846595.1
OG0002204	PSC76502.1, PSC76503.1	XP_005845282.1
OG0002205	PSC71418.1	XP_005846429.1
OG0002206	PSC74914.1	XP_005844099.1
OG0002206	PSC75084.1	XP_005844098.1
OG0002207	PSC75188.1	XP_005844094.1, XP_005844001.1
OG0002209	PSC70052.1	XP_005845816.1
OG0002210	PSC75017.1	XP_005845885.1
OG0002211	PSC70251.1	XP_005850245.1
OG0002212	PSC71990.1	XP_005846124.1, XP_005843930.1
OG0002213	PSC71947.1	XP_005846020.1
OG0002214	PSC67856.1	XP_005846051.1
OG0002215	PSC67670.1	XP_005846208.1
OG0002216	PSC67258.1	XP_005845016.1, XP_005844916.1
OG0002217	PSC67047.1, PSC67179.1, PSC67660.1	XP_005846058.1
