Orthogroup	m_conductrix_genome_proteins	c_sorokiniana_genome_proteins
OG0001860	PSC73625.1	PRW45407.1, PRW45408.1
OG0001861	PSC70529.1	PRW61244.1, PRW61243.1
OG0001862	PSC69594.1	PRW59711.1
OG0001863	PSC75824.1	PRW58587.1, PRW58588.1
OG0001864	PSC76527.1	PRW45094.1
OG0001865	PSC71100.1	PRW57206.1
OG0001866	PSC75236.1	PRW51079.1
OG0001867	PSC68794.1	PRW20693.1, PRW20687.1
OG0001868	PSC73253.1	PRW61222.1
OG0001869	PSC67591.1	PRW39279.1, PRW39278.1
OG0001870	PSC73709.1	PRW33295.1
OG0001871	PSC67822.1, PSC67823.1, PSC67077.1	PRW58285.1
OG0001872	PSC75969.1	PRW58702.1, PRW58703.1
OG0001873	PSC75421.1	PRW58450.1, PRW58449.1
OG0001874	PSC75999.1, PSC76000.1	PRW58224.1
OG0001875	PSC75600.1	PRW58541.1, PRW58542.1
OG0001876	PSC67240.1, PSC67241.1	PRW58427.1
OG0001877	PSC75619.1	PRW58719.1, PRW58718.1
OG0001878	PSC70793.1	PRW20285.1
OG0001879	PSC75376.1	PRW56461.1, PRW56649.1
OG0001880	PSC75996.1	PRW58252.1, PRW58251.1
OG0001881	PSC67357.1	PRW58395.1
OG0001882	PSC67361.1	PRW58366.1, PRW58365.1
OG0001883	PSC67364.1, PSC67363.1	PRW58496.1
OG0001884	PSC68858.1, PSC68859.1	PRW58504.1
OG0001885	PSC68877.1, PSC68885.1	PRW58258.1
OG0001886	PSC68836.1, PSC68837.1	PRW58549.1
OG0001887	PSC75191.1	PRW58397.1
OG0001888	PSC70487.1, PSC70486.1	PRW61315.1
OG0001890	PSC74976.1	PRW58405.1
OG0001891	PSC75189.1	PRW58200.1, PRW58199.1
OG0001892	PSC69189.1	PRW33214.1, PRW33213.1
OG0001893	PSC68261.1	PRW60152.1, PRW58268.1
OG0001894	PSC68276.1, PSC68277.1	PRW58168.1
OG0001896	PSC76906.1	PRW58441.1
OG0001897	PSC71535.1	PRW56530.1
OG0001898	PSC73482.1	PRW61623.1
OG0001899	PSC67715.1	PRW20719.1
OG0001900	PSC76467.1, PSC76178.1	PRW58673.1
OG0001901	PSC76726.1	PRW58163.1, PRW58162.1
OG0001902	PSC71347.1	PRW33508.1, PRW33613.1, PRW39369.1
OG0001903	PSC68708.1	PRW32580.1, PRW32579.1
OG0001904	PSC73778.1	PRW45337.1
OG0001905	PSC73809.1, PSC73810.1	PRW58647.1
OG0001906	PSC75530.1	PRW44556.1
OG0001907	PSC73781.1	PRW58178.1
OG0001908	PSC69664.1, PSC71035.1	PRW59475.1
OG0001909	PSC67467.1	PRW58121.1, PRW58122.1
OG0001910	PSC67365.1	PRW58625.1, PRW58626.1
OG0001911	PSC73469.1	PRW58826.1
OG0001912	PSC68820.1, PSC68821.1	PRW58454.1
OG0001913	PSC73769.1	PRW58276.1
OG0001914	PSC73929.1	PRW58658.1
OG0001915	PSC76510.1	PRW59183.1
OG0001916	PSC68733.1	PRW32607.1, PRW57999.1
OG0001918	PSC76874.1, PSC76873.1	PRW58270.1
OG0001919	PSC75302.1	PRW32640.1
OG0001920	PSC68707.1	PRW32634.1
OG0001922	PSC77001.1	PRW32673.1
OG0001923	PSC75037.1, PSC75038.1	PRW20919.1
OG0001924	PSC68689.1	PRW58359.1
OG0001925	PSC68674.1, PSC68675.1	PRW32500.1
OG0001926	PSC76025.1	PRW57664.1
OG0001927	PSC70496.1	PRW61162.1
OG0001928	PSC76573.1, PSC76572.1	PRW32484.1
OG0001929	PSC76084.1	PRW32512.1, PRW32513.1
OG0001930	PSC76112.1	PRW58440.1
OG0001932	PSC76397.1	PRW32520.1
OG0001933	PSC70593.1	PRW61195.1
OG0001934	PSC76435.1	PRW56983.1
OG0001935	PSC76710.1	PRW32613.1, PRW32612.1
OG0001936	PSC75646.1	PRW32568.1, PRW32567.1
OG0001937	PSC67228.1, PSC67229.1	PRW20771.1
OG0001938	PSC67489.1, PSC67488.1	PRW59346.1
OG0001939	PSC70087.1	PRW33505.1, PRW33506.1
OG0001940	PSC72516.1	PRW45454.1
OG0001941	PSC69389.1	PRW45384.1, PRW45383.1
OG0001942	PSC73950.1	PRW45451.1
OG0001943	PSC73363.1, PSC73364.1	PRW61390.1
OG0001944	PSC73531.1	PRW61515.1
OG0001945	PSC73320.1	PRW61520.1, PRW61479.1
OG0001946	PSC72559.1, PSC72558.1	PRW56785.1
OG0001947	PSC72879.1, PSC70599.1	PRW61120.1
OG0001948	PSC70507.1	PRW60891.1, PRW60892.1
OG0001949	PSC70555.1	PRW61176.1
OG0001950	PSC69022.1	PRW57686.1
OG0001951	PSC72492.1	PRW56597.1, PRW56596.1
OG0001952	PSC74019.1	PRW61370.1
OG0001953	PSC72522.1	PRW56878.1, PRW56879.1
OG0001954	PSC72399.1	PRW56762.1
OG0001955	PSC75402.1, PSC75403.1	PRW05867.1
OG0001956	PSC72371.1	PRW56779.1
OG0001957	PSC71424.1	PRW59831.1
OG0001958	PSC72380.1	PRW56680.1
OG0001959	PSC73275.1	PRW61199.1
OG0001960	PSC76663.1	PRW56817.1
OG0001961	PSC72413.1	PRW56814.1, PRW56815.1
OG0001962	PSC67294.1	PRW61404.1
OG0001963	PSC72476.1, PSC72477.1	PRW56668.1
OG0001964	PSC72521.1	PRW56600.1, PRW57317.1
OG0001965	PSC72404.1	PRW56702.1, PRW56701.1
OG0001966	PSC72462.1	PRW56770.1, PRW56769.1
OG0001967	PSC72524.1	PRW56474.1, PRW56473.1
OG0001968	PSC72781.1	PRW59881.1
OG0001969	PSC69638.1	PRW59883.1
OG0001970	PSC69636.1, PSC69637.1	PRW59686.1
OG0001971	PSC73958.1	PRW61364.1, PRW61365.1
OG0001972	PSC73218.1, PSC73217.1	PRW18294.1
OG0001973	PSC71230.1	PRW18395.1
OG0001974	PSC69646.1, PSC67014.1	PRW59762.1
OG0001975	PSC69583.1, PSC69582.1	PRW59646.1, PRW59645.1
OG0001976	PSC69709.1	PRW59899.1
OG0001977	PSC69606.1	PRW20731.1, PRW59749.1
OG0001978	PSC69648.1, PSC69649.1	PRW60079.1
OG0001979	PSC68399.1, PSC68398.1	PRW60142.1
OG0001980	PSC68396.1	PRW59638.1
OG0001981	PSC69883.1	PRW44517.1, PRW44516.1
OG0001982	PSC68366.1	PRW59918.1
OG0001983	PSC71274.1, PSC71275.1	PRW60091.1
OG0001984	PSC71268.1, PSC68394.1	PRW59705.1
OG0001985	PSC67099.1, PSC68216.1	PRW45460.1
OG0001986	PSC71403.1	PRW60001.1, PRW60000.1
OG0001987	PSC71366.1	PRW60066.1, PRW60067.1
OG0001988	PSC71271.1	PRW60026.1, PRW60025.1
OG0001989	PSC72119.1	PRW59467.1
OG0001990	PSC73081.1, PSC73080.1	PRW32884.1
OG0001991	PSC71361.1	PRW59484.1, PRW59483.1
OG0001992	PSC71305.1, PSC71304.1	PRW59852.1
OG0001993	PSC71232.1	PRW59716.1, PRW59715.1
OG0001995	PSC71440.1	PRW59577.1
OG0001996	PSC71421.1	PRW59489.1
OG0001997	PSC71394.1	PRW59657.1
OG0001998	PSC71137.1	PRW59561.1
OG0001999	PSC76644.1	PRW59580.1, PRW57002.1
OG0002000	PSC72910.1	PRW57053.1
OG0002002	PSC76399.1, PSC76398.1	PRW59703.1
OG0002003	PSC76548.1	PRW44581.1
OG0002004	PSC76452.1	PRW59651.1, PRW59652.1
OG0002005	PSC76909.1	PRW59955.1, PRW59956.1
OG0002006	PSC71025.1, PSC71024.1	PRW59714.1
OG0002008	PSC76417.1	PRW59914.1, PRW59915.1
OG0002009	PSC71011.1, PSC71010.1	PRW59860.1
OG0002010	PSC76794.1	PRW32919.1
OG0002011	PSC71166.1	PRW59672.1
OG0002012	PSC71131.1	PRW60019.1, PRW59510.1
OG0002013	PSC71176.1	PRW59741.1, PRW59742.1
OG0002014	PSC71133.1, PSC71134.1	PRW60018.1
OG0002015	PSC70697.1	PRW20253.1
OG0002016	PSC71085.1, PSC71084.1	PRW59884.1
OG0002017	PSC70086.1	PRW59861.1
OG0002018	PSC71309.1, PSC71351.1	PRW59519.1
OG0002021	PSC76771.1	PRW59965.1, PRW59964.1
OG0002022	PSC68064.1	PRW59923.1, PRW59922.1
OG0002023	PSC73498.1	PRW58921.1, PRW58920.1
OG0002024	PSC68029.1, PSC68023.1	PRW60180.1
OG0002025	PSC74794.1	PRW20351.1
OG0002026	PSC76969.1	PRW59445.1, PRW59446.1
OG0002027	PSC76355.1, PSC76356.1	PRW60141.1
OG0002028	PSC76159.1	PRW59729.1
OG0002029	PSC77038.1	PRW59699.1
OG0002030	PSC76184.1, PSC76183.1	PRW59498.1
OG0002031	PSC76905.1	PRW60057.1, PRW60058.1
OG0002032	PSC73058.1	PRW59501.1, PRW59500.1
OG0002033	PSC72974.1	PRW59564.1, PRW59563.1
OG0002034	PSC73961.1	PRW61147.1
OG0002035	PSC73005.1	PRW59927.1, PRW59926.1
OG0002037	PSC71055.1, PSC71054.1	PRW57343.1
OG0002038	PSC70843.1	PRW59765.1, PRW59764.1
OG0002039	PSC73006.1	PRW59873.1
OG0002040	PSC68489.1	PRW59641.1, PRW59642.1
OG0002041	PSC68428.1	PRW59491.1
OG0002042	PSC73245.1	PRW61190.1
OG0002043	PSC74688.1, PSC74687.1	PRW61619.1
OG0002044	PSC70524.1	PRW61165.1, PRW61164.1
OG0002045	PSC73537.1	PRW60964.1, PRW60965.1
OG0002046	PSC72160.1	PRW61583.1
OG0002047	PSC74095.1, PSC74096.1	PRW61451.1
OG0002048	PSC76714.1	PRW58423.1, PRW58424.1
OG0002049	PSC70624.1	PRW56459.1
OG0002049	PSC74656.1	PRW60696.1
OG0002050	PSC74070.1	PRW61454.1
OG0002051	PSC74809.1, PSC74808.1	PRW33670.1
OG0002052	PSC74424.1	PRW60930.1
OG0002053	PSC69361.1	PRW34093.1
OG0002054	PSC67232.1, PSC67233.1	PRW20599.1
OG0002055	PSC74218.1	PRW61541.1, PRW61540.1
OG0002056	PSC68501.1	PRW60336.1
OG0002057	PSC74044.1	PRW32860.1
OG0002058	PSC74069.1	PRW60464.1, PRW60465.1
OG0002059	PSC74323.1, PSC74322.1	PRW59719.1
OG0002060	PSC74340.1, PSC74339.1	PRW61078.1
OG0002061	PSC74301.1	PRW61409.1, PRW61408.1
OG0002062	PSC74331.1	PRW61597.1, PRW61598.1
OG0002063	PSC74237.1, PSC74236.1	PRW61442.1
OG0002064	PSC74320.1, PSC73957.1	PRW45266.1
OG0002065	PSC74231.1	PRW60917.1, PRW60918.1
OG0002066	PSC74229.1	PRW56446.1
OG0002067	PSC74084.1	PRW61464.1
OG0002068	PSC74087.1	PRW61140.1
OG0002069	PSC74115.1	PRW60968.1, PRW60967.1
OG0002070	PSC74316.1	PRW61423.1, PRW61422.1
OG0002071	PSC74128.1, PSC74127.1	PRW61302.1
OG0002072	PSC74173.1, PSC74174.1	PRW61053.1
OG0002073	PSC68016.1, PSC69486.1	PRW05901.1
OG0002074	PSC68074.1	PRW05946.1
OG0002075	PSC67765.1	PRW05883.1
OG0002076	PSC73888.1, PSC73889.1	PRW51032.1
OG0002077	PSC67213.1, PSC67185.1	PRW05912.1
OG0002078	PSC67210.1	PRW05942.1, PRW05941.1
OG0002079	PSC75767.1	PRW50911.1
OG0002080	PSC67186.1	PRW05940.1
OG0002081	PSC71813.1	PRW21139.1
OG0002082	PSC71826.1	PRW21071.1, PRW21072.1
OG0002083	PSC71675.1	PRW21055.1, PRW21056.1
OG0002084	PSC70698.1	PRW20182.1, PRW20183.1
OG0002085	PSC71384.1	PRW20282.1
OG0002086	PSC67174.1, PSC67173.1	PRW32890.1
OG0002087	PSC67172.1	PRW32949.1, PRW32950.1
OG0002088	PSC76434.1	PRW33022.1, PRW33063.1
OG0002089	PSC71695.1, PSC71696.1	PRW20290.1
OG0002090	PSC71769.1	PRW21058.1, PRW21057.1
OG0002091	PSC76370.1	PRW32871.1, PRW32872.1
OG0002092	PSC68527.1	PRW60736.1
OG0002093	PSC76654.1	PRW33030.1
OG0002094	PSC76056.1, PSC76057.1	PRW33074.1
OG0002095	PSC70494.1	PRW56804.1
OG0002096	PSC71700.1	PRW20990.1
OG0002098	PSC76152.1	PRW32968.1
OG0002099	PSC76458.1, PSC76457.1	PRW32894.1
OG0002100	PSC70768.1	PRW20224.1, PRW20223.1
OG0002101	PSC70764.1, PSC70765.1	PRW20227.1
OG0002102	PSC70811.1	PRW20274.1
OG0002103	PSC70737.1, PSC70797.1	PRW20288.1
OG0002104	PSC70819.1	PRW20191.1
OG0002105	PSC70771.1, PSC70770.1	PRW20175.1
OG0002106	PSC71251.1	PRW33067.1
OG0002107	PSC76271.1	PRW33003.1, PRW33004.1
OG0002108	PSC70484.1	PRW45221.1
OG0002109	PSC70465.1, PSC70464.1	PRW44988.1
OG0002110	PSC70473.1, PSC70474.1	PRW44981.1, PRW44980.1
OG0002111	PSC70454.1, PSC70453.1	PRW45011.1
OG0002112	PSC70315.1, PSC70314.1	PRW45246.1
OG0002113	PSC67291.1	PRW60888.1, PRW60889.1
OG0002114	PSC67721.1	PRW45023.1
OG0002115	PSC68055.1, PSC68054.1	PRW45195.1
OG0002116	PSC74296.1	PRW61519.1
OG0002117	PSC70934.1, PSC70935.1	PRW44868.1
OG0002118	PSC70871.1, PSC70872.1	PRW45018.1
OG0002119	PSC70317.1	PRW44843.1, PRW44844.1
OG0002120	PSC68026.1	PRW45163.1
OG0002121	PSC74635.1	PRW60063.1
OG0002122	PSC67737.1	PRW45264.1, PRW45263.1
OG0002123	PSC70794.1	PRW57306.1
OG0002124	PSC68048.1	PRW33819.1, PRW33820.1
OG0002125	PSC70585.1, PSC70584.1	PRW61123.1
OG0002126	PSC70178.1	PRW34068.1, PRW34067.1, PRW34069.1
OG0002127	PSC74130.1, PSC74129.1	PRW61219.1
OG0002128	PSC71744.1	PRW21033.1
OG0002129	PSC70407.1	PRW45114.1
OG0002130	PSC70400.1, PSC70399.1	PRW44967.1
OG0002131	PSC70373.1, PSC70374.1	PRW44927.1
OG0002132	PSC70415.1	PRW44986.1
OG0002133	PSC72082.1, PSC72083.1	PRW57331.1
OG0002134	PSC71012.1	PRW57496.1
OG0002135	PSC71175.1	PRW56915.1
OG0002136	PSC71081.1, PSC71080.1	PRW57058.1
OG0002138	PSC71119.1	PRW57254.1
OG0002139	PSC71123.1	PRW56991.1
OG0002140	PSC71121.1	PRW56906.1
OG0002141	PSC71068.1	PRW57230.1
OG0002142	PSC71192.1	PRW56977.1
OG0002143	PSC71180.1, PSC71179.1	PRW57489.1
OG0002144	PSC72218.1	PRW57491.1
OG0002145	PSC72166.1	PRW57349.1, PRW57348.1
OG0002146	PSC72152.1	PRW56934.1, PRW56933.1
OG0002147	PSC70792.1	PRW57275.1
OG0002148	PSC71122.1	PRW57241.1
OG0002149	PSC70791.1	PRW57260.1
OG0002150	PSC71087.1	PRW57436.1
OG0002151	PSC71105.1	PRW57135.1
OG0002152	PSC71108.1	PRW56892.1, PRW57407.1
OG0002153	PSC75112.1, PSC75111.1	PRW20832.1
OG0002154	PSC75200.1	PRW20917.1
OG0002155	PSC69455.1, PSC69454.1	PRW20808.1
OG0002156	PSC75149.1	PRW20855.1
OG0002157	PSC77043.1	PRW20915.1
OG0002158	PSC70796.1	PRW56950.1, PRW56949.1
OG0002159	PSC70726.1, PSC70725.1	PRW56990.1
OG0002160	PSC67502.1	PRW20943.1, PRW39300.1
OG0002161	PSC74030.1, PSC74031.1	PRW57472.1
OG0002162	PSC70681.1	PRW57051.1
OG0002163	PSC73836.1, PSC73835.1	PRW57846.1
OG0002164	PSC74594.1, PSC74593.1	PRW57756.1
OG0002165	PSC74577.1, PSC74576.1	PRW57606.1
OG0002166	PSC74486.1	PRW57980.1, PRW57979.1
OG0002167	PSC69050.1, PSC70785.1	PRW20249.1
OG0002168	PSC74797.1	PRW57931.1, PRW57930.1
OG0002169	PSC74428.1	PRW57878.1
OG0002170	PSC74572.1	PRW57643.1, PRW57642.1
OG0002171	PSC73912.1	PRW58065.1, PRW58066.1
OG0002172	PSC73740.1	PRW57685.1, PRW57684.1
OG0002173	PSC75122.1	PRW58061.1
OG0002174	PSC74478.1	PRW57870.1
OG0002175	PSC75948.1	PRW44936.1
OG0002176	PSC74723.1	PRW57898.1
OG0002177	PSC70209.1	PRW33802.1, PRW33801.1
OG0002178	PSC70281.1, PSC70280.1	PRW34081.1
OG0002179	PSC70264.1	PRW34025.1, PRW34026.1
OG0002180	PSC70283.1	PRW33998.1
OG0002181	PSC74900.1	PRW34080.1, PRW34079.1
OG0002182	PSC70256.1	PRW34028.1, PRW34029.1
OG0002183	PSC74453.1	PRW61154.1
OG0002184	PSC74569.1	PRW20380.1
OG0002185	PSC74712.1	PRW20317.1, PRW20316.1
OG0002186	PSC76968.1	PRW58586.1, PRW58585.1
OG0002187	PSC74669.1	PRW20383.1, PRW20356.1
OG0002190	PSC74540.1, PSC74539.1	PRW57562.1
OG0002191	PSC74483.1, PSC68663.1, PSC68682.1	PRW20334.1
OG0002192	PSC67690.1	PRW60903.1, PRW05546.1, PRW05745.1, PRW20432.1, PRW05689.1
OG0002193	PSC76137.1	PRW05684.1, PRW39155.1, PRW05740.1, PRW39276.1, PRW39327.1
OG0002196	PSC70040.1, PSC70041.1	PRW20381.1
OG0002197	PSC70261.1	PRW20475.1, PRW33624.1
OG0002198	PSC69174.1	PRW20496.1
OG0002200	PSC77008.1, PSC68662.1	PRW20844.1, PRW20845.1
OG0002201	PSC71713.1	PRW20974.1, PRW58701.1
OG0002202	PSC67217.1, PSC71795.1, PSC71796.1	PRW21100.1
OG0002203	PSC74904.1, PSC75947.1, PSC75946.1	PRW32590.1
OG0002204	PSC76502.1, PSC76503.1	PRW32686.1, PRW51148.1
OG0002205	PSC71418.1	PRW59709.1, PRW32833.1, PRW44341.1
OG0002206	PSC75084.1	PRW32980.1
OG0002207	PSC75188.1	PRW33011.1, PRW33010.1
OG0002209	PSC70052.1	PRW33576.1
OG0002210	PSC75017.1	PRW33578.1, PRW58046.1, PRW59090.1
OG0002211	PSC70251.1	PRW33938.1, PRW34072.1, PRW33996.1
OG0002212	PSC71990.1	PRW39106.1, PRW39107.1
OG0002213	PSC71947.1	PRW39177.1
OG0002214	PSC67856.1	PRW39215.1, PRW39214.1
OG0002215	PSC67670.1	PRW39270.1, PRW39389.1
OG0002216	PSC67258.1	PRW39291.1
OG0002217	PSC67047.1, PSC67179.1, PSC67660.1	PRW39324.1
OG0002218	PSC73358.1	PRW39335.1, PRW39336.1
OG0002219	PSC67661.1	PRW39375.1, PRW39374.1, PRW39376.1
OG0002220	PSC69850.1	PRW44276.1
OG0002221	PSC69857.1	PRW44290.1, PRW44291.1, PRW44458.1
OG0002222	PSC71998.1, PSC72034.1	PRW58317.1
OG0002223	PSC70311.1, PSC69968.1	PRW44442.1
OG0002224	PSC74071.1	PRW44604.1
OG0002225	PSC70458.1	PRW44940.1
OG0002226	PSC70412.1, PSC70413.1, PSC70411.1	PRW44974.1
OG0002227	PSC73357.1, PSC73356.1	PRW45178.1
OG0002228	PSC67791.1, PSC67790.1	PRW45197.1, PRW45198.1
OG0002229	PSC73727.1, PSC73726.1	PRW45357.1
OG0002230	PSC73617.1, PSC73616.1	PRW45402.1, PRW45403.1
OG0002231	PSC68601.1, PSC67042.1, PSC68921.1	PRW45496.1
OG0002232	PSC68226.1	PRW45498.1
OG0002233	PSC73627.1	PRW45678.1, PRW45691.1, PRW45562.1
OG0002234	PSC73848.1, PSC73847.1	PRW45659.1
OG0002235	PSC76216.1, PSC76215.1	PRW50767.1
OG0002236	PSC76655.1	PRW51026.1
OG0002237	PSC72621.1, PSC72949.1	PRW56283.1
OG0002239	PSC72370.1	PRW56571.1
OG0002240	PSC72432.1, PSC72431.1	PRW56734.1, PRW56735.1
OG0002241	PSC69837.1	PRW56766.1
OG0002242	PSC69783.1	PRW56852.1, PRW56850.1
OG0002244	PSC76190.1, PSC76191.1	PRW57830.1, PRW57403.1
OG0002245	PSC77042.1, PSC76448.1, PSC76808.1	PRW57604.1
OG0002246	PSC72847.1	PRW57637.1, PRW58040.1
OG0002247	PSC72943.1	PRW57740.1, PRW57981.1
OG0002249	PSC76239.1, PSC69807.1	PRW57923.1, PRW57924.1
OG0002250	PSC76167.1, PSC76645.1, PSC68200.1, PSC76044.1	PRW57939.1
OG0002251	PSC67068.1, PSC67817.1, PSC67510.1	PRW58298.1
OG0002253	PSC73788.1, PSC73702.1	PRW58431.1
OG0002254	PSC67028.1, PSC67029.1, PSC68842.1	PRW58437.1
OG0002255	PSC75489.1	PRW58477.1
OG0002257	PSC75913.1, PSC75912.1	PRW58915.1
OG0002258	PSC75240.1, PSC75239.1	PRW59042.1, PRW59041.1
OG0002260	PSC76310.1, PSC76309.1	PRW59575.1, PRW59576.1
OG0002261	PSC77068.1, PSC77069.1	PRW59697.1
OG0002262	PSC70886.1	PRW59706.1, PRW59707.1
OG0002263	PSC71095.1	PRW59761.1
OG0002264	PSC75318.1	PRW59867.1, PRW59866.1
OG0002265	PSC69684.1	PRW60076.1
OG0002266	PSC73964.1, PSC72625.1	PRW60200.1
OG0002267	PSC68179.1, PSC68178.1	PRW60261.1
OG0002268	PSC68414.1, PSC68446.1, PSC68447.1, PSC68415.1	PRW60306.1
OG0002269	PSC67242.1	PRW60743.1
OG0002269	PSC68150.1	PRW60361.1
OG0002270	PSC74425.1	PRW60385.1
OG0002271	PSC69336.1, PSC76017.1	PRW60432.1
OG0002272	PSC68509.1	PRW60700.1
OG0002273	PSC74224.1, PSC74223.1	PRW60468.1
OG0002274	PSC67548.1	PRW60535.1
OG0002275	PSC74219.1	PRW60622.1, PRW60621.1
OG0002276	PSC74992.1	PRW60635.1
OG0002277	PSC67547.1, PSC67575.1	PRW60801.1
OG0002278	PSC73527.1	PRW61462.1, PRW61509.1, PRW61513.1, PRW61149.1, PRW60991.1
OG0002279	PSC73982.1	PRW61034.1, PRW61035.1, PRW61036.1
OG0002281	PSC74134.1	PRW61237.1
OG0002282	PSC69808.1, PSC72693.1	PRW61278.1
OG0002283	PSC74565.1, PSC74476.1, PSC74624.1	PRW61438.1
OG0002284	PSC73511.1	PRW61439.1
OG0002307	PSC69391.1	PRW45647.1
OG0002308	PSC69331.1	PRW45735.1
OG0002309	PSC69342.1	PRW45389.1
OG0002310	PSC69339.1	PRW45343.1
OG0002311	PSC69313.1	PRW45665.1
OG0002312	PSC73510.1	PRW61573.1
OG0002313	PSC69392.1	PRW45330.1
OG0002314	PSC69438.1	PRW45527.1
OG0002315	PSC69316.1	PRW45356.1
OG0002316	PSC68561.1	PRW60273.1
OG0002317	PSC72502.1	PRW45633.1
OG0002318	PSC72403.1	PRW45547.1
OG0002319	PSC72482.1	PRW45531.1
OG0002320	PSC72537.1	PRW45339.1
OG0002321	PSC68608.1	PRW45568.1
OG0002322	PSC69343.1	PRW45593.1
OG0002323	PSC69350.1	PRW45463.1
OG0002325	PSC69378.1	PRW45422.1
OG0002326	PSC75041.1	PRW33577.1
OG0002327	PSC75213.1	PRW33564.1
OG0002328	PSC70050.1	PRW33695.1
OG0002329	PSC70128.1	PRW33666.1
OG0002330	PSC70109.1	PRW33553.1
OG0002331	PSC70046.1	PRW33552.1
OG0002332	PSC73300.1	PRW61510.1
OG0002333	PSC68919.1	PRW45727.1
OG0002334	PSC74319.1	PRW60947.1
OG0002335	PSC70062.1	PRW33649.1
OG0002336	PSC72266.1	PRW57389.1
OG0002337	PSC70049.1	PRW33713.1
OG0002338	PSC70071.1	PRW33716.1
OG0002339	PSC70000.1	PRW33568.1
OG0002340	PSC69985.1	PRW33638.1
OG0002341	PSC67374.1	PRW33674.1
OG0002342	PSC67379.1	PRW33651.1
OG0002343	PSC75217.1	PRW33748.1
OG0002344	PSC75095.1	PRW33728.1
OG0002345	PSC75140.1	PRW33560.1
OG0002346	PSC74968.1	PRW33547.1
OG0002347	PSC75033.1	PRW33589.1
OG0002348	PSC75013.1	PRW33682.1
OG0002349	PSC73508.1	PRW60937.1
OG0002350	PSC75032.1	PRW33520.1
OG0002351	PSC74888.1	PRW33629.1
OG0002352	PSC75503.1	PRW44523.1
OG0002353	PSC70001.1	PRW33597.1
OG0002354	PSC74960.1	PRW33610.1
OG0002355	PSC73072.1	PRW32913.1
OG0002356	PSC73195.1	PRW33024.1
OG0002357	PSC75567.1	PRW32874.1
OG0002359	PSC75157.1	PRW32889.1
OG0002360	PSC70773.1	PRW20265.1
OG0002361	PSC73198.1	PRW32945.1
OG0002362	PSC73182.1	PRW32899.1
OG0002363	PSC73150.1	PRW32849.1
OG0002364	PSC73089.1	PRW33041.1
OG0002365	PSC73190.1	PRW32857.1
OG0002366	PSC73076.1	PRW32888.1
OG0002367	PSC73193.1	PRW33039.1
OG0002368	PSC73017.1	PRW32999.1
OG0002369	PSC69119.1	PRW33005.1
OG0002370	PSC69100.1	PRW32859.1
OG0002371	PSC69118.1	PRW32854.1
OG0002372	PSC73099.1	PRW32862.1
OG0002373	PSC73064.1	PRW32990.1
OG0002374	PSC69175.1	PRW33068.1
OG0002375	PSC69182.1	PRW32989.1
OG0002376	PSC69170.1	PRW32974.1
OG0002377	PSC69155.1	PRW32977.1
OG0002378	PSC74715.1	PRW20411.1, PRW20412.1
OG0002379	PSC68280.1	PRW32898.1
OG0002380	PSC68247.1	PRW20218.1
OG0002381	PSC68265.1	PRW20239.1
OG0002382	PSC68296.1	PRW20277.1
OG0002383	PSC68288.1	PRW20226.1
OG0002384	PSC67305.1	PRW20276.1
OG0002385	PSC71301.1	PRW20298.1
OG0002386	PSC71357.1	PRW20195.1
OG0002387	PSC67309.1	PRW20222.1
OG0002388	PSC73820.1	PRW45636.1
OG0002389	PSC71241.1	PRW20215.1
OG0002390	PSC70951.1	PRW60448.1
OG0002391	PSC67303.1	PRW20197.1
OG0002392	PSC67307.1	PRW20198.1
OG0002393	PSC67308.1	PRW20171.1
OG0002394	PSC71310.1	PRW20202.1
OG0002396	PSC68273.1	PRW20179.1
OG0002397	PSC71399.1	PRW20184.1
OG0002398	PSC70800.1	PRW20268.1
OG0002399	PSC71368.1	PRW20303.1
OG0002400	PSC75180.1	PRW20213.1
OG0002401	PSC69765.1	PRW56869.1
OG0002403	PSC68300.1	PRW33023.1
OG0002404	PSC68292.1	PRW32892.1
OG0002405	PSC71897.1	PRW05807.1
OG0002406	PSC74928.1	PRW33020.1
OG0002407	PSC74843.1	PRW32901.1
OG0002408	PSC75006.1	PRW32962.1
OG0002409	PSC75077.1	PRW32864.1
OG0002411	PSC72438.1	PRW56636.1
OG0002412	PSC69110.1	PRW20447.1
OG0002413	PSC69146.1	PRW20509.1
OG0002414	PSC73179.1	PRW33019.1
OG0002415	PSC73207.1	PRW32870.1
OG0002416	PSC73024.1	PRW32839.1
OG0002417	PSC69120.1	PRW20593.1
OG0002418	PSC69180.1	PRW20490.1
OG0002419	PSC70130.1	PRW20454.1
OG0002420	PSC69977.1	PRW20577.1
OG0002421	PSC70055.1	PRW20557.1
OG0002422	PSC70103.1	PRW20462.1
OG0002423	PSC69158.1	PRW20459.1
OG0002424	PSC69135.1	PRW20528.1
OG0002425	PSC69140.1	PRW20524.1
OG0002426	PSC70080.1	PRW20533.1
OG0002427	PSC69994.1	PRW20566.1
OG0002428	PSC76703.1	PRW58889.1
OG0002429	PSC69076.1	PRW20836.1
OG0002430	PSC69979.1	PRW20458.1
OG0002431	PSC70058.1	PRW20449.1
OG0002432	PSC68005.1	PRW20487.1
OG0002433	PSC67966.1	PRW20551.1
OG0002434	PSC67999.1	PRW20575.1
OG0002435	PSC67958.1	PRW20561.1
OG0002436	PSC67986.1	PRW20494.1
OG0002437	PSC67985.1	PRW20579.1
