Orthogroup	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins
OG0001557	PRW45532.1, PRW45533.1	XP_005845121.1
OG0001558	PRW45591.1	XP_005846696.1
OG0001559	PRW45348.1	XP_005845030.1
OG0001560	PRW05791.1	XP_005845942.1
OG0001561	PRW05770.1	XP_005846081.1
OG0001562	PRW58468.1	XP_005851258.1
OG0001564	PRW05751.1	XP_005846088.1
OG0001565	PRW05796.1	XP_005845951.1
OG0001566	PRW05774.1, PRW05775.1	XP_005846076.1
OG0001567	PRW39211.1, PRW39210.1	XP_005846042.1
OG0001568	PRW39149.1	XP_005846176.1
OG0001569	PRW39392.1, PRW39393.1	XP_005846044.1
OG0001570	PRW39203.1, PRW39204.1	XP_005846041.1
OG0001571	PRW61584.1	XP_005845598.1
OG0001572	PRW05755.1	XP_005846092.1, XP_005843529.1
OG0001573	PRW39363.1, PRW39364.1	XP_005845975.1
OG0001574	PRW33164.1, PRW33165.1	XP_005844949.1
OG0001575	PRW39068.1, PRW39067.1	XP_005846110.1
OG0001576	PRW39099.1, PRW39098.1	XP_005846139.1
OG0001577	PRW39146.1	XP_005846135.1
OG0001578	PRW39296.1	XP_005844856.1, XP_005846030.1
OG0001579	PRW39207.1	XP_005846025.1
OG0001580	PRW44577.1	XP_005845833.1, XP_005845832.1
OG0001581	PRW39297.1	XP_005846026.1
OG0001582	PRW44482.1	XP_005845661.1
OG0001583	PRW51180.1	XP_005844940.1, XP_005848609.1
OG0001584	PRW39255.1	XP_005846147.1
OG0001585	PRW39346.1, PRW39347.1	XP_005846023.1
OG0001586	PRW39318.1	XP_005846013.1
OG0001587	PRW39232.1, PRW39231.1	XP_005846141.1
OG0001588	PRW45550.1, PRW45551.1	XP_005852012.1
OG0001589	PRW39145.1, PRW33119.1	XP_005846172.1
OG0001590	PRW34006.1	XP_005849033.1
OG0001591	PRW39351.1	XP_005845005.1
OG0001593	PRW39274.1	XP_005845019.1, XP_005845020.1
OG0001594	PRW39093.1	XP_005846212.1
OG0001595	PRW39385.1, PRW39386.1	XP_005844925.1
OG0001596	PRW20965.1	XP_005844725.1
OG0001597	PRW21042.1	XP_005844747.1
OG0001598	PRW56984.1, PRW56985.1	XP_005846868.1
OG0001599	PRW44394.1	XP_005847406.1
OG0001600	PRW61456.1, PRW61455.1	XP_005843609.1
OG0001601	PRW60932.1	XP_005843542.1, XP_005842584.1
OG0001602	PRW57188.1	XP_005846849.1
OG0001603	PRW61557.1	XP_005843613.1, XP_005850013.1
OG0001604	PRW61594.1	XP_005845642.1
OG0001605	PRW57379.1	XP_005844694.1, XP_005846845.1
OG0001606	PRW61355.1, PRW61354.1	XP_005843554.1
OG0001607	PRW61621.1, PRW61620.1	XP_005843569.1
OG0001608	PRW44350.1	XP_005847370.1
OG0001609	PRW44617.1	XP_005847369.1
OG0001610	PRW56853.1, PRW56854.1	XP_005850154.1
OG0001611	PRW56419.1	XP_005850143.1
OG0001612	PRW56637.1	XP_005850400.1
OG0001613	PRW56768.1	XP_005850146.1
OG0001614	PRW56567.1	XP_005842545.1, XP_005842638.1
OG0001616	PRW56067.1	XP_005850859.1, XP_005846537.1
OG0001617	PRW44318.1, PRW57447.1	XP_005847088.1
OG0001618	PRW56189.1	XP_005850563.1
OG0001619	PRW05744.1, PRW56330.1	XP_005850856.1
OG0001620	PRW44336.1, PRW44337.1	XP_005847263.1
OG0001621	PRW56037.1	XP_005850653.1
OG0001622	PRW55995.1	XP_005850924.1
OG0001623	PRW56047.1	XP_005850973.1
OG0001624	PRW55979.1, PRW55978.1	XP_005851000.1
OG0001625	PRW56250.1, PRW56251.1	XP_005851025.1
OG0001627	PRW59336.1	XP_005846667.1
OG0001628	PRW56051.1	XP_005850950.1
OG0001629	PRW56310.1	XP_005850951.1
OG0001630	PRW56053.1	XP_005852271.1, XP_005850672.1
OG0001631	PRW55885.1	XP_005850675.1
OG0001632	PRW50866.1, PRW50867.1	XP_005850019.1, XP_005850948.1
OG0001633	PRW56150.1	XP_005850628.1
OG0001634	PRW59472.1	XP_005846209.1, XP_005845955.1
OG0001635	PRW56245.1	XP_005850695.1
OG0001636	PRW55980.1	XP_005851618.1
OG0001637	PRW33014.1	XP_005843410.1
OG0001638	PRW44447.1	XP_005847382.1
OG0001639	PRW61450.1	XP_005844800.1
OG0001640	PRW60609.1	XP_005845920.1, XP_005852005.1
OG0001641	PRW56218.1	XP_005850909.1
OG0001642	PRW55929.1	XP_005850749.1
OG0001643	PRW56286.1, PRW56287.1	XP_005851036.1
OG0001644	PRW58762.1	XP_005849866.1, XP_005842749.1
OG0001645	PRW56052.1	XP_005851043.1
OG0001646	PRW56211.1	XP_005851054.1
OG0001647	PRW58076.1	XP_005847714.1
OG0001648	PRW33542.1, PRW33541.1	XP_005845780.1
OG0001651	PRW60413.1	XP_005852011.1
OG0001652	PRW60865.1, PRW60866.1	XP_005852008.1
OG0001653	PRW60659.1	XP_005852013.1
OG0001654	PRW56153.1	XP_005851114.1
OG0001655	PRW60699.1	XP_005852305.1, XP_005851988.1
OG0001656	PRW60573.1, PRW60572.1	XP_005852024.1
OG0001657	PRW60396.1	XP_005852003.1
OG0001658	PRW57444.1	XP_005848819.1
OG0001660	PRW44501.1	XP_005847520.1
OG0001662	PRW60539.1	XP_005851724.1
OG0001663	PRW60302.1	XP_005852129.1
OG0001664	PRW60234.1	XP_005852126.1
OG0001665	PRW60240.1	XP_005851786.1
OG0001667	PRW60371.1	XP_005852049.1
OG0001668	PRW60401.1	XP_005851706.1
OG0001669	PRW60377.1, PRW60367.1	XP_005851705.1
OG0001670	PRW60343.1	XP_005851701.1
OG0001671	PRW33693.1	XP_005845564.1
OG0001673	PRW60225.1	XP_005852019.1
OG0001674	PRW60715.1	XP_005851689.1
OG0001675	PRW60566.1	XP_005851996.1
OG0001676	PRW60619.1, PRW60620.1	XP_005851672.1
OG0001677	PRW60373.1	XP_005851828.1
OG0001678	PRW60447.1	XP_005851849.1
OG0001679	PRW60847.1	XP_005852000.1
OG0001680	PRW45010.1	XP_005848202.1
OG0001681	PRW57320.1	XP_005846912.1
OG0001682	PRW60483.1, PRW60383.1	XP_005852244.1
OG0001684	PRW61517.1, PRW61518.1	XP_005843518.1
OG0001685	PRW33833.1, PRW33834.1	XP_005849237.1
OG0001686	PRW33792.1	XP_005849029.1
OG0001687	PRW33866.1	XP_005849232.1
OG0001688	PRW34037.1	XP_005849019.1
OG0001689	PRW34061.1	YP_009094914.1
OG0001690	PRW57662.1, PRW57661.1	XP_005849349.1
OG0001691	PRW57653.1, PRW57654.1	XP_005849130.1
OG0001692	PRW57974.1	XP_005849127.1
OG0001693	PRW33764.1, PRW33803.1	XP_005849287.1
OG0001694	PRW33988.1	XP_005849087.1, XP_005849088.1
OG0001695	PRW45165.1	XP_005848456.1
OG0001696	PRW34102.1	XP_005849274.1
OG0001697	PRW33851.1, PRW33852.1	XP_005849070.1
OG0001699	PRW61004.1	XP_005844446.1
OG0001700	PRW34040.1, PRW34039.1	XP_005849069.1
OG0001701	PRW57802.1	XP_005849323.1
OG0001702	PRW33830.1	XP_005849098.1, XP_005849097.1
OG0001703	PRW33953.1, PRW33952.1	XP_005849278.1
OG0001704	PRW34071.1	XP_005849306.1
OG0001705	PRW34001.1	XP_005848423.1, XP_005849064.1
OG0001706	PRW33884.1, PRW33885.1	XP_005849060.1
OG0001707	PRW58016.1	YP_004347806.1, XP_005849367.1
OG0001708	PRW58071.1	XP_005849389.1
OG0001709	PRW57840.1	XP_005849330.1
OG0001710	PRW33844.1	XP_005849093.1
OG0001711	PRW58001.1, PRW58002.1	XP_005849315.1
OG0001712	PRW57977.1, PRW57976.1	XP_005849377.1
OG0001713	PRW57991.1, PRW57990.1	XP_005849381.1
OG0001714	PRW44317.1	XP_005847400.1
OG0001715	PRW57800.1	XP_005849203.1
OG0001716	PRW58041.1	XP_005849395.1
OG0001717	PRW57873.1	XP_005849179.1
OG0001718	PRW33832.1	XP_005849040.1
OG0001719	PRW57763.1	XP_005849166.1, XP_005849165.1
OG0001720	PRW57596.1	XP_005849363.1, XP_005850910.1
OG0001721	PRW33985.1	XP_005851831.1
OG0001722	PRW57585.1, PRW57586.1	XP_005849404.1
OG0001723	PRW57632.1, PRW57631.1	XP_005849215.1
OG0001724	PRW57629.1	XP_005849416.1, XP_005849418.1
OG0001725	PRW44328.1	XP_005846103.1
OG0001725	PRW33842.1	XP_005843331.1
OG0001726	PRW56185.1	XP_005850896.1
OG0001727	PRW57734.1	XP_005849434.1
OG0001728	PRW57833.1	XP_005849260.1, XP_005849221.1
OG0001729	PRW20649.1, PRW20648.1	XP_005847251.1
OG0001730	PRW57769.1	XP_005847609.1
OG0001731	PRW20647.1	XP_005843967.1
OG0001732	PRW60332.1, PRW60331.1	XP_005852266.1
OG0001733	PRW60309.1	XP_005852275.1
OG0001735	PRW60538.1, PRW60537.1	XP_005852286.1
OG0001736	PRW60655.1, PRW60654.1	XP_005851972.1
OG0001737	PRW58517.1	XP_005851122.1
OG0001738	PRW60838.1	XP_005851963.1
OG0001739	PRW60735.1	XP_005851966.1
OG0001740	PRW60494.1	XP_005851956.1
OG0001741	PRW60259.1	XP_005851937.1, XP_005851936.1
OG0001742	PRW33258.1, PRW61308.1, PRW61307.1	XP_005845696.1, XP_005849541.1
OG0001743	PRW60480.1	XP_005852160.1
OG0001745	PRW60804.1	XP_005842558.1, XP_005851839.1
OG0001746	PRW60514.1	XP_005852167.1
OG0001747	PRW60504.1	XP_005851832.1
OG0001748	PRW50877.1	XP_005845632.1
OG0001749	PRW60308.1, PRW60307.1	XP_005851873.1
OG0001750	PRW60392.1	XP_005851896.1, XP_005842679.1
OG0001751	PRW60797.1	XP_005852227.1, XP_005843275.1
OG0001752	PRW60818.1, PRW60817.1	XP_005852209.1
OG0001754	PRW60300.1, PRW60301.1	XP_005852225.1
OG0001755	PRW60516.1, PRW60517.1	XP_005852152.1
OG0001756	PRW60421.1	XP_005851816.1
OG0001757	PRW60439.1, PRW60438.1	XP_005851901.1
OG0001758	PRW60236.1, PRW60237.1	XP_005851882.1
OG0001759	PRW60828.1	XP_005851855.1
OG0001760	PRW20765.1	XP_005843954.1
OG0001761	PRW59468.1	XP_005845456.1
OG0001762	PRW20894.1	XP_005848190.1
OG0001763	PRW60885.1	XP_005844329.1
OG0001764	PRW39072.1	XP_005846153.1
OG0001765	PRW20651.1	XP_005842904.1
OG0001767	PRW59844.1	XP_005842816.1
OG0001768	PRW59731.1	XP_005845303.1
OG0001769	PRW45177.1	XP_005848433.1, XP_005848432.1
OG0001770	PRW60599.1, PRW60389.1	XP_005851894.1
OG0001771	PRW58991.1	XP_005849611.1
OG0001772	PRW45238.1	XP_005848344.1
OG0001773	PRW45147.1	XP_005848403.1
OG0001774	PRW44922.1, PRW44923.1	XP_005848200.1
OG0001775	PRW21108.1	XP_005844664.1
OG0001776	PRW59606.1	XP_005842975.1
OG0001778	PRW44970.1, PRW44969.1	XP_005848243.1
OG0001779	PRW58489.1	XP_005851294.1, XP_005851295.1
OG0001780	PRW45175.1, PRW45174.1	XP_005848323.1
OG0001781	PRW45257.1	XP_005848502.1
OG0001782	PRW59571.1	XP_005846443.1
OG0001783	PRW45193.1	XP_005848349.1
OG0001785	PRW18387.1	XP_005850496.1
OG0001786	PRW44938.1	XP_005848353.1
OG0001787	PRW45041.1	XP_005843228.1
OG0001788	PRW45074.1	XP_005848540.1
OG0001790	PRW21084.1, PRW21090.1	XP_005844676.1
OG0001792	PRW20967.1, PRW20968.1	XP_005844691.1
OG0001793	PRW20981.1	XP_005844705.1, XP_005844704.1
OG0001794	PRW59520.1	XP_005846508.1
OG0001795	PRW56443.1	XP_005850046.1
OG0001796	PRW32576.1	XP_005846754.1
OG0001797	PRW56792.1	XP_005850088.1
OG0001798	PRW20906.1	XP_005848159.1
OG0001799	PRW58943.1, PRW58944.1	XP_005843839.1
OG0001800	PRW59385.1, PRW59384.1	XP_005843828.1
OG0001801	PRW59160.1	XP_005843746.1
OG0001802	PRW58810.1	XP_005843472.1
OG0001803	PRW58479.1	XP_005851510.1
OG0001804	PRW21059.1	XP_005844668.1, XP_005844671.1
OG0001805	PRW21094.1	XP_005844686.1
OG0001806	PRW20987.1	XP_005844763.1
OG0001807	PRW44367.1	XP_005847417.1
OG0001808	PRW58257.1	XP_005851358.1
OG0001809	PRW32582.1	XP_005846740.1
OG0001810	PRW57213.1	XP_005846854.1
OG0001811	PRW33517.1	XP_005845929.1, XP_005845928.1
OG0001812	PRW59429.1	XP_005849803.1
OG0001813	PRW59145.1	XP_005849806.1
OG0001814	PRW59370.1	XP_005849742.1
OG0001815	PRW44297.1	XP_005847380.1
OG0001816	PRW59263.1	XP_005849480.1
OG0001817	PRW58953.1	XP_005849485.1
OG0001818	PRW59051.1, PRW59016.1	XP_005849766.1
OG0001819	PRW59095.1, PRW59096.1	XP_005849497.1
OG0001820	PRW57330.1	XP_005849726.1
OG0001821	PRW59326.1	XP_005849760.1
OG0001822	PRW58804.1, PRW58803.1	XP_005849794.1
OG0001823	PRW20866.1, PRW56029.1	XP_005849735.1
OG0001824	PRW59211.1	XP_005849730.1
OG0001825	PRW59082.1	XP_005849531.1
OG0001826	PRW58968.1	XP_005849798.1
OG0001827	PRW58406.1	XP_005851611.1
OG0001828	PRW59199.1	XP_005849796.1
OG0001829	PRW59110.1	XP_005849535.1
OG0001830	PRW59154.1	XP_005849506.1
OG0001831	PRW33515.1	XP_005845828.1
OG0001832	PRW59092.1, PRW20424.1	XP_005849524.1
OG0001833	PRW59205.1	XP_005849528.1
OG0001834	PRW59113.1, PRW59112.1	XP_005849521.1
OG0001836	PRW58817.1	XP_005849509.1
OG0001837	PRW59419.1, PRW51163.1	XP_005849773.1
OG0001839	PRW58917.1	XP_005849769.1, XP_005844215.1
OG0001840	PRW58959.1	XP_005849779.1, XP_005849780.1
OG0001841	PRW57200.1	XP_005847048.1
OG0001842	PRW58408.1	XP_005851346.1
OG0001843	PRW44272.1	XP_005844731.1, XP_005847286.1
OG0001844	PRW44456.1	XP_005847484.1
OG0001845	PRW44239.1	XP_005847483.1
OG0001847	PRW44413.1	XP_005845541.1
OG0001848	PRW44476.1, PRW44477.1	XP_005847280.1
OG0001849	PRW44435.1	XP_005847468.1
OG0001850	PRW44561.1	XP_005847502.1, XP_005845615.1
OG0001851	PRW44530.1, PRW44531.1	XP_005847449.1
OG0001852	PRW44479.1	XP_005847289.1
OG0001853	PRW57887.1, PRW57888.1	XP_005849428.1
OG0001854	PRW44605.1	XP_005847432.1
OG0001855	PRW57456.1	XP_005847981.1, XP_005847085.1
OG0001856	PRW44522.1	XP_005847322.1
OG0001857	PRW44332.1, PRW44331.1	XP_005847302.1
OG0001858	PRW59752.1	XP_005846415.1
OG0001859	PRW45648.1	XP_005845176.1
OG0001860	PRW45407.1, PRW45408.1	XP_005845167.1
OG0001861	PRW61244.1, PRW61243.1	XP_005843610.1
OG0001862	PRW59711.1	XP_005846363.1, XP_005844217.1
OG0001863	PRW58587.1, PRW58588.1	XP_005851388.1
OG0001864	PRW45094.1	XP_005843079.1, XP_005845673.1
OG0001865	PRW57206.1	XP_005846992.1
OG0001866	PRW51079.1	XP_005848968.1
OG0001867	PRW20693.1, PRW20687.1	XP_005843854.1
OG0001868	PRW61222.1	XP_005844434.1
OG0001869	PRW39279.1, PRW39278.1	XP_005844994.1
OG0001870	PRW33295.1	XP_005844882.1
OG0001872	PRW58702.1, PRW58703.1	XP_005851406.1
OG0001873	PRW58450.1, PRW58449.1	XP_005851424.1
OG0001874	PRW58224.1	XP_005851428.1
OG0001875	PRW58541.1, PRW58542.1	XP_005851068.1
OG0001876	PRW58427.1	XP_005851118.1
OG0001877	PRW58719.1, PRW58718.1	XP_005851140.1
OG0001878	PRW20285.1	XP_005844053.1
OG0001879	PRW56461.1, PRW56649.1	XP_005851103.1
OG0001880	PRW58252.1, PRW58251.1	XP_005851441.1
OG0001881	PRW58395.1	XP_005851159.1
OG0001882	PRW58366.1, PRW58365.1	XP_005851454.1
OG0001883	PRW58496.1	XP_005851455.1
OG0001884	PRW58504.1	XP_005851468.1
OG0001885	PRW58258.1	XP_005851475.1
OG0001886	PRW58549.1	XP_005851481.1
OG0001887	PRW58397.1	XP_005851502.1
OG0001888	PRW61315.1	XP_005844342.1
OG0001890	PRW58405.1	XP_005851211.1
OG0001891	PRW58200.1, PRW58199.1	XP_005851507.1
OG0001892	PRW33214.1, PRW33213.1	XP_005843253.1
OG0001893	PRW60152.1, PRW58268.1	XP_005851515.1
OG0001894	PRW58168.1	XP_005851228.1
OG0001895	PRW58297.1, PRW60016.1	XP_005851532.1
OG0001896	PRW58441.1	XP_005851610.1
OG0001897	PRW56530.1	XP_005850148.1
OG0001898	PRW61623.1	XP_005844397.1, XP_005844396.1
OG0001899	PRW20719.1	XP_005843848.1
OG0001900	PRW58673.1	XP_005851615.1
OG0001901	PRW58163.1, PRW58162.1	XP_005851327.1
OG0001903	PRW32580.1, PRW32579.1	XP_005846616.1
OG0001904	PRW45337.1	XP_005845195.1
OG0001905	PRW58647.1	XP_005851558.1
OG0001906	PRW44556.1	XP_005847403.1, XP_005845024.1
OG0001907	PRW58178.1	XP_005851562.1
OG0001908	PRW59475.1	XP_005847193.1
OG0001909	PRW58121.1, PRW58122.1	XP_005851237.1
OG0001910	PRW58625.1, PRW58626.1	XP_005851456.1
OG0001911	PRW58826.1	XP_005849839.1, XP_005843457.1
OG0001912	PRW58454.1	XP_005851165.1
OG0001913	PRW58276.1	XP_005851251.1, XP_005845362.1
OG0001914	PRW58658.1	XP_005851556.1, XP_005844445.1
OG0001916	PRW32607.1, PRW57999.1	XP_005846749.1
OG0001917	PRW58815.1, PRW32679.1, PRW32516.1	XP_005846599.1
OG0001918	PRW58270.1	XP_005851588.1
OG0001919	PRW32640.1	XP_005846596.1
OG0001920	PRW32634.1	XP_005846598.1
OG0001921	PRW57719.1, PRW58089.1, PRW32688.1	XP_005842875.1
OG0001922	PRW32673.1	XP_005842890.1, XP_005842889.1
OG0001923	PRW20919.1	XP_005847992.1
OG0001924	PRW58359.1	XP_005851651.1, XP_005851647.1
OG0001925	PRW32500.1	XP_005851656.1
OG0001926	PRW57664.1	XP_005849103.1
OG0001927	PRW61162.1	XP_005843614.1
OG0001928	PRW32484.1	XP_005852325.1
OG0001929	PRW32512.1, PRW32513.1	XP_005843038.1
OG0001930	PRW58440.1	XP_005851589.1, XP_005851590.1
OG0001932	PRW32520.1	XP_005842661.1
OG0001933	PRW61195.1	XP_005844287.1
OG0001934	PRW32559.1	XP_005843050.1
OG0001935	PRW32613.1, PRW32612.1	XP_005843041.1
OG0001936	PRW32568.1, PRW32567.1	XP_005846705.1
OG0001938	PRW59346.1	XP_005843970.1
OG0001939	PRW33505.1, PRW33506.1	XP_005845931.1
OG0001940	PRW45454.1	XP_005846795.1
OG0001941	PRW45384.1, PRW45383.1	XP_005846636.1
OG0001942	PRW45451.1	XP_005845201.1
OG0001943	PRW61390.1	XP_005844166.1
OG0001944	PRW61515.1	XP_005844185.1
OG0001945	PRW61520.1, PRW61479.1	XP_005844266.1
OG0001946	PRW56785.1	XP_005849980.1
OG0001947	PRW61120.1	XP_005844407.1
OG0001948	PRW60891.1, PRW60892.1	XP_005844195.1
OG0001949	PRW61176.1	XP_005844277.1
OG0001950	PRW57686.1	XP_005850723.1, XP_005850722.1
OG0001951	PRW56597.1, PRW56596.1	XP_005850307.1
OG0001952	PRW61370.1	XP_005843627.1
OG0001953	PRW56878.1, PRW56879.1	XP_005850052.1
OG0001954	PRW56762.1	XP_005849975.1
OG0001955	PRW05867.1	XP_005848728.1
OG0001956	PRW56779.1	XP_005850244.1
OG0001957	PRW59831.1	XP_005846234.1
OG0001958	PRW56680.1	XP_005850036.1
OG0001959	PRW61199.1	XP_005844414.1
OG0001961	PRW56814.1, PRW56815.1	XP_005850294.1
OG0001962	PRW61404.1	XP_005844327.1
OG0001963	PRW56668.1	XP_005850259.1
OG0001964	PRW56600.1, PRW57317.1	XP_005850000.1
OG0001965	PRW56702.1, PRW56701.1	XP_005849973.1
OG0001966	PRW56770.1, PRW56769.1	XP_005850252.1
OG0001967	PRW56474.1, PRW56473.1	XP_005850268.1
OG0001968	PRW59881.1	XP_005850785.1
OG0001969	PRW59883.1	XP_005846548.1
OG0001970	PRW59686.1	XP_005846543.1
OG0001971	PRW61364.1, PRW61365.1	XP_005845596.1
OG0001972	PRW18294.1	XP_005846554.1
OG0001973	PRW18395.1	XP_005846551.1
OG0001974	PRW59762.1	XP_005846550.1
OG0001975	PRW59646.1, PRW59645.1	XP_005846534.1
OG0001976	PRW59899.1	XP_005846354.1, XP_005846353.1
OG0001977	PRW20731.1	XP_005843845.1
OG0001978	PRW60079.1	XP_005846337.1
OG0001979	PRW60142.1	XP_005846316.1
OG0001980	PRW59638.1, PRW60070.1	XP_005852295.1
OG0001981	PRW44517.1, PRW44516.1	XP_005847323.1
OG0001982	PRW59918.1	XP_005846471.1
OG0001983	PRW60091.1	XP_005846469.1
OG0001984	PRW59705.1	XP_005846289.1
OG0001985	PRW45460.1	XP_005845128.1
OG0001986	PRW60001.1, PRW60000.1	XP_005846454.1
OG0001987	PRW60066.1, PRW60067.1	XP_005846282.1
OG0001988	PRW60026.1, PRW60025.1	XP_005846456.1
OG0001989	PRW59467.1	XP_005847114.1
OG0001990	PRW32884.1	XP_005843340.1
OG0001991	PRW59484.1, PRW59483.1	XP_005846448.1
OG0001992	PRW59852.1	XP_005846436.1
OG0001993	PRW59716.1, PRW59715.1	XP_005846250.1
OG0001995	PRW59577.1	XP_005846227.1, XP_005842563.1
OG0001996	PRW59489.1	XP_005846406.1
OG0001997	PRW59657.1	XP_005846225.1
OG0001998	PRW59561.1	XP_005842813.1, XP_005842810.1
OG0001999	PRW59580.1	XP_005845320.1
OG0002000	PRW57053.1, PRW59574.1	XP_005845450.1
OG0002002	PRW59703.1	XP_005845474.1
OG0002003	PRW44581.1	XP_005845292.1
OG0002004	PRW59651.1, PRW59652.1	XP_005845332.1
OG0002005	PRW59955.1, PRW59956.1	XP_005845466.1
OG0002006	PRW59714.1	XP_005842822.1
OG0002008	PRW59914.1, PRW59915.1	XP_005845493.1
OG0002009	PRW59860.1	XP_005845369.1
OG0002010	PRW32919.1	XP_005843399.1, XP_005843398.1
OG0002011	PRW59672.1	XP_005845499.1
OG0002012	PRW60019.1, PRW59510.1	XP_005846214.1
OG0002013	PRW59741.1, PRW59742.1	XP_005846219.1
OG0002014	PRW60018.1	XP_005846399.1
OG0002015	PRW20253.1	XP_005842947.1
OG0002016	PRW59884.1	XP_005846401.1
OG0002017	PRW59861.1	XP_005846402.1
OG0002018	PRW59519.1	XP_005846222.1
OG0002020	PRW59627.1, PRW59626.1	XP_005845312.1
OG0002021	PRW59965.1, PRW59964.1	XP_005845307.1
OG0002022	PRW59923.1, PRW59922.1	XP_005843017.1
OG0002023	PRW58921.1, PRW58920.1	XP_005843813.1
OG0002024	PRW60180.1	XP_005842986.1
OG0002025	PRW20351.1	XP_005843666.1
OG0002026	PRW59445.1, PRW59446.1	XP_005845274.1
OG0002027	PRW60141.1	XP_005845402.1
OG0002028	PRW59729.1	XP_005845400.1
OG0002029	PRW59699.1	XP_005845424.1
OG0002030	PRW59498.1	XP_005845279.1
OG0002031	PRW60057.1, PRW60058.1	XP_005845269.1
OG0002032	PRW59501.1, PRW59500.1	XP_005845265.1
OG0002033	PRW59564.1, PRW59563.1	XP_005845396.1
OG0002034	PRW61147.1, PRW61066.1	XP_005843635.1
OG0002035	PRW59927.1, PRW59926.1	XP_005845389.1
OG0002036	PRW59639.1	XP_005845246.1, XP_005845247.1
OG0002037	PRW57343.1	XP_005847210.1
OG0002038	PRW59765.1, PRW59764.1	XP_005842994.1
OG0002039	PRW59873.1	XP_005845245.1
OG0002040	PRW59641.1, PRW59642.1	XP_005843006.1
OG0002041	PRW59491.1	XP_005842972.1
OG0002042	PRW61190.1	XP_005844386.1
OG0002043	PRW61619.1	XP_005843599.1
OG0002044	PRW61165.1, PRW61164.1	XP_005844289.1
OG0002045	PRW60964.1, PRW60965.1	XP_005844348.1
OG0002046	PRW61583.1	XP_005844415.1
OG0002047	PRW61451.1	XP_005843533.1
OG0002048	PRW58423.1, PRW58424.1	XP_005851329.1
OG0002050	PRW61454.1	XP_005845619.1
OG0002051	PRW33670.1	XP_005845728.1
OG0002052	PRW60930.1	XP_005842864.1
OG0002053	PRW34093.1	XP_005847818.1
OG0002054	PRW20599.1	XP_005842911.1
OG0002055	PRW61541.1, PRW61540.1	XP_005845657.1
OG0002056	PRW60336.1	XP_005851961.1, XP_005851960.1
OG0002057	PRW32860.1	XP_005845555.1
OG0002058	PRW60464.1, PRW60465.1	XP_005845559.1
OG0002059	PRW59719.1	XP_005845605.1
OG0002060	PRW61078.1	XP_005845703.1
OG0002061	PRW61409.1, PRW61408.1	XP_005845629.1
OG0002062	PRW61597.1, PRW61598.1	XP_005845627.1
OG0002063	PRW61442.1	XP_005845681.1
OG0002064	PRW45266.1	XP_005845586.1
OG0002065	PRW60917.1, PRW60918.1	XP_005845682.1
OG0002066	PRW56446.1	XP_005851780.1
OG0002067	PRW61464.1, PRW60894.1	XP_005842796.1
OG0002068	PRW61140.1	XP_005845530.1
OG0002069	PRW60968.1, PRW60967.1	XP_005845695.1
OG0002070	PRW61423.1, PRW61422.1	XP_005845637.1
OG0002071	PRW61302.1	XP_005845641.1
OG0002072	PRW61053.1	XP_005845698.1
OG0002073	PRW05901.1	XP_005843216.1
OG0002074	PRW05946.1	XP_005843180.1, XP_005843181.1
OG0002075	PRW05883.1	XP_005843184.1
OG0002076	PRW51032.1	XP_005848821.1
OG0002077	PRW05912.1	XP_005848797.1
OG0002078	PRW05942.1, PRW05941.1	XP_005843194.1
OG0002079	PRW50911.1	XP_005848832.1
OG0002080	PRW05940.1	XP_005843195.1
OG0002081	PRW21139.1	XP_005844797.1
OG0002082	PRW21071.1, PRW21072.1	XP_005844720.1
OG0002083	PRW21055.1, PRW21056.1	XP_005844727.1
OG0002084	PRW20182.1, PRW20183.1	XP_005844047.1
OG0002085	PRW20282.1	XP_005844039.1
OG0002086	PRW32890.1	XP_005844568.1
OG0002087	PRW32949.1, PRW32950.1	XP_005844476.1
OG0002088	PRW33022.1, PRW33063.1	XP_005843985.1
OG0002089	PRW20290.1	XP_005844820.1
OG0002090	PRW21058.1, PRW21057.1	XP_005842941.1
OG0002091	PRW32871.1, PRW32872.1	XP_005843390.1
OG0002092	PRW60736.1	XP_005851969.1
OG0002093	PRW33030.1	XP_005849362.1, XP_005843382.1
OG0002094	PRW33074.1	XP_005843374.1
OG0002095	PRW56804.1	XP_005850098.1
OG0002096	PRW20990.1	XP_005844730.1
OG0002098	PRW32968.1	XP_005843988.1
OG0002099	PRW32894.1	XP_005843304.1
OG0002100	PRW20224.1, PRW20223.1	XP_005842961.1
OG0002101	PRW20227.1	XP_005842958.1
OG0002102	PRW20274.1	XP_005842953.1
OG0002103	PRW20288.1	XP_005842924.1
OG0002104	PRW20191.1	XP_005844135.1
OG0002105	PRW20175.1	XP_005844064.1
OG0002106	PRW33067.1	XP_005844081.1, XP_005844080.1
OG0002107	PRW33003.1, PRW33004.1	XP_005844082.1
OG0002108	PRW45221.1	XP_005844868.1
OG0002109	PRW44988.1	XP_005848304.1
OG0002111	PRW45011.1	XP_005848469.1
OG0002112	PRW45246.1	XP_005848268.1
OG0002113	PRW60888.1, PRW60889.1	XP_005843278.1
OG0002114	PRW45023.1	XP_005849665.1
OG0002115	PRW45195.1	XP_005848568.1
OG0002116	PRW61519.1	XP_005849663.1
OG0002117	PRW44868.1	XP_005848364.1
OG0002118	PRW45018.1	XP_005848559.1
