Orthogroup	c_sorokiniana_genome_proteins	c_vulgaris_genome_proteins
OG0001820	PRW57330.1	KAI3438407.1, KAI3438406.1
OG0001821	PRW59326.1	KAI3438491.1
OG0001822	PRW58804.1, PRW58803.1	KAI3438563.1
OG0001823	PRW20866.1, PRW56029.1	KAI3438425.1
OG0001824	PRW59211.1	KAI3438415.1
OG0001825	PRW59082.1	KAI3438566.1
OG0001826	PRW58968.1	KAI3438575.1, KAI3438574.1
OG0001827	PRW58406.1	KAI3433359.1
OG0001828	PRW59199.1	KAI3438569.1
OG0001829	PRW59110.1	KAI3438579.1
OG0001830	PRW59154.1	KAI3438518.1
OG0001831	PRW33515.1	KAI3425381.1
OG0001832	PRW59092.1, PRW20424.1	KAI3438549.1
OG0001833	PRW59205.1	KAI3438559.1, KAI3438560.1
OG0001834	PRW59113.1, PRW59112.1	KAI3438543.1
OG0001836	PRW58817.1	KAI3438523.1
OG0001837	PRW59419.1, PRW51163.1	KAI3438515.1
OG0001838	PRW56602.1, PRW59203.1	KAI3438438.1
OG0001839	PRW58917.1	KAI3438507.1
OG0001840	PRW58959.1	KAI3438527.1
OG0001841	PRW57200.1, PRW57087.1	KAI3438255.1
OG0001842	PRW58408.1	KAI3423802.1, KAI3423803.1
OG0001843	PRW44272.1	KAI3428606.1
OG0001844	PRW44456.1	KAI3428510.1
OG0001845	PRW44239.1	KAI3428512.1, KAI3428513.1
OG0001846	PRW44415.1	KAI3428479.1, KAI3428480.1
OG0001847	PRW44413.1	KAI3428578.1, KAI3423533.1
OG0001848	PRW44476.1, PRW44477.1	KAI3428576.1
OG0001849	PRW44435.1	KAI3428543.1
OG0001850	PRW44561.1	KAI3428467.1
OG0001851	PRW44530.1, PRW44531.1	KAI3428586.1
OG0001852	PRW44479.1	KAI3428614.1, KAI3428615.1
OG0001853	PRW57887.1, PRW57888.1	KAI3434610.1
OG0001854	PRW44605.1	KAI3428582.1
OG0001855	PRW57456.1	KAI3438182.1
OG0001856	PRW44522.1	KAI3428502.1
OG0001857	PRW44332.1, PRW44331.1	KAI3428541.1
OG0001858	PRW59752.1	KAI3435947.1
OG0001859	PRW45648.1	KAI3424795.1, KAI3424796.1
OG0001860	PRW45407.1, PRW45408.1	KAI3424779.1
OG0001861	PRW61244.1, PRW61243.1	KAI3432646.1
OG0001862	PRW59711.1	KAI3435671.1
OG0001863	PRW58587.1, PRW58588.1	KAI3433868.1
OG0001864	PRW45094.1	KAI3423981.1
OG0001865	PRW57206.1	KAI3437961.1
OG0001866	PRW51079.1	KAI3426922.1
OG0001867	PRW20693.1, PRW20687.1	KAI3434531.1
OG0001868	PRW61222.1	KAI3432808.1, KAI3432809.1
OG0001869	PRW39279.1, PRW39278.1	KAI3431622.1
OG0001870	PRW33295.1	KAI3431636.1
OG0001871	PRW58285.1	KAI3433784.1
OG0001872	PRW58702.1, PRW58703.1	KAI3433818.1
OG0001873	PRW58450.1, PRW58449.1	KAI3433769.1
OG0001874	PRW58224.1	KAI3433757.1
OG0001875	PRW58541.1, PRW58542.1	KAI3433908.1
OG0001876	PRW58427.1	KAI3433791.1
OG0001877	PRW58719.1, PRW58718.1	KAI3433746.1
OG0001878	PRW20285.1	KAI3430694.1
OG0001879	PRW56461.1, PRW56649.1	KAI3433838.1
OG0001880	PRW58252.1, PRW58251.1	KAI3433722.1
OG0001881	PRW58395.1	KAI3433713.1, KAI3433714.1
OG0001882	PRW58366.1, PRW58365.1	KAI3433688.1
OG0001883	PRW58496.1	KAI3433686.1
OG0001884	PRW58504.1	KAI3433659.1
OG0001885	PRW58258.1	KAI3433649.1
OG0001886	PRW58549.1	KAI3433644.1
OG0001887	PRW58397.1	KAI3433604.1, KAI3433603.1
OG0001888	PRW61315.1	KAI3432870.1
OG0001890	PRW58405.1	KAI3433597.1, KAI3433598.1
OG0001891	PRW58200.1, PRW58199.1	KAI3433589.1
OG0001892	PRW33214.1, PRW33213.1	KAI3431798.1
OG0001893	PRW60152.1, PRW58268.1	KAI3433570.1
OG0001894	PRW58168.1	KAI3433563.1
OG0001895	PRW58297.1, PRW60016.1	KAI3433535.1
OG0001896	PRW58441.1	KAI3433365.1, KAI3433362.1
OG0001897	PRW56530.1	KAI3428271.1, KAI3428270.1
OG0001898	PRW61623.1	KAI3432439.1
OG0001899	PRW20719.1	KAI3434570.1, KAI3434578.1
OG0001900	PRW58673.1	KAI3433352.1
OG0001901	PRW58163.1, PRW58162.1	KAI3433316.1
OG0001902	PRW33508.1, PRW33613.1	KAI3437896.1
OG0001903	PRW32580.1, PRW32579.1	KAI3423819.1
OG0001904	PRW45337.1	KAI3424832.1
OG0001905	PRW58647.1	KAI3433480.1
OG0001906	PRW44556.1	KAI3428678.1
OG0001907	PRW58178.1	KAI3433470.1, KAI3433472.1
OG0001908	PRW59475.1	KAI3437978.1
OG0001909	PRW58121.1, PRW58122.1	KAI3433549.1
OG0001910	PRW58625.1, PRW58626.1	KAI3433684.1
OG0001911	PRW58826.1	KAI3439091.1
OG0001912	PRW58454.1	KAI3433700.1
OG0001913	PRW58276.1	KAI3433523.1
OG0001914	PRW58658.1	KAI3433484.1
OG0001915	PRW59183.1	KAI3438573.1, KAI3438572.1
OG0001916	PRW32607.1, PRW57999.1	KAI3423834.1
OG0001917	PRW58815.1	KAI3423847.1
OG0001918	PRW58270.1	KAI3433411.1
OG0001919	PRW32640.1	KAI3423855.1, KAI3423856.1
OG0001920	PRW32634.1	KAI3423848.1, KAI3423849.1
OG0001921	PRW57719.1, PRW58089.1, PRW32688.1	KAI3423920.1
OG0001922	PRW32673.1	KAI3423926.1
OG0001923	PRW20919.1	KAI3437668.1
OG0001924	PRW58359.1	KAI3433285.1
OG0001925	PRW32500.1	KAI3423795.1
OG0001926	PRW57664.1	KAI3434847.1
OG0001927	PRW61162.1	KAI3432656.1
OG0001928	PRW32484.1	KAI3423915.1
OG0001929	PRW32512.1, PRW32513.1	KAI3423947.1
OG0001930	PRW58440.1	KAI3433409.1
OG0001932	PRW32520.1	KAI3423976.1
OG0001933	PRW61195.1	KAI3432371.1
OG0001934	PRW56983.1, PRW32559.1	KAI3423980.1
OG0001935	PRW32613.1, PRW32612.1	KAI3423951.1
OG0001936	PRW32568.1, PRW32567.1	KAI3423901.1
OG0001937	PRW20771.1	KAI3426952.1
OG0001938	PRW59346.1	KAI3434459.1
OG0001939	PRW33505.1, PRW33506.1	KAI3425134.1
OG0001940	PRW45454.1	KAI3425022.1, KAI3425021.1
OG0001941	PRW45384.1, PRW45383.1	KAI3425060.1
OG0001942	PRW45451.1	KAI3424852.1, KAI3424851.1
OG0001943	PRW61390.1	KAI3432209.1
OG0001944	PRW61515.1	KAI3432276.1
OG0001945	PRW61520.1, PRW61479.1	KAI3432274.1
OG0001946	PRW56785.1	KAI3427939.1
OG0001947	PRW61120.1	KAI3432886.1
OG0001948	PRW60891.1, PRW60892.1	KAI3432354.1
OG0001949	PRW61176.1	KAI3432316.1, KAI3432317.1
OG0001950	PRW57686.1	KAI3436518.1
OG0001951	PRW56597.1, PRW56596.1	KAI3428082.1
OG0001952	PRW61370.1	KAI3432575.1, KAI3432577.1
OG0001953	PRW56878.1, PRW56879.1	KAI3428077.1
OG0001954	PRW56762.1	KAI3427925.1, KAI3427924.1
OG0001955	PRW05867.1	KAI3428789.1
OG0001956	PRW56779.1	KAI3427956.1
OG0001957	PRW59831.1	KAI3435954.1
OG0001958	PRW56680.1	KAI3428047.1, KAI3428046.1
OG0001959	PRW61199.1	KAI3432443.1, KAI3432442.1
OG0001960	PRW56817.1	KAI3428041.1
OG0001961	PRW56814.1, PRW56815.1	KAI3428063.1
OG0001962	PRW61404.1	KAI3432834.1, KAI3432827.1
OG0001963	PRW56668.1	KAI3427992.1
OG0001964	PRW56600.1, PRW57317.1	KAI3427971.1
OG0001965	PRW56702.1, PRW56701.1	KAI3427916.1
OG0001966	PRW56770.1, PRW56769.1	KAI3427978.1
OG0001967	PRW56474.1, PRW56473.1	KAI3428009.1
OG0001969	PRW59883.1	KAI3435637.1, KAI3435638.1
OG0001970	PRW59686.1	KAI3435656.1
OG0001971	PRW61364.1, PRW61365.1	KAI3424205.1
OG0001972	PRW18294.1	KAI3435624.1
OG0001973	PRW18395.1	KAI3435629.1, KAI3435630.1
OG0001974	PRW59762.1	KAI3435633.1
OG0001976	PRW59899.1	KAI3435704.1
OG0001977	PRW59749.1	KAI3435722.1
OG0001978	PRW60079.1	KAI3435739.1
OG0001979	PRW60142.1	KAI3435796.1
OG0001980	PRW59638.1, PRW60070.1	KAI3435839.1
OG0001981	PRW44517.1, PRW44516.1	KAI3428500.1
OG0001982	PRW59918.1	KAI3435841.1
OG0001983	PRW60091.1	KAI3435845.1
OG0001984	PRW59705.1	KAI3435851.1
OG0001985	PRW45460.1	KAI3424688.1
OG0001986	PRW60001.1, PRW60000.1	KAI3435868.1
OG0001987	PRW60066.1, PRW60067.1	KAI3435863.1
OG0001988	PRW60026.1, PRW60025.1	KAI3435864.1
OG0001989	PRW59467.1	KAI3438118.1
OG0001990	PRW32884.1	KAI3430465.1
OG0001991	PRW59484.1, PRW59483.1	KAI3435884.1
OG0001992	PRW59852.1	KAI3435910.1
OG0001993	PRW59716.1, PRW59715.1	KAI3435931.1
OG0001995	PRW59577.1	KAI3435968.1
OG0001996	PRW59489.1	KAI3435973.1, KAI3435971.1
OG0001997	PRW59657.1	KAI3435974.1, KAI3435972.1
OG0001999	PRW57002.1	KAI3436149.1
OG0002000	PRW57053.1, PRW59574.1	KAI3436164.1
OG0002002	PRW59703.1	KAI3436114.1
OG0002003	PRW44581.1	KAI3436204.1, KAI3436205.1
OG0002004	PRW59651.1, PRW59652.1	KAI3436126.1
OG0002005	PRW59955.1, PRW59956.1	KAI3436128.1
OG0002006	PRW59714.1	KAI3436002.1
OG0002008	PRW59914.1, PRW59915.1	KAI3436070.1
OG0002009	PRW59860.1	KAI3436053.1
OG0002010	PRW32919.1	KAI3430475.1
OG0002011	PRW59672.1	KAI3436059.1, KAI3436060.1
OG0002012	PRW60019.1, PRW59510.1	KAI3435997.1
OG0002013	PRW59741.1, PRW59742.1	KAI3435987.1
OG0002014	PRW60018.1	KAI3435986.1
OG0002015	PRW20253.1	KAI3430720.1
OG0002016	PRW59884.1	KAI3435984.1
OG0002017	PRW59861.1	KAI3435981.1
OG0002018	PRW59519.1	KAI3435979.1
OG0002020	PRW59627.1, PRW59626.1	KAI3436173.1, KAI3436172.1
OG0002021	PRW59965.1, PRW59964.1	KAI3436182.1
OG0002022	PRW59923.1, PRW59922.1	KAI3436358.1
OG0002023	PRW58921.1, PRW58920.1	KAI3438974.1
OG0002024	PRW60180.1	KAI3436355.1
OG0002025	PRW20351.1	KAI3424327.1
OG0002026	PRW59445.1, PRW59446.1	KAI3436237.1
OG0002027	PRW60141.1	KAI3436246.1
OG0002028	PRW59729.1	KAI3436253.1, KAI3436252.1
OG0002029	PRW59699.1	KAI3436198.1, KAI3436199.1
OG0002030	PRW59498.1	KAI3436224.1
OG0002031	PRW60057.1, PRW60058.1	KAI3436248.1
OG0002032	PRW59501.1, PRW59500.1	KAI3436259.1
OG0002033	PRW59564.1, PRW59563.1	KAI3436264.1
OG0002034	PRW61147.1, PRW61066.1	KAI3432887.1
OG0002035	PRW59927.1, PRW59926.1	KAI3436281.1
OG0002036	PRW59639.1	KAI3436297.1, KAI3436298.1
OG0002037	PRW57343.1	KAI3437944.1
OG0002038	PRW59765.1, PRW59764.1	KAI3436343.1
OG0002039	PRW59873.1	KAI3436300.1, KAI3436301.1
OG0002040	PRW59641.1, PRW59642.1	KAI3436377.1
OG0002041	PRW59491.1	KAI3436375.1, KAI3436376.1
OG0002042	PRW61190.1	KAI3432436.1, KAI3432437.1
OG0002043	PRW61619.1	KAI3432663.1
OG0002044	PRW61165.1, PRW61164.1	KAI3432345.1
OG0002045	PRW60964.1, PRW60965.1	KAI3432839.1
OG0002046	PRW61583.1	KAI3432865.1
OG0002047	PRW61451.1	KAI3432677.1
OG0002048	PRW58423.1, PRW58424.1	KAI3433311.1
OG0002049	PRW56459.1	KAI3428150.1
OG0002050	PRW61454.1	KAI3424246.1, KAI3432419.1
OG0002051	PRW33670.1	KAI3425344.1
OG0002052	PRW60930.1	KAI3424253.1, KAI3424252.1
OG0002053	PRW34093.1	KAI3425943.1
OG0002054	PRW20599.1	KAI3434373.1
OG0002055	PRW61541.1, PRW61540.1	KAI3424139.1
OG0002056	PRW60336.1	KAI3429858.1
OG0002057	PRW32860.1	KAI3424130.1, KAI3424129.1
OG0002058	PRW60464.1, PRW60465.1	KAI3424123.1
OG0002059	PRW59719.1	KAI3424221.1
OG0002060	PRW61078.1	KAI3424219.1
OG0002061	PRW61409.1, PRW61408.1	KAI3423194.1
OG0002062	PRW61597.1, PRW61598.1	KAI3423408.1
OG0002063	PRW61442.1	KAI3424073.1
OG0002064	PRW45266.1	KAI3424067.1
OG0002065	PRW60917.1, PRW60918.1	KAI3424070.1
OG0002066	PRW56446.1	KAI3424065.1
OG0002067	PRW61464.1, PRW60894.1	KAI3423409.1
OG0002068	PRW61140.1	KAI3424181.1, KAI3424182.1
OG0002069	PRW60968.1, PRW60967.1	KAI3424210.1
OG0002070	PRW61423.1, PRW61422.1	KAI3424177.1
OG0002071	PRW61302.1	KAI3424189.1
OG0002072	PRW61053.1	KAI3424213.1
OG0002073	PRW05901.1	KAI3427299.1
OG0002074	PRW05946.1	KAI3427360.1
OG0002075	PRW05883.1	KAI3427337.1, KAI3427340.1
OG0002076	PRW51032.1	KAI3427228.1
OG0002077	PRW05912.1	KAI3427279.1
OG0002078	PRW05942.1, PRW05941.1	KAI3427442.1
OG0002079	PRW50911.1	KAI3427216.1, KAI3427214.1
OG0002080	PRW05940.1	KAI3427440.1
OG0002081	PRW21139.1	KAI3430853.1, KAI3430854.1
OG0002082	PRW21071.1, PRW21072.1	KAI3430852.1
OG0002083	PRW21055.1, PRW21056.1	KAI3430869.1
OG0002084	PRW20182.1, PRW20183.1	KAI3430687.1
OG0002085	PRW20282.1	KAI3430676.1, KAI3430675.1
OG0002086	PRW32890.1	KAI3430401.1
OG0002087	PRW32949.1, PRW32950.1	KAI3430400.1
OG0002088	PRW33022.1	KAI3430551.1
OG0002089	PRW20290.1	KAI3430895.1
OG0002090	PRW21058.1, PRW21057.1	KAI3430905.1
OG0002091	PRW32871.1, PRW32872.1	KAI3430482.1
OG0002092	PRW60736.1	KAI3429891.1
OG0002093	PRW33030.1	KAI3430497.1
OG0002094	PRW33074.1	KAI3430516.1
OG0002095	PRW56804.1	KAI3428158.1
OG0002096	PRW20990.1	KAI3430875.1, KAI3430874.1
OG0002098	PRW32968.1	KAI3430559.1, KAI3430560.1
OG0002099	PRW32894.1	KAI3430544.1
OG0002100	PRW20224.1, PRW20223.1	KAI3430724.1
OG0002101	PRW20227.1	KAI3430730.1
OG0002102	PRW20274.1	KAI3430994.1, KAI3430993.1
OG0002103	PRW20288.1	KAI3431000.1
OG0002104	PRW20191.1	KAI3430707.1, KAI3430708.1
OG0002105	PRW20175.1	KAI3430709.1
OG0002106	PRW33067.1	KAI3430575.1
OG0002107	PRW33003.1, PRW33004.1	KAI3430580.1
OG0002108	PRW45221.1	KAI3431659.1, KAI3426248.1
OG0002109	PRW44988.1	KAI3426303.1
OG0002110	PRW44981.1, PRW44980.1	KAI3426317.1
OG0002111	PRW45011.1	KAI3426258.1
OG0002112	PRW45246.1	KAI3426259.1
OG0002113	PRW60888.1, PRW60889.1	KAI3431837.1
OG0002115	PRW45195.1	KAI3426475.1
OG0002116	PRW61519.1	KAI3432585.1, KAI3432586.1
OG0002117	PRW44868.1	KAI3426457.1
OG0002118	PRW45018.1	KAI3426456.1
OG0002119	PRW44843.1, PRW44844.1	KAI3426332.1
OG0002120	PRW45163.1	KAI3426479.1
OG0002121	PRW60063.1	KAI3427132.1, KAI3433543.1
OG0002122	PRW45264.1, PRW45263.1	KAI3426509.1
OG0002123	PRW57306.1	KAI3437834.1
OG0002124	PRW33819.1, PRW33820.1	KAI3426496.1
OG0002125	PRW61123.1	KAI3424194.1
OG0002126	PRW34068.1, PRW34067.1, PRW34069.1	KAI3426074.1
OG0002127	PRW61219.1	KAI3423990.1
OG0002128	PRW21033.1	KAI3430973.1
OG0002129	PRW45114.1	KAI3426290.1
OG0002130	PRW44967.1	KAI3426318.1
OG0002131	PRW44927.1	KAI3426228.1
OG0002132	PRW44986.1	KAI3426222.1
OG0002133	PRW57331.1	KAI3438073.1
OG0002134	PRW57496.1	KAI3438070.1, KAI3438071.1
OG0002135	PRW56915.1	KAI3438068.1, KAI3438069.1
OG0002136	PRW57058.1	KAI3438056.1
OG0002138	PRW57254.1	KAI3438021.1, KAI3438022.1
OG0002139	PRW56991.1	KAI3438026.1, KAI3438023.1
OG0002140	PRW56906.1	KAI3438027.1, KAI3438024.1
OG0002141	PRW57230.1	KAI3438025.1, KAI3438029.1
OG0002142	PRW56977.1	KAI3438032.1, KAI3438030.1
OG0002143	PRW57489.1	KAI3437998.1
OG0002144	PRW57491.1	KAI3438142.1
OG0002145	PRW57349.1, PRW57348.1	KAI3438130.1
OG0002146	PRW56934.1, PRW56933.1	KAI3438121.1
OG0002147	PRW57275.1	KAI3437932.1
OG0002148	PRW57241.1	KAI3437928.1
OG0002149	PRW57260.1	KAI3437930.1
OG0002150	PRW57436.1	KAI3437942.1
OG0002151	PRW57135.1	KAI3437956.1
OG0002152	PRW56892.1, PRW57407.1	KAI3437963.1
OG0002153	PRW20832.1	KAI3437661.1
OG0002154	PRW20917.1	KAI3437603.1, KAI3437602.1
OG0002155	PRW20808.1	KAI3437714.1
OG0002156	PRW20855.1	KAI3437641.1, KAI3437642.1
OG0002157	PRW20915.1	KAI3437649.1, KAI3437648.1
OG0002158	PRW56950.1, PRW56949.1	KAI3437866.1
OG0002159	PRW56990.1	KAI3437865.1
OG0002161	PRW57472.1	KAI3437905.1
OG0002162	PRW57051.1	KAI3437879.1, KAI3437880.1
OG0002163	PRW57846.1	KAI3425694.1
OG0002164	PRW57756.1	KAI3425886.1
OG0002165	PRW57606.1	KAI3425887.1
OG0002166	PRW57980.1, PRW57979.1	KAI3425882.1
OG0002167	PRW20249.1	KAI3430706.1
OG0002168	PRW57931.1, PRW57930.1	KAI3425869.1
OG0002169	PRW57878.1	KAI3425807.1, KAI3425815.1
OG0002170	PRW57643.1, PRW57642.1	KAI3425764.1
OG0002171	PRW58065.1, PRW58066.1	KAI3425731.1
OG0002172	PRW57685.1, PRW57684.1	KAI3425729.1
OG0002173	PRW58061.1	KAI3425903.1, KAI3425904.1
OG0002174	PRW57870.1	KAI3425778.1, KAI3425780.1
OG0002175	PRW44936.1	KAI3426240.1
OG0002176	PRW57898.1	KAI3425834.1, KAI3425835.1
OG0002177	PRW33802.1, PRW33801.1	KAI3426035.1
OG0002178	PRW34081.1	KAI3426037.1
OG0002179	PRW34025.1, PRW34026.1	KAI3426024.1
OG0002180	PRW33998.1	KAI3426011.1
OG0002181	PRW34080.1, PRW34079.1	KAI3425931.1
OG0002182	PRW34028.1, PRW34029.1	KAI3425958.1
OG0002183	PRW61154.1	KAI3424472.1, KAI3424473.1
OG0002184	PRW20396.1, PRW20380.1	KAI3424435.1
OG0002185	PRW20317.1, PRW20316.1	KAI3424420.1
OG0002186	PRW58586.1, PRW58585.1	KAI3429316.1
OG0002187	PRW20383.1, PRW20356.1	KAI3424405.1
OG0002188	PRW20404.1, PRW20403.1	KAI3424403.1, KAI3424404.1
OG0002190	PRW57562.1	KAI3424395.1
OG0002191	PRW20334.1	KAI3424287.1
OG0002194	PRW05741.1, PRW05739.1, PRW61569.1	KAI3438351.1, KAI3438354.1, KAI3427281.1
OG0002196	PRW20381.1	KAI3429434.1
OG0002198	PRW20496.1	KAI3438264.1, KAI3430380.1
OG0002199	PRW20543.1, PRW20541.1, PRW20542.1, PRW20544.1	KAI3424918.1
OG0002200	PRW20844.1, PRW20845.1	KAI3437589.1
OG0002201	PRW20974.1	KAI3430834.1
OG0002201	PRW58701.1	KAI3426027.1
OG0002202	PRW21100.1	KAI3432783.1
OG0002203	PRW32590.1	KAI3423858.1
OG0002204	PRW32686.1, PRW51148.1	KAI3436220.1
OG0002205	PRW59709.1, PRW32833.1, PRW44341.1	KAI3435918.1
OG0002206	PRW32980.1	KAI3430599.1
OG0002207	PRW33011.1, PRW33010.1	KAI3430593.1
OG0002209	PRW51036.1	KAI3427114.1
OG0002209	PRW33576.1	KAI3425140.1
OG0002210	PRW33578.1, PRW58046.1, PRW59090.1	KAI3425239.1
OG0002211	PRW33938.1, PRW34072.1, PRW33996.1	KAI3431348.1
OG0002212	PRW39106.1, PRW39107.1	KAI3431360.1
OG0002213	PRW39177.1	KAI3431415.1
OG0002214	PRW39215.1, PRW39214.1	KAI3431482.1, KAI3431481.1
OG0002215	PRW39270.1, PRW39389.1	KAI3431536.1, KAI3431531.1
OG0002216	PRW39291.1	KAI3431567.1, KAI3431566.1
OG0002217	PRW39324.1	KAI3431510.1
OG0002218	PRW39335.1, PRW39336.1	KAI3431582.1, KAI3431583.1
OG0002219	PRW39375.1, PRW39374.1, PRW39376.1	KAI3431553.1
OG0002220	PRW44276.1	KAI3428007.1, KAI3428559.1
OG0002221	PRW44290.1, PRW44291.1, PRW44458.1	KAI3428469.1
OG0002222	PRW58317.1, PRW44326.1	KAI3431407.1
OG0002223	PRW44442.1	KAI3428538.1, KAI3428537.1
OG0002225	PRW44940.1	KAI3425230.1, KAI3434704.1
OG0002226	PRW44974.1	KAI3426275.1
OG0002227	PRW45178.1	KAI3426194.1
OG0002228	PRW45197.1, PRW45198.1	KAI3426431.1
OG0002229	PRW45357.1	KAI3424861.1, KAI3424860.1
OG0002230	PRW45402.1, PRW45403.1	KAI3424998.1
OG0002231	PRW45496.1	KAI3424948.1
OG0002232	PRW45498.1	KAI3424732.1, KAI3424753.1
OG0002233	PRW45678.1, PRW45691.1, PRW45562.1	KAI3424874.1
OG0002234	PRW45659.1	KAI3424846.1, KAI3424847.1
OG0002236	PRW51026.1	KAI3426976.1, KAI3426977.1
OG0002237	PRW56283.1	KAI3436847.1, KAI3430375.1
OG0002238	PRW60429.1, PRW60430.1, PRW60677.1, PRW56558.1	KAI3438881.1
OG0002239	PRW56571.1	KAI3428127.1
OG0002240	PRW56734.1, PRW56735.1	KAI3428071.1
OG0002241	PRW56766.1	KAI3428341.1, KAI3428340.1
OG0002242	PRW56852.1	KAI3428378.1
OG0002243	PRW57357.1	KAI3424135.1, KAI3424134.1
OG0002243	PRW58132.1	KAI3433707.1
OG0002244	PRW57830.1, PRW57403.1	KAI3438376.1
OG0002245	PRW57604.1	KAI3426184.1
OG0002246	PRW57637.1, PRW58040.1	KAI3434672.1, KAI3434750.1
OG0002247	PRW57740.1, PRW57981.1	KAI3434802.1, KAI3434801.1
OG0002248	PRW57820.1	KAI3434845.1, KAI3434846.1
OG0002249	PRW57923.1, PRW57924.1	KAI3434837.1
OG0002251	PRW58298.1	KAI3433779.1
OG0002252	PRW58430.1	KAI3437579.1
OG0002253	PRW58431.1	KAI3433450.1, KAI3433447.1
OG0002254	PRW58437.1	KAI3433634.1
OG0002255	PRW58477.1	KAI3429315.1
OG0002256	PRW58822.1	KAI3439089.1, KAI3439090.1
OG0002257	PRW58915.1	KAI3436569.1
OG0002258	PRW59042.1, PRW59041.1	KAI3438685.1
OG0002259	PRW59533.1	KAI3424212.1
OG0002259	PRW61115.1	KAI3432358.1, KAI3432370.1
OG0002260	PRW59575.1, PRW59576.1	KAI3436192.1
OG0002261	PRW59697.1	KAI3436167.1, KAI3436166.1
OG0002262	PRW59706.1, PRW59707.1	KAI3436342.1, KAI3436344.1
OG0002263	PRW59761.1	KAI3435993.1, KAI3435991.1, KAI3435992.1
OG0002264	PRW59867.1, PRW59866.1	KAI3424794.1, KAI3424805.1
OG0002265	PRW60076.1	KAI3435668.1
OG0002266	PRW60200.1	KAI3429752.1, KAI3429753.1, KAI3429743.1
OG0002267	PRW60261.1	KAI3429367.1, KAI3429368.1
OG0002268	PRW60306.1	KAI3429339.1
OG0002269	PRW60743.1, PRW60361.1	KAI3429389.1
OG0002270	PRW60385.1	KAI3429332.1
OG0002271	PRW60432.1	KAI3430211.1, KAI3436357.1
OG0002272	PRW60700.1	KAI3429873.1
OG0002272	PRW60461.1	KAI3429878.1
OG0002273	PRW60468.1	KAI3429737.1
OG0002274	PRW60535.1	KAI3429652.1
OG0002275	PRW60622.1, PRW60621.1	KAI3429812.1, KAI3429810.1
OG0002276	PRW60635.1	KAI3429288.1, KAI3429291.1, KAI3429289.1
OG0002277	PRW60801.1	KAI3429642.1, KAI3429643.1
OG0002279	PRW61034.1, PRW61035.1, PRW61036.1	KAI3432681.1
OG0002280	PRW61039.1	KAI3423830.1
OG0002281	PRW61237.1	KAI3424217.1
OG0002282	PRW61278.1	KAI3430527.1, KAI3435578.1
OG0002283	PRW61438.1	KAI3424448.1
OG0002284	PRW61439.1	KAI3432346.1, KAI3432329.1, KAI3432333.1, KAI3432315.1
OG0002307	PRW45647.1	KAI3425091.1
OG0002308	PRW45735.1	KAI3425101.1
OG0002309	PRW45389.1	KAI3425092.1
OG0002310	PRW45343.1	KAI3425087.1
OG0002311	PRW45665.1	KAI3425086.1
OG0002312	PRW61573.1	KAI3432446.1, KAI3432447.1
OG0002313	PRW45330.1	KAI3425094.1
OG0002314	PRW45527.1	KAI3425065.1
OG0002315	PRW45356.1	KAI3425066.1
OG0002316	PRW60273.1	KAI3429888.1
OG0002317	PRW45633.1	KAI3425028.1
OG0002318	PRW45547.1	KAI3425034.1
OG0002319	PRW45531.1	KAI3425031.1
OG0002320	PRW45339.1	KAI3425043.1
OG0002321	PRW45568.1	KAI3424886.1
OG0002322	PRW45593.1	KAI3425044.1
OG0002323	PRW45463.1	KAI3425049.1
OG0002325	PRW45422.1	KAI3425072.1
OG0002326	PRW33577.1	KAI3425332.1
OG0002327	PRW33564.1	KAI3425320.1
OG0002328	PRW33695.1	KAI3425128.1
OG0002329	PRW33666.1	KAI3425149.1
OG0002330	PRW33553.1	KAI3425147.1
OG0002331	PRW33552.1	KAI3425124.1
OG0002332	PRW61510.1	KAI3432445.1
OG0002333	PRW45727.1	KAI3424979.1
OG0002334	PRW60947.1	KAI3432572.1
OG0002335	PRW33649.1	KAI3425165.1
OG0002336	PRW57389.1	KAI3438315.1
OG0002337	PRW33713.1	KAI3425164.1
OG0002338	PRW33716.1	KAI3425177.1
OG0002339	PRW33568.1	KAI3425161.1
OG0002340	PRW33638.1	KAI3425163.1
OG0002341	PRW33674.1	KAI3425288.1
OG0002342	PRW33651.1	KAI3425281.1
OG0002343	PRW33748.1	KAI3425300.1
OG0002344	PRW33728.1	KAI3425301.1
OG0002345	PRW33560.1	KAI3425312.1
OG0002346	PRW33547.1	KAI3425313.1
OG0002347	PRW33589.1	KAI3425316.1
OG0002348	PRW33682.1	KAI3425324.1
OG0002349	PRW60937.1	KAI3432424.1
OG0002350	PRW33520.1	KAI3425374.1
OG0002351	PRW33629.1	KAI3425350.1
OG0002352	PRW44523.1	KAI3428730.1
OG0002353	PRW33597.1	KAI3425159.1
OG0002354	PRW33610.1	KAI3425336.1
OG0002355	PRW32913.1	KAI3430460.1
OG0002356	PRW33024.1	KAI3430459.1
OG0002357	PRW32874.1	KAI3436550.1
OG0002358	PRW33048.1	KAI3430594.1
OG0002359	PRW32889.1	KAI3430591.1
OG0002360	PRW20265.1	KAI3430996.1
OG0002361	PRW32945.1	KAI3430446.1
OG0002362	PRW32899.1	KAI3430442.1
OG0002363	PRW32849.1	KAI3430441.1
OG0002364	PRW33041.1	KAI3430440.1
OG0002365	PRW32857.1	KAI3430439.1
OG0002366	PRW32888.1	KAI3430436.1
