Orthogroup	c_sorokiniana_genome_proteins	m_conductrix_genome_proteins
OG0001572	PRW05755.1	PSC71972.1
OG0001573	PRW39363.1, PRW39364.1	PSC71950.1
OG0001574	PRW33164.1, PRW33165.1	PSC71380.1
OG0001575	PRW39068.1, PRW39067.1	PSC71864.1
OG0001576	PRW39099.1, PRW39098.1	PSC72023.1
OG0001577	PRW39146.1	PSC72024.1
OG0001578	PRW39296.1	PSC71967.1
OG0001579	PRW39207.1	PSC74120.1
OG0001580	PRW44577.1	PSC69055.1
OG0001581	PRW39297.1	PSC71921.1
OG0001583	PRW51180.1	PSC73386.1, PSC73512.1
OG0001584	PRW39255.1	PSC72030.1, PSC72031.1
OG0001585	PRW39346.1, PRW39347.1	PSC72014.1
OG0001586	PRW39318.1	PSC71873.1
OG0001587	PRW39232.1, PRW39231.1	PSC72009.1
OG0001588	PRW45550.1, PRW45551.1	PSC67110.1
OG0001589	PRW39145.1	PSC72045.1
OG0001590	PRW34006.1	PSC76694.1
OG0001591	PRW39351.1	PSC73270.1
OG0001592	PRW39071.1, PRW39070.1, PRW39069.1	PSC67653.1
OG0001593	PRW39274.1	PSC67684.1
OG0001594	PRW39093.1	PSC67657.1
OG0001595	PRW39385.1, PRW39386.1	PSC67655.1
OG0001596	PRW20965.1	PSC71698.1
OG0001597	PRW21042.1	PSC71723.1
OG0001598	PRW56984.1, PRW56985.1	PSC72195.1
OG0001599	PRW44394.1	PSC75978.1
OG0001600	PRW61456.1, PRW61455.1	PSC67276.1
OG0001601	PRW60932.1	PSC74338.1
OG0001602	PRW57188.1	PSC72287.1
OG0001603	PRW61557.1	PSC70567.1
OG0001604	PRW61594.1	PSC70627.1
OG0001606	PRW61355.1, PRW61354.1	PSC70609.1
OG0001607	PRW61621.1, PRW61620.1	PSC70505.1
OG0001608	PRW44350.1	PSC75446.1
OG0001609	PRW44617.1	PSC75583.1
OG0001610	PRW56853.1, PRW56854.1	PSC68127.1
OG0001611	PRW56419.1	PSC71577.1, PSC71576.1
OG0001612	PRW56637.1	PSC68120.1
OG0001613	PRW56768.1	PSC71647.1, PSC71646.1
OG0001614	PRW56567.1	PSC68109.1
OG0001616	PRW56067.1	PSC72774.1
OG0001617	PRW44318.1	PSC72182.1
OG0001618	PRW56189.1	PSC72739.1, PSC72271.1
OG0001619	PRW05744.1, PRW56330.1	PSC72715.1
OG0001620	PRW44336.1, PRW44337.1	PSC75871.1
OG0001621	PRW56037.1	PSC71575.1
OG0001622	PRW55995.1	PSC71460.1
OG0001623	PRW56047.1	PSC72737.1
OG0001624	PRW55979.1, PRW55978.1	PSC69056.1
OG0001625	PRW56250.1, PRW56251.1	PSC69052.1
OG0001627	PRW59336.1	PSC68952.1
OG0001628	PRW56051.1	PSC74211.1, PSC72841.1
OG0001629	PRW56310.1	PSC72710.1, PSC72711.1
OG0001630	PRW56053.1	PSC72892.1
OG0001631	PRW55885.1	PSC72604.1, PSC72603.1
OG0001632	PRW50866.1, PRW50867.1	PSC70268.1
OG0001633	PRW56150.1	PSC71635.1, PSC71476.1
OG0001634	PRW59472.1	PSC67676.1, PSC67641.1
OG0001635	PRW56245.1	PSC72646.1, PSC72645.1
OG0001636	PRW55980.1	PSC72613.1
OG0001637	PRW33014.1	PSC73091.1
OG0001638	PRW44447.1	PSC75366.1
OG0001639	PRW61450.1	PSC67601.1
OG0001640	PRW60609.1	PSC69382.1, PSC74908.1
OG0001641	PRW56218.1	PSC71487.1
OG0001642	PRW55929.1	PSC69039.1
OG0001643	PRW56286.1, PRW56287.1	PSC69053.1
OG0001644	PRW58762.1	PSC67837.1
OG0001645	PRW56052.1	PSC69001.1, PSC69000.1
OG0001646	PRW56211.1	PSC69012.1, PSC69013.1
OG0001647	PRW58076.1	PSC73943.1, PSC73942.1
OG0001648	PRW33542.1, PRW33541.1	PSC70039.1
OG0001651	PRW60413.1	PSC75035.1
OG0001652	PRW60865.1, PRW60866.1	PSC75110.1
OG0001654	PRW56153.1	PSC68906.1
OG0001655	PRW60699.1	PSC67347.1
OG0001656	PRW60573.1, PRW60572.1	PSC68138.1
OG0001657	PRW60396.1	PSC74865.1
OG0001658	PRW57444.1	PSC69771.1
OG0001660	PRW44501.1	PSC69922.1
OG0001662	PRW60539.1	PSC68141.1, PSC68140.1
OG0001663	PRW60302.1	PSC75138.1
OG0001664	PRW60234.1	PSC75216.1, PSC75215.1
OG0001665	PRW60240.1	PSC74949.1, PSC74948.1
OG0001666	PRW60832.1	PSC67018.1, PSC68420.1, PSC68683.1
OG0001667	PRW60371.1	PSC68445.1, PSC68452.1
OG0001668	PRW60401.1	PSC68411.1, PSC68480.1
OG0001669	PRW60377.1	PSC68439.1
OG0001670	PRW60343.1	PSC67545.1
OG0001671	PRW33693.1	PSC74213.1
OG0001673	PRW60225.1	PSC68454.1, PSC68455.1
OG0001674	PRW60715.1	PSC68471.1, PSC68472.1
OG0001675	PRW60566.1	PSC75165.1
OG0001676	PRW60619.1, PRW60620.1	PSC74839.1
OG0001677	PRW60373.1	PSC68759.1
OG0001678	PRW60447.1	PSC69321.1, PSC69322.1
OG0001679	PRW60847.1	PSC75057.1, PSC75058.1
OG0001680	PRW45010.1	PSC67533.1
OG0001681	PRW57320.1	PSC72180.1
OG0001682	PRW60483.1, PRW60383.1	PSC74023.1
OG0001684	PRW61517.1, PRW61518.1	PSC74524.1
OG0001685	PRW33833.1, PRW33834.1	PSC67445.1
OG0001686	PRW33792.1	PSC67436.1
OG0001687	PRW33866.1	PSC67440.1, PSC67439.1
OG0001688	PRW34037.1	PSC67435.1, PSC68696.1
OG0001689	PRW34061.1	PSC67421.1
OG0001690	PRW57662.1, PRW57661.1	PSC73156.1
OG0001691	PRW57653.1, PRW57654.1	PSC72940.1
OG0001692	PRW57974.1	PSC72965.1, PSC72964.1
OG0001693	PRW33764.1, PRW33803.1	PSC76849.1
OG0001694	PRW33988.1	PSC76318.1
OG0001696	PRW34102.1	PSC76494.1, PSC76495.1
OG0001697	PRW33851.1, PRW33852.1	PSC76880.1
OG0001699	PRW61004.1	PSC75658.1
OG0001700	PRW34040.1, PRW34039.1	PSC76848.1
OG0001701	PRW57802.1	PSC76695.1
OG0001702	PRW33830.1	PSC76415.1
OG0001703	PRW33953.1, PRW33952.1	PSC76323.1
OG0001704	PRW34071.1	PSC76795.1
OG0001705	PRW34001.1	PSC76982.1
OG0001706	PRW33884.1, PRW33885.1	PSC76425.1
OG0001707	PRW58016.1	PSC73125.1
OG0001708	PRW58071.1	PSC73027.1, PSC73028.1
OG0001709	PRW57840.1	PSC72955.1
OG0001710	PRW33844.1	PSC76141.1, PSC76142.1
OG0001711	PRW58001.1, PRW58002.1	PSC76371.1
OG0001712	PRW57977.1, PRW57976.1	PSC73180.1
OG0001713	PRW57991.1, PRW57990.1	PSC73129.1
OG0001714	PRW44317.1	PSC75473.1
OG0001715	PRW57800.1	PSC72960.1, PSC72959.1
OG0001716	PRW58041.1	PSC73061.1, PSC73060.1
OG0001717	PRW57873.1	PSC73070.1, PSC73071.1
OG0001718	PRW33832.1	PSC76919.1, PSC76807.1
OG0001719	PRW57763.1	PSC73065.1
OG0001720	PRW57596.1	PSC73151.1
OG0001721	PRW33985.1	PSC68487.1, PSC68488.1
OG0001722	PRW57585.1, PRW57586.1	PSC73094.1
OG0001723	PRW57632.1, PRW57631.1	PSC69159.1
OG0001724	PRW57629.1	PSC69145.1
OG0001726	PRW56185.1	PSC71549.1, PSC71550.1
OG0001727	PRW57734.1	PSC69151.1
OG0001728	PRW57833.1	PSC69104.1
OG0001729	PRW20649.1, PRW20648.1	PSC67704.1
OG0001730	PRW57769.1	PSC74796.1
OG0001731	PRW20647.1	PSC67480.1
OG0001732	PRW60332.1, PRW60331.1	PSC68541.1
OG0001733	PRW60309.1	PSC68540.1
OG0001734	PRW60523.1, PRW60521.1, PRW60522.1	PSC68552.1
OG0001735	PRW60538.1, PRW60537.1	PSC68550.1
OG0001736	PRW60655.1, PRW60654.1	PSC68558.1
OG0001738	PRW60838.1	PSC68493.1, PSC68492.1
OG0001739	PRW60735.1	PSC68543.1
OG0001740	PRW60494.1	PSC68494.1, PSC68495.1
OG0001743	PRW60480.1	PSC67896.1
OG0001744	PRW60701.1	PSC67036.1, PSC67118.1, PSC69318.1
OG0001745	PRW60804.1	PSC69368.1
OG0001746	PRW60460.1	PSC69323.1
OG0001747	PRW60504.1	PSC67932.1, PSC67931.1
OG0001748	PRW50877.1, PRW20969.1	PSC71728.1
OG0001749	PRW60308.1, PRW60307.1	PSC68978.1
OG0001750	PRW60392.1	PSC74246.1
OG0001751	PRW60797.1	PSC74065.1
OG0001752	PRW60818.1, PRW60817.1	PSC68973.1
OG0001753	PRW60811.1	PSC74015.1, PSC74014.1, PSC74016.1
OG0001754	PRW60300.1, PRW60301.1	PSC74257.1
OG0001755	PRW60516.1, PRW60517.1	PSC69399.1
OG0001756	PRW60421.1	PSC74935.1
OG0001757	PRW60439.1, PRW60438.1	PSC74233.1
OG0001758	PRW60236.1, PRW60237.1	PSC68939.1
OG0001759	PRW60828.1	PSC69354.1, PSC69353.1
OG0001760	PRW20765.1	PSC74781.1, PSC68752.1
OG0001761	PRW59468.1	PSC76082.1
OG0001762	PRW20894.1	PSC76431.1
OG0001763	PRW60885.1	PSC73392.1, PSC67634.1
OG0001764	PRW39072.1	PSC71954.1
OG0001765	PRW20651.1	PSC68750.1, PSC74702.1
OG0001767	PRW59844.1	PSC71150.1
OG0001768	PRW59731.1	PSC76841.1
OG0001769	PRW45177.1	PSC73403.1
OG0001770	PRW60389.1	PSC74062.1
OG0001771	PRW58991.1	PSC67085.1, PSC76552.1
OG0001772	PRW45238.1	PSC70877.1
OG0001773	PRW45147.1	PSC67532.1
OG0001774	PRW44922.1, PRW44923.1	PSC67511.1
OG0001775	PRW21108.1	PSC71782.1
OG0001776	PRW59606.1	PSC68022.1, PSC68021.1
OG0001778	PRW44970.1, PRW44969.1	PSC67405.1
OG0001779	PRW58489.1	PSC69507.1
OG0001780	PRW45175.1, PRW45174.1	PSC70387.1
OG0001781	PRW45257.1	PSC70330.1, PSC70329.1
OG0001782	PRW59571.1	PSC71422.1
OG0001783	PRW45193.1	PSC70847.1, PSC71000.1
OG0001784	PRW45169.1	PSC70403.1, PSC70402.1, PSC70401.1
OG0001785	PRW18387.1	PSC72838.1, PSC72839.1
OG0001786	PRW44938.1	PSC67766.1
OG0001787	PRW45132.1	PSC67770.1
OG0001788	PRW45074.1	PSC68040.1
OG0001789	PRW20349.1	PSC71669.1
OG0001790	PRW21084.1, PRW21090.1	PSC71729.1
OG0001791	PRW56930.1	PSC72591.1
OG0001792	PRW20967.1, PRW20968.1	PSC71828.1
OG0001793	PRW20981.1	PSC71717.1
OG0001794	PRW59520.1	PSC69680.1
OG0001795	PRW56443.1	PSC72466.1
OG0001796	PRW32576.1	PSC68677.1
OG0001797	PRW56792.1	PSC71277.1
OG0001798	PRW20906.1	PSC76164.1, PSC76163.1
OG0001799	PRW58943.1, PRW58944.1	PSC75707.1
OG0001800	PRW59385.1, PRW59384.1	PSC67908.1
OG0001801	PRW59160.1	PSC67951.1, PSC67995.1
OG0001802	PRW58810.1	PSC67942.1, PSC67943.1
OG0001803	PRW58479.1	PSC68286.1
OG0001804	PRW21059.1	PSC71722.1
OG0001805	PRW21094.1	PSC71825.1, PSC71824.1
OG0001806	PRW20987.1	PSC71799.1, PSC71798.1
OG0001807	PRW44367.1	PSC70921.1
OG0001808	PRW58257.1	PSC75836.1
OG0001809	PRW32582.1	PSC68658.1
OG0001810	PRW57213.1	PSC72345.1
OG0001811	PRW33517.1	PSC70111.1
OG0001812	PRW59429.1	PSC76368.1, PSC76369.1
OG0001813	PRW59145.1	PSC76915.1, PSC76914.1
OG0001814	PRW59370.1	PSC76351.1
OG0001815	PRW44297.1	PSC75874.1
OG0001816	PRW59263.1	PSC67154.1, PSC72015.1
OG0001817	PRW58953.1	PSC67156.1, PSC72047.1
OG0001818	PRW59051.1, PRW59016.1	PSC75358.1
OG0001819	PRW59095.1, PRW59096.1	PSC75661.1
OG0001820	PRW57330.1	PSC76908.1
OG0001821	PRW59326.1	PSC71878.1, PSC71877.1
OG0001822	PRW58804.1, PRW58803.1	PSC73783.1
OG0001823	PRW20866.1, PRW56029.1	PSC75297.1
OG0001824	PRW59211.1	PSC76224.1, PSC76223.1
OG0001825	PRW59082.1	PSC73591.1, PSC73590.1
OG0001826	PRW58968.1	PSC76411.1
OG0001827	PRW58406.1	PSC76058.1
OG0001828	PRW59199.1	PSC73675.1, PSC73676.1
OG0001829	PRW59110.1	PSC76441.1
OG0001830	PRW59154.1	PSC76004.1
OG0001831	PRW33515.1	PSC67385.1, PSC67384.1
OG0001832	PRW20424.1	PSC73562.1
OG0001833	PRW59205.1	PSC73544.1
OG0001834	PRW59113.1, PRW59112.1	PSC73678.1
OG0001836	PRW58817.1	PSC73846.1
OG0001837	PRW59419.1, PRW51163.1	PSC75237.1
OG0001838	PRW56602.1, PRW59203.1	PSC76263.1, PSC76994.1
OG0001839	PRW58917.1	PSC75246.1
OG0001840	PRW58959.1	PSC76713.1
OG0001841	PRW57200.1, PRW57087.1	PSC72105.1
OG0001842	PRW58408.1	PSC68692.1
OG0001843	PRW44272.1	PSC70933.1
OG0001844	PRW44456.1	PSC69861.1, PSC69862.1
OG0001845	PRW44239.1	PSC69938.1
OG0001846	PRW44415.1	PSC69963.1, PSC69964.1
OG0001847	PRW44413.1	PSC70868.1
OG0001848	PRW44476.1, PRW44477.1	PSC70936.1
OG0001849	PRW44435.1	PSC69878.1, PSC70994.1
OG0001850	PRW44561.1	PSC69953.1
OG0001851	PRW44530.1, PRW44531.1	PSC69869.1
OG0001852	PRW44479.1	PSC69884.1
OG0001853	PRW57887.1, PRW57888.1	PSC69113.1
OG0001854	PRW44605.1	PSC70979.1, PSC70981.1
OG0001855	PRW57456.1	PSC72093.1
OG0001856	PRW44522.1	PSC69942.1, PSC69943.1
OG0001857	PRW44332.1, PRW44331.1	PSC69972.1
OG0001858	PRW59752.1	PSC71349.1
OG0001859	PRW45648.1	PSC73761.1
OG0001860	PRW45407.1, PRW45408.1	PSC73625.1
OG0001861	PRW61244.1, PRW61243.1	PSC70529.1
OG0001862	PRW59711.1	PSC69594.1
OG0001863	PRW58587.1, PRW58588.1	PSC75824.1
OG0001864	PRW45094.1	PSC76527.1
OG0001865	PRW57206.1	PSC71100.1
OG0001866	PRW51079.1	PSC75236.1
OG0001867	PRW20693.1, PRW20687.1	PSC68794.1
OG0001868	PRW61222.1	PSC73253.1
OG0001869	PRW39279.1, PRW39278.1	PSC67591.1
OG0001870	PRW33295.1	PSC73709.1
OG0001871	PRW58285.1	PSC67822.1, PSC67823.1, PSC67077.1
OG0001872	PRW58702.1, PRW58703.1	PSC75969.1
OG0001873	PRW58450.1, PRW58449.1	PSC75421.1
OG0001874	PRW58224.1	PSC75999.1, PSC76000.1
OG0001875	PRW58541.1, PRW58542.1	PSC75600.1
OG0001876	PRW58427.1	PSC67240.1, PSC67241.1
OG0001877	PRW58719.1, PRW58718.1	PSC75619.1
OG0001878	PRW20285.1	PSC70793.1
OG0001879	PRW56461.1, PRW56649.1	PSC75376.1
OG0001880	PRW58252.1, PRW58251.1	PSC75996.1
OG0001881	PRW58395.1	PSC67357.1
OG0001882	PRW58366.1, PRW58365.1	PSC67361.1
OG0001883	PRW58496.1	PSC67364.1, PSC67363.1
OG0001884	PRW58504.1	PSC68858.1, PSC68859.1
OG0001885	PRW58258.1	PSC68877.1, PSC68885.1
OG0001886	PRW58549.1	PSC68836.1, PSC68837.1
OG0001887	PRW58397.1	PSC75191.1
OG0001888	PRW61315.1	PSC70487.1, PSC70486.1
OG0001890	PRW58405.1	PSC74976.1
OG0001891	PRW58200.1, PRW58199.1	PSC75189.1
OG0001892	PRW33214.1, PRW33213.1	PSC69189.1
OG0001893	PRW60152.1, PRW58268.1	PSC68261.1
OG0001894	PRW58168.1	PSC68276.1, PSC68277.1
OG0001896	PRW58441.1	PSC76906.1
OG0001897	PRW56530.1	PSC71535.1
OG0001898	PRW61623.1	PSC73482.1
OG0001899	PRW20719.1	PSC67715.1
OG0001900	PRW58673.1	PSC76467.1, PSC76178.1
OG0001901	PRW58163.1, PRW58162.1	PSC76726.1
OG0001902	PRW33508.1, PRW33613.1, PRW39369.1	PSC71347.1
OG0001903	PRW32580.1, PRW32579.1	PSC68708.1
OG0001904	PRW45337.1	PSC73778.1
OG0001905	PRW58647.1	PSC73809.1, PSC73810.1
OG0001906	PRW44556.1	PSC75530.1
OG0001907	PRW58178.1	PSC73781.1
OG0001908	PRW59475.1	PSC69664.1, PSC71035.1
OG0001909	PRW58121.1, PRW58122.1	PSC67467.1
OG0001910	PRW58625.1, PRW58626.1	PSC67365.1
OG0001911	PRW58826.1	PSC73469.1
OG0001912	PRW58454.1	PSC68820.1, PSC68821.1
OG0001913	PRW58276.1	PSC73769.1
OG0001914	PRW58658.1	PSC73929.1
OG0001915	PRW59183.1	PSC76510.1
OG0001916	PRW32607.1, PRW57999.1	PSC68733.1
OG0001918	PRW58270.1	PSC76874.1, PSC76873.1
OG0001919	PRW32640.1	PSC75302.1
OG0001920	PRW32634.1	PSC68707.1
OG0001922	PRW32673.1	PSC77001.1
OG0001923	PRW20919.1	PSC75037.1, PSC75038.1
OG0001924	PRW58359.1	PSC68689.1
OG0001925	PRW32500.1	PSC68674.1, PSC68675.1
OG0001926	PRW57664.1	PSC76025.1
OG0001927	PRW61162.1	PSC70496.1
OG0001928	PRW32484.1	PSC76573.1, PSC76572.1
OG0001929	PRW32512.1, PRW32513.1	PSC76084.1
OG0001930	PRW58440.1	PSC76112.1
OG0001932	PRW32520.1	PSC76397.1
OG0001933	PRW61195.1	PSC70593.1
OG0001934	PRW56983.1	PSC76435.1
OG0001935	PRW32613.1, PRW32612.1	PSC76710.1
OG0001936	PRW32568.1, PRW32567.1	PSC75646.1
OG0001937	PRW20771.1	PSC67228.1, PSC67229.1
OG0001938	PRW59346.1	PSC67489.1, PSC67488.1
OG0001939	PRW33505.1, PRW33506.1	PSC70087.1
OG0001940	PRW45454.1	PSC72516.1
OG0001941	PRW45384.1, PRW45383.1	PSC69389.1
OG0001942	PRW45451.1	PSC73950.1
OG0001943	PRW61390.1	PSC73363.1, PSC73364.1
OG0001944	PRW61515.1	PSC73531.1
OG0001945	PRW61520.1, PRW61479.1	PSC73320.1
OG0001946	PRW56785.1	PSC72559.1, PSC72558.1
OG0001947	PRW61120.1	PSC72879.1, PSC70599.1
OG0001948	PRW60891.1, PRW60892.1	PSC70507.1
OG0001949	PRW61176.1	PSC70555.1
OG0001950	PRW57686.1	PSC69022.1
OG0001951	PRW56597.1, PRW56596.1	PSC72492.1
OG0001952	PRW61370.1	PSC74019.1
OG0001953	PRW56878.1, PRW56879.1	PSC72522.1
OG0001954	PRW56762.1	PSC72399.1
OG0001955	PRW05867.1	PSC75402.1, PSC75403.1
OG0001956	PRW56779.1	PSC72371.1
OG0001957	PRW59831.1	PSC71424.1
OG0001958	PRW56680.1	PSC72380.1
OG0001959	PRW61199.1	PSC73275.1
OG0001960	PRW56817.1	PSC76663.1
OG0001961	PRW56814.1, PRW56815.1	PSC72413.1
OG0001962	PRW61404.1	PSC67294.1
OG0001963	PRW56668.1	PSC72476.1, PSC72477.1
OG0001964	PRW56600.1, PRW57317.1	PSC72521.1
OG0001965	PRW56702.1, PRW56701.1	PSC72404.1
OG0001966	PRW56770.1, PRW56769.1	PSC72462.1
OG0001967	PRW56474.1, PRW56473.1	PSC72524.1
OG0001968	PRW59881.1	PSC72781.1
OG0001969	PRW59883.1	PSC69638.1
OG0001970	PRW59686.1	PSC69636.1, PSC69637.1
OG0001971	PRW61364.1, PRW61365.1	PSC73958.1
OG0001972	PRW18294.1	PSC73218.1, PSC73217.1
OG0001973	PRW18395.1	PSC71230.1
OG0001974	PRW59762.1	PSC69646.1, PSC67014.1
OG0001975	PRW59646.1, PRW59645.1	PSC69583.1, PSC69582.1
OG0001976	PRW59899.1	PSC69709.1
OG0001977	PRW20731.1, PRW59749.1	PSC69606.1
OG0001978	PRW60079.1	PSC69648.1, PSC69649.1
OG0001979	PRW60142.1	PSC68399.1, PSC68398.1
OG0001980	PRW59638.1	PSC68396.1
OG0001981	PRW44517.1, PRW44516.1	PSC69883.1
OG0001982	PRW59918.1	PSC68366.1
OG0001983	PRW60091.1	PSC71274.1, PSC71275.1
OG0001984	PRW59705.1	PSC71268.1, PSC68394.1
OG0001985	PRW45460.1	PSC67099.1, PSC68216.1
OG0001986	PRW60001.1, PRW60000.1	PSC71403.1
OG0001987	PRW60066.1, PRW60067.1	PSC71366.1
OG0001988	PRW60026.1, PRW60025.1	PSC71271.1
OG0001989	PRW59467.1	PSC72119.1
OG0001990	PRW32884.1	PSC73081.1, PSC73080.1
OG0001991	PRW59484.1, PRW59483.1	PSC71361.1
OG0001992	PRW59852.1	PSC71305.1, PSC71304.1
OG0001993	PRW59716.1, PRW59715.1	PSC71232.1
OG0001995	PRW59577.1	PSC71440.1
OG0001996	PRW59489.1	PSC71421.1
OG0001997	PRW59657.1	PSC71394.1
OG0001998	PRW59561.1	PSC71137.1
OG0001999	PRW59580.1, PRW57002.1	PSC76644.1
OG0002000	PRW57053.1	PSC72910.1
OG0002002	PRW59703.1	PSC76399.1, PSC76398.1
OG0002003	PRW44581.1	PSC76548.1
OG0002004	PRW59651.1, PRW59652.1	PSC76452.1
OG0002005	PRW59955.1, PRW59956.1	PSC76909.1
OG0002006	PRW59714.1	PSC71025.1, PSC71024.1
OG0002008	PRW59914.1, PRW59915.1	PSC76417.1
OG0002009	PRW59860.1	PSC71011.1, PSC71010.1
OG0002010	PRW32919.1	PSC76794.1
OG0002011	PRW59672.1	PSC71166.1
OG0002012	PRW60019.1, PRW59510.1	PSC71131.1
OG0002013	PRW59741.1, PRW59742.1	PSC71176.1
OG0002014	PRW60018.1	PSC71133.1, PSC71134.1
OG0002015	PRW20253.1	PSC70697.1
OG0002016	PRW59884.1	PSC71085.1, PSC71084.1
OG0002017	PRW59861.1	PSC70086.1
OG0002018	PRW59519.1	PSC71309.1, PSC71351.1
OG0002021	PRW59965.1, PRW59964.1	PSC76771.1
OG0002022	PRW59923.1, PRW59922.1	PSC68064.1
OG0002023	PRW58921.1, PRW58920.1	PSC73498.1
OG0002024	PRW60180.1	PSC68029.1, PSC68023.1
OG0002025	PRW20351.1	PSC74794.1
OG0002026	PRW59445.1, PRW59446.1	PSC76969.1
OG0002027	PRW60141.1	PSC76355.1, PSC76356.1
OG0002028	PRW59729.1	PSC76159.1
OG0002029	PRW59699.1	PSC77038.1
OG0002030	PRW59498.1	PSC76184.1, PSC76183.1
OG0002031	PRW60057.1, PRW60058.1	PSC76905.1
OG0002032	PRW59501.1, PRW59500.1	PSC73058.1
OG0002033	PRW59564.1, PRW59563.1	PSC72974.1
OG0002034	PRW61147.1	PSC73961.1
OG0002035	PRW59927.1, PRW59926.1	PSC73005.1
OG0002037	PRW57343.1	PSC71055.1, PSC71054.1
OG0002038	PRW59765.1, PRW59764.1	PSC70843.1
OG0002039	PRW59873.1	PSC73006.1
OG0002040	PRW59641.1, PRW59642.1	PSC68489.1
OG0002041	PRW59491.1	PSC68428.1
OG0002042	PRW61190.1	PSC73245.1
OG0002043	PRW61619.1	PSC74688.1, PSC74687.1
OG0002044	PRW61165.1, PRW61164.1	PSC70524.1
OG0002045	PRW60964.1, PRW60965.1	PSC73537.1
OG0002046	PRW61583.1	PSC72160.1
OG0002047	PRW61451.1	PSC74095.1, PSC74096.1
OG0002048	PRW58423.1, PRW58424.1	PSC76714.1
OG0002049	PRW56459.1	PSC70624.1
OG0002049	PRW60696.1	PSC74656.1
OG0002050	PRW61454.1	PSC74070.1
OG0002051	PRW33670.1	PSC74809.1, PSC74808.1
OG0002052	PRW60930.1	PSC74424.1
OG0002053	PRW34093.1	PSC69361.1
OG0002054	PRW20599.1	PSC67232.1, PSC67233.1
OG0002055	PRW61541.1, PRW61540.1	PSC74218.1
OG0002056	PRW60336.1	PSC68501.1
OG0002057	PRW32860.1	PSC74044.1
OG0002058	PRW60464.1, PRW60465.1	PSC74069.1
OG0002059	PRW59719.1	PSC74323.1, PSC74322.1
OG0002060	PRW61078.1	PSC74340.1, PSC74339.1
OG0002061	PRW61409.1, PRW61408.1	PSC74301.1
OG0002062	PRW61597.1, PRW61598.1	PSC74331.1
OG0002063	PRW61442.1	PSC74237.1, PSC74236.1
OG0002064	PRW45266.1	PSC74320.1, PSC73957.1
OG0002065	PRW60917.1, PRW60918.1	PSC74231.1
OG0002066	PRW56446.1	PSC74229.1
OG0002067	PRW61464.1	PSC74084.1
OG0002068	PRW61140.1	PSC74087.1
OG0002069	PRW60968.1, PRW60967.1	PSC74115.1
OG0002070	PRW61423.1, PRW61422.1	PSC74316.1
OG0002071	PRW61302.1	PSC74128.1, PSC74127.1
OG0002072	PRW61053.1	PSC74173.1, PSC74174.1
OG0002073	PRW05901.1	PSC68016.1, PSC69486.1
OG0002074	PRW05946.1	PSC68074.1
OG0002075	PRW05883.1	PSC67765.1
OG0002076	PRW51032.1	PSC73888.1, PSC73889.1
OG0002077	PRW05912.1	PSC67213.1, PSC67185.1
OG0002078	PRW05942.1, PRW05941.1	PSC67210.1
OG0002079	PRW50911.1	PSC75767.1
OG0002080	PRW05940.1	PSC67186.1
OG0002081	PRW21139.1	PSC71813.1
OG0002082	PRW21071.1, PRW21072.1	PSC71826.1
OG0002083	PRW21055.1, PRW21056.1	PSC71675.1
OG0002084	PRW20182.1, PRW20183.1	PSC70698.1
OG0002085	PRW20282.1	PSC71384.1
OG0002086	PRW32890.1	PSC67174.1, PSC67173.1
OG0002087	PRW32949.1, PRW32950.1	PSC67172.1
OG0002088	PRW33022.1, PRW33063.1	PSC76434.1
OG0002089	PRW20290.1	PSC71695.1, PSC71696.1
OG0002090	PRW21058.1, PRW21057.1	PSC71769.1
OG0002091	PRW32871.1, PRW32872.1	PSC76370.1
OG0002092	PRW60736.1	PSC68527.1
OG0002093	PRW33030.1	PSC76654.1
OG0002094	PRW33074.1	PSC76056.1, PSC76057.1
OG0002095	PRW56804.1	PSC70494.1
OG0002096	PRW20990.1	PSC71700.1
OG0002098	PRW32968.1	PSC76152.1
OG0002099	PRW32894.1	PSC76458.1, PSC76457.1
OG0002100	PRW20224.1, PRW20223.1	PSC70768.1
OG0002101	PRW20227.1	PSC70764.1, PSC70765.1
OG0002102	PRW20274.1	PSC70811.1
OG0002103	PRW20288.1	PSC70737.1, PSC70797.1
OG0002104	PRW20191.1	PSC70819.1
OG0002105	PRW20175.1	PSC70771.1, PSC70770.1
OG0002106	PRW33067.1	PSC71251.1
OG0002107	PRW33003.1, PRW33004.1	PSC76271.1
OG0002108	PRW45221.1	PSC70484.1
OG0002109	PRW44988.1	PSC70465.1, PSC70464.1
OG0002110	PRW44981.1, PRW44980.1	PSC70473.1, PSC70474.1
OG0002111	PRW45011.1	PSC70454.1, PSC70453.1
OG0002112	PRW45246.1	PSC70315.1, PSC70314.1
OG0002113	PRW60888.1, PRW60889.1	PSC67291.1
OG0002114	PRW45023.1	PSC67721.1
OG0002115	PRW45195.1	PSC68055.1, PSC68054.1
OG0002116	PRW61519.1	PSC74296.1
OG0002117	PRW44868.1	PSC70934.1, PSC70935.1
OG0002118	PRW45018.1	PSC70871.1, PSC70872.1
OG0002119	PRW44843.1, PRW44844.1	PSC70317.1
OG0002120	PRW45163.1	PSC68026.1
OG0002121	PRW60063.1	PSC74635.1
OG0002122	PRW45264.1, PRW45263.1	PSC67737.1
OG0002123	PRW57306.1	PSC70794.1
OG0002124	PRW33819.1, PRW33820.1	PSC68048.1
