Orthogroup	oneline_c_variabilis_genome_proteins	oneline_A99_genome_proteins
OG0001328	XP_005845800.1, XP_005845912.1	scaffold16.g78.t1
OG0001330	XP_005845799.1	scaffold16.g89.t1
OG0001331	XP_005845901.1	scaffold16.g91.t1
OG0001332	XP_005845197.1	scaffold2.g7174.t1, scaffold16.g110.t1
OG0001333	XP_005845767.1, XP_005842630.1	scaffold16.g117.t1
OG0001334	XP_005845822.1	scaffold16.g141.t1, scaffold20.g7850.t1
OG0001335	XP_005843235.1	scaffold16.g158.t1
OG0001336	XP_005845731.1	scaffold16.g160.t1
OG0001337	XP_005843412.1	scaffold13.g181.t1
OG0001338	XP_005844458.1	scaffold13.g198.t1
OG0001339	XP_005844556.1, XP_005844557.1	scaffold13.g200.t1
OG0001340	XP_005848019.1	scaffold19.g1755.t1, scaffold13.g211.t1
OG0001341	XP_005851338.1	scaffold13.g219.t1
OG0001343	XP_005846908.1	scaffold13.g243.t1
OG0001344	XP_005851755.1	scaffold9.g3062.t1
OG0001344	XP_005846530.1	scaffold13.g244.t1
OG0001345	XP_005846479.1	scaffold3.g6411.t1
OG0001346	XP_005844103.1	scaffold13.g267.t1
OG0001347	XP_005847390.1	scaffold13.g270.t1, scaffold9.g3271.t1
OG0001348	XP_005844483.1	scaffold13.g312.t1
OG0001350	XP_005844577.1	scaffold8.g1661.t1, scaffold13.g322.t1
OG0001351	XP_005844496.1	scaffold13.g331.t1
OG0001352	XP_005847500.1	scaffold13.g333.t1
OG0001353	XP_005844504.1	scaffold13.g337.t1
OG0001354	XP_005844593.1	scaffold13.g344.t1
OG0001355	XP_005844600.1	scaffold13.g345.t1
OG0001356	XP_005844513.1	scaffold13.g351.t1
OG0001357	XP_005844518.1	scaffold13.g367.t1
OG0001358	XP_005844526.1	scaffold13.g383.t1, scaffold6.g2612.t1
OG0001359	XP_005844531.1	scaffold13.g396.t1
OG0001360	XP_005844630.1	scaffold13.g397.t1
OG0001361	XP_005844533.1	scaffold13.g399.t1
OG0001362	XP_005844549.1	scaffold13.g420.t1
OG0001363	XP_005850113.1	scaffold17.g426.t1
OG0001364	XP_005844841.1, XP_005844840.1	scaffold17.g430.t1
OG0001365	XP_005843255.1	scaffold17.g440.t1
OG0001366	XP_005843299.1	scaffold17.g443.t1
OG0001367	XP_005844930.1	scaffold17.g451.t1
OG0001368	XP_005843296.1	scaffold17.g467.t1
OG0001369	XP_005843239.1	scaffold17.g485.t1
OG0001370	XP_005843240.1	scaffold17.g486.t1
OG0001371	XP_005843236.1	scaffold17.g488.t1
OG0001372	XP_005843272.1	scaffold17.g496.t1
OG0001373	XP_005843270.1	scaffold17.g500.t1
OG0001374	XP_005851691.1, XP_005848232.1	scaffold17.g503.t1
OG0001375	XP_005849652.1	scaffold6.g2782.t1, scaffold17.g505.t1
OG0001376	XP_005844982.1	scaffold17.g508.t1
OG0001377	XP_005849883.1	scaffold5.g751.t1, scaffold17.g518.t1
OG0001378	XP_005852218.1	scaffold11.g3974.t1, scaffold17.g540.t1
OG0001379	XP_005844980.1	scaffold17.g544.t1
OG0001380	XP_005844971.1	scaffold17.g555.t1
OG0001381	XP_005844865.1	scaffold17.g559.t1
OG0001382	XP_005844967.1	scaffold17.g565.t1
OG0001383	XP_005844959.1, XP_005844850.1	scaffold17.g570.t1
OG0001384	XP_005844886.1	scaffold17.g587.t1
OG0001385	XP_005852203.1	scaffold17.g601.t1
OG0001386	XP_005843811.1	scaffold5.g607.t1
OG0001387	XP_005844768.1	scaffold5.g615.t1
OG0001388	XP_005849512.1	scaffold5.g668.t1, scaffold5.g643.t1
OG0001389	XP_005849961.1	scaffold5.g644.t1
OG0001390	XP_005849958.1	scaffold5.g647.t1
OG0001391	XP_005849964.1	scaffold5.g655.t1
OG0001392	XP_005843770.1	scaffold5.g678.t1
OG0001393	XP_005843775.1	scaffold5.g681.t1
OG0001394	XP_005843824.1	scaffold5.g689.t1
OG0001395	XP_005843819.1	scaffold5.g700.t1
OG0001396	XP_005849956.1	scaffold5.g706.t1
OG0001397	XP_005849702.1	scaffold1.g5833.t1, scaffold5.g707.t1
OG0001398	XP_005845841.1	scaffold4.g4583.t1, scaffold10.g2335.t1, scaffold5.g740.t1
OG0001399	XP_005849889.1	scaffold5.g742.t1
OG0001400	XP_005849874.1	scaffold5.g755.t1
OG0001401	XP_005844074.1	scaffold12.g7908.t1, scaffold5.g757.t1, scaffold12.g7909.t1, scaffold2.g7297.t1
OG0001402	XP_005849695.1	scaffold5.g783.t1
OG0001403	XP_005849936.1	scaffold5.g787.t1
OG0001405	XP_005849688.1	scaffold5.g801.t1
OG0001406	XP_005851698.1	scaffold5.g809.t1
OG0001407	XP_005851986.1	scaffold5.g813.t1, scaffold1.g5779.t1, scaffold9.g3043.t1
OG0001408	XP_005849942.1	scaffold5.g821.t1
OG0001409	XP_005849594.1	scaffold5.g822.t1
OG0001410	XP_005849598.1	scaffold5.g828.t1
OG0001411	XP_005849859.1	scaffold5.g829.t1
OG0001412	XP_005849849.1	scaffold9.g3178.t1, scaffold5.g832.t1
OG0001414	XP_005849842.1	scaffold5.g847.t1
OG0001415	XP_005849878.1	scaffold5.g853.t1
OG0001416	XP_005849914.1	scaffold5.g887.t1
OG0001417	XP_005849871.1	scaffold5.g896.t1
OG0001418	XP_005850649.1	scaffold6.g2871.t1, scaffold5.g899.t1
OG0001419	XP_005849919.1	scaffold5.g901.t1
OG0001420	XP_005849920.1	scaffold5.g903.t1
OG0001421	XP_005847624.1	scaffold2.g7067.t1, scaffold5.g904.t1
OG0001422	XP_005849602.1	scaffold5.g918.t1
OG0001423	XP_005849861.1	scaffold5.g919.t1, scaffold31.g3801.t1
OG0001424	XP_005843281.1	scaffold5.g920.t1
OG0001425	XP_005847102.1	scaffold5.g940.t1, scaffold20.g7707.t1
OG0001426	XP_005849840.1	scaffold5.g969.t1
OG0001427	XP_005849554.1	scaffold5.g973.t1
OG0001428	XP_005849812.1	scaffold5.g984.t1
OG0001430	XP_005844869.1	scaffold5.g996.t1
OG0001431	XP_005849809.1	scaffold5.g1003.t1
OG0001432	XP_005847274.1	scaffold5.g1009.t1
OG0001433	XP_005848992.1	scaffold14.g1023.t1
OG0001434	XP_005848997.1	scaffold14.g1025.t1
OG0001435	XP_005847822.1	scaffold14.g1032.t1
OG0001436	XP_005848794.1	scaffold14.g1034.t1
OG0001437	XP_005845773.1	scaffold6.g2551.t1, scaffold14.g1048.t1, scaffold4.g4983.t1, scaffold4.g4981.t1
OG0001438	XP_005849005.1, XP_005849004.1	scaffold14.g1052.t1
OG0001439	XP_005848757.1	scaffold14.g1061.t1
OG0001440	XP_005848960.1	scaffold14.g1081.t1
OG0001441	XP_005845382.1	scaffold14.g1096.t1
OG0001442	XP_005848956.1	scaffold14.g1104.t1
OG0001443	XP_005848951.1	scaffold14.g1108.t1
OG0001444	XP_005848950.1	scaffold14.g1110.t1
OG0001445	XP_005850442.1	scaffold12.g8067.t1, scaffold14.g1119.t1
OG0001446	XP_005848718.1	scaffold14.g1129.t1
OG0001447	XP_005845230.1	scaffold14.g1135.t1, scaffold42.g4476.t1
OG0001448	XP_005848714.1	scaffold14.g1147.t1
OG0001449	XP_005848721.1	scaffold14.g1154.t1
OG0001450	XP_005848725.1	scaffold43.g4490.t1, scaffold14.g1156.t1
OG0001451	XP_005848724.1	scaffold32.g3807.t1
OG0001452	XP_005848731.1	scaffold14.g1164.t1
OG0001453	XP_005851209.1, XP_005848944.1	scaffold14.g1170.t1
OG0001456	XP_005848870.1	scaffold14.g1190.t1
OG0001457	XP_005848949.1	scaffold14.g1200.t1
OG0001458	XP_005848695.1	scaffold14.g1202.t1
OG0001459	XP_005851288.1, XP_005851289.1	scaffold14.g1222.t1
OG0001460	XP_005848890.1	scaffold14.g1223.t1
OG0001461	XP_005848666.1	scaffold14.g1233.t1
OG0001462	XP_005848917.1	scaffold14.g1251.t1
OG0001463	XP_005848918.1	scaffold14.g1252.t1
OG0001464	XP_005852171.1	scaffold14.g1269.t1
OG0001465	XP_005848850.1	scaffold14.g1274.t1
OG0001466	XP_005848853.1	scaffold14.g1287.t1
OG0001467	XP_005848841.1	scaffold14.g1292.t1
OG0001468	XP_005848635.1, XP_005848843.1	scaffold14.g1293.t1, scaffold14.g1327.t1
OG0001469	XP_005847404.1, XP_005850165.1	scaffold14.g1298.t1
OG0001470	XP_005845888.1	scaffold14.g1306.t1
OG0001471	XP_005848855.1	scaffold14.g1309.t1
OG0001472	XP_005848844.1	scaffold14.g1311.t1
OG0001473	XP_005848814.1	scaffold14.g1314.t1
OG0001474	XP_005848645.1	scaffold14.g1320.t1
OG0001475	XP_005843202.1	scaffold14.g1342.t1
OG0001476	XP_005850590.1	scaffold8.g1354.t1
OG0001477	XP_005842601.1, XP_005850893.1	scaffold8.g1378.t1
OG0001478	XP_005850593.1, XP_005846513.1	scaffold8.g1391.t1
OG0001479	XP_005850854.1	scaffold8.g1408.t1
OG0001480	XP_005850629.1	scaffold8.g1411.t1
OG0001481	XP_005850881.1	scaffold8.g1424.t1
OG0001482	XP_005850597.1	scaffold8.g1428.t1, scaffold8.g1426.t1
OG0001483	XP_005850887.1	scaffold6.g2705.t1, scaffold8.g1437.t1
OG0001484	XP_005850847.1	scaffold8.g1464.t1
OG0001485	XP_005850535.1	scaffold8.g1473.t1
OG0001486	XP_005843245.1, XP_005850530.1	scaffold8.g1478.t1
OG0001487	XP_005850822.1, XP_005850823.1	scaffold8.g1481.t1
OG0001488	XP_005850518.1	scaffold8.g1488.t1
OG0001489	XP_005850808.1	scaffold26.g3316.t1, scaffold8.g1516.t1
OG0001490	XP_005850505.1	scaffold8.g1520.t1
OG0001491	XP_005850782.1	scaffold8.g1549.t1
OG0001492	XP_005846557.1	scaffold8.g1551.t1
OG0001493	XP_005851334.1	scaffold1.g5764.t1, scaffold8.g1580.t1
OG0001494	XP_005848838.1	scaffold8.g1582.t1
OG0001495	XP_005843934.1	scaffold8.g1588.t1
OG0001496	XP_005843137.1	scaffold8.g1590.t1
OG0001497	XP_005843959.1	scaffold8.g1603.t1
OG0001498	XP_005843916.1	scaffold8.g1605.t1, scaffold8.g1608.t1
OG0001499	XP_005843945.1	scaffold8.g1613.t1
OG0001500	XP_005845792.1	scaffold24.g2921.t1, scaffold8.g1619.t1
OG0001501	XP_005843960.1	scaffold8.g1620.t1
OG0001502	XP_005843943.1, XP_005842656.1	scaffold8.g1628.t1
OG0001503	XP_005847355.1	scaffold8.g1645.t1, scaffold8.g1657.t1, scaffold8.g1636.t1, scaffold8.g1723.t1
OG0001504	XP_005843958.1	scaffold8.g1655.t1
OG0001505	XP_005843351.1	scaffold8.g1659.t1
OG0001506	XP_005850385.1	scaffold8.g1678.t1
OG0001507	XP_005843948.1	scaffold8.g1697.t1
OG0001508	XP_005846800.1	scaffold8.g1701.t1
OG0001509	XP_005846579.1	scaffold19.g1743.t1
OG0001509	XP_005848194.1	scaffold6.g2721.t1
OG0001510	XP_005848196.1	scaffold19.g1760.t1
OG0001511	XP_005848098.1	scaffold19.g1762.t1
OG0001512	XP_005848106.1	scaffold19.g1777.t1
OG0001513	XP_005848018.1	scaffold19.g1779.t1
OG0001514	XP_005842699.1, XP_005848096.1	scaffold19.g1786.t1
OG0001515	XP_005844439.1	scaffold19.g1787.t1
OG0001516	XP_005848140.1	scaffold19.g1808.t1
OG0001518	XP_005847982.1	scaffold19.g1817.t1
OG0001519	XP_005847963.1	scaffold19.g1826.t1, scaffold3.g6614.t1
OG0001520	XP_005844010.1, XP_005848089.1	scaffold19.g1854.t1
OG0001521	XP_005848010.1	scaffold19.g1867.t1
OG0001522	XP_005850213.1	scaffold18.g1883.t1
OG0001524	XP_005850223.1	scaffold18.g1913.t1
OG0001525	XP_005850208.1	scaffold18.g1919.t1
OG0001526	XP_005850321.1	scaffold18.g1932.t1
OG0001527	XP_005845210.1	scaffold18.g1934.t1
OG0001528	XP_005850062.1	scaffold18.g1948.t1
OG0001529	XP_005850075.1	scaffold18.g1956.t1
OG0001530	XP_005850349.1	scaffold18.g1964.t1
OG0001531	XP_005850105.1	scaffold18.g1965.t1
OG0001532	XP_005850106.1	scaffold18.g1966.t1, scaffold3.g6263.t1
OG0001533	XP_005850096.1	scaffold18.g1968.t1
OG0001534	XP_005850093.1	scaffold18.g1969.t1
OG0001535	XP_005847363.1	scaffold18.g1975.t1
OG0001536	XP_005845621.1	scaffold2.g7058.t1, scaffold18.g2005.t1
OG0001537	XP_005843626.1	scaffold18.g2018.t1
OG0001538	XP_005850130.1, XP_005850131.1	scaffold18.g2019.t1
OG0001539	XP_005850136.1	scaffold18.g2028.t1
OG0001540	XP_005850071.1	scaffold18.g2039.t1
OG0001541	XP_005850384.1	scaffold18.g2044.t1
OG0001542	XP_005850272.1	scaffold18.g2059.t1
OG0001543	XP_005850311.1	scaffold18.g2066.t1
OG0001544	XP_005846885.1	scaffold21.g2097.t1
OG0001545	XP_005847191.1	scaffold21.g2115.t1
OG0001546	XP_005847197.1	scaffold21.g2121.t1
OG0001547	XP_005847199.1	scaffold21.g2122.t1
OG0001548	XP_005847125.1	scaffold21.g2128.t1
OG0001549	XP_005845163.1	scaffold21.g2151.t1
OG0001550	XP_005845762.1, XP_005846826.1, XP_005846617.1	scaffold21.g2161.t1
OG0001551	XP_005852169.1	scaffold11.g3925.t1, scaffold21.g2164.t1
OG0001552	XP_005845236.1	scaffold21.g2169.t1, scaffold21.g2165.t1
OG0001553	XP_005845120.1	scaffold21.g2168.t1
OG0001554	XP_005845121.1	scaffold21.g2170.t1
OG0001555	XP_005846696.1	scaffold21.g2180.t1
OG0001556	XP_005845030.1	scaffold21.g2217.t1
OG0001557	XP_005845942.1	scaffold10.g2231.t1
OG0001558	XP_005846081.1	scaffold10.g2232.t1
OG0001559	XP_005851258.1	scaffold10.g2233.t1
OG0001561	XP_005846088.1	scaffold10.g2238.t1
OG0001562	XP_005845951.1	scaffold10.g2241.t1
OG0001563	XP_005846076.1	scaffold10.g2243.t1
OG0001564	XP_005846042.1	scaffold10.g2259.t1
OG0001565	XP_005846176.1	scaffold10.g2260.t1
OG0001566	XP_005846044.1	scaffold10.g2261.t1
OG0001567	XP_005846041.1	scaffold10.g2262.t1
OG0001568	XP_005845598.1	scaffold2.g7035.t1, scaffold10.g2289.t1
OG0001569	XP_005846092.1, XP_005843529.1	scaffold10.g2291.t1
OG0001570	XP_005845975.1	scaffold10.g2294.t1
OG0001571	XP_005844949.1	scaffold10.g2300.t1
OG0001572	XP_005846110.1	scaffold10.g2312.t1
OG0001573	XP_005846139.1	scaffold10.g2318.t1
OG0001574	XP_005846135.1	scaffold10.g2323.t1
OG0001575	XP_005846030.1, XP_005844856.1	scaffold10.g2330.t1
OG0001576	XP_005846025.1	scaffold10.g2331.t1
OG0001577	XP_005845833.1, XP_005845832.1	scaffold10.g2338.t1
OG0001578	XP_005846026.1	scaffold10.g2344.t1, scaffold12.g8004.t1
OG0001579	XP_005845661.1	scaffold10.g2354.t1, scaffold10.g2353.t1
OG0001580	XP_005844940.1, XP_005848609.1	scaffold10.g2362.t1
OG0001581	XP_005846147.1	scaffold10.g2365.t1
OG0001582	XP_005846023.1	scaffold10.g2366.t1
OG0001583	XP_005846013.1	scaffold10.g2374.t1
OG0001584	XP_005846141.1	scaffold10.g2375.t1
OG0001585	XP_005852012.1	scaffold10.g2376.t1
OG0001586	XP_005846172.1	scaffold10.g2379.t1
OG0001587	XP_005849033.1	scaffold7.g3393.t1, scaffold10.g2390.t1
OG0001588	XP_005845005.1	scaffold10.g2434.t1
OG0001590	XP_005845019.1	scaffold10.g2450.t1
OG0001591	XP_005846212.1	scaffold10.g2469.t1
OG0001592	XP_005844925.1	scaffold10.g2478.t1
OG0001593	XP_005844725.1	scaffold1.g5830.t1, scaffold10.g2490.t1
OG0001594	XP_005844747.1	scaffold10.g2494.t1
OG0001595	XP_005846868.1	scaffold6.g2499.t1
OG0001596	XP_005847406.1	scaffold1.g5291.t1, scaffold6.g2502.t1
OG0001597	XP_005843609.1	scaffold6.g2503.t1
OG0001598	XP_005843542.1, XP_005842584.1	scaffold6.g2505.t1
OG0001599	XP_005846849.1	scaffold6.g2513.t1
OG0001600	XP_005843613.1, XP_005850013.1	scaffold6.g2525.t1
OG0001601	XP_005845642.1	scaffold43.g4488.t1, scaffold6.g2529.t1
OG0001602	XP_005844694.1	scaffold1.g5393.t1
OG0001602	XP_005846845.1	scaffold6.g2532.t1
OG0001603	XP_005843554.1	scaffold6.g2536.t1
OG0001604	XP_005843569.1	scaffold6.g2554.t1
OG0001605	XP_005847370.1	scaffold6.g2566.t1
OG0001606	XP_005847369.1	scaffold6.g2568.t1, scaffold7.g3497.t1
OG0001607	XP_005850154.1	scaffold6.g2584.t1
OG0001608	XP_005850143.1	scaffold6.g2588.t1
OG0001609	XP_005850400.1	scaffold4.g4996.t1, scaffold6.g2591.t1
OG0001610	XP_005850146.1	scaffold6.g2592.t1
OG0001611	XP_005842545.1, XP_005842638.1	scaffold6.g2604.t1
OG0001613	XP_005850859.1, XP_005846537.1	scaffold6.g2625.t1
OG0001614	XP_005847088.1	scaffold6.g2629.t1
OG0001615	XP_005850563.1	scaffold6.g2635.t1
OG0001616	XP_005850856.1	scaffold6.g2636.t1
OG0001617	XP_005847263.1	scaffold6.g2648.t1
OG0001618	XP_005850653.1	scaffold25.g5089.t1, scaffold6.g2653.t1
OG0001619	XP_005850924.1	scaffold6.g2668.t1
OG0001620	XP_005850973.1	scaffold6.g2669.t1
OG0001621	XP_005851000.1	scaffold6.g2708.t1
OG0001622	XP_005851025.1	scaffold6.g2713.t1
OG0001623	XP_005850278.1, XP_005851073.1, XP_005846701.1	scaffold6.g2718.t1
OG0001624	XP_005846667.1	scaffold30.g4450.t1, scaffold6.g2719.t1
OG0001625	XP_005850950.1	scaffold6.g2741.t1
OG0001626	XP_005850951.1	scaffold6.g2743.t1
OG0001627	XP_005852271.1	scaffold6.g2755.t1
OG0001628	XP_005850675.1	scaffold6.g2761.t1
OG0001629	XP_005850019.1, XP_005850948.1	scaffold6.g2769.t1
OG0001630	XP_005850628.1	scaffold6.g2781.t1
OG0001631	XP_005846209.1, XP_005845955.1	scaffold6.g2788.t1
OG0001632	XP_005850695.1	scaffold6.g2823.t1
OG0001633	XP_005851618.1	scaffold6.g2836.t1
OG0001634	XP_005843410.1	scaffold6.g2844.t1, scaffold28.g7578.t1
OG0001635	XP_005847382.1	scaffold6.g2856.t1
OG0001636	XP_005844800.1	scaffold6.g2870.t1
OG0001637	XP_005845920.1	scaffold6.g2874.t1
OG0001638	XP_005850909.1	scaffold6.g2878.t1
OG0001639	XP_005850749.1	scaffold6.g2895.t1, scaffold12.g7914.t1
OG0001640	XP_005851036.1	scaffold6.g2901.t1
OG0001641	XP_005842749.1, XP_005849866.1	scaffold6.g2903.t1
OG0001642	XP_005851043.1	scaffold6.g2904.t1
OG0001643	XP_005851054.1	scaffold6.g2916.t1
OG0001644	XP_005847714.1	scaffold24.g2923.t1
OG0001645	XP_005845780.1	scaffold24.g2959.t1
OG0001648	XP_005852011.1	scaffold9.g2994.t1
OG0001649	XP_005852008.1	scaffold9.g2996.t1
OG0001650	XP_005852013.1	scaffold9.g3007.t1
OG0001651	XP_005847560.1, XP_005851114.1	scaffold9.g3021.t1
OG0001652	XP_005851988.1	scaffold9.g3023.t1
OG0001653	XP_005852024.1	scaffold9.g3033.t1
OG0001654	XP_005852003.1	scaffold9.g3041.t1
OG0001655	XP_005848819.1	scaffold9.g3099.t1, scaffold9.g3105.t1
OG0001656	XP_005851776.1	scaffold9.g3109.t1
OG0001657	XP_005847520.1	scaffold9.g3117.t1, scaffold4.g4925.t1
OG0001659	XP_005851724.1	scaffold9.g3127.t1
OG0001660	XP_005852129.1	scaffold9.g3163.t1
OG0001661	XP_005852126.1	scaffold9.g3167.t1
OG0001662	XP_005851786.1	scaffold9.g3171.t1
OG0001664	XP_005852049.1	scaffold9.g3183.t1
OG0001665	XP_005851706.1	scaffold9.g3188.t1
OG0001666	XP_005851705.1	scaffold9.g3192.t1
OG0001667	XP_005851701.1	scaffold2.g7114.t1, scaffold9.g3202.t1
OG0001668	XP_005845564.1	scaffold9.g3203.t1, scaffold9.g3204.t1
OG0001669	XP_005851685.1, XP_005842748.1	scaffold9.g3212.t1
OG0001670	XP_005852019.1	scaffold9.g3222.t1
OG0001671	XP_005851689.1	scaffold9.g3223.t1
OG0001672	XP_005851996.1	scaffold9.g3227.t1
OG0001673	XP_005851672.1	scaffold9.g3234.t1
OG0001674	XP_005851828.1	scaffold9.g3235.t1
OG0001675	XP_005851849.1	scaffold9.g3241.t1
OG0001676	XP_005852000.1	scaffold9.g3244.t1
OG0001677	XP_005848202.1	scaffold9.g3249.t1, scaffold2.g6781.t1
OG0001678	XP_005846912.1	scaffold9.g3270.t1
OG0001679	XP_005852244.1	scaffold9.g3288.t1
OG0001680	XP_005843518.1	scaffold26.g3368.t1
OG0001681	XP_005849237.1	scaffold7.g3376.t1
OG0001682	XP_005849029.1	scaffold7.g3383.t1, scaffold4.g4977.t1
OG0001683	XP_005849232.1	scaffold7.g3384.t1
OG0001684	XP_005849019.1	scaffold7.g3389.t1
OG0001685	XP_005849349.1	scaffold7.g3422.t1
OG0001686	XP_005849130.1	scaffold7.g3424.t1
OG0001687	XP_005849127.1	scaffold7.g3429.t1
OG0001688	XP_005849287.1	scaffold7.g3441.t1
OG0001689	XP_005849088.1, XP_005849087.1	scaffold7.g3442.t1
OG0001690	XP_005848456.1	scaffold28.g7576.t1
OG0001691	XP_005849274.1	scaffold7.g3464.t1
OG0001692	XP_005849070.1	scaffold7.g3465.t1
OG0001693	XP_005849099.1	scaffold7.g3478.t1
OG0001694	XP_005844446.1	scaffold7.g3481.t1, scaffold7.g3482.t1
OG0001695	XP_005849069.1	scaffold7.g3484.t1
OG0001696	XP_005849323.1	scaffold7.g3492.t1
OG0001697	XP_005849098.1, XP_005849097.1	scaffold7.g3505.t1
OG0001698	XP_005849278.1	scaffold7.g3507.t1
OG0001699	XP_005849306.1	scaffold15.g4346.t1, scaffold7.g3515.t1
OG0001700	XP_005848423.1	scaffold7.g3526.t1
OG0001701	XP_005849060.1	scaffold7.g3531.t1
OG0001702	XP_005849389.1	scaffold7.g3558.t1
OG0001703	XP_005849330.1	scaffold7.g3561.t1
OG0001704	XP_005849093.1	scaffold7.g3572.t1
OG0001705	XP_005849315.1	scaffold7.g3576.t1
OG0001706	XP_005849377.1	scaffold7.g3595.t1
OG0001707	XP_005849381.1	scaffold7.g3603.t1
OG0001708	XP_005847400.1	scaffold4.g4772.t1, scaffold7.g3614.t1
OG0001709	XP_005849203.1	scaffold7.g3625.t1
OG0001710	XP_005849395.1	scaffold7.g3649.t1
OG0001711	XP_005849179.1	scaffold7.g3657.t1
OG0001712	XP_005849040.1	scaffold7.g3669.t1
OG0001713	XP_005849166.1, XP_005849165.1	scaffold7.g3671.t1
OG0001714	XP_005849363.1, XP_005850910.1	scaffold7.g3672.t1
OG0001715	XP_005851831.1	scaffold7.g3712.t1
OG0001716	XP_005849404.1	scaffold7.g3715.t1
OG0001717	XP_005849215.1	scaffold7.g3723.t1
OG0001718	XP_005849418.1, XP_005849416.1	scaffold7.g3729.t1
OG0001719	XP_005846103.1, XP_005843331.1	scaffold7.g3734.t1, scaffold7.g3730.t1
OG0001720	XP_005850896.1	scaffold7.g3742.t1
OG0001721	XP_005849434.1	scaffold7.g3744.t1
OG0001722	XP_005849260.1	scaffold7.g3748.t1
OG0001723	XP_005847251.1	scaffold7.g3753.t1
OG0001724	XP_005847609.1	scaffold12.g8037.t1, scaffold32.g3805.t1
OG0001725	XP_005843967.1	scaffold32.g3827.t1
OG0001726	XP_005852266.1	scaffold11.g3834.t1
OG0001727	XP_005852275.1	scaffold11.g3843.t1
OG0001729	XP_005852286.1	scaffold11.g3850.t1
OG0001730	XP_005851972.1	scaffold11.g3851.t1
OG0001731	XP_005851122.1	scaffold11.g3855.t1, scaffold11.g3856.t1, scaffold1.g5207.t1
OG0001732	XP_005851963.1	scaffold11.g3866.t1
OG0001733	XP_005851966.1	scaffold11.g3870.t1, scaffold43.g4492.t1
OG0001734	XP_005851956.1	scaffold11.g3875.t1
OG0001735	XP_005851937.1, XP_005851936.1	scaffold11.g3896.t1
OG0001736	XP_005849541.1, XP_005845696.1	scaffold11.g3901.t1
OG0001737	XP_005852160.1	scaffold11.g3915.t1
OG0001739	XP_005842558.1, XP_005851839.1	scaffold11.g3919.t1
OG0001740	XP_005852167.1	scaffold11.g3921.t1
OG0001741	XP_005851832.1	scaffold11.g3931.t1
OG0001742	XP_005845632.1	scaffold11.g3938.t1
OG0001743	XP_005851873.1	scaffold11.g3942.t1
OG0001744	XP_005851896.1, XP_005842679.1	scaffold11.g3957.t1
OG0001745	XP_005852227.1, XP_005843275.1	scaffold11.g3960.t1
OG0001746	XP_005852209.1	scaffold11.g3972.t1
OG0001748	XP_005852225.1	scaffold11.g3991.t1
OG0001749	XP_005852152.1	scaffold11.g3992.t1
OG0001750	XP_005851816.1	scaffold11.g3995.t1
OG0001751	XP_005851901.1	scaffold11.g4001.t1
OG0001752	XP_005851882.1	scaffold11.g4003.t1
OG0001753	XP_005851855.1	scaffold11.g4010.t1
OG0001754	XP_005843954.1	scaffold11.g4023.t1
OG0001755	XP_005845456.1	scaffold3.g6475.t1, scaffold11.g4033.t1
OG0001756	XP_005848190.1	scaffold11.g4045.t1
OG0001757	XP_005844329.1	scaffold11.g4051.t1
OG0001758	XP_005846153.1	scaffold11.g4059.t1
OG0001759	XP_005842904.1	scaffold23.g4087.t1
OG0001760	XP_005843333.1	scaffold23.g4090.t1, scaffold1.g5685.t1
OG0001761	XP_005842816.1	scaffold23.g4125.t1, scaffold3.g6595.t1
OG0001762	XP_005845303.1	scaffold23.g4134.t1, scaffold3.g6633.t1
OG0001763	XP_005848433.1, XP_005848432.1	scaffold23.g4156.t1
OG0001764	XP_005851894.1	scaffold23.g4165.t1
OG0001765	XP_005849611.1	scaffold23.g4170.t1
OG0001766	XP_005848344.1	scaffold23.g4190.t1, scaffold23.g4172.t1
OG0001767	XP_005848403.1	scaffold23.g4180.t1
OG0001768	XP_005848200.1	scaffold23.g4195.t1
OG0001769	XP_005844664.1	scaffold15.g4200.t1, scaffold1.g5823.t1
OG0001770	XP_005842975.1	scaffold15.g4203.t1
OG0001771	XP_005848244.1	scaffold15.g4213.t1
OG0001772	XP_005848243.1	scaffold15.g4214.t1
OG0001773	XP_005851295.1, XP_005851294.1	scaffold15.g4228.t1
OG0001774	XP_005848323.1	scaffold15.g4234.t1
OG0001775	XP_005848502.1	scaffold15.g4236.t1
OG0001776	XP_005846443.1	scaffold3.g6357.t1, scaffold15.g4246.t1
OG0001777	XP_005848349.1	scaffold15.g4280.t1
OG0001779	XP_005850496.1	scaffold15.g4294.t1
OG0001780	XP_005848353.1	scaffold15.g4321.t1, scaffold4.g4594.t1
OG0001781	XP_005843228.1	scaffold1.g5665.t1
OG0001782	XP_005848540.1	scaffold42.g4466.t1
OG0001784	XP_005844676.1	scaffold15.g4349.t1
OG0001786	XP_005844691.1	scaffold15.g4365.t1
