HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N3.HOG0002704	OG0001664	n0			XP_005852126.1	KAI3429520.1	
N3.HOG0002705	OG0001665	n0			XP_005851786.1	KAI3429516.1	
N3.HOG0002706	OG0001666	n0				KAI3429385.1	
N3.HOG0002707	OG0001667	n0			XP_005852049.1	KAI3429359.1	
N3.HOG0002708	OG0001668	n0			XP_005851706.1	KAI3429351.1	
N3.HOG0002709	OG0001669	n0			XP_005851705.1	KAI3429348.1	
N3.HOG0002710	OG0001670	n0			XP_005851701.1	KAI3429333.1	
N3.HOG0002711	OG0001671	n0			XP_005845564.1	KAI3424111.1	
N3.HOG0002712	OG0001672	n0			XP_005842748.1, XP_005851685.1	KAI3429300.1, KAI3429299.1	
N3.HOG0002713	OG0001673	n0			XP_005852019.1	KAI3429309.1	
N3.HOG0002714	OG0001674	n0			XP_005851689.1	KAI3429310.1	
N3.HOG0002715	OG0001675	n0			XP_005851996.1	KAI3429236.1, KAI3429264.1	
N3.HOG0002716	OG0001676	n0			XP_005851672.1	KAI3429263.1	
N3.HOG0002717	OG0001677	n0			XP_005851828.1	KAI3429631.1, KAI3429633.1	
N3.HOG0002718	OG0001678	n0			XP_005851849.1	KAI3429588.1	
N3.HOG0002719	OG0001679	n0			XP_005852000.1	KAI3429270.1	
N3.HOG0002720	OG0001680	n0			XP_005848202.1	KAI3426116.1	
N3.HOG0002721	OG0001681	n0			XP_005846912.1	KAI3438155.1, KAI3438156.1	
N3.HOG0002722	OG0001682	n0			XP_005852244.1	KAI3429781.1	
N3.HOG0002723	OG0001683	n2			YP_004347793.1	KAI3423588.1	
N3.HOG0002724	OG0001683	n4			XP_005844211.1	KAI3432379.1	
N3.HOG0002725	OG0001684	n0			XP_005843518.1	KAI3432759.1	
N3.HOG0002726	OG0001685	n0			XP_005849237.1	KAI3434998.1	
N3.HOG0002727	OG0001686	n0			XP_005849029.1	KAI3435010.1	
N3.HOG0002728	OG0001687	n0			XP_005849232.1	KAI3435011.1	
N3.HOG0002729	OG0001688	n0			XP_005849019.1	KAI3435027.1	
N3.HOG0002730	OG0001689	n0			XP_005849229.1, YP_009094914.1	KAI3435024.1	
N3.HOG0002731	OG0001690	n0			XP_005849349.1	KAI3434768.1	
N3.HOG0002732	OG0001691	n0			XP_005849130.1	KAI3434798.1	
N3.HOG0002733	OG0001692	n0			XP_005849127.1	KAI3434806.1	
N3.HOG0002734	OG0001693	n0			XP_005849287.1	KAI3434880.1	
N3.HOG0002735	OG0001694	n0			XP_005849087.1, XP_005849088.1	KAI3434879.1	
N3.HOG0002736	OG0001695	n1			XP_005848456.1	KAI3426233.1	
N3.HOG0002737	OG0001696	n0			XP_005849274.1	KAI3434902.1	
N3.HOG0002738	OG0001697	n0			XP_005849070.1	KAI3434903.1	
N3.HOG0002739	OG0001698	n0			XP_005849099.1	KAI3434854.1, KAI3434855.1	
N3.HOG0002740	OG0001699	n0			XP_005844446.1	KAI3432412.1	
N3.HOG0002741	OG0001700	n0			XP_005849069.1	KAI3434915.1	
N3.HOG0002742	OG0001701	n0			XP_005849323.1	KAI3434827.1, KAI3434826.1	
N3.HOG0002743	OG0001702	n0			XP_005849098.1, XP_005849097.1	KAI3434857.1	
N3.HOG0002744	OG0001703	n0			XP_005849278.1	KAI3434910.1	
N3.HOG0002745	OG0001704	n0			XP_005849306.1	KAI3434859.1	
N3.HOG0002746	OG0001705	n0			XP_005848423.1, XP_005849064.1	KAI3434929.1	
N3.HOG0002747	OG0001706	n0			XP_005849060.1	KAI3434944.1	
N3.HOG0002748	OG0001707	n0			YP_004347806.1, XP_005849367.1	KAI3434724.1	
N3.HOG0002749	OG0001708	n0			XP_005849389.1	KAI3434685.1	
N3.HOG0002750	OG0001709	n0			XP_005849330.1	KAI3434808.1, KAI3434807.1	
N3.HOG0002751	OG0001710	n0			XP_005849093.1	KAI3434865.1	
N3.HOG0002752	OG0001711	n0			XP_005849315.1	KAI3434844.1	
N3.HOG0002753	OG0001712	n0			XP_005849377.1	KAI3434706.1	
N3.HOG0002754	OG0001713	n0			XP_005849381.1	KAI3434698.1	
N3.HOG0002755	OG0001714	n0			XP_005847400.1	KAI3428684.1	
N3.HOG0002756	OG0001715	n0			XP_005849203.1	KAI3434657.1	
N3.HOG0002757	OG0001716	n0			XP_005849395.1	KAI3434678.1	
N3.HOG0002758	OG0001717	n0			XP_005849179.1	KAI3434713.1	
N3.HOG0002759	OG0001718	n0			XP_005849040.1	KAI3434982.1	
N3.HOG0002760	OG0001719	n0			XP_005849166.1, XP_005849165.1	KAI3434739.1	
N3.HOG0002761	OG0001720	n0			XP_005849363.1, XP_005850910.1	KAI3434740.1	
N3.HOG0002762	OG0001721	n0			XP_005851831.1	KAI3429620.1	
N3.HOG0002763	OG0001722	n0			XP_005849404.1	KAI3434662.1	
N3.HOG0002764	OG0001723	n0			XP_005849215.1	KAI3434622.1	
N3.HOG0002765	OG0001724	n0			XP_005849416.1, XP_005849418.1	KAI3434630.1	
N3.HOG0002766	OG0001725	n3			XP_005846103.1		
N3.HOG0002767	OG0001725	n4			XP_005843331.1		
N3.HOG0002768	OG0001726	n0			XP_005850896.1	KAI3436737.1	
N3.HOG0002769	OG0001727	n0			XP_005849434.1	KAI3434598.1, KAI3434597.1	
N3.HOG0002770	OG0001728	n3			XP_005849260.1		
N3.HOG0002771	OG0001728	n4			XP_005849221.1	KAI3434607.1	
N3.HOG0002772	OG0001729	n0			XP_005847251.1		
N3.HOG0002773	OG0001730	n0			XP_005847609.1	KAI3425845.1	
N3.HOG0002774	OG0001731	n0			XP_005843967.1	KAI3434460.1	
N3.HOG0002775	OG0001732	n0			XP_005852266.1	KAI3429860.1	
N3.HOG0002776	OG0001733	n0			XP_005852275.1	KAI3429868.1, KAI3429862.1	
N3.HOG0002777	OG0001734	n0				KAI3429861.1	
N3.HOG0002778	OG0001735	n0			XP_005852286.1	KAI3429895.1	
N3.HOG0002779	OG0001736	n0			XP_005851972.1	KAI3429897.1	
N3.HOG0002780	OG0001737	n0			XP_005851122.1	KAI3433780.1	
N3.HOG0002781	OG0001738	n0			XP_005851963.1	KAI3429866.1	
N3.HOG0002782	OG0001739	n0			XP_005851966.1	KAI3429886.1	
N3.HOG0002783	OG0001740	n0			XP_005851956.1	KAI3429851.1	
N3.HOG0002784	OG0001741	n3			XP_005851937.1	KAI3429817.1	
N3.HOG0002785	OG0001741	n4			XP_005851936.1	KAI3429816.1	
N3.HOG0002786	OG0001742	n0			XP_005845696.1, XP_005849541.1		
N3.HOG0002787	OG0001743	n0			XP_005852160.1	KAI3429622.1, KAI3423310.1	
N3.HOG0002788	OG0001744	n0				KAI3429610.1	
N3.HOG0002789	OG0001745	n0			XP_005842558.1, XP_005851839.1	KAI3429607.1	
N3.HOG0002790	OG0001746	n0			XP_005852167.1	KAI3429602.1	
N3.HOG0002791	OG0001747	n0			XP_005851832.1	KAI3429618.1	
N3.HOG0002792	OG0001748	n0			XP_005845632.1	KAI3424161.1	
N3.HOG0002793	OG0001749	n0			XP_005851873.1	KAI3429672.1	
N3.HOG0002794	OG0001750	n0			XP_005851896.1, XP_005842679.1	KAI3429719.1	
N3.HOG0002795	OG0001751	n0			XP_005852227.1, XP_005843275.1	KAI3429725.1	
N3.HOG0002796	OG0001752	n0			XP_005852209.1	KAI3429674.1	
N3.HOG0002797	OG0001753	n0				KAI3429731.1	
N3.HOG0002798	OG0001754	n0			XP_005852225.1	KAI3429729.1	
N3.HOG0002799	OG0001755	n0			XP_005852152.1	KAI3429567.1	
N3.HOG0002800	OG0001756	n0			XP_005851816.1	KAI3429563.1, KAI3429562.1	
N3.HOG0002801	OG0001757	n0			XP_005851901.1	KAI3429732.1	
N3.HOG0002802	OG0001758	n0			XP_005851882.1	KAI3429691.1	
N3.HOG0002803	OG0001759	n0			XP_005851855.1	KAI3429581.1	
N3.HOG0002804	OG0001760	n0			XP_005843954.1	KAI3434514.1	
N3.HOG0002805	OG0001761	n0			XP_005845456.1	KAI3436150.1	
N3.HOG0002806	OG0001762	n0			XP_005848190.1	KAI3437574.1, KAI3437575.1	
N3.HOG0002807	OG0001763	n0			XP_005844329.1	KAI3432440.1	
N3.HOG0002808	OG0001764	n0			XP_005846153.1	KAI3431433.1, KAI3431432.1	
N3.HOG0002809	OG0001765	n0			XP_005842904.1	KAI3434419.1	
N3.HOG0002810	OG0001766	n0			XP_005843333.1	KAI3434420.1	
N3.HOG0002811	OG0001767	n0			XP_005842816.1	KAI3436011.1	
N3.HOG0002812	OG0001768	n0			XP_005845303.1	KAI3436190.1	
N3.HOG0002813	OG0001769	n0			XP_005848433.1, XP_005848432.1	KAI3426193.1	
N3.HOG0002814	OG0001770	n0			XP_005851894.1	KAI3429722.1	
N3.HOG0002815	OG0001771	n0			XP_005849611.1	KAI3438715.1	
N3.HOG0002816	OG0001772	n0			XP_005848344.1	KAI3426399.1	
N3.HOG0002817	OG0001773	n0			XP_005848403.1	KAI3426122.1, KAI3426121.1	
N3.HOG0002818	OG0001774	n0			XP_005848200.1	KAI3426109.1	
N3.HOG0002819	OG0001775	n0			XP_005844664.1	KAI3430754.1	
N3.HOG0002820	OG0001776	n0			XP_005842975.1	KAI3436372.1	
N3.HOG0002821	OG0001777	n0			XP_005848244.1	KAI3426210.1, KAI3426211.1	
N3.HOG0002822	OG0001778	n0			XP_005848243.1	KAI3426206.1	
N3.HOG0002823	OG0001779	n0			XP_005851294.1, XP_005851295.1	KAI3433410.1	
N3.HOG0002824	OG0001780	n0			XP_005848323.1	KAI3426359.1	
N3.HOG0002825	OG0001781	n0			XP_005848502.1	KAI3426336.1	
N3.HOG0002826	OG0001782	n0			XP_005846443.1	KAI3435891.1	
N3.HOG0002827	OG0001783	n0			XP_005848349.1	KAI3426411.1	
N3.HOG0002828	OG0001784	n0				KAI3426383.1	
N3.HOG0002829	OG0001785	n0			XP_005850496.1	KAI3435553.1	
N3.HOG0002830	OG0001786	n0			XP_005848353.1	KAI3426429.1	
N3.HOG0002831	OG0001787	n1			XP_005843228.1		
N3.HOG0002832	OG0001788	n0			XP_005848540.1	KAI3426415.1	
N3.HOG0002833	OG0001789	n2				KAI3430763.1	
N3.HOG0002834	OG0001789	n4				KAI3430743.1	
N3.HOG0002835	OG0001790	n3				KAI3430770.1	
N3.HOG0002836	OG0001791	n0				KAI3429408.1	
N3.HOG0002837	OG0001792	n0			XP_005844691.1	KAI3430796.1	
N3.HOG0002838	OG0001793	n0			XP_005844705.1, XP_005844704.1	KAI3430823.1	
N3.HOG0002839	OG0001794	n0			XP_005846508.1	KAI3435750.1	
N3.HOG0002840	OG0001795	n0			XP_005850046.1	KAI3428074.1	
N3.HOG0002841	OG0001796	n0			XP_005846754.1	KAI3423824.1	
N3.HOG0002842	OG0001797	n0			XP_005850088.1	KAI3428147.1	
N3.HOG0002843	OG0001798	n0			XP_005848159.1	KAI3437644.1	
N3.HOG0002844	OG0001799	n0			XP_005843839.1	KAI3439039.1	
N3.HOG0002845	OG0001800	n0			XP_005843828.1	KAI3439015.1	
N3.HOG0002846	OG0001801	n0			XP_005843746.1	KAI3438943.1	
N3.HOG0002847	OG0001802	n0			XP_005843472.1	KAI3439125.1	
N3.HOG0002848	OG0001803	n0			XP_005851510.1	KAI3433576.1	
N3.HOG0002849	OG0001804	n0			XP_005844668.1, XP_005844671.1	KAI3430761.1	
N3.HOG0002850	OG0001805	n0			XP_005844686.1	KAI3430787.1	
N3.HOG0002851	OG0001806	n0			XP_005844763.1	KAI3430783.1	
N3.HOG0002852	OG0001807	n0			XP_005847417.1	KAI3428651.1	
N3.HOG0002853	OG0001808	n0			XP_005851358.1	KAI3433896.1	
N3.HOG0002854	OG0001809	n0			XP_005846740.1	KAI3423854.1	
N3.HOG0002855	OG0001810	n0			XP_005846854.1	KAI3438297.1	
N3.HOG0002856	OG0001811	n0			XP_005845929.1, XP_005845928.1	KAI3437558.1	
N3.HOG0002857	OG0001812	n0			XP_005849803.1	KAI3438596.1	
N3.HOG0002858	OG0001813	n0			XP_005849806.1	KAI3438586.1	
N3.HOG0002859	OG0001814	n0			XP_005849742.1	KAI3438440.1, KAI3438441.1	
N3.HOG0002860	OG0001815	n0			XP_005847380.1	KAI3428724.1	
N3.HOG0002861	OG0001816	n0			XP_005849480.1	KAI3438454.1	
N3.HOG0002862	OG0001817	n0			XP_005849485.1	KAI3438472.1	
N3.HOG0002863	OG0001818	n0			XP_005849766.1	KAI3438501.1	
N3.HOG0002864	OG0001819	n0			XP_005849497.1	KAI3438502.1	
N3.HOG0002865	OG0001820	n0			XP_005849726.1	KAI3438407.1, KAI3438406.1	
N3.HOG0002866	OG0001821	n0			XP_005849760.1	KAI3438491.1	
N3.HOG0002867	OG0001822	n0			XP_005849794.1	KAI3438563.1	
N3.HOG0002868	OG0001823	n0			XP_005849735.1	KAI3438425.1	
N3.HOG0002869	OG0001824	n0			XP_005849730.1	KAI3438415.1	
N3.HOG0002870	OG0001825	n0			XP_005849531.1	KAI3438566.1	
N3.HOG0002871	OG0001826	n0			XP_005849798.1	KAI3438575.1, KAI3438574.1	
N3.HOG0002872	OG0001827	n0			XP_005851611.1	KAI3433359.1	
N3.HOG0002873	OG0001828	n0			XP_005849796.1	KAI3438569.1	
N3.HOG0002874	OG0001829	n0			XP_005849535.1	KAI3438579.1	
N3.HOG0002875	OG0001830	n0			XP_005849506.1	KAI3438518.1	
N3.HOG0002876	OG0001831	n0			XP_005845828.1	KAI3425381.1	
N3.HOG0002877	OG0001832	n0			XP_005849524.1	KAI3438549.1	
N3.HOG0002878	OG0001833	n0			XP_005849528.1	KAI3438559.1, KAI3438560.1	
N3.HOG0002879	OG0001834	n0			XP_005849521.1	KAI3438543.1	
N3.HOG0002880	OG0001835	n2			XP_005849508.1	KAI3438521.1	
N3.HOG0002881	OG0001835	n4				KAI3438520.1	
N3.HOG0002882	OG0001836	n0			XP_005849509.1, XP_005842625.1	KAI3438523.1	
N3.HOG0002883	OG0001837	n0			XP_005849773.1	KAI3438515.1	
N3.HOG0002884	OG0001838	n0				KAI3438438.1	
N3.HOG0002885	OG0001839	n0			XP_005849769.1, XP_005844215.1	KAI3438507.1	
N3.HOG0002886	OG0001840	n0			XP_005849779.1, XP_005849780.1	KAI3438527.1	
N3.HOG0002887	OG0001841	n0			XP_005847048.1	KAI3438255.1	
N3.HOG0002888	OG0001842	n0			XP_005851346.1	KAI3423802.1, KAI3423803.1	
N3.HOG0002889	OG0001843	n3			XP_005844731.1		
N3.HOG0002890	OG0001843	n4			XP_005847286.1	KAI3428606.1	
N3.HOG0002891	OG0001844	n0			XP_005847484.1	KAI3428510.1	
N3.HOG0002892	OG0001845	n0			XP_005847483.1	KAI3428512.1, KAI3428513.1	
N3.HOG0002893	OG0001846	n0				KAI3428479.1, KAI3428480.1	
N3.HOG0002894	OG0001847	n0			XP_005845541.1	KAI3428578.1, KAI3423533.1	
N3.HOG0002895	OG0001848	n0			XP_005847280.1	KAI3428576.1	
N3.HOG0002896	OG0001849	n0			XP_005847468.1	KAI3428543.1	
N3.HOG0002897	OG0001850	n0			XP_005847502.1, XP_005845615.1	KAI3428467.1	
N3.HOG0002898	OG0001851	n0			XP_005847449.1	KAI3428586.1	
N3.HOG0002899	OG0001852	n0			XP_005847289.1	KAI3428614.1, KAI3428615.1	
N3.HOG0002900	OG0001853	n0			XP_005849428.1	KAI3434610.1	
N3.HOG0002901	OG0001854	n0			XP_005847432.1	KAI3428582.1	
N3.HOG0002902	OG0001855	n0			XP_005847981.1, XP_005847085.1	KAI3438182.1	
N3.HOG0002903	OG0001856	n0			XP_005847322.1	KAI3428502.1	
N3.HOG0002904	OG0001857	n0			XP_005847302.1	KAI3428541.1	
N3.HOG0002905	OG0001858	n0			XP_005846415.1	KAI3435947.1	
N3.HOG0002906	OG0001859	n0			XP_005845176.1	KAI3424795.1, KAI3424796.1	
N3.HOG0002907	OG0001860	n0			XP_005845167.1	KAI3424779.1	
N3.HOG0002908	OG0001861	n0			XP_005843610.1	KAI3432646.1	
N3.HOG0002909	OG0001862	n0			XP_005846363.1, XP_005844217.1	KAI3435671.1	
N3.HOG0002910	OG0001863	n0			XP_005851388.1	KAI3433868.1	
N3.HOG0002911	OG0001864	n0			XP_005843079.1, XP_005845673.1	KAI3423981.1	
N3.HOG0002912	OG0001865	n0			XP_005846992.1	KAI3437961.1	
N3.HOG0002913	OG0001866	n0			XP_005848968.1	KAI3426922.1	
N3.HOG0002914	OG0001867	n0			XP_005843854.1	KAI3434531.1	
N3.HOG0002915	OG0001868	n0			XP_005844434.1	KAI3432808.1, KAI3432809.1	
N3.HOG0002916	OG0001869	n0			XP_005844994.1	KAI3431622.1	
N3.HOG0002917	OG0001870	n0			XP_005844882.1	KAI3431636.1	
N3.HOG0002918	OG0001871	n0				KAI3433784.1	
N3.HOG0002919	OG0001872	n0			XP_005851406.1	KAI3433818.1	
N3.HOG0002920	OG0001873	n0			XP_005851424.1	KAI3433769.1	
N3.HOG0002921	OG0001874	n0			XP_005851428.1	KAI3433757.1	
N3.HOG0002922	OG0001875	n0			XP_005851068.1	KAI3433908.1	
N3.HOG0002923	OG0001876	n0			XP_005851118.1	KAI3433791.1	
N3.HOG0002924	OG0001877	n0			XP_005851140.1	KAI3433746.1	
N3.HOG0002925	OG0001878	n0			XP_005844053.1	KAI3430694.1	
N3.HOG0002926	OG0001879	n0			XP_005851103.1	KAI3433838.1	
N3.HOG0002927	OG0001880	n0			XP_005851441.1	KAI3433722.1	
N3.HOG0002928	OG0001881	n0			XP_005851159.1	KAI3433713.1, KAI3433714.1	
N3.HOG0002929	OG0001882	n0			XP_005851454.1	KAI3433688.1	
N3.HOG0002930	OG0001883	n0			XP_005851455.1	KAI3433686.1	
N3.HOG0002931	OG0001884	n0			XP_005851468.1	KAI3433659.1	
N3.HOG0002932	OG0001885	n0			XP_005851475.1	KAI3433649.1	
N3.HOG0002933	OG0001886	n0			XP_005851481.1	KAI3433644.1	
N3.HOG0002934	OG0001887	n0			XP_005851502.1	KAI3433604.1, KAI3433603.1	
N3.HOG0002935	OG0001888	n0			XP_005844342.1	KAI3432870.1	
N3.HOG0002936	OG0001889	n3			XP_005851490.1	KAI3433627.1	
N3.HOG0002937	OG0001889	n4			XP_005851491.1	KAI3433626.1	
N3.HOG0002938	OG0001890	n0			XP_005851211.1	KAI3433597.1, KAI3433598.1	
N3.HOG0002939	OG0001891	n0			XP_005851507.1	KAI3433589.1	
N3.HOG0002940	OG0001892	n0			XP_005843253.1	KAI3431798.1	
N3.HOG0002941	OG0001893	n0			XP_005851515.1	KAI3433570.1	
N3.HOG0002942	OG0001894	n0			XP_005851228.1	KAI3433563.1	
N3.HOG0002943	OG0001895	n0			XP_005851532.1	KAI3433535.1	
N3.HOG0002944	OG0001896	n0			XP_005851610.1	KAI3433365.1, KAI3433362.1	
N3.HOG0002945	OG0001897	n0			XP_005850148.1	KAI3428271.1, KAI3428270.1	
N3.HOG0002946	OG0001898	n0			XP_005844397.1, XP_005844396.1	KAI3432439.1	
N3.HOG0002947	OG0001899	n0			XP_005843848.1	KAI3434570.1, KAI3434578.1	
N3.HOG0002948	OG0001900	n3				KAI3433352.1	
N3.HOG0002949	OG0001901	n0			XP_005851327.1	KAI3433316.1	
N3.HOG0002950	OG0001902	n0				KAI3437896.1	
N3.HOG0002951	OG0001903	n0			XP_005846616.1	KAI3423819.1	
N3.HOG0002952	OG0001904	n0			XP_005845195.1, XP_005845194.1	KAI3424832.1	
N3.HOG0002953	OG0001905	n0			XP_005851558.1	KAI3433480.1	
N3.HOG0002954	OG0001906	n0			XP_005847403.1, XP_005845024.1	KAI3428678.1	
N3.HOG0002955	OG0001907	n0			XP_005851562.1	KAI3433470.1, KAI3433472.1	
N3.HOG0002956	OG0001908	n0			XP_005847193.1	KAI3437978.1	
N3.HOG0002957	OG0001909	n0			XP_005851237.1	KAI3433549.1	
N3.HOG0002958	OG0001910	n0			XP_005851456.1	KAI3433684.1	
N3.HOG0002959	OG0001911	n3			XP_005849839.1		
N3.HOG0002960	OG0001911	n4			XP_005843457.1	KAI3439091.1	
N3.HOG0002961	OG0001912	n0			XP_005851165.1	KAI3433700.1	
N3.HOG0002962	OG0001913	n0			XP_005851251.1, XP_005845362.1	KAI3433523.1	
N3.HOG0002963	OG0001914	n0			XP_005851556.1, XP_005844445.1	KAI3433484.1	
N3.HOG0002964	OG0001915	n0				KAI3438573.1, KAI3438572.1	
N3.HOG0002965	OG0001916	n0			XP_005846749.1	KAI3423834.1	
N3.HOG0002966	OG0001917	n3				KAI3423847.1	
N3.HOG0002967	OG0001918	n0			XP_005851588.1	KAI3433411.1	
N3.HOG0002968	OG0001919	n3			XP_005846596.1	KAI3423855.1	
N3.HOG0002969	OG0001919	n4				KAI3423856.1	
N3.HOG0002970	OG0001920	n0			XP_005846598.1	KAI3423848.1, KAI3423849.1	
N3.HOG0002971	OG0001921	n0			XP_005842875.1	KAI3423920.1	
N3.HOG0002972	OG0001922	n0			XP_005842890.1, XP_005842889.1	KAI3423926.1	
N3.HOG0002973	OG0001923	n0			XP_005847992.1	KAI3437668.1	
N3.HOG0002974	OG0001924	n0			XP_005851651.1, XP_005851647.1	KAI3433285.1	
N3.HOG0002975	OG0001925	n0			XP_005851656.1	KAI3423795.1	
N3.HOG0002976	OG0001926	n0			XP_005849103.1	KAI3434847.1	
N3.HOG0002977	OG0001927	n0			XP_005843614.1	KAI3432656.1	
N3.HOG0002978	OG0001928	n0			XP_005852325.1	KAI3423915.1	
N3.HOG0002979	OG0001929	n0			XP_005843038.1	KAI3423947.1	
N3.HOG0002980	OG0001930	n0			XP_005851589.1, XP_005851590.1	KAI3433409.1	
N3.HOG0002981	OG0001931	n0			XP_005850103.1	KAI3428165.1	
N3.HOG0002982	OG0001932	n0			XP_005843078.1, XP_005842661.1	KAI3423976.1	
N3.HOG0002983	OG0001933	n0			XP_005844287.1	KAI3432371.1	
N3.HOG0002984	OG0001934	n0			XP_005843050.1	KAI3423980.1	
N3.HOG0002985	OG0001935	n0			XP_005843041.1	KAI3423951.1	
N3.HOG0002986	OG0001936	n0			XP_005846705.1	KAI3423901.1	
N3.HOG0002987	OG0001937	n0				KAI3426952.1	
N3.HOG0002988	OG0001938	n0			XP_005843970.1	KAI3434459.1	
N3.HOG0002989	OG0001939	n0			XP_005845931.1	KAI3425134.1	
N3.HOG0002990	OG0001940	n0			XP_005846795.1	KAI3425022.1, KAI3425021.1	
N3.HOG0002991	OG0001941	n0			XP_005846636.1	KAI3425060.1	
N3.HOG0002992	OG0001942	n3				KAI3424852.1	
N3.HOG0002993	OG0001942	n4			XP_005845201.1	KAI3424851.1	
N3.HOG0002994	OG0001943	n0			XP_005844166.1	KAI3432209.1	
N3.HOG0002995	OG0001944	n0			XP_005844185.1	KAI3432276.1	
N3.HOG0002996	OG0001945	n0			XP_005844266.1	KAI3432274.1	
N3.HOG0002997	OG0001946	n0			XP_005849980.1	KAI3427939.1	
N3.HOG0002998	OG0001947	n4				KAI3432886.1	
N3.HOG0002999	OG0001948	n0			XP_005844195.1	KAI3432354.1	
N3.HOG0003000	OG0001949	n0			XP_005844277.1	KAI3432316.1, KAI3432317.1	
N3.HOG0003001	OG0001950	n0			XP_005850723.1, XP_005850722.1	KAI3436518.1	
N3.HOG0003002	OG0001951	n0			XP_005850307.1	KAI3428082.1	
N3.HOG0003003	OG0001952	n0			XP_005843627.1	KAI3432575.1, KAI3432577.1	
N3.HOG0003004	OG0001953	n0			XP_005850052.1	KAI3428077.1	
N3.HOG0003005	OG0001954	n0			XP_005849975.1	KAI3427925.1, KAI3427924.1	
N3.HOG0003006	OG0001955	n0			XP_005848728.1	KAI3428789.1	
N3.HOG0003007	OG0001956	n0			XP_005850244.1	KAI3427956.1, KAI3427995.1	
N3.HOG0003008	OG0001957	n0			XP_005846234.1	KAI3435954.1	
N3.HOG0003009	OG0001958	n0			XP_005850036.1	KAI3428047.1, KAI3428046.1	
N3.HOG0003010	OG0001959	n0			XP_005844414.1	KAI3432443.1, KAI3432442.1	
N3.HOG0003011	OG0001960	n0			XP_005850033.1	KAI3428041.1	
N3.HOG0003012	OG0001961	n0			XP_005850294.1	KAI3428063.1	
N3.HOG0003013	OG0001962	n0			XP_005844327.1	KAI3432834.1, KAI3432827.1	
N3.HOG0003014	OG0001963	n0			XP_005850259.1	KAI3427992.1	
N3.HOG0003015	OG0001964	n0			XP_005850000.1	KAI3427971.1	
N3.HOG0003016	OG0001965	n0			XP_005849973.1	KAI3427916.1	
N3.HOG0003017	OG0001966	n0			XP_005850252.1	KAI3427978.1	
N3.HOG0003018	OG0001967	n0			XP_005850268.1	KAI3428009.1	
N3.HOG0003019	OG0001968	n0			XP_005850785.1	KAI3435579.1	
N3.HOG0003020	OG0001969	n0			XP_005846548.1	KAI3435637.1, KAI3435638.1	
N3.HOG0003021	OG0001970	n0			XP_005846543.1	KAI3435656.1	
N3.HOG0003022	OG0001971	n0			XP_005845596.1	KAI3424205.1	
N3.HOG0003023	OG0001972	n0			XP_005846554.1	KAI3435624.1	
N3.HOG0003024	OG0001973	n0			XP_005846551.1	KAI3435629.1, KAI3435630.1	
N3.HOG0003025	OG0001974	n0			XP_005846550.1	KAI3435633.1	
N3.HOG0003026	OG0001975	n0			XP_005846534.1		
N3.HOG0003027	OG0001976	n0			XP_005846354.1, XP_005846353.1	KAI3435704.1	
N3.HOG0003028	OG0001977	n3			XP_005843845.1		
N3.HOG0003029	OG0001977	n4				KAI3435722.1	
N3.HOG0003030	OG0001978	n0			XP_005846337.1	KAI3435739.1	
N3.HOG0003031	OG0001979	n0			XP_005846316.1	KAI3435796.1	
N3.HOG0003032	OG0001980	n0			XP_005852295.1	KAI3435839.1	
N3.HOG0003033	OG0001981	n0			XP_005847323.1	KAI3428500.1	
N3.HOG0003034	OG0001982	n0			XP_005846471.1	KAI3435841.1	
N3.HOG0003035	OG0001983	n0			XP_005846469.1	KAI3435845.1	
N3.HOG0003036	OG0001984	n0			XP_005846289.1	KAI3435851.1	
N3.HOG0003037	OG0001985	n0			XP_005845128.1	KAI3424688.1	
N3.HOG0003038	OG0001986	n0			XP_005846454.1	KAI3435868.1	
N3.HOG0003039	OG0001987	n0			XP_005846282.1	KAI3435863.1	
N3.HOG0003040	OG0001988	n0			XP_005846456.1	KAI3435864.1	
N3.HOG0003041	OG0001989	n0			XP_005847114.1	KAI3438118.1	
N3.HOG0003042	OG0001990	n0			XP_005843340.1	KAI3430465.1	
N3.HOG0003043	OG0001991	n0			XP_005846448.1	KAI3435884.1	
N3.HOG0003044	OG0001992	n0			XP_005846436.1	KAI3435910.1	
N3.HOG0003045	OG0001993	n0			XP_005846250.1	KAI3435931.1	
N3.HOG0003046	OG0001994	n0				KAI3426224.1	
N3.HOG0003047	OG0001995	n0			XP_005846227.1, XP_005842563.1	KAI3435968.1	
N3.HOG0003048	OG0001996	n0			XP_005846406.1	KAI3435973.1, KAI3435971.1	
N3.HOG0003049	OG0001997	n0			XP_005846225.1	KAI3435974.1, KAI3435972.1	
N3.HOG0003050	OG0001998	n0			XP_005842813.1, XP_005842810.1		
N3.HOG0003051	OG0001999	n3			XP_005845320.1		
N3.HOG0003052	OG0001999	n4				KAI3436149.1	
N3.HOG0003053	OG0002000	n0			XP_005845450.1	KAI3436164.1	
N3.HOG0003054	OG0002001	n0			XP_005845342.1	KAI3436109.1	
N3.HOG0003055	OG0002002	n0			XP_005845474.1	KAI3436114.1	
N3.HOG0003056	OG0002003	n0			XP_005845292.1	KAI3436204.1, KAI3436205.1	
N3.HOG0003057	OG0002004	n0			XP_005845332.1	KAI3436126.1	
