HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0001379	OG0000712	n0		PRW45077.1, PRW45078.1			PSC70924.1, PSC70925.1
N1.HOG0001380	OG0000713	n0		PRW45037.1			PSC67528.1, PSC67529.1, PSC67527.1
N1.HOG0001381	OG0000714	n0		PRW44918.1, PRW44919.1, PRW44920.1			PSC73233.1, PSC73234.1
N1.HOG0001382	OG0000715	n0		PRW21026.1, PRW21027.1			PSC71706.1
N1.HOG0001383	OG0000716	n3		PRW45125.1			
N1.HOG0001384	OG0000716	n5		PRW44995.1			
N1.HOG0001385	OG0000716	n6					PSC70420.1, PSC70421.1
N1.HOG0001386	OG0000717	n0		PRW44859.1, PRW44858.1			PSC70972.1
N1.HOG0001387	OG0000718	n0		PRW44899.1, PRW44898.1			PSC70955.1, PSC70954.1, PSC70953.1
N1.HOG0001388	OG0000719	n0		PRW44924.1			PSC70331.1
N1.HOG0001389	OG0000720	n3		PRW45188.1			PSC70898.1
N1.HOG0001390	OG0000720	n5		PRW45173.1			PSC70866.1
N1.HOG0001391	OG0000721	n0		PRW20283.1, PRW20284.1			PSC71314.1, PSC71313.1
N1.HOG0001392	OG0000722	n1					PSC71673.1
N1.HOG0001393	OG0000722	n4		PRW21131.1, PRW21132.1			
N1.HOG0001394	OG0000723	n0					PSC67281.1, PSC67287.1, PSC67284.1, PSC67283.1
N1.HOG0001395	OG0000724	n0		PRW58886.1			PSC73855.1, PSC73856.1
N1.HOG0001396	OG0000725	n0		PRW58234.1			PSC68274.1
N1.HOG0001397	OG0000726	n3		PRW59197.1, PRW59196.1			
N1.HOG0001398	OG0000726	n6		PRW59072.1			
N1.HOG0001399	OG0000727	n0		PRW56973.1			PSC68232.1
N1.HOG0001400	OG0000728	n0		PRW32930.1			PSC67810.1, PSC67829.1
N1.HOG0001401	OG0000729	n4		PRW57376.1			PSC72324.1
N1.HOG0001402	OG0000729	n6					PSC72110.1
N1.HOG0001403	OG0000730	n0		PRW57421.1			PSC72205.1
N1.HOG0001404	OG0000731	n3					PSC70916.1
N1.HOG0001405	OG0000731	n5					PSC70982.1
N1.HOG0001406	OG0000732	n1					PSC69863.1
N1.HOG0001407	OG0000732	n4		PRW44252.1			PSC69848.1
N1.HOG0001408	OG0000733	n3					PSC69952.1
N1.HOG0001409	OG0000733	n5					PSC69949.1
N1.HOG0001410	OG0000734	n2		PRW60772.1			
N1.HOG0001411	OG0000734	n4		PRW44568.1			PSC69864.1
N1.HOG0001412	OG0000735	n0		PRW44595.1			PSC70987.1, PSC70986.1
N1.HOG0001413	OG0000736	n2		PRW59643.1			PSC71815.1
N1.HOG0001414	OG0000736	n5					PSC70919.1
N1.HOG0001415	OG0000737	n4		PRW44421.1			PSC70906.1
N1.HOG0001416	OG0000737	n5		PRW44269.1			
N1.HOG0001417	OG0000737	n6					PSC70850.1
N1.HOG0001418	OG0000738	n1					PSC74077.1
N1.HOG0001419	OG0000738	n4		PRW59832.1			PSC74307.1
N1.HOG0001420	OG0000739	n1					PSC69847.1
N1.HOG0001421	OG0000739	n4		PRW44446.1			
N1.HOG0001422	OG0000740	n0		PRW61565.1			PSC73315.1
N1.HOG0001423	OG0000741	n1					PSC68628.1
N1.HOG0001424	OG0000741	n3		PRW58204.1			PSC68627.1
N1.HOG0001425	OG0000742	n2		PRW58247.1			
N1.HOG0001426	OG0000742	n4		PRW58469.1			
N1.HOG0001427	OG0000743	n3		PRW58672.1			PSC71458.1, PSC67235.1
N1.HOG0001428	OG0000743	n6		PRW58596.1			PSC67244.1
N1.HOG0001429	OG0000744	n2		PRW59476.1			
N1.HOG0001430	OG0000744	n5		PRW59459.1			
N1.HOG0001431	OG0000745	n0		PRW58539.1, PRW58540.1			PSC67826.1, PSC67816.1, PSC67246.1
N1.HOG0001432	OG0000746	n1					PSC75444.1
N1.HOG0001433	OG0000746	n2		PRW58119.1			PSC75665.1
N1.HOG0001434	OG0000747	n0		PRW58142.1, PRW58603.1			PSC75731.1, PSC75726.1
N1.HOG0001435	OG0000748	n0		PRW58638.1			PSC68871.1
N1.HOG0001436	OG0000749	n0		PRW58129.1			PSC73683.1
N1.HOG0001437	OG0000750	n1		PRW56516.1			
N1.HOG0001438	OG0000750	n4		PRW60122.1			PSC71425.1
N1.HOG0001439	OG0000751	n1					PSC76203.1
N1.HOG0001440	OG0000751	n5					PSC76204.1
N1.HOG0001441	OG0000752	n0		PRW61090.1, PRW61089.1			PSC70620.1
N1.HOG0001442	OG0000753	n0		PRW61592.1, PRW61593.1, PRW61591.1			PSC70622.1
N1.HOG0001443	OG0000754	n0		PRW58194.1			PSC76222.1
N1.HOG0001444	OG0000755	n0		PRW58708.1, PRW58707.1			PSC73934.1, PSC73933.1
N1.HOG0001445	OG0000756	n1					PSC73742.1, PSC73887.1
N1.HOG0001446	OG0000756	n4		PRW58079.1			
N1.HOG0001447	OG0000756	n6		PRW58756.1			
N1.HOG0001448	OG0000757	n1		PRW58304.1			
N1.HOG0001449	OG0000757	n5					PSC68896.1
N1.HOG0001450	OG0000758	n0		PRW32492.1, PRW32491.1			PSC68656.1, PSC68657.1
N1.HOG0001451	OG0000759	n0		PRW58705.1, PRW58704.1, PRW58706.1			PSC76026.1
N1.HOG0001452	OG0000760	n0		PRW60192.1			PSC76157.1
N1.HOG0001453	OG0000761	n2		PRW58106.1			PSC77044.1
N1.HOG0001454	OG0000761	n5		PRW18355.1			PSC72747.1
N1.HOG0001455	OG0000762	n0		PRW32603.1, PRW32602.1, PRW32604.1			PSC68676.1
N1.HOG0001456	OG0000763	n0		PRW57055.1			PSC72079.1, PSC70031.1, PSC70032.1, PSC70273.1, PSC67106.1
N1.HOG0001457	OG0000764	n0		PRW39113.1			PSC67835.1
N1.HOG0001458	OG0000765	n3		PRW45159.1			
N1.HOG0001459	OG0000765	n5					PSC77056.1
N1.HOG0001460	OG0000766	n0		PRW45371.1			PSC69418.1, PSC69420.1, PSC69419.1, PSC69417.1
N1.HOG0001461	OG0000767	n2		PRW45525.1			
N1.HOG0001462	OG0000767	n5		PRW20397.1			
N1.HOG0001463	OG0000768	n0		PRW56487.1, PRW05688.1			PSC72530.1, PSC72531.1, PSC72529.1
N1.HOG0001464	OG0000769	n0		PRW50987.1			PSC71214.1
N1.HOG0001465	OG0000770	n1					PSC68386.1
N1.HOG0001466	OG0000770	n5		PRW59727.1			PSC68377.1
N1.HOG0001467	OG0000770	n6		PRW59728.1			
N1.HOG0001468	OG0000771	n2		PRW60578.1			PSC69371.1
N1.HOG0001469	OG0000771	n4					PSC71501.1, PSC69634.1
N1.HOG0001470	OG0000772	n1		PRW59461.1, PRW59460.1			PSC68395.1
N1.HOG0001471	OG0000772	n5					PSC72167.1
N1.HOG0001472	OG0000773	n3		PRW59906.1			
N1.HOG0001473	OG0000773	n5		PRW59890.1			
N1.HOG0001474	OG0000774	n0		PRW59635.1, PRW59636.1			PSC68393.1, PSC68392.1
N1.HOG0001475	OG0000775	n1		PRW44296.1			
N1.HOG0001476	OG0000775	n3		PRW59773.1			PSC76379.1
N1.HOG0001477	OG0000776	n2					PSC76276.1
N1.HOG0001478	OG0000776	n4		PRW33263.1			PSC69225.1
N1.HOG0001479	OG0000777	n0		PRW60104.1, PRW60103.1			PSC76186.1, PSC76187.1
N1.HOG0001480	OG0000778	n0		PRW59619.1, PRW59618.1			PSC76219.1, PSC76218.1
N1.HOG0001481	OG0000779	n0		PRW59902.1, PRW59901.1, PRW59903.1			PSC73197.1, PSC73004.1
N1.HOG0001482	OG0000780	n0		PRW61303.1			PSC73440.1
N1.HOG0001483	OG0000781	n1					PSC71483.1
N1.HOG0001484	OG0000781	n5		PRW61047.1			
N1.HOG0001485	OG0000782	n1		PRW58086.1			
N1.HOG0001486	OG0000782	n4					PSC74286.1
N1.HOG0001487	OG0000783	n3		PRW21000.1			
N1.HOG0001488	OG0000783	n6		PRW51106.1			
N1.HOG0001489	OG0000784	n2					PSC73977.1
N1.HOG0001490	OG0000784	n4					PSC74083.1
N1.HOG0001491	OG0000785	n3		PRW61499.1			
N1.HOG0001492	OG0000785	n5		PRW61546.1			
N1.HOG0001493	OG0000786	n3		PRW20868.1			PSC75052.1
N1.HOG0001494	OG0000786	n6		PRW50837.1			
N1.HOG0001495	OG0000787	n0		PRW61489.1, PRW61488.1			PSC67050.1, PSC67121.1, PSC67008.1
N1.HOG0001496	OG0000788	n3		PRW05905.1			PSC68403.1
N1.HOG0001497	OG0000788	n5		PRW05906.1			PSC68421.1
N1.HOG0001498	OG0000789	n3		PRW05947.1			
N1.HOG0001499	OG0000789	n5		PRW56001.1			
N1.HOG0001500	OG0000790	n2		PRW20261.1			
N1.HOG0001501	OG0000790	n6		PRW20993.1			
N1.HOG0001502	OG0000791	n0		PRW21051.1, PRW21024.1, PRW21025.1			PSC71736.1
N1.HOG0001503	OG0000792	n0		PRW61329.1, PRW61330.1			PSC68768.1, PSC68769.1, PSC74111.1
N1.HOG0001504	OG0000793	n0		PRW21064.1, PRW21065.1			PSC71732.1
N1.HOG0001505	OG0000794	n2		PRW32861.1			
N1.HOG0001506	OG0000794	n5		PRW33050.1			
N1.HOG0001507	OG0000795	n1					PSC76878.1
N1.HOG0001508	OG0000795	n3		PRW33862.1, PRW57730.1			PSC76133.1
N1.HOG0001509	OG0000796	n0		PRW32846.1, PRW32847.1			PSC76813.1
N1.HOG0001510	OG0000797	n0		PRW32883.1			PSC76821.1, PSC76820.1
N1.HOG0001511	OG0000798	n1					PSC70358.1
N1.HOG0001512	OG0000798	n3		PRW44931.1			PSC70326.1
N1.HOG0001513	OG0000799	n0		PRW44885.1, PRW44886.1			PSC68070.1, PSC68071.1
N1.HOG0001514	OG0000800	n0		PRW34095.1			PSC70175.1
N1.HOG0001515	OG0000801	n2					PSC70436.1
N1.HOG0001516	OG0000801	n5					PSC70396.1
N1.HOG0001517	OG0000802	n0		PRW57146.1, PRW61352.1			PSC73163.1
N1.HOG0001518	OG0000803	n0		PRW57326.1			PSC71060.1, PSC71061.1
N1.HOG0001519	OG0000804	n0		PRW20872.1, PRW20871.1, PRW20873.1			PSC76594.1
N1.HOG0001520	OG0000805	n0		PRW20828.1			PSC69495.1
N1.HOG0001521	OG0000806	n1		PRW56317.1			
N1.HOG0001522	OG0000806	n4		PRW44891.1, PRW60450.1			PSC69329.1
N1.HOG0001523	OG0000807	n3					PSC75155.1, PSC75156.1
N1.HOG0001524	OG0000807	n6					PSC74973.1
N1.HOG0001525	OG0000808	n1		PRW60770.1			
N1.HOG0001526	OG0000808	n4		PRW56177.1			PSC70344.1
N1.HOG0001527	OG0000809	n0		PRW57714.1			PSC74513.1, PSC74531.1, PSC67123.1, PSC67122.1
N1.HOG0001528	OG0000810	n2		PRW57717.1, PRW57716.1			PSC74422.1
N1.HOG0001529	OG0000810	n6		PRW57941.1			
N1.HOG0001530	OG0000811	n3					PSC74497.1
N1.HOG0001531	OG0000811	n5					PSC74365.1
N1.HOG0001532	OG0000812	n2		PRW58931.1			PSC67957.1
N1.HOG0001533	OG0000812	n5					PSC71948.1
N1.HOG0001534	OG0000813	n0		PRW45049.1			PSC70152.1
N1.HOG0001535	OG0000814	n2					PSC70136.1
N1.HOG0001536	OG0000814	n4					PSC70267.1
N1.HOG0001537	OG0000815	n0		PRW34011.1			PSC70200.1
N1.HOG0001538	OG0000816	n2		PRW60088.1			PSC69576.1, PSC69575.1
N1.HOG0001539	OG0000816	n6		PRW33627.1			
N1.HOG0001540	OG0000817	n0		PRW20331.1, PRW20332.1			PSC74804.1
N1.HOG0001541	OG0000818	n2		PRW20387.1, PRW20408.1			
N1.HOG0001542	OG0000818	n5		PRW20429.1			
N1.HOG0001543	OG0000819	n0		PRW20372.1			PSC74763.1
N1.HOG0001544	OG0000820	n1		PRW50924.1, PRW50925.1, PRW05781.1			
N1.HOG0001545	OG0000820	n4		PRW44520.1			
N1.HOG0001546	OG0000821	n0		PRW05794.1, PRW05793.1, PRW05792.1			PSC67624.1, PSC67631.1
N1.HOG0001547	OG0000822	n0		PRW05895.1, PRW05954.1, PRW05890.1, PRW05914.1, PRW05898.1, PRW05927.1, PRW05885.1, PRW05909.1			
N1.HOG0001548	OG0000823	n0		PRW05886.1, PRW56582.1, PRW20295.1			PSC72787.1
N1.HOG0001549	OG0000824	n1		PRW56931.1			
N1.HOG0001550	OG0000824	n3		PRW05889.1, PRW05888.1			PSC68053.1
N1.HOG0001551	OG0000825	n0		PRW44937.1, PRW20807.1, PRW20826.1, PRW33203.1			PSC70880.1
N1.HOG0001552	OG0000826	n1		PRW59371.1			
N1.HOG0001553	OG0000826	n4		PRW20956.1, PRW45559.1, PRW60887.1			
N1.HOG0001554	OG0000827	n0		PRW21133.1, PRW21134.1			PSC71846.1
N1.HOG0001555	OG0000828	n0		PRW32514.1, PRW59821.1, PRW33025.1, PRW51117.1			PSC68958.1, PSC68959.1
N1.HOG0001556	OG0000829	n1		PRW32569.1			PSC68691.1
N1.HOG0001557	OG0000829	n4		PRW56032.1			PSC72852.1
N1.HOG0001558	OG0000830	n2					PSC76149.1
N1.HOG0001559	OG0000830	n4					PSC76520.1, PSC76521.1
N1.HOG0001560	OG0000831	n2					PSC72973.1
N1.HOG0001561	OG0000831	n4					PSC75137.1, PSC75136.1
N1.HOG0001562	OG0000832	n1		PRW39121.1			PSC72046.1
N1.HOG0001563	OG0000832	n4		PRW56456.1, PRW33171.1			
N1.HOG0001564	OG0000833	n0		PRW33642.1			PSC70418.1
N1.HOG0001565	OG0000834	n0		PRW33890.1			PSC76963.1, PSC76964.1, PSC76339.1
N1.HOG0001566	OG0000835	n2		PRW33926.1			
N1.HOG0001567	OG0000835	n4		PRW61258.1, PRW61259.1			
N1.HOG0001568	OG0000836	n1		PRW57546.1, PRW58048.1			
N1.HOG0001569	OG0000836	n3		PRW39249.1, PRW39101.1, PRW56207.1			
N1.HOG0001570	OG0000837	n0		PRW45032.1, PRW44470.1, PRW44389.1, PRW59828.1, PRW51113.1, PRW45084.1, PRW45072.1, PRW44961.1			
N1.HOG0001571	OG0000838	n0		PRW56893.1, PRW44536.1			PSC67552.1, PSC67561.1
N1.HOG0001572	OG0000839	n1		PRW45363.1			PSC76617.1
N1.HOG0001573	OG0000839	n2		PRW59647.1, PRW55941.1, PRW44550.1			PSC77054.1
N1.HOG0001574	OG0000840	n0		PRW45106.1			PSC70914.1
N1.HOG0001575	OG0000841	n0		PRW50773.1			PSC75274.1
N1.HOG0001576	OG0000842	n3		PRW50781.1, PRW50780.1			PSC76008.1
N1.HOG0001577	OG0000842	n6					PSC75736.1
N1.HOG0001578	OG0000843	n1					PSC72743.1, PSC72933.1, PSC72934.1
N1.HOG0001579	OG0000843	n5		PRW56546.1			
N1.HOG0001580	OG0000843	n6		PRW50934.1			
N1.HOG0001581	OG0000844	n1					PSC74007.1, PSC74162.1
N1.HOG0001582	OG0000844	n5		PRW57057.1			
N1.HOG0001583	OG0000844	n6		PRW56202.1			
N1.HOG0001584	OG0000845	n0		PRW56282.1			PSC74521.1, PSC74519.1, PSC74520.1
N1.HOG0001585	OG0000846	n1					PSC76389.1
N1.HOG0001586	OG0000846	n2		PRW58590.1, PRW58591.1			PSC76387.1, PSC76388.1
N1.HOG0001587	OG0000847	n1					PSC67884.1
N1.HOG0001588	OG0000847	n2		PRW59900.1, PRW60162.1, PRW59458.1			PSC75690.1
N1.HOG0001589	OG0000848	n0		PRW59469.1, PRW59841.1			PSC68314.1
N1.HOG0001590	OG0000849	n1		PRW59740.1			
N1.HOG0001591	OG0000849	n3		PRW59648.1, PRW59649.1			PSC76619.1, PSC76620.1
N1.HOG0001592	OG0000850	n0		PRW60030.1			PSC69659.1
N1.HOG0001593	OG0000851	n0		PRW61070.1, PRW61069.1			PSC75627.1
N1.HOG0001594	OG0000852	n1		PRW61429.1			PSC73998.1
N1.HOG0001595	OG0000852	n4					PSC69238.1, PSC69250.1
N1.HOG0001596	OG0000853	n0					PSC68481.1
N1.HOG0001597	OG0000855	n0					PSC70566.1, PSC70070.1, PSC76003.1, PSC73229.1
N1.HOG0001598	OG0000858	n0					PSC75828.1, PSC73337.1, PSC73338.1, PSC72590.1, PSC67081.1, PSC68097.1, PSC72188.1, PSC70607.1
N1.HOG0001599	OG0000859	n0		PRW45596.1, PRW45669.1, PRW45705.1			PSC69362.1
N1.HOG0001600	OG0000860	n3					PSC69775.1
N1.HOG0001601	OG0000860	n5					PSC75809.1
N1.HOG0001602	OG0000861	n0		PRW44464.1			PSC70940.1
N1.HOG0001603	OG0000862	n0		PRW33702.1			PSC74916.1
N1.HOG0001604	OG0000863	n0		PRW58139.1, PRW58140.1			PSC75820.1, PSC75819.1
N1.HOG0001605	OG0000864	n0		PRW33696.1			PSC70090.1, PSC70089.1
N1.HOG0001606	OG0000865	n0		PRW33734.1, PRW33733.1			PSC70096.1
N1.HOG0001607	OG0000866	n0		PRW60777.1			
N1.HOG0001608	OG0000867	n2		PRW56561.1			
N1.HOG0001609	OG0000867	n4		PRW56611.1			
N1.HOG0001610	OG0000868	n0		PRW45631.1			PSC68635.1
N1.HOG0001611	OG0000869	n0		PRW58928.1			
N1.HOG0001612	OG0000870	n3		PRW61279.1			
N1.HOG0001613	OG0000870	n4		PRW61400.1			
N1.HOG0001614	OG0000871	n0					PSC67300.1
N1.HOG0001615	OG0000872	n0		PRW33574.1			PSC67301.1
N1.HOG0001616	OG0000873	n0		PRW33749.1			PSC75209.1, PSC75210.1, PSC75208.1
N1.HOG0001617	OG0000874	n0		PRW33607.1, PRW33606.1			PSC75187.1
N1.HOG0001618	OG0000875	n0		PRW51061.1, PRW51053.1			PSC75889.1, PSC75888.1
N1.HOG0001619	OG0000876	n0		PRW61280.1			PSC73317.1
N1.HOG0001620	OG0000877	n0		PRW32852.1, PRW32853.1			PSC73141.1
N1.HOG0001621	OG0000878	n0		PRW32886.1			PSC68285.1
N1.HOG0001622	OG0000879	n1					PSC68272.1
N1.HOG0001623	OG0000879	n4		PRW20256.1			
N1.HOG0001624	OG0000880	n0		PRW44304.1			
N1.HOG0001625	OG0000881	n1		PRW56787.1			
N1.HOG0001626	OG0000881	n4					PSC72539.1
N1.HOG0001627	OG0000882	n0					PSC71414.1
N1.HOG0001628	OG0000883	n1		PRW20166.1			
N1.HOG0001629	OG0000883	n4					PSC74251.1
N1.HOG0001630	OG0000884	n0		PRW20670.1			PSC75175.1, PSC75176.1
N1.HOG0001631	OG0000885	n2		PRW59125.1			PSC67961.1
N1.HOG0001632	OG0000885	n5		PRW20537.1			
N1.HOG0001633	OG0000886	n0					PSC70433.1
N1.HOG0001634	OG0000887	n0		PRW20520.1			PSC71839.1, PSC70073.1, PSC70074.1
N1.HOG0001635	OG0000888	n0		PRW20467.1			PSC70291.1
N1.HOG0001636	OG0000889	n1		PRW56210.1			PSC69816.1
N1.HOG0001637	OG0000889	n3		PRW59820.1			PSC76238.1
N1.HOG0001638	OG0000890	n0		PRW33253.1			PSC69198.1, PSC69242.1, PSC69197.1
N1.HOG0001639	OG0000891	n0		PRW58546.1, PRW58545.1			PSC75478.1, PSC68705.1
N1.HOG0001640	OG0000892	n0		PRW33180.1, PRW33181.1, PRW33182.1			PSC69304.1
N1.HOG0001641	OG0000893	n0		PRW33147.1			PSC69291.1, PSC69290.1
N1.HOG0001642	OG0000894	n0		PRW45579.1			PSC73699.1
N1.HOG0001643	OG0000895	n0		PRW56511.1			PSC72827.1
N1.HOG0001644	OG0000896	n2		PRW33106.1			PSC73953.1
N1.HOG0001645	OG0000896	n5					PSC75548.1
N1.HOG0001646	OG0000897	n0		PRW60925.1			PSC74333.1, PSC74309.1
N1.HOG0001647	OG0000898	n0		PRW44917.1			PSC67539.1
N1.HOG0001648	OG0000899	n0		PRW33092.1			PSC68813.1
N1.HOG0001649	OG0000900	n0		PRW60989.1			PSC70525.1
N1.HOG0001650	OG0000901	n0		PRW33133.1			PSC68730.1, PSC68731.1
N1.HOG0001651	OG0000902	n0		PRW33126.1, PRW33125.1, PRW33124.1			PSC71287.1
N1.HOG0001652	OG0000903	n1					PSC73604.1
N1.HOG0001653	OG0000903	n3		PRW58176.1			PSC73904.1
N1.HOG0001654	OG0000904	n0		PRW44569.1			PSC70848.1, PSC70989.1
N1.HOG0001655	OG0000905	n0		PRW61293.1			PSC67296.1, PSC67052.1, PSC67006.1
N1.HOG0001656	OG0000906	n0		PRW60716.1			PSC68937.1
N1.HOG0001657	OG0000907	n0		PRW58986.1, PRW58985.1			PSC76274.1
N1.HOG0001658	OG0000908	n2		PRW59354.1			PSC76885.1
N1.HOG0001659	OG0000908	n5		PRW59217.1			PSC76468.1
N1.HOG0001660	OG0000909	n3		PRW61309.1			
N1.HOG0001661	OG0000909	n5		PRW61215.1			
N1.HOG0001662	OG0000910	n0		PRW59007.1, PRW59006.1			PSC67833.1, PSC67832.1
N1.HOG0001663	OG0000911	n0		PRW59119.1			PSC75585.1
N1.HOG0001664	OG0000912	n2		PRW59234.1			
N1.HOG0001665	OG0000912	n4		PRW59347.1			
N1.HOG0001666	OG0000913	n0		PRW51030.1			PSC75786.1
N1.HOG0001667	OG0000915	n0		PRW33140.1, PRW33141.1, PRW33142.1			PSC69271.1
N1.HOG0001668	OG0000916	n0		PRW59076.1			PSC76563.1
N1.HOG0001669	OG0000917	n0		PRW58883.1			PSC75774.1, PSC74638.1
N1.HOG0001670	OG0000918	n0		PRW58737.1			PSC75787.1
N1.HOG0001671	OG0000919	n0		PRW59055.1			PSC67834.1
N1.HOG0001672	OG0000920	n0		PRW59215.1			PSC67848.1, PSC67847.1, PSC67846.1
N1.HOG0001673	OG0000921	n0		PRW59101.1			PSC67881.1
N1.HOG0001674	OG0000922	n0		PRW59324.1			PSC67855.1, PSC67830.1, PSC71899.1
N1.HOG0001675	OG0000923	n0		PRW58859.1			PSC67968.1, PSC67969.1, PSC67970.1
N1.HOG0001676	OG0000924	n1		PRW60579.1			
N1.HOG0001677	OG0000924	n4					PSC67340.1
N1.HOG0001678	OG0000925	n0		PRW61304.1, PRW59391.1			PSC73988.1, PSC76863.1
N1.HOG0001679	OG0000926	n0		PRW51056.1			PSC75991.1
N1.HOG0001680	OG0000927	n3		PRW50836.1			PSC69736.1
N1.HOG0001681	OG0000927	n5					PSC70006.1
N1.HOG0001682	OG0000928	n0		PRW39087.1, PRW39390.1			PSC71994.1
N1.HOG0001683	OG0000929	n1					PSC69806.1
N1.HOG0001684	OG0000929	n3		PRW51043.1			PSC69711.1
N1.HOG0001685	OG0000930	n0		PRW51110.1, PRW44962.1, PRW56238.1			PSC75971.1
N1.HOG0001686	OG0000931	n0		PRW50937.1			PSC75285.1
N1.HOG0001687	OG0000932	n0		PRW56778.1, PRW56681.1			PSC72771.1, PSC76997.1
N1.HOG0001688	OG0000933	n1					PSC68328.1
N1.HOG0001689	OG0000933	n4					PSC73972.1
N1.HOG0001690	OG0000934	n0		PRW61558.1			PSC74099.1
N1.HOG0001691	OG0000935	n0		PRW50835.1			PSC76741.1, PSC76740.1
N1.HOG0001692	OG0000936	n0		PRW50840.1			PSC75709.1
N1.HOG0001693	OG0000937	n2		PRW50973.1			PSC75469.1
N1.HOG0001694	OG0000937	n5		PRW60513.1			PSC67891.1
N1.HOG0001695	OG0000938	n1		PRW56608.1			PSC69720.1
N1.HOG0001696	OG0000938	n4		PRW39196.1			
N1.HOG0001697	OG0000939	n3		PRW61251.1			
N1.HOG0001698	OG0000939	n5		PRW61133.1			PSC67282.1
N1.HOG0001699	OG0000940	n0		PRW32633.1			PSC76907.1
N1.HOG0001700	OG0000941	n0		PRW51062.1			PSC75534.1
N1.HOG0001701	OG0000942	n1		PRW58836.1			PSC75365.1
N1.HOG0001702	OG0000942	n3					PSC76561.1
N1.HOG0001703	OG0000943	n0		PRW50864.1, PRW50862.1, PRW50863.1			PSC75590.1
N1.HOG0001704	OG0000944	n3					PSC74252.1
N1.HOG0001705	OG0000944	n5					PSC73577.1
N1.HOG0001706	OG0000945	n0		PRW51085.1			PSC73903.1, PSC73901.1, PSC73902.1
N1.HOG0001707	OG0000946	n3		PRW56288.1			PSC71618.1
N1.HOG0001708	OG0000946	n5		PRW57792.1			PSC72972.1
N1.HOG0001709	OG0000947	n0		PRW45485.1			PSC68609.1
N1.HOG0001710	OG0000948	n0		PRW56175.1			PSC71614.1
N1.HOG0001711	OG0000949	n0		PRW56186.1			PSC71605.1
N1.HOG0001712	OG0000950	n0		PRW56338.1			PSC71457.1
N1.HOG0001713	OG0000951	n3		PRW55974.1			
N1.HOG0001714	OG0000951	n5		PRW56046.1			
N1.HOG0001715	OG0000952	n0		PRW33134.1			PSC69224.1, PSC69240.1, PSC69239.1
N1.HOG0001716	OG0000953	n0		PRW55959.1			PSC67454.1, PSC67455.1
N1.HOG0001717	OG0000954	n1		PRW18382.1			
N1.HOG0001718	OG0000954	n3					PSC72833.1
N1.HOG0001719	OG0000954	n5					PSC72799.1
N1.HOG0001720	OG0000955	n0		PRW56449.1, PRW57994.1			PSC76585.1
N1.HOG0001721	OG0000956	n0		PRW18394.1			PSC72649.1, PSC72650.1, PSC72648.1
N1.HOG0001722	OG0000957	n2					PSC75951.1
N1.HOG0001723	OG0000957	n5					PSC75923.1
N1.HOG0001724	OG0000958	n0		PRW32489.1			
N1.HOG0001725	OG0000959	n0		PRW60281.1, PRW60280.1			PSC68160.1
N1.HOG0001726	OG0000960	n0		PRW20751.1			PSC74490.1
N1.HOG0001727	OG0000961	n3					PSC71960.1, PSC71959.1
N1.HOG0001728	OG0000961	n5					PSC71927.1
N1.HOG0001729	OG0000962	n3		PRW56733.1			PSC71560.1
N1.HOG0001730	OG0000962	n5		PRW44396.1			PSC76519.1
N1.HOG0001731	OG0000963	n0		PRW33762.1			PSC76480.1
N1.HOG0001732	OG0000964	n0		PRW61369.1			PSC70939.1, PSC70909.1, PSC73971.1
N1.HOG0001733	OG0000965	n0		PRW20643.1			PSC74558.1, PSC74559.1
N1.HOG0001734	OG0000966	n0		PRW05896.1, PRW39366.1, PRW05897.1			PSC67208.1
N1.HOG0001735	OG0000967	n0		PRW20760.1, PRW20615.1			PSC74535.1, PSC74534.1
N1.HOG0001736	OG0000968	n0		PRW60997.1			PSC75592.1, PSC75591.1, PSC70286.1
N1.HOG0001737	OG0000969	n0		PRW60263.1			PSC74446.1
N1.HOG0001738	OG0000970	n0		PRW20816.1			PSC76615.1, PSC76614.1
N1.HOG0001739	OG0000971	n0		PRW57304.1			PSC69458.1, PSC69457.1
N1.HOG0001740	OG0000972	n0		PRW05749.1, PRW57129.1			PSC69481.1
N1.HOG0001741	OG0000973	n0		PRW58108.1			PSC76822.1
N1.HOG0001742	OG0000974	n0		PRW05748.1, PRW57171.1, PRW57172.1			PSC69519.1
N1.HOG0001743	OG0000975	n0		PRW33841.1, PRW33840.1			PSC76748.1
N1.HOG0001744	OG0000976	n0		PRW05771.1			PSC68278.1
N1.HOG0001745	OG0000977	n0		PRW56837.1			PSC68128.1
N1.HOG0001746	OG0000978	n2		PRW20908.1			PSC69508.1
N1.HOG0001747	OG0000978	n5					PSC69466.1
N1.HOG0001748	OG0000979	n1					PSC71111.1
N1.HOG0001749	OG0000979	n3		PRW20879.1			PSC76579.1
N1.HOG0001750	OG0000980	n3		PRW59490.1			
N1.HOG0001751	OG0000980	n4		PRW57209.1			
N1.HOG0001752	OG0000981	n0		PRW05822.1, PRW05823.1, PRW05879.1			PSC69832.1
N1.HOG0001753	OG0000982	n0		PRW05838.1, PRW05837.1			PSC75718.1
N1.HOG0001754	OG0000983	n0		PRW56783.1			PSC72574.1
N1.HOG0001755	OG0000984	n0		PRW56625.1, PRW56624.1			PSC72509.1, PSC72508.1
