Orthogroup	a99_genome_proteins	c_sorokiniana_genome_proteins
OG0001484	scaffold8.g1424.t1	PRW55966.1
OG0001485	scaffold8.g1426.t1, scaffold8.g1428.t1	PRW56039.1
OG0001486	scaffold8.g1437.t1, scaffold6.g2705.t1	PRW55938.1
OG0001487	scaffold3.g6361.t1, scaffold8.g1464.t1	PRW55909.1
OG0001488	scaffold8.g1473.t1	PRW18369.1
OG0001489	scaffold8.g1478.t1	PRW18312.1
OG0001490	scaffold8.g1481.t1	PRW18376.1
OG0001491	scaffold8.g1488.t1	PRW18374.1
OG0001492	scaffold26.g3316.t1, scaffold8.g1516.t1	PRW18303.1
OG0001493	scaffold8.g1520.t1	PRW18411.1
OG0001494	scaffold8.g1549.t1	PRW18330.1
OG0001495	scaffold8.g1551.t1	PRW18392.1
OG0001496	scaffold1.g5764.t1, scaffold8.g1580.t1	PRW58597.1
OG0001497	scaffold8.g1582.t1	PRW51124.1, PRW51123.1
OG0001498	scaffold8.g1588.t1	PRW20735.1
OG0001499	scaffold8.g1590.t1	PRW20416.1, PRW20415.1
OG0001500	scaffold8.g1603.t1	PRW20727.1
OG0001501	scaffold8.g1608.t1, scaffold8.g1605.t1	PRW20613.1
OG0001502	scaffold8.g1613.t1	PRW20666.1
OG0001503	scaffold24.g2921.t1, scaffold8.g1619.t1	PRW33532.1
OG0001504	scaffold8.g1620.t1	PRW20705.1
OG0001505	scaffold8.g1628.t1	PRW20604.1
OG0001507	scaffold8.g1655.t1	PRW20622.1
OG0001508	scaffold10.g2295.t1, scaffold8.g1659.t1	PRW39064.1
OG0001509	scaffold8.g1678.t1, scaffold6.g2595.t1	PRW56866.1
OG0001510	scaffold8.g1697.t1	PRW20668.1
OG0001511	scaffold8.g1701.t1	PRW33599.1, PRW33524.1, PRW33566.1
OG0001512	scaffold19.g1743.t1, scaffold6.g2721.t1	PRW45605.1
OG0001513	scaffold19.g1760.t1	PRW20784.1
OG0001514	scaffold19.g1762.t1	PRW05746.1, PRW57298.1
OG0001515	scaffold19.g1777.t1	PRW57393.1, PRW57392.1
OG0001516	scaffold19.g1779.t1	PRW20864.1
OG0001517	scaffold19.g1786.t1	PRW57169.1
OG0001518	scaffold19.g1787.t1	PRW50975.1
OG0001519	scaffold19.g1808.t1	PRW20870.1
OG0001520	scaffold19.g1815.t1	PRW20778.1
OG0001521	scaffold19.g1817.t1	PRW20961.1, PRW20963.1, PRW20962.1
OG0001522	scaffold19.g1826.t1, scaffold3.g6614.t1	PRW20925.1
OG0001523	scaffold19.g1854.t1	PRW57367.1
OG0001524	scaffold19.g1867.t1	PRW20794.1
OG0001525	scaffold18.g1883.t1	PRW05862.1
OG0001526	scaffold18.g1902.t1	PRW56998.1, PRW60154.1, PRW45183.1, PRW44894.1, PRW56675.1
OG0001527	scaffold18.g1913.t1	PRW05828.1, PRW05829.1
OG0001528	scaffold18.g1919.t1	PRW05852.1, PRW05750.1
OG0001529	scaffold18.g1932.t1	PRW56607.1
OG0001530	scaffold18.g1934.t1	PRW45503.1, PRW45504.1
OG0001531	scaffold18.g1948.t1	PRW56715.1, PRW56424.1
OG0001532	scaffold18.g1956.t1	PRW56526.1, PRW56527.1
OG0001533	scaffold18.g1964.t1	PRW56606.1
OG0001534	scaffold18.g1965.t1	PRW56433.1, PRW56434.1
OG0001535	scaffold3.g6263.t1, scaffold18.g1966.t1	PRW56740.1
OG0001536	scaffold18.g1968.t1	PRW56796.1
OG0001537	scaffold18.g1969.t1	PRW56489.1, PRW56490.1
OG0001538	scaffold18.g1975.t1	PRW05814.1, PRW05815.1
OG0001539	scaffold2.g7058.t1, scaffold18.g2005.t1	PRW60944.1
OG0001540	scaffold18.g2018.t1	PRW61562.1, PRW61563.1
OG0001541	scaffold18.g2019.t1	PRW56744.1
OG0001542	scaffold18.g2028.t1	PRW56575.1, PRW56594.1
OG0001543	scaffold18.g2039.t1	PRW56518.1, PRW56517.1
OG0001544	scaffold18.g2044.t1	PRW56689.1
OG0001545	scaffold18.g2059.t1	PRW56767.1, PRW44589.1
OG0001546	scaffold18.g2066.t1	PRW56771.1
OG0001547	scaffold21.g2097.t1	PRW57417.1
OG0001548	scaffold21.g2115.t1	PRW57186.1
OG0001549	scaffold21.g2121.t1	PRW57112.1
OG0001550	scaffold21.g2122.t1	PRW57227.1
OG0001551	scaffold21.g2128.t1	PRW57512.1
OG0001552	scaffold21.g2151.t1	PRW45645.1
OG0001554	scaffold21.g2164.t1, scaffold11.g3925.t1	PRW60423.1
OG0001555	scaffold21.g2169.t1, scaffold21.g2165.t1	PRW45740.1
OG0001556	scaffold21.g2168.t1	PRW45703.1, PRW45702.1
OG0001557	scaffold21.g2170.t1	PRW45532.1, PRW45533.1
OG0001558	scaffold21.g2180.t1	PRW45591.1
OG0001559	scaffold21.g2217.t1	PRW45348.1
OG0001560	scaffold10.g2231.t1	PRW05791.1
OG0001561	scaffold10.g2232.t1	PRW05770.1
OG0001562	scaffold1.g5656.t1, scaffold10.g2233.t1	PRW58468.1
OG0001563	scaffold10.g2234.t1	PRW05802.1
OG0001564	scaffold10.g2238.t1	PRW05751.1
OG0001565	scaffold10.g2241.t1	PRW05796.1, PRW05805.1
OG0001566	scaffold10.g2243.t1	PRW05774.1, PRW05775.1
OG0001567	scaffold10.g2259.t1	PRW39211.1, PRW39210.1
OG0001568	scaffold10.g2260.t1	PRW39149.1
OG0001569	scaffold4.g5024.t1, scaffold10.g2261.t1	PRW39392.1, PRW39393.1
OG0001570	scaffold10.g2262.t1	PRW39203.1, PRW39204.1
OG0001571	scaffold2.g7035.t1, scaffold10.g2289.t1	PRW61584.1
OG0001572	scaffold10.g2291.t1	PRW05755.1
OG0001573	scaffold10.g2294.t1	PRW39363.1, PRW39364.1
OG0001574	scaffold10.g2300.t1	PRW33164.1, PRW33165.1
OG0001575	scaffold10.g2312.t1	PRW39068.1, PRW39067.1
OG0001576	scaffold10.g2318.t1	PRW39099.1, PRW39098.1
OG0001577	scaffold10.g2323.t1	PRW39146.1
OG0001578	scaffold10.g2330.t1	PRW39296.1
OG0001579	scaffold10.g2331.t1	PRW39207.1
OG0001580	scaffold10.g2338.t1	PRW44577.1
OG0001581	scaffold10.g2344.t1, scaffold12.g8004.t1	PRW39297.1
OG0001582	scaffold10.g2354.t1, scaffold10.g2353.t1	PRW44482.1
OG0001583	scaffold10.g2362.t1	PRW51180.1
OG0001584	scaffold10.g2365.t1	PRW39255.1
OG0001585	scaffold10.g2366.t1	PRW39346.1, PRW39347.1
OG0001586	scaffold10.g2374.t1	PRW39318.1
OG0001587	scaffold10.g2375.t1	PRW39232.1, PRW39231.1
OG0001588	scaffold10.g2376.t1	PRW45550.1, PRW45551.1
OG0001589	scaffold10.g2379.t1	PRW33119.1
OG0001590	scaffold7.g3393.t1, scaffold10.g2390.t1	PRW34006.1
OG0001591	scaffold10.g2434.t1	PRW39351.1
OG0001592	scaffold10.g2446.t1	PRW39071.1, PRW39070.1, PRW39069.1
OG0001593	scaffold10.g2450.t1	PRW39274.1
OG0001594	scaffold10.g2469.t1	PRW39093.1
OG0001595	scaffold10.g2478.t1	PRW39385.1, PRW39386.1
OG0001596	scaffold1.g5830.t1, scaffold10.g2490.t1	PRW20965.1
OG0001597	scaffold10.g2494.t1	PRW21042.1
OG0001598	scaffold6.g2499.t1	PRW56984.1, PRW56985.1
OG0001599	scaffold6.g2502.t1, scaffold1.g5291.t1	PRW44394.1
OG0001600	scaffold6.g2503.t1	PRW61456.1, PRW61455.1
OG0001601	scaffold6.g2505.t1	PRW60932.1
OG0001602	scaffold6.g2513.t1	PRW57188.1
OG0001603	scaffold6.g2525.t1	PRW61557.1
OG0001604	scaffold43.g4488.t1, scaffold6.g2529.t1	PRW61594.1
OG0001605	scaffold1.g5393.t1, scaffold6.g2532.t1	PRW57379.1
OG0001606	scaffold6.g2536.t1	PRW61355.1, PRW61354.1
OG0001607	scaffold6.g2554.t1	PRW61621.1, PRW61620.1
OG0001608	scaffold6.g2566.t1	PRW44350.1
OG0001609	scaffold7.g3497.t1, scaffold6.g2568.t1	PRW44617.1
OG0001610	scaffold6.g2584.t1	PRW56853.1, PRW56854.1
OG0001611	scaffold6.g2588.t1	PRW56419.1
OG0001612	scaffold6.g2591.t1, scaffold4.g4996.t1	PRW56637.1
OG0001613	scaffold6.g2592.t1	PRW56768.1
OG0001614	scaffold6.g2604.t1	PRW56567.1
OG0001616	scaffold6.g2625.t1	PRW56067.1
OG0001617	scaffold6.g2629.t1	PRW44318.1, PRW57447.1
OG0001618	scaffold6.g2635.t1	PRW56189.1
OG0001619	scaffold6.g2636.t1	PRW05744.1, PRW56330.1
OG0001620	scaffold6.g2648.t1	PRW44336.1, PRW44337.1
OG0001621	scaffold25.g5089.t1, scaffold6.g2653.t1	PRW56037.1
OG0001622	scaffold6.g2668.t1	PRW55995.1
OG0001623	scaffold6.g2669.t1	PRW56047.1
OG0001624	scaffold6.g2708.t1	PRW55979.1, PRW55978.1
OG0001625	scaffold6.g2713.t1	PRW56250.1, PRW56251.1
OG0001627	scaffold6.g2719.t1, scaffold30.g4450.t1	PRW59336.1
OG0001628	scaffold6.g2741.t1	PRW56051.1
OG0001629	scaffold6.g2743.t1	PRW56310.1
OG0001630	scaffold6.g2755.t1	PRW56053.1
OG0001631	scaffold6.g2761.t1	PRW55885.1
OG0001632	scaffold6.g2769.t1	PRW50866.1, PRW50867.1
OG0001633	scaffold6.g2781.t1	PRW56150.1
OG0001634	scaffold6.g2788.t1	PRW59472.1
OG0001635	scaffold6.g2823.t1	PRW56245.1
OG0001636	scaffold6.g2836.t1	PRW55980.1
OG0001637	scaffold28.g7578.t1, scaffold6.g2844.t1	PRW33014.1
OG0001638	scaffold6.g2856.t1, scaffold12.g8183.t1	PRW44447.1
OG0001639	scaffold6.g2870.t1, scaffold1.g5806.t1	PRW61450.1
OG0001640	scaffold6.g2874.t1	PRW60609.1
OG0001641	scaffold6.g2878.t1	PRW56218.1
OG0001642	scaffold6.g2895.t1, scaffold12.g7914.t1	PRW55929.1
OG0001643	scaffold6.g2901.t1	PRW56286.1, PRW56287.1
OG0001644	scaffold6.g2903.t1	PRW58762.1
OG0001645	scaffold6.g2904.t1	PRW56052.1
OG0001646	scaffold6.g2916.t1	PRW56211.1
OG0001647	scaffold24.g2923.t1	PRW58076.1
OG0001648	scaffold24.g2959.t1	PRW33542.1, PRW33541.1
OG0001649	scaffold24.g2973.t1	PRW33598.1
OG0001651	scaffold9.g2994.t1	PRW60413.1
OG0001652	scaffold9.g2996.t1	PRW60865.1, PRW60866.1
OG0001653	scaffold9.g3004.t1	PRW60660.1
OG0001653	scaffold9.g3007.t1	PRW60659.1
OG0001654	scaffold9.g3021.t1	PRW56153.1
OG0001655	scaffold9.g3023.t1	PRW60699.1
OG0001656	scaffold9.g3033.t1	PRW60573.1, PRW60572.1
OG0001657	scaffold9.g3041.t1	PRW60396.1
OG0001658	scaffold9.g3099.t1, scaffold9.g3105.t1	PRW57444.1
OG0001660	scaffold4.g4925.t1, scaffold9.g3117.t1	PRW44501.1
OG0001662	scaffold9.g3127.t1	PRW60539.1
OG0001663	scaffold9.g3163.t1	PRW60302.1
OG0001664	scaffold9.g3167.t1	PRW60234.1
OG0001665	scaffold9.g3171.t1	PRW60240.1
OG0001666	scaffold9.g3179.t1	PRW60832.1
OG0001667	scaffold9.g3183.t1	PRW60371.1
OG0001668	scaffold9.g3188.t1	PRW60401.1
OG0001669	scaffold9.g3192.t1	PRW60377.1, PRW60367.1
OG0001670	scaffold9.g3202.t1, scaffold2.g7114.t1	PRW60343.1
OG0001671	scaffold9.g3203.t1, scaffold9.g3204.t1	PRW33693.1
OG0001673	scaffold9.g3222.t1	PRW60225.1
OG0001674	scaffold9.g3223.t1	PRW60715.1
OG0001675	scaffold9.g3227.t1	PRW60566.1
OG0001676	scaffold9.g3234.t1	PRW60619.1, PRW60620.1
OG0001677	scaffold9.g3235.t1	PRW60373.1
OG0001678	scaffold9.g3241.t1	PRW60447.1
OG0001679	scaffold9.g3244.t1	PRW60847.1
OG0001680	scaffold2.g6781.t1, scaffold9.g3249.t1	PRW45010.1
OG0001681	scaffold9.g3270.t1	PRW57320.1
OG0001682	scaffold9.g3288.t1	PRW60483.1, PRW60383.1
OG0001684	scaffold26.g3368.t1	PRW61517.1, PRW61518.1
OG0001685	scaffold7.g3376.t1	PRW33833.1, PRW33834.1
OG0001686	scaffold7.g3383.t1, scaffold4.g4977.t1	PRW33792.1
OG0001687	scaffold7.g3384.t1	PRW33866.1
OG0001688	scaffold7.g3389.t1	PRW34037.1
OG0001689	scaffold7.g3397.t1	PRW34061.1
OG0001690	scaffold7.g3422.t1	PRW57662.1, PRW57661.1
OG0001691	scaffold7.g3424.t1	PRW57653.1, PRW57654.1
OG0001692	scaffold7.g3429.t1	PRW57974.1
OG0001693	scaffold7.g3441.t1	PRW33764.1, PRW33803.1
OG0001694	scaffold7.g3442.t1	PRW33988.1
OG0001695	scaffold28.g7576.t1	PRW45165.1
OG0001695	scaffold7.g3448.t1	PRW60810.1
OG0001696	scaffold7.g3464.t1	PRW34102.1
OG0001697	scaffold7.g3465.t1	PRW33851.1, PRW33852.1
OG0001699	scaffold7.g3482.t1, scaffold7.g3481.t1	PRW61004.1
OG0001700	scaffold7.g3484.t1	PRW34040.1, PRW34039.1
OG0001701	scaffold7.g3492.t1	PRW57802.1
OG0001702	scaffold7.g3505.t1	PRW33830.1
OG0001703	scaffold7.g3507.t1	PRW33953.1, PRW33952.1
OG0001704	scaffold7.g3515.t1, scaffold15.g4346.t1	PRW34071.1
OG0001705	scaffold7.g3526.t1	PRW34001.1
OG0001706	scaffold7.g3531.t1	PRW33884.1, PRW33885.1
OG0001707	scaffold7.g3549.t1	PRW58016.1
OG0001708	scaffold7.g3558.t1	PRW58071.1
OG0001709	scaffold7.g3561.t1	PRW57840.1
OG0001710	scaffold7.g3572.t1	PRW33844.1
OG0001711	scaffold7.g3576.t1	PRW58001.1, PRW58002.1
OG0001712	scaffold7.g3595.t1	PRW57977.1, PRW57976.1
OG0001713	scaffold7.g3603.t1	PRW57991.1, PRW57990.1
OG0001714	scaffold4.g4772.t1, scaffold7.g3614.t1	PRW44317.1
OG0001715	scaffold7.g3625.t1	PRW57800.1
OG0001716	scaffold7.g3649.t1	PRW58041.1
OG0001717	scaffold7.g3657.t1	PRW57873.1
OG0001718	scaffold7.g3669.t1	PRW33832.1
OG0001719	scaffold7.g3671.t1	PRW57763.1
OG0001720	scaffold7.g3672.t1	PRW57596.1
OG0001721	scaffold7.g3712.t1	PRW33985.1
OG0001722	scaffold7.g3715.t1	PRW57585.1, PRW57586.1
OG0001723	scaffold7.g3723.t1	PRW57632.1, PRW57631.1
OG0001724	scaffold7.g3729.t1	PRW57629.1
OG0001725	scaffold7.g3730.t1, scaffold7.g3734.t1	PRW44328.1, PRW33842.1
OG0001726	scaffold7.g3742.t1	PRW56185.1
OG0001727	scaffold7.g3744.t1	PRW57734.1
OG0001728	scaffold7.g3748.t1	PRW57833.1
OG0001729	scaffold7.g3753.t1	PRW20649.1, PRW20648.1
OG0001730	scaffold12.g8037.t1, scaffold32.g3805.t1	PRW57769.1
OG0001731	scaffold32.g3827.t1, scaffold1.g5889.t1	PRW20647.1
OG0001732	scaffold11.g3834.t1	PRW60332.1, PRW60331.1
OG0001733	scaffold11.g3843.t1	PRW60309.1
OG0001734	scaffold11.g3844.t1	PRW60523.1, PRW60521.1, PRW60522.1
OG0001735	scaffold11.g3850.t1	PRW60538.1, PRW60537.1
OG0001736	scaffold11.g3851.t1	PRW60655.1, PRW60654.1
OG0001737	scaffold11.g3855.t1, scaffold1.g5207.t1, scaffold11.g3856.t1	PRW58517.1
OG0001738	scaffold11.g3866.t1	PRW60838.1
OG0001739	scaffold11.g3870.t1, scaffold43.g4492.t1	PRW60735.1
OG0001740	scaffold11.g3875.t1	PRW60494.1
OG0001741	scaffold11.g3896.t1	PRW60259.1
OG0001742	scaffold11.g3901.t1	PRW33258.1, PRW61308.1, PRW61307.1
OG0001743	scaffold11.g3915.t1	PRW60480.1
OG0001744	scaffold11.g3918.t1	PRW60701.1
OG0001745	scaffold11.g3919.t1	PRW60804.1
OG0001746	scaffold11.g3921.t1	PRW60514.1, PRW60460.1
OG0001747	scaffold11.g3931.t1	PRW60504.1
OG0001748	scaffold11.g3938.t1	PRW50877.1, PRW20969.1
OG0001749	scaffold11.g3942.t1	PRW60308.1, PRW60307.1
OG0001750	scaffold11.g3957.t1	PRW60392.1
OG0001751	scaffold11.g3960.t1	PRW60797.1
OG0001752	scaffold11.g3972.t1	PRW60818.1, PRW60817.1
OG0001753	scaffold11.g3982.t1	PRW60811.1
OG0001754	scaffold11.g3991.t1	PRW60300.1, PRW60301.1
OG0001755	scaffold11.g3992.t1	PRW60516.1, PRW60517.1
OG0001756	scaffold11.g3995.t1	PRW60421.1
OG0001757	scaffold11.g4001.t1	PRW60439.1, PRW60438.1
OG0001758	scaffold11.g4003.t1	PRW60236.1, PRW60237.1
OG0001759	scaffold11.g4010.t1	PRW60828.1
OG0001760	scaffold11.g4023.t1	PRW20765.1
OG0001761	scaffold3.g6475.t1, scaffold11.g4033.t1	PRW59468.1
OG0001762	scaffold11.g4045.t1	PRW20894.1
OG0001763	scaffold11.g4051.t1	PRW60885.1
OG0001764	scaffold11.g4059.t1	PRW39072.1
OG0001765	scaffold23.g4087.t1	PRW20651.1
OG0001767	scaffold3.g6595.t1, scaffold23.g4125.t1	PRW59844.1
OG0001768	scaffold23.g4134.t1, scaffold3.g6633.t1	PRW59731.1
OG0001769	scaffold23.g4156.t1	PRW45177.1
OG0001770	scaffold23.g4165.t1	PRW60599.1, PRW60389.1
OG0001771	scaffold23.g4170.t1	PRW58991.1
OG0001772	scaffold23.g4190.t1, scaffold23.g4172.t1	PRW45238.1
OG0001773	scaffold23.g4180.t1	PRW45147.1
OG0001774	scaffold23.g4195.t1	PRW44922.1, PRW44923.1
OG0001775	scaffold15.g4200.t1, scaffold1.g5823.t1	PRW21108.1
OG0001776	scaffold15.g4203.t1	PRW59606.1
OG0001778	scaffold15.g4214.t1	PRW44970.1, PRW44969.1
OG0001779	scaffold15.g4228.t1	PRW58489.1
OG0001780	scaffold15.g4234.t1	PRW45175.1, PRW45174.1
OG0001781	scaffold15.g4236.t1	PRW45257.1
OG0001782	scaffold3.g6357.t1, scaffold15.g4246.t1	PRW59571.1
OG0001783	scaffold15.g4280.t1	PRW45193.1
OG0001784	scaffold15.g4287.t1	PRW45169.1
OG0001785	scaffold15.g4294.t1	PRW18387.1
OG0001786	scaffold15.g4321.t1, scaffold4.g4594.t1	PRW44938.1
OG0001787	scaffold1.g5665.t1	PRW45041.1
OG0001787	scaffold15.g4322.t1	PRW45132.1
OG0001788	scaffold42.g4466.t1, scaffold15.g4324.t1	PRW45074.1
OG0001789	scaffold15.g4335.t1	PRW20349.1, PRW21123.1
OG0001790	scaffold15.g4349.t1	PRW21090.1
OG0001791	scaffold15.g4361.t1, scaffold15.g4363.t1, scaffold15.g4362.t1	PRW56930.1
OG0001792	scaffold15.g4365.t1	PRW20967.1, PRW20968.1
OG0001793	scaffold15.g4367.t1	PRW20981.1
OG0001794	scaffold3.g6268.t1, scaffold37.g4376.t1	PRW59520.1
OG0001795	scaffold37.g4382.t1, scaffold22.g6050.t1	PRW56443.1
OG0001796	scaffold1.g5550.t1, scaffold37.g4385.t1	PRW32576.1
OG0001797	scaffold22.g6129.t1, scaffold39.g4410.t1	PRW56792.1
OG0001798	scaffold30.g4434.t1	PRW20906.1
OG0001799	scaffold30.g4436.t1	PRW58943.1, PRW58944.1
OG0001800	scaffold30.g4443.t1	PRW59385.1, PRW59384.1
OG0001801	scaffold30.g4448.t1	PRW59160.1
OG0001802	scaffold30.g4464.t1	PRW58810.1
OG0001803	scaffold42.g4473.t1, scaffold1.g5454.t1	PRW58479.1
OG0001804	scaffold34.g4505.t1	PRW21059.1
OG0001805	scaffold34.g4508.t1	PRW21094.1
OG0001806	scaffold34.g4517.t1	PRW20987.1
OG0001807	scaffold2.g6853.t1, scaffold53.g4533.t1	PRW44367.1
OG0001808	scaffold1.g5283.t1, scaffold56.g4544.t1	PRW58257.1
OG0001809	scaffold1.g5723.t1, scaffold67.g4557.t1	PRW32582.1
OG0001810	scaffold2.g7481.t1, scaffold86.g4563.t1	PRW57213.1
OG0001811	scaffold108.g4566.t1	PRW33517.1
OG0001812	scaffold4.g4570.t1	PRW59429.1
OG0001813	scaffold4.g4573.t1	PRW59145.1
OG0001814	scaffold4.g4582.t1	PRW59370.1
OG0001815	scaffold4.g4588.t1, scaffold1.g5838.t1	PRW44297.1
OG0001816	scaffold4.g4597.t1	PRW59263.1
OG0001817	scaffold4.g4605.t1	PRW58953.1
OG0001818	scaffold4.g4617.t1	PRW59051.1, PRW59016.1
OG0001819	scaffold4.g4618.t1	PRW59095.1, PRW59096.1
OG0001820	scaffold4.g4632.t1	PRW57330.1
OG0001821	scaffold4.g4642.t1	PRW59326.1
OG0001822	scaffold4.g4663.t1	PRW58804.1, PRW58803.1
OG0001823	scaffold4.g4675.t1	PRW20866.1, PRW56029.1
OG0001824	scaffold4.g4690.t1	PRW59211.1
OG0001825	scaffold4.g4696.t1	PRW59082.1
OG0001826	scaffold4.g4707.t1	PRW58968.1
OG0001827	scaffold4.g4714.t1, scaffold1.g5509.t1	PRW58406.1
OG0001828	scaffold4.g4717.t1	PRW59199.1
OG0001829	scaffold4.g4720.t1, scaffold4.g4721.t1	PRW59110.1
OG0001830	scaffold4.g4726.t1	PRW59154.1
OG0001831	scaffold4.g4730.t1	PRW33515.1
OG0001832	scaffold4.g4736.t1	PRW59092.1
OG0001833	scaffold4.g4738.t1	PRW59205.1
OG0001834	scaffold4.g4750.t1	PRW59113.1, PRW59112.1
OG0001836	scaffold4.g4767.t1	PRW58817.1
OG0001837	scaffold4.g4768.t1	PRW59419.1, PRW51163.1
OG0001838	scaffold4.g4779.t1	PRW56602.1, PRW59203.1
OG0001839	scaffold4.g4785.t1	PRW58917.1
OG0001840	scaffold4.g4810.t1	PRW58959.1
OG0001841	scaffold4.g4836.t1	PRW57200.1, PRW57087.1
OG0001842	scaffold4.g4857.t1	PRW58408.1
OG0001843	scaffold4.g4885.t1	PRW44272.1
OG0001844	scaffold4.g4893.t1	PRW44456.1
OG0001845	scaffold4.g4902.t1	PRW44239.1
OG0001846	scaffold4.g4906.t1	PRW44415.1
OG0001847	scaffold4.g4913.t1	PRW44413.1
OG0001848	scaffold4.g4915.t1	PRW44476.1, PRW44477.1
OG0001849	scaffold4.g4929.t1	PRW44435.1
OG0001850	scaffold4.g4951.t1	PRW44561.1
OG0001851	scaffold4.g4955.t1	PRW44530.1, PRW44531.1
OG0001852	scaffold4.g4961.t1	PRW44479.1
OG0001853	scaffold4.g4965.t1	PRW57887.1, PRW57888.1
OG0001854	scaffold4.g4975.t1	PRW44605.1
OG0001855	scaffold4.g4991.t1	PRW57456.1
OG0001856	scaffold4.g4993.t1	PRW44522.1
OG0001857	scaffold4.g4998.t1	PRW44332.1, PRW44331.1
OG0001858	scaffold3.g6338.t1, scaffold4.g5022.t1	PRW59752.1
OG0001859	scaffold4.g5044.t1	PRW45648.1
OG0001860	scaffold4.g5046.t1	PRW45407.1, PRW45408.1
OG0001861	scaffold4.g5055.t1	PRW61244.1, PRW61243.1
OG0001862	scaffold112.g5059.t1	PRW59711.1
OG0001863	scaffold36.g5062.t1	PRW58587.1, PRW58588.1
OG0001864	scaffold25.g5094.t1	PRW45094.1
OG0001865	scaffold20.g7763.t1, scaffold25.g5110.t1	PRW57206.1
OG0001866	scaffold3.g6542.t1, scaffold25.g5125.t1	PRW51079.1
OG0001867	scaffold25.g5135.t1	PRW20693.1, PRW20687.1
OG0001868	scaffold40.g5150.t1	PRW61222.1
OG0001869	scaffold40.g5155.t1	PRW39279.1, PRW39278.1
OG0001870	scaffold40.g5159.t1, scaffold1.g5797.t1	PRW33295.1
OG0001871	scaffold1.g5209.t1	PRW58285.1
OG0001872	scaffold1.g5213.t1	PRW58702.1, PRW58703.1
OG0001873	scaffold1.g5236.t1	PRW58450.1, PRW58449.1
OG0001874	scaffold1.g5243.t1	PRW58224.1
OG0001875	scaffold1.g5246.t1	PRW58541.1, PRW58542.1
OG0001876	scaffold1.g5265.t1	PRW58427.1
OG0001877	scaffold1.g5271.t1	PRW58719.1, PRW58718.1
OG0001878	scaffold1.g5281.t1, scaffold2.g7345.t1	PRW20285.1
OG0001879	scaffold1.g5317.t1	PRW56461.1, PRW56649.1
OG0001880	scaffold1.g5337.t1	PRW58252.1, PRW58251.1
OG0001881	scaffold1.g5338.t1	PRW58395.1
OG0001882	scaffold1.g5354.t1	PRW58366.1, PRW58365.1
OG0001883	scaffold1.g5356.t1	PRW58496.1
OG0001884	scaffold1.g5362.t1	PRW58504.1
OG0001885	scaffold1.g5378.t1	PRW58258.1
OG0001886	scaffold1.g5389.t1	PRW58549.1
OG0001887	scaffold1.g5395.t1	PRW58397.1
OG0001888	scaffold1.g5403.t1	PRW61315.1
OG0001890	scaffold1.g5433.t1	PRW58405.1
OG0001891	scaffold1.g5434.t1	PRW58200.1, PRW58199.1
OG0001892	scaffold1.g5437.t1	PRW33214.1, PRW33213.1
OG0001893	scaffold1.g5459.t1	PRW60152.1, PRW58268.1
OG0001894	scaffold1.g5469.t1	PRW58168.1
OG0001895	scaffold1.g5483.t1, scaffold1.g5484.t1	PRW58297.1, PRW60016.1
OG0001896	scaffold1.g5502.t1	PRW58441.1
OG0001897	scaffold1.g5505.t1	PRW56530.1
OG0001898	scaffold1.g5510.t1	PRW61623.1
OG0001899	scaffold1.g5532.t1	PRW20719.1
OG0001900	scaffold1.g5542.t1	PRW58673.1
OG0001901	scaffold1.g5547.t1	PRW58163.1, PRW58162.1
OG0001902	scaffold1.g5548.t1	PRW33508.1, PRW33613.1, PRW39369.1
OG0001903	scaffold1.g5552.t1	PRW32580.1, PRW32579.1
OG0001904	scaffold1.g5556.t1	PRW45337.1
OG0001905	scaffold1.g5562.t1	PRW58647.1
OG0001906	scaffold1.g5565.t1	PRW44556.1
OG0001907	scaffold1.g5571.t1	PRW58178.1
OG0001908	scaffold1.g5572.t1	PRW59475.1
OG0001909	scaffold1.g5626.t1	PRW58121.1, PRW58122.1
OG0001910	scaffold1.g5637.t1	PRW58625.1, PRW58626.1
OG0001911	scaffold1.g5639.t1	PRW58826.1
OG0001912	scaffold1.g5640.t1	PRW58454.1
OG0001913	scaffold1.g5649.t1	PRW58276.1
OG0001914	scaffold1.g5661.t1	PRW58658.1
OG0001915	scaffold1.g5691.t1, scaffold1.g5700.t1	PRW59183.1
OG0001916	scaffold1.g5695.t1	PRW32607.1, PRW57999.1
OG0001917	scaffold1.g5701.t1	PRW32679.1
OG0001918	scaffold1.g5711.t1	PRW58270.1
OG0001919	scaffold1.g5715.t1	PRW32640.1
OG0001920	scaffold1.g5720.t1	PRW32634.1
OG0001921	scaffold1.g5737.t1	PRW57719.1, PRW58089.1, PRW32688.1
OG0001922	scaffold1.g5741.t1	PRW32673.1
OG0001923	scaffold1.g5749.t1	PRW20919.1
OG0001924	scaffold1.g5756.t1	PRW58359.1
OG0001925	scaffold1.g5760.t1	PRW32500.1
OG0001926	scaffold1.g5783.t1, scaffold1.g5784.t1	PRW57664.1
OG0001927	scaffold1.g5796.t1, scaffold1.g5803.t1	PRW61162.1
OG0001928	scaffold1.g5800.t1	PRW32484.1
OG0001929	scaffold1.g5804.t1	PRW32512.1, PRW32513.1
OG0001930	scaffold1.g5816.t1	PRW58440.1
OG0001932	scaffold1.g5832.t1	PRW32520.1
OG0001933	scaffold27.g5973.t1, scaffold1.g5836.t1	PRW61195.1
