Orthogroup	a99_genome_proteins	c_variabilis_genome_proteins
OG0001407	scaffold5.g801.t1	XP_005849688.1
OG0001408	scaffold5.g809.t1	XP_005851698.1
OG0001409	scaffold9.g3043.t1, scaffold1.g5779.t1, scaffold5.g813.t1	XP_005851986.1
OG0001410	scaffold5.g821.t1	XP_005849942.1
OG0001411	scaffold5.g822.t1	XP_005849594.1
OG0001412	scaffold5.g828.t1	XP_005849598.1
OG0001413	scaffold5.g829.t1	XP_005849859.1
OG0001414	scaffold9.g3178.t1, scaffold5.g832.t1	XP_005849849.1
OG0001415	scaffold5.g835.t1	XP_005849845.1, XP_005843631.1
OG0001417	scaffold5.g847.t1	XP_005849842.1
OG0001418	scaffold5.g853.t1	XP_005849878.1
OG0001419	scaffold5.g887.t1	XP_005849914.1
OG0001420	scaffold5.g896.t1	XP_005849871.1
OG0001421	scaffold6.g2871.t1, scaffold5.g899.t1	XP_005850649.1
OG0001422	scaffold5.g901.t1	XP_005849919.1
OG0001423	scaffold5.g903.t1	XP_005849920.1
OG0001424	scaffold5.g904.t1, scaffold2.g7067.t1	XP_005847624.1
OG0001425	scaffold5.g918.t1	XP_005849602.1
OG0001426	scaffold5.g919.t1, scaffold31.g3801.t1	XP_005849861.1
OG0001427	scaffold5.g920.t1	XP_005843281.1
OG0001428	scaffold5.g940.t1, scaffold20.g7707.t1	XP_005847102.1
OG0001429	scaffold5.g969.t1	XP_005849840.1
OG0001430	scaffold5.g973.t1	XP_005849554.1
OG0001431	scaffold5.g984.t1	XP_005849812.1
OG0001433	scaffold5.g996.t1	XP_005844869.1
OG0001434	scaffold5.g1003.t1	XP_005849809.1
OG0001435	scaffold5.g1009.t1	XP_005847274.1
OG0001436	scaffold14.g1023.t1	XP_005848992.1
OG0001437	scaffold14.g1025.t1	XP_005848997.1
OG0001438	scaffold14.g1032.t1	XP_005847822.1
OG0001439	scaffold14.g1034.t1	XP_005848794.1
OG0001440	scaffold6.g2551.t1, scaffold4.g4981.t1, scaffold14.g1048.t1, scaffold4.g4983.t1	XP_005845773.1
OG0001441	scaffold14.g1052.t1	XP_005849005.1, XP_005849004.1
OG0001442	scaffold14.g1061.t1	XP_005848757.1
OG0001443	scaffold14.g1081.t1	XP_005848960.1
OG0001444	scaffold14.g1096.t1	XP_005845382.1
OG0001445	scaffold14.g1104.t1	XP_005848956.1
OG0001446	scaffold14.g1108.t1	XP_005848951.1
OG0001447	scaffold14.g1110.t1	XP_005848950.1
OG0001448	scaffold14.g1119.t1, scaffold12.g8067.t1	XP_005850442.1
OG0001449	scaffold14.g1129.t1	XP_005848718.1
OG0001450	scaffold42.g4476.t1, scaffold14.g1135.t1	XP_005845230.1
OG0001451	scaffold14.g1147.t1	XP_005848714.1
OG0001452	scaffold14.g1154.t1	XP_005848721.1
OG0001453	scaffold14.g1156.t1, scaffold43.g4490.t1	XP_005848725.1
OG0001454	scaffold32.g3807.t1	XP_005848724.1
OG0001455	scaffold14.g1164.t1	XP_005848731.1
OG0001456	scaffold14.g1170.t1	XP_005851209.1, XP_005848944.1
OG0001459	scaffold14.g1190.t1	XP_005848870.1
OG0001460	scaffold14.g1200.t1	XP_005848949.1
OG0001461	scaffold14.g1202.t1	XP_005848695.1
OG0001462	scaffold14.g1222.t1	XP_005851288.1, XP_005851289.1
OG0001463	scaffold14.g1223.t1	XP_005848890.1
OG0001464	scaffold14.g1233.t1	XP_005848666.1
OG0001465	scaffold14.g1251.t1	XP_005848917.1
OG0001466	scaffold14.g1252.t1	XP_005848918.1
OG0001467	scaffold14.g1269.t1	XP_005852171.1
OG0001468	scaffold14.g1274.t1	XP_005848850.1
OG0001469	scaffold14.g1287.t1	XP_005848853.1
OG0001470	scaffold14.g1292.t1	XP_005848841.1
OG0001471	scaffold14.g1293.t1, scaffold14.g1327.t1	XP_005848843.1, XP_005848635.1
OG0001472	scaffold14.g1298.t1	XP_005847404.1, XP_005850165.1
OG0001473	scaffold14.g1306.t1	XP_005845888.1
OG0001474	scaffold14.g1309.t1	XP_005848855.1
OG0001475	scaffold14.g1311.t1	XP_005848844.1
OG0001476	scaffold14.g1314.t1	XP_005848814.1
OG0001477	scaffold14.g1320.t1	XP_005848645.1
OG0001478	scaffold14.g1342.t1	XP_005843202.1
OG0001479	scaffold8.g1354.t1	XP_005850590.1
OG0001480	scaffold8.g1378.t1	XP_005850893.1, XP_005842601.1
OG0001481	scaffold8.g1391.t1	XP_005850593.1, XP_005846513.1
OG0001482	scaffold8.g1408.t1	XP_005850854.1
OG0001483	scaffold8.g1411.t1	XP_005850629.1
OG0001484	scaffold8.g1424.t1	XP_005850881.1
OG0001485	scaffold8.g1426.t1, scaffold8.g1428.t1	XP_005850597.1
OG0001486	scaffold8.g1437.t1, scaffold6.g2705.t1	XP_005850887.1
OG0001487	scaffold8.g1464.t1	XP_005850847.1
OG0001488	scaffold8.g1473.t1	XP_005850535.1
OG0001489	scaffold8.g1478.t1	XP_005850530.1, XP_005843245.1
OG0001490	scaffold8.g1481.t1	XP_005850822.1, XP_005850823.1
OG0001491	scaffold8.g1488.t1	XP_005850518.1
OG0001492	scaffold26.g3316.t1, scaffold8.g1516.t1	XP_005850808.1
OG0001493	scaffold8.g1520.t1	XP_005850505.1
OG0001494	scaffold8.g1549.t1	XP_005850782.1
OG0001495	scaffold8.g1551.t1	XP_005846557.1
OG0001496	scaffold1.g5764.t1, scaffold8.g1580.t1	XP_005851334.1
OG0001497	scaffold8.g1582.t1	XP_005848838.1
OG0001498	scaffold8.g1588.t1	XP_005843934.1
OG0001499	scaffold8.g1590.t1	XP_005843137.1
OG0001500	scaffold8.g1603.t1	XP_005843959.1
OG0001501	scaffold8.g1608.t1, scaffold8.g1605.t1	XP_005843916.1
OG0001502	scaffold8.g1613.t1	XP_005843945.1
OG0001503	scaffold24.g2921.t1, scaffold8.g1619.t1	XP_005845792.1
OG0001504	scaffold8.g1620.t1	XP_005843960.1
OG0001505	scaffold8.g1628.t1	XP_005842656.1, XP_005843943.1
OG0001506	scaffold8.g1645.t1, scaffold8.g1657.t1, scaffold8.g1636.t1, scaffold8.g1723.t1	XP_005847355.1
OG0001507	scaffold8.g1655.t1	XP_005843958.1
OG0001508	scaffold8.g1659.t1	XP_005843351.1
OG0001509	scaffold8.g1678.t1	XP_005850385.1
OG0001510	scaffold8.g1697.t1	XP_005843948.1
OG0001511	scaffold8.g1701.t1	XP_005846800.1
OG0001512	scaffold19.g1743.t1	XP_005846579.1
OG0001512	scaffold6.g2721.t1	XP_005848194.1
OG0001513	scaffold19.g1760.t1	XP_005848196.1
OG0001514	scaffold19.g1762.t1	XP_005848098.1
OG0001515	scaffold19.g1777.t1	XP_005848106.1
OG0001516	scaffold19.g1779.t1	XP_005848018.1
OG0001517	scaffold19.g1786.t1	XP_005848096.1, XP_005842699.1
OG0001518	scaffold19.g1787.t1	XP_005844439.1
OG0001519	scaffold19.g1808.t1	XP_005848140.1
OG0001521	scaffold19.g1817.t1	XP_005847982.1
OG0001522	scaffold19.g1826.t1, scaffold3.g6614.t1	XP_005847963.1
OG0001523	scaffold19.g1854.t1	XP_005844010.1, XP_005848089.1
OG0001524	scaffold19.g1867.t1	XP_005848010.1
OG0001525	scaffold18.g1883.t1	XP_005850213.1
OG0001527	scaffold18.g1913.t1	XP_005850223.1
OG0001528	scaffold18.g1919.t1	XP_005850208.1
OG0001529	scaffold18.g1932.t1	XP_005850321.1
OG0001530	scaffold18.g1934.t1	XP_005845210.1
OG0001531	scaffold18.g1948.t1	XP_005850062.1
OG0001532	scaffold18.g1956.t1	XP_005850075.1
OG0001533	scaffold18.g1964.t1	XP_005850349.1
OG0001534	scaffold18.g1965.t1	XP_005850105.1
OG0001535	scaffold3.g6263.t1, scaffold18.g1966.t1	XP_005850106.1
OG0001536	scaffold18.g1968.t1	XP_005850096.1
OG0001537	scaffold18.g1969.t1	XP_005850093.1
OG0001538	scaffold18.g1975.t1	XP_005847363.1
OG0001539	scaffold2.g7058.t1, scaffold18.g2005.t1	XP_005845621.1
OG0001540	scaffold18.g2018.t1	XP_005843626.1
OG0001541	scaffold18.g2019.t1	XP_005850130.1, XP_005850131.1
OG0001542	scaffold18.g2028.t1	XP_005850136.1
OG0001543	scaffold18.g2039.t1	XP_005850071.1
OG0001544	scaffold18.g2044.t1	XP_005850384.1
OG0001545	scaffold18.g2059.t1	XP_005850272.1
OG0001546	scaffold18.g2066.t1	XP_005850311.1
OG0001547	scaffold21.g2097.t1	XP_005846885.1
OG0001548	scaffold21.g2115.t1	XP_005847191.1
OG0001549	scaffold21.g2121.t1	XP_005847197.1
OG0001550	scaffold21.g2122.t1	XP_005847199.1
OG0001551	scaffold21.g2128.t1	XP_005847125.1
OG0001552	scaffold21.g2151.t1	XP_005845163.1
OG0001553	scaffold21.g2161.t1	XP_005845762.1, XP_005846826.1, XP_005846617.1
OG0001554	scaffold21.g2164.t1, scaffold11.g3925.t1	XP_005852169.1
OG0001555	scaffold21.g2169.t1, scaffold21.g2165.t1	XP_005845236.1
OG0001556	scaffold21.g2168.t1	XP_005845120.1
OG0001557	scaffold21.g2170.t1	XP_005845121.1
OG0001558	scaffold21.g2180.t1	XP_005846696.1
OG0001559	scaffold21.g2217.t1	XP_005845030.1
OG0001560	scaffold10.g2231.t1	XP_005845942.1
OG0001561	scaffold10.g2232.t1	XP_005846081.1
OG0001562	scaffold10.g2233.t1	XP_005851258.1
OG0001564	scaffold10.g2238.t1	XP_005846088.1
OG0001565	scaffold10.g2241.t1	XP_005845951.1
OG0001566	scaffold10.g2243.t1	XP_005846076.1
OG0001567	scaffold10.g2259.t1	XP_005846042.1
OG0001568	scaffold10.g2260.t1	XP_005846176.1
OG0001569	scaffold10.g2261.t1	XP_005846044.1
OG0001570	scaffold10.g2262.t1	XP_005846041.1
OG0001571	scaffold2.g7035.t1, scaffold10.g2289.t1	XP_005845598.1
OG0001572	scaffold10.g2291.t1	XP_005846092.1, XP_005843529.1
OG0001573	scaffold10.g2294.t1	XP_005845975.1
OG0001574	scaffold10.g2300.t1	XP_005844949.1
OG0001575	scaffold10.g2312.t1	XP_005846110.1
OG0001576	scaffold10.g2318.t1	XP_005846139.1
OG0001577	scaffold10.g2323.t1	XP_005846135.1
OG0001578	scaffold10.g2330.t1	XP_005844856.1
OG0001579	scaffold10.g2331.t1	XP_005846025.1
OG0001580	scaffold10.g2338.t1	XP_005845833.1, XP_005845832.1
OG0001581	scaffold10.g2344.t1, scaffold12.g8004.t1	XP_005846026.1
OG0001582	scaffold10.g2354.t1, scaffold10.g2353.t1	XP_005845661.1
OG0001583	scaffold10.g2362.t1	XP_005844940.1, XP_005848609.1
OG0001584	scaffold10.g2365.t1	XP_005846147.1
OG0001585	scaffold10.g2366.t1	XP_005846023.1
OG0001586	scaffold10.g2374.t1	XP_005846013.1
OG0001587	scaffold10.g2375.t1	XP_005846141.1
OG0001588	scaffold10.g2376.t1	XP_005852012.1
OG0001589	scaffold10.g2379.t1	XP_005846172.1
OG0001590	scaffold7.g3393.t1, scaffold10.g2390.t1	XP_005849033.1
OG0001591	scaffold10.g2434.t1	XP_005845005.1
OG0001593	scaffold10.g2450.t1	XP_005845019.1
OG0001594	scaffold10.g2469.t1	XP_005846212.1
OG0001595	scaffold10.g2478.t1	XP_005844925.1
OG0001596	scaffold1.g5830.t1, scaffold10.g2490.t1	XP_005844725.1
OG0001597	scaffold10.g2494.t1	XP_005844747.1
OG0001598	scaffold6.g2499.t1	XP_005846868.1
OG0001599	scaffold6.g2502.t1, scaffold1.g5291.t1	XP_005847406.1
OG0001600	scaffold6.g2503.t1	XP_005843609.1
OG0001601	scaffold6.g2505.t1	XP_005843542.1, XP_005842584.1
OG0001602	scaffold6.g2513.t1	XP_005846849.1
OG0001603	scaffold6.g2525.t1	XP_005843613.1, XP_005850013.1
OG0001604	scaffold43.g4488.t1, scaffold6.g2529.t1	XP_005845642.1
OG0001605	scaffold1.g5393.t1	XP_005844694.1
OG0001605	scaffold6.g2532.t1	XP_005846845.1
OG0001606	scaffold6.g2536.t1	XP_005843554.1
OG0001607	scaffold6.g2554.t1	XP_005843569.1
OG0001608	scaffold6.g2566.t1	XP_005847370.1
OG0001609	scaffold7.g3497.t1, scaffold6.g2568.t1	XP_005847369.1
OG0001610	scaffold6.g2584.t1	XP_005850154.1
OG0001611	scaffold6.g2588.t1	XP_005850143.1
OG0001612	scaffold6.g2591.t1, scaffold4.g4996.t1	XP_005850400.1
OG0001613	scaffold6.g2592.t1	XP_005850146.1
OG0001614	scaffold6.g2604.t1	XP_005842545.1, XP_005842638.1
OG0001616	scaffold6.g2625.t1	XP_005850859.1, XP_005846537.1
OG0001617	scaffold6.g2629.t1	XP_005847088.1
OG0001618	scaffold6.g2635.t1	XP_005850563.1
OG0001619	scaffold6.g2636.t1	XP_005850856.1
OG0001620	scaffold6.g2648.t1	XP_005847263.1
OG0001621	scaffold25.g5089.t1, scaffold6.g2653.t1	XP_005850653.1
OG0001622	scaffold6.g2668.t1	XP_005850924.1
OG0001623	scaffold6.g2669.t1	XP_005850973.1
OG0001624	scaffold6.g2708.t1	XP_005851000.1
OG0001625	scaffold6.g2713.t1	XP_005851025.1
OG0001626	scaffold6.g2718.t1	XP_005846701.1, XP_005850278.1, XP_005851073.1
OG0001627	scaffold6.g2719.t1, scaffold30.g4450.t1	XP_005846667.1
OG0001628	scaffold6.g2741.t1	XP_005850950.1
OG0001629	scaffold6.g2743.t1	XP_005850951.1
OG0001630	scaffold6.g2755.t1	XP_005852271.1
OG0001631	scaffold6.g2761.t1	XP_005850675.1
OG0001632	scaffold6.g2769.t1	XP_005850019.1, XP_005850948.1
OG0001633	scaffold6.g2781.t1	XP_005850628.1
OG0001634	scaffold6.g2788.t1	XP_005846209.1, XP_005845955.1
OG0001635	scaffold6.g2823.t1	XP_005850695.1
OG0001636	scaffold6.g2836.t1	XP_005851618.1
OG0001637	scaffold28.g7578.t1, scaffold6.g2844.t1	XP_005843410.1
OG0001638	scaffold6.g2856.t1	XP_005847382.1
OG0001639	scaffold6.g2870.t1	XP_005844800.1
OG0001640	scaffold6.g2874.t1	XP_005845920.1
OG0001641	scaffold6.g2878.t1	XP_005850909.1
OG0001642	scaffold6.g2895.t1, scaffold12.g7914.t1	XP_005850749.1
OG0001643	scaffold6.g2901.t1	XP_005851036.1
OG0001644	scaffold6.g2903.t1	XP_005849866.1, XP_005842749.1
OG0001645	scaffold6.g2904.t1	XP_005851043.1
OG0001646	scaffold6.g2916.t1	XP_005851054.1
OG0001647	scaffold24.g2923.t1	XP_005847714.1
OG0001648	scaffold24.g2959.t1	XP_005845780.1
OG0001651	scaffold9.g2994.t1	XP_005852011.1
OG0001652	scaffold9.g2996.t1	XP_005852008.1
OG0001653	scaffold9.g3007.t1	XP_005852013.1
OG0001654	scaffold9.g3021.t1	XP_005847560.1, XP_005851114.1
OG0001655	scaffold9.g3023.t1	XP_005851988.1
OG0001656	scaffold9.g3033.t1	XP_005852024.1
OG0001657	scaffold9.g3041.t1	XP_005852003.1
OG0001658	scaffold9.g3099.t1, scaffold9.g3105.t1	XP_005848819.1
OG0001659	scaffold9.g3109.t1	XP_005851776.1
OG0001660	scaffold4.g4925.t1, scaffold9.g3117.t1	XP_005847520.1
OG0001662	scaffold9.g3127.t1	XP_005851724.1
OG0001663	scaffold9.g3163.t1	XP_005852129.1
OG0001664	scaffold9.g3167.t1	XP_005852126.1
OG0001665	scaffold9.g3171.t1	XP_005851786.1
OG0001667	scaffold9.g3183.t1	XP_005852049.1
OG0001668	scaffold9.g3188.t1	XP_005851706.1
OG0001669	scaffold9.g3192.t1	XP_005851705.1
OG0001670	scaffold9.g3202.t1, scaffold2.g7114.t1	XP_005851701.1
OG0001671	scaffold9.g3203.t1, scaffold9.g3204.t1	XP_005845564.1
OG0001672	scaffold9.g3212.t1	XP_005842748.1, XP_005851685.1
OG0001673	scaffold9.g3222.t1	XP_005852019.1
OG0001674	scaffold9.g3223.t1	XP_005851689.1
OG0001675	scaffold9.g3227.t1	XP_005851996.1
OG0001676	scaffold9.g3234.t1	XP_005851672.1
OG0001677	scaffold9.g3235.t1	XP_005851828.1
OG0001678	scaffold9.g3241.t1	XP_005851849.1
OG0001679	scaffold9.g3244.t1	XP_005852000.1
OG0001680	scaffold2.g6781.t1, scaffold9.g3249.t1	XP_005848202.1
OG0001681	scaffold9.g3270.t1	XP_005846912.1
OG0001682	scaffold9.g3288.t1	XP_005852244.1
OG0001683	scaffold26.g3360.t1	YP_004347793.1
OG0001684	scaffold26.g3368.t1	XP_005843518.1
OG0001685	scaffold7.g3376.t1	XP_005849237.1
OG0001686	scaffold7.g3383.t1, scaffold4.g4977.t1	XP_005849029.1
OG0001687	scaffold7.g3384.t1	XP_005849232.1
OG0001688	scaffold7.g3389.t1	XP_005849019.1
OG0001689	scaffold7.g3397.t1	YP_009094914.1
OG0001690	scaffold7.g3422.t1	XP_005849349.1
OG0001691	scaffold7.g3424.t1	XP_005849130.1
OG0001692	scaffold7.g3429.t1	XP_005849127.1
OG0001693	scaffold7.g3441.t1	XP_005849287.1
OG0001694	scaffold7.g3442.t1	XP_005849087.1, XP_005849088.1
OG0001695	scaffold28.g7576.t1	XP_005848456.1
OG0001696	scaffold7.g3464.t1	XP_005849274.1
OG0001697	scaffold7.g3465.t1	XP_005849070.1
OG0001698	scaffold7.g3478.t1	XP_005849099.1
OG0001699	scaffold7.g3482.t1, scaffold7.g3481.t1	XP_005844446.1
OG0001700	scaffold7.g3484.t1	XP_005849069.1
OG0001701	scaffold7.g3492.t1	XP_005849323.1
OG0001702	scaffold7.g3505.t1	XP_005849098.1, XP_005849097.1
OG0001703	scaffold7.g3507.t1	XP_005849278.1
OG0001704	scaffold7.g3515.t1, scaffold15.g4346.t1	XP_005849306.1
OG0001705	scaffold7.g3526.t1	XP_005848423.1
OG0001706	scaffold7.g3531.t1	XP_005849060.1
OG0001707	scaffold7.g3549.t1	YP_004347806.1
OG0001708	scaffold7.g3558.t1	XP_005849389.1
OG0001709	scaffold7.g3561.t1	XP_005849330.1
OG0001710	scaffold7.g3572.t1	XP_005849093.1
OG0001711	scaffold7.g3576.t1	XP_005849315.1
OG0001712	scaffold7.g3595.t1	XP_005849377.1
OG0001713	scaffold7.g3603.t1	XP_005849381.1
OG0001714	scaffold4.g4772.t1, scaffold7.g3614.t1	XP_005847400.1
OG0001715	scaffold7.g3625.t1	XP_005849203.1
OG0001716	scaffold7.g3649.t1	XP_005849395.1
OG0001717	scaffold7.g3657.t1	XP_005849179.1
OG0001718	scaffold7.g3669.t1	XP_005849040.1
OG0001719	scaffold7.g3671.t1	XP_005849166.1, XP_005849165.1
OG0001720	scaffold7.g3672.t1	XP_005849363.1, XP_005850910.1
OG0001721	scaffold7.g3712.t1	XP_005851831.1
OG0001722	scaffold7.g3715.t1	XP_005849404.1
OG0001723	scaffold7.g3723.t1	XP_005849215.1
OG0001724	scaffold7.g3729.t1	XP_005849416.1, XP_005849418.1
OG0001725	scaffold7.g3730.t1, scaffold7.g3734.t1	XP_005846103.1, XP_005843331.1
OG0001726	scaffold7.g3742.t1	XP_005850896.1
OG0001727	scaffold7.g3744.t1	XP_005849434.1
OG0001728	scaffold7.g3748.t1	XP_005849260.1
OG0001729	scaffold7.g3753.t1	XP_005847251.1
OG0001730	scaffold12.g8037.t1, scaffold32.g3805.t1	XP_005847609.1
OG0001731	scaffold32.g3827.t1	XP_005843967.1
OG0001732	scaffold11.g3834.t1	XP_005852266.1
OG0001733	scaffold11.g3843.t1	XP_005852275.1
OG0001735	scaffold11.g3850.t1	XP_005852286.1
OG0001736	scaffold11.g3851.t1	XP_005851972.1
OG0001737	scaffold11.g3855.t1, scaffold1.g5207.t1, scaffold11.g3856.t1	XP_005851122.1
OG0001738	scaffold11.g3866.t1	XP_005851963.1
OG0001739	scaffold11.g3870.t1, scaffold43.g4492.t1	XP_005851966.1
OG0001740	scaffold11.g3875.t1	XP_005851956.1
OG0001741	scaffold11.g3896.t1	XP_005851937.1, XP_005851936.1
OG0001742	scaffold11.g3901.t1	XP_005845696.1, XP_005849541.1
OG0001743	scaffold11.g3915.t1	XP_005852160.1
OG0001745	scaffold11.g3919.t1	XP_005842558.1, XP_005851839.1
OG0001746	scaffold11.g3921.t1	XP_005852167.1
OG0001747	scaffold11.g3931.t1	XP_005851832.1
OG0001748	scaffold11.g3938.t1	XP_005845632.1
OG0001749	scaffold11.g3942.t1	XP_005851873.1
OG0001750	scaffold11.g3957.t1	XP_005851896.1, XP_005842679.1
OG0001751	scaffold11.g3960.t1	XP_005852227.1, XP_005843275.1
OG0001752	scaffold11.g3972.t1	XP_005852209.1
OG0001754	scaffold11.g3991.t1	XP_005852225.1
OG0001755	scaffold11.g3992.t1	XP_005852152.1
OG0001756	scaffold11.g3995.t1	XP_005851816.1
OG0001757	scaffold11.g4001.t1	XP_005851901.1
OG0001758	scaffold11.g4003.t1	XP_005851882.1
OG0001759	scaffold11.g4010.t1	XP_005851855.1
OG0001760	scaffold11.g4023.t1	XP_005843954.1
OG0001761	scaffold3.g6475.t1, scaffold11.g4033.t1	XP_005845456.1
OG0001762	scaffold11.g4045.t1	XP_005848190.1
OG0001763	scaffold11.g4051.t1	XP_005844329.1
OG0001764	scaffold11.g4059.t1	XP_005846153.1
OG0001765	scaffold23.g4087.t1	XP_005842904.1
OG0001766	scaffold23.g4090.t1, scaffold1.g5685.t1	XP_005843333.1
OG0001767	scaffold3.g6595.t1, scaffold23.g4125.t1	XP_005842816.1
OG0001768	scaffold23.g4134.t1, scaffold3.g6633.t1	XP_005845303.1
OG0001769	scaffold23.g4156.t1	XP_005848433.1, XP_005848432.1
OG0001770	scaffold23.g4165.t1	XP_005851894.1
OG0001771	scaffold23.g4170.t1	XP_005849611.1
OG0001772	scaffold23.g4190.t1, scaffold23.g4172.t1	XP_005848344.1
OG0001773	scaffold23.g4180.t1	XP_005848403.1
OG0001774	scaffold23.g4195.t1	XP_005848200.1
OG0001775	scaffold15.g4200.t1, scaffold1.g5823.t1	XP_005844664.1
OG0001776	scaffold15.g4203.t1	XP_005842975.1
OG0001777	scaffold15.g4213.t1	XP_005848244.1
OG0001778	scaffold15.g4214.t1	XP_005848243.1
OG0001779	scaffold15.g4228.t1	XP_005851294.1, XP_005851295.1
OG0001780	scaffold15.g4234.t1	XP_005848323.1
OG0001781	scaffold15.g4236.t1	XP_005848502.1
OG0001782	scaffold3.g6357.t1, scaffold15.g4246.t1	XP_005846443.1
OG0001783	scaffold15.g4280.t1	XP_005848349.1
OG0001785	scaffold15.g4294.t1	XP_005850496.1
OG0001786	scaffold15.g4321.t1, scaffold4.g4594.t1	XP_005848353.1
OG0001787	scaffold1.g5665.t1	XP_005843228.1
OG0001788	scaffold42.g4466.t1	XP_005848540.1
OG0001790	scaffold15.g4349.t1	XP_005844676.1
OG0001792	scaffold15.g4365.t1	XP_005844691.1
OG0001793	scaffold15.g4367.t1	XP_005844705.1, XP_005844704.1
OG0001794	scaffold3.g6268.t1, scaffold37.g4376.t1	XP_005846508.1
OG0001795	scaffold37.g4382.t1, scaffold22.g6050.t1	XP_005850046.1
OG0001796	scaffold1.g5550.t1, scaffold37.g4385.t1	XP_005846754.1
OG0001797	scaffold22.g6129.t1, scaffold39.g4410.t1	XP_005850088.1
OG0001798	scaffold30.g4434.t1	XP_005848159.1
OG0001799	scaffold30.g4436.t1	XP_005843839.1
OG0001800	scaffold30.g4443.t1	XP_005843828.1
OG0001801	scaffold30.g4448.t1	XP_005843746.1
OG0001802	scaffold30.g4464.t1	XP_005843472.1
OG0001803	scaffold42.g4473.t1, scaffold1.g5454.t1	XP_005851510.1
OG0001804	scaffold34.g4505.t1	XP_005844668.1, XP_005844671.1
OG0001805	scaffold34.g4508.t1	XP_005844686.1
OG0001806	scaffold34.g4517.t1	XP_005844763.1
OG0001807	scaffold2.g6853.t1, scaffold53.g4533.t1	XP_005847417.1
OG0001808	scaffold1.g5283.t1, scaffold56.g4544.t1	XP_005851358.1
OG0001809	scaffold1.g5723.t1, scaffold67.g4557.t1	XP_005846740.1
OG0001810	scaffold2.g7481.t1, scaffold86.g4563.t1	XP_005846854.1
OG0001811	scaffold108.g4566.t1	XP_005845929.1, XP_005845928.1
OG0001812	scaffold4.g4570.t1	XP_005849803.1
OG0001813	scaffold4.g4573.t1	XP_005849806.1
OG0001814	scaffold4.g4582.t1	XP_005849742.1
OG0001815	scaffold4.g4588.t1, scaffold1.g5838.t1	XP_005847380.1
OG0001816	scaffold4.g4597.t1	XP_005849480.1
OG0001817	scaffold4.g4605.t1	XP_005849485.1
OG0001818	scaffold4.g4617.t1	XP_005849766.1
OG0001819	scaffold4.g4618.t1	XP_005849497.1
OG0001820	scaffold4.g4632.t1	XP_005849726.1
OG0001821	scaffold4.g4642.t1	XP_005849760.1
OG0001822	scaffold4.g4663.t1	XP_005849794.1
OG0001823	scaffold4.g4675.t1	XP_005849735.1
OG0001824	scaffold4.g4690.t1	XP_005849730.1
OG0001825	scaffold4.g4696.t1	XP_005849531.1
OG0001826	scaffold4.g4707.t1	XP_005849798.1
OG0001827	scaffold4.g4714.t1, scaffold1.g5509.t1	XP_005851611.1
OG0001828	scaffold4.g4717.t1	XP_005849796.1
OG0001829	scaffold4.g4720.t1, scaffold4.g4721.t1	XP_005849535.1
OG0001830	scaffold1.g5867.t1, scaffold4.g4726.t1	XP_005849506.1
OG0001831	scaffold4.g4730.t1	XP_005845828.1
OG0001832	scaffold4.g4736.t1	XP_005849524.1
OG0001833	scaffold4.g4738.t1	XP_005849528.1
OG0001834	scaffold4.g4750.t1	XP_005849521.1
OG0001835	scaffold4.g4765.t1	XP_005849508.1
OG0001836	scaffold4.g4767.t1	XP_005849509.1, XP_005842625.1
OG0001837	scaffold4.g4768.t1	XP_005849773.1
OG0001839	scaffold4.g4785.t1	XP_005849769.1, XP_005844215.1
OG0001840	scaffold4.g4810.t1	XP_005849779.1, XP_005849780.1
OG0001841	scaffold4.g4836.t1	XP_005847048.1
OG0001842	scaffold4.g4857.t1	XP_005851346.1
OG0001843	scaffold4.g4885.t1	XP_005844731.1
OG0001844	scaffold4.g4893.t1	XP_005847484.1
OG0001845	scaffold4.g4902.t1	XP_005847483.1
OG0001847	scaffold4.g4913.t1	XP_005845541.1
OG0001848	scaffold4.g4915.t1	XP_005847280.1
OG0001849	scaffold4.g4929.t1	XP_005847468.1
OG0001850	scaffold4.g4951.t1	XP_005847502.1, XP_005845615.1
OG0001851	scaffold4.g4955.t1	XP_005847449.1
OG0001852	scaffold4.g4961.t1	XP_005847289.1
OG0001853	scaffold4.g4965.t1	XP_005849428.1
OG0001854	scaffold4.g4975.t1	XP_005847432.1
OG0001855	scaffold4.g4991.t1	XP_005847981.1, XP_005847085.1
OG0001856	scaffold4.g4993.t1	XP_005847322.1
OG0001857	scaffold4.g4998.t1	XP_005847302.1
OG0001858	scaffold4.g5022.t1	XP_005846415.1
OG0001859	scaffold4.g5044.t1	XP_005845176.1
OG0001860	scaffold4.g5046.t1	XP_005845167.1
OG0001861	scaffold4.g5055.t1	XP_005843610.1
OG0001862	scaffold112.g5059.t1	XP_005846363.1, XP_005844217.1
OG0001863	scaffold36.g5062.t1	XP_005851388.1
