Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0001412	PSC75896.1	PRW58840.1
OG0001414	PSC75552.1, PSC75553.1	PRW59048.1
OG0001415	PSC76529.1, PSC76528.1	PRW59132.1
OG0001416	PSC76593.1	PRW58885.1
OG0001417	PSC76407.1	PRW59151.1, PRW59152.1
OG0001418	PSC75304.1	PRW59766.1
OG0001419	PSC75423.1	PRW58828.1, PRW59120.1
OG0001420	PSC75350.1	PRW59115.1, PRW59114.1
OG0001421	PSC74463.1	PRW57700.1
OG0001422	PSC75288.1	PRW58863.1
OG0001423	PSC75633.1	PRW59017.1
OG0001424	PSC69232.1	PRW33331.1
OG0001425	PSC72301.1	PRW57049.1
OG0001426	PSC75527.1, PSC75463.1	PRW59037.1
OG0001427	PSC68011.1	PRW59327.1
OG0001428	PSC67954.1	PRW59283.1, PRW59284.1
OG0001429	PSC73532.1	PRW32548.1, PRW61239.1
OG0001430	PSC73732.1, PSC73733.1	PRW33330.1
OG0001431	PSC67987.1	PRW59068.1, PRW59069.1
OG0001432	PSC76979.1, PSC76583.1	PRW59080.1
OG0001433	PSC75474.1, PSC75475.1	PRW51033.1
OG0001434	PSC68134.1	PRW50852.1
OG0001435	PSC69337.1	PRW33775.1, PRW33776.1
OG0001436	PSC69785.1	PRW50821.1
OG0001438	PSC69728.1	PRW51058.1
OG0001439	PSC75407.1	PRW50949.1, PRW50950.1
OG0001440	PSC75733.1	PRW51111.1, PRW51112.1
OG0001441	PSC72938.1, PSC72939.1	PRW59772.1
OG0001442	PSC75675.1, PSC75676.1	PRW51184.1
OG0001443	PSC75725.1	PRW50762.1, PRW50764.1
OG0001444	PSC76007.1	PRW50761.1, PRW50763.1
OG0001445	PSC69833.1	PRW56884.1
OG0001446	PSC76290.1, PSC76291.1	PRW51047.1
OG0001447	PSC68594.1	PRW45391.1
OG0001448	PSC76429.1	PRW50831.1, PRW50830.1
OG0001449	PSC76999.1, PSC77000.1	PRW50920.1
OG0001450	PSC76463.1	PRW51044.1
OG0001451	PSC75742.1	PRW51025.1
OG0001452	PSC75305.1	PRW51120.1
OG0001453	PSC75549.1	PRW51172.1
OG0001454	PSC75328.1	PRW50978.1
OG0001455	PSC75262.1, PSC73083.1	PRW51151.1, PRW51152.1
OG0001456	PSC75494.1	PRW50889.1, PRW50888.1
OG0001457	PSC75856.1	PRW51101.1, PRW51102.1
OG0001458	PSC76834.1	PRW50861.1
OG0001459	PSC76816.1	PRW58402.1
OG0001460	PSC75564.1	PRW51087.1, PRW51086.1
OG0001461	PSC75954.1	PRW50819.1
OG0001462	PSC76687.1	PRW50909.1, PRW61326.1
OG0001463	PSC76516.1, PSC76515.1	PRW50886.1
OG0001464	PSC69348.1	PRW60631.1, PRW56005.1
OG0001465	PSC75562.1	PRW50940.1, PRW50939.1
OG0001466	PSC75432.1	PRW50902.1, PRW50901.1
OG0001467	PSC75982.1, PSC75983.1	PRW50907.1
OG0001469	PSC74132.1	PRW50979.1
OG0001470	PSC69986.1	PRW33557.1, PRW33558.1
OG0001471	PSC75833.1	PRW59425.1, PRW50885.1
OG0001472	PSC75781.1	PRW51118.1, PRW51119.1
OG0001473	PSC73822.1, PSC67125.1	PRW51099.1
OG0001474	PSC75254.1, PSC75253.1	PRW51182.1
OG0001475	PSC68430.1	PRW05916.1, PRW05917.1
OG0001476	PSC71490.1	PRW56322.1
OG0001477	PSC71586.1	PRW55983.1
OG0001478	PSC71492.1	PRW60101.1
OG0001479	PSC72754.1, PSC72753.1	PRW56196.1
OG0001480	PSC71561.1, PSC71562.1	PRW56200.1
OG0001481	PSC71447.1	PRW55966.1
OG0001482	PSC71472.1	PRW56039.1
OG0001483	PSC71598.1	PRW55938.1
OG0001484	PSC67458.1	PRW55909.1
OG0001485	PSC72732.1	PRW18369.1
OG0001486	PSC72601.1	PRW18312.1
OG0001487	PSC72676.1	PRW18376.1
OG0001488	PSC72795.1, PSC72796.1	PRW18374.1
OG0001489	PSC72630.1	PRW18303.1
OG0001490	PSC72696.1	PRW18411.1
OG0001491	PSC72746.1, PSC72745.1	PRW18330.1
OG0001492	PSC73480.1	PRW18392.1
OG0001493	PSC76855.1	PRW58597.1
OG0001494	PSC75932.1	PRW51123.1, PRW51124.1
OG0001495	PSC68801.1	PRW20735.1
OG0001496	PSC74615.1	PRW20416.1, PRW20415.1
OG0001497	PSC74650.1	PRW20727.1
OG0001498	PSC74719.1	PRW20613.1
OG0001499	PSC74770.1	PRW20666.1
OG0001500	PSC69984.1	PRW33532.1
OG0001501	PSC67504.1, PSC67505.1	PRW20705.1
OG0001502	PSC74625.1	PRW20604.1
OG0001504	PSC74380.1, PSC68781.1	PRW20622.1
OG0001505	PSC70038.1	PRW39064.1
OG0001506	PSC71595.1	PRW56866.1
OG0001507	PSC74401.1, PSC74423.1	PRW20668.1
OG0001508	PSC72329.1	PRW33566.1, PRW33599.1, PRW33524.1
OG0001510	PSC76099.1, PSC76098.1	PRW20784.1
OG0001511	PSC69556.1	PRW57298.1, PRW05746.1
OG0001512	PSC69554.1	PRW57393.1, PRW57392.1
OG0001513	PSC76717.1, PSC76716.1	PRW20864.1
OG0001514	PSC69472.1	PRW57169.1
OG0001515	PSC73413.1	PRW61371.1
OG0001516	PSC76501.1, PSC76500.1	PRW20870.1
OG0001517	PSC76835.1	PRW20778.1
OG0001519	PSC69548.1	PRW20925.1
OG0001520	PSC69506.1	PRW57367.1
OG0001521	PSC74896.1, PSC74897.1	PRW20794.1
OG0001522	PSC75321.1, PSC75320.1	PRW05862.1
OG0001524	PSC75984.1	PRW05828.1, PRW05829.1
OG0001525	PSC69805.1	PRW05852.1, PRW05750.1
OG0001526	PSC72430.1, PSC72429.1	PRW56607.1
OG0001527	PSC73714.1	PRW45503.1, PRW45504.1
OG0001528	PSC72435.1	PRW56715.1, PRW56424.1
OG0001529	PSC72488.1	PRW56527.1, PRW56526.1
OG0001530	PSC72623.1	PRW56606.1
OG0001531	PSC72759.1	PRW56433.1, PRW56434.1
OG0001532	PSC72801.1	PRW56740.1
OG0001533	PSC70512.1, PSC70511.1	PRW56796.1
OG0001534	PSC70556.1	PRW56489.1, PRW56490.1
OG0001535	PSC75572.1	PRW05815.1, PRW05814.1
OG0001536	PSC74189.1	PRW60944.1
OG0001537	PSC74142.1	PRW61562.1, PRW61563.1
OG0001538	PSC71631.1	PRW56744.1
OG0001539	PSC71639.1, PSC71459.1	PRW56575.1, PRW56594.1
OG0001540	PSC72487.1	PRW56517.1, PRW56518.1
OG0001541	PSC71629.1, PSC71628.1	PRW56689.1
OG0001542	PSC72350.1	PRW44589.1
OG0001543	PSC72471.1	PRW56771.1
OG0001544	PSC72207.1, PSC72206.1	PRW57417.1
OG0001545	PSC71045.1, PSC71044.1	PRW57186.1
OG0001546	PSC71171.1, PSC71172.1	PRW57112.1
OG0001547	PSC71050.1, PSC71051.1	PRW57227.1
OG0001548	PSC72095.1, PSC72096.1	PRW57512.1
OG0001549	PSC68202.1	PRW45645.1
OG0001551	PSC69367.1	PRW60423.1
OG0001552	PSC68582.1	PRW45740.1
OG0001553	PSC68564.1	PRW45703.1, PRW45702.1
OG0001554	PSC68645.1	PRW45533.1, PRW45532.1
OG0001555	PSC68642.1	PRW45591.1
OG0001556	PSC68191.1	PRW45348.1
OG0001557	PSC71993.1, PSC72001.1	PRW05791.1
OG0001558	PSC71884.1, PSC71888.1	PRW05770.1
OG0001559	PSC73667.1	PRW58468.1
OG0001560	PSC67620.1	PRW05756.1
OG0001560	PSC67621.1	PRW05802.1
OG0001561	PSC67630.1, PSC67619.1	PRW05751.1
OG0001562	PSC67632.1	PRW05805.1
OG0001563	PSC71946.1	PRW05775.1, PRW05774.1
OG0001564	PSC71904.1	PRW39210.1, PRW39211.1
OG0001565	PSC72050.1, PSC72049.1	PRW39149.1
OG0001566	PSC72011.1	PRW39393.1, PRW39392.1
OG0001567	PSC71895.1	PRW39204.1, PRW39203.1
OG0001568	PSC74235.1	PRW61584.1
OG0001569	PSC71972.1	PRW05755.1
OG0001570	PSC71950.1	PRW39363.1, PRW39364.1
OG0001571	PSC71380.1	PRW33164.1, PRW33165.1
OG0001572	PSC71864.1	PRW39068.1, PRW39067.1
OG0001573	PSC72023.1	PRW39098.1, PRW39099.1
OG0001574	PSC72024.1	PRW39146.1
OG0001575	PSC71967.1	PRW39296.1
OG0001576	PSC74120.1	PRW39207.1
OG0001577	PSC69055.1	PRW44577.1
OG0001578	PSC71921.1	PRW39297.1
OG0001580	PSC73386.1, PSC73512.1	PRW51180.1
OG0001581	PSC72030.1, PSC72031.1	PRW39255.1
OG0001582	PSC72014.1	PRW39347.1, PRW39346.1
OG0001583	PSC71873.1	PRW39318.1
OG0001584	PSC72009.1	PRW39231.1, PRW39232.1
OG0001585	PSC67110.1	PRW45550.1, PRW45551.1
OG0001586	PSC72045.1	PRW39145.1
OG0001587	PSC76694.1	PRW34006.1
OG0001588	PSC73270.1	PRW39351.1
OG0001589	PSC67653.1	PRW39069.1, PRW39070.1, PRW39071.1
OG0001590	PSC67684.1	PRW39274.1
OG0001591	PSC67657.1	PRW39093.1
OG0001592	PSC67655.1	PRW39385.1, PRW39386.1
OG0001593	PSC71698.1	PRW20965.1
OG0001594	PSC71723.1	PRW21042.1
OG0001595	PSC72195.1	PRW56985.1, PRW56984.1
OG0001596	PSC75978.1	PRW44394.1
OG0001597	PSC67276.1	PRW61455.1, PRW61456.1
OG0001598	PSC74338.1	PRW60932.1
OG0001599	PSC72287.1	PRW57188.1
OG0001600	PSC70567.1	PRW61557.1
OG0001601	PSC70627.1	PRW61594.1
OG0001603	PSC70609.1	PRW61355.1, PRW61354.1
OG0001604	PSC70505.1	PRW61621.1, PRW61620.1
OG0001605	PSC75446.1	PRW44350.1
OG0001606	PSC75583.1	PRW44617.1
OG0001607	PSC68127.1	PRW56853.1, PRW56854.1
OG0001608	PSC71576.1, PSC71577.1	PRW56419.1
OG0001609	PSC68120.1	PRW56637.1
OG0001610	PSC71647.1, PSC71646.1	PRW56768.1
OG0001611	PSC68109.1	PRW56567.1
OG0001613	PSC72774.1	PRW56067.1
OG0001614	PSC72182.1	PRW44318.1
OG0001615	PSC72739.1, PSC72271.1	PRW56189.1
OG0001616	PSC72715.1	PRW56330.1, PRW05744.1
OG0001617	PSC75871.1	PRW44336.1, PRW44337.1
OG0001618	PSC71575.1	PRW56037.1
OG0001619	PSC71460.1	PRW55995.1
OG0001620	PSC72737.1	PRW56047.1
OG0001621	PSC69056.1	PRW55979.1, PRW55978.1
OG0001622	PSC69052.1	PRW56250.1, PRW56251.1
OG0001624	PSC68952.1	PRW59336.1
OG0001625	PSC74211.1, PSC72841.1	PRW56051.1
OG0001626	PSC72711.1, PSC72710.1	PRW56310.1
OG0001627	PSC72892.1	PRW56053.1
OG0001628	PSC72603.1, PSC72604.1	PRW55885.1
OG0001629	PSC70268.1	PRW50867.1, PRW50866.1
OG0001630	PSC71476.1, PSC71635.1	PRW56150.1
OG0001631	PSC67676.1, PSC67641.1	PRW59472.1
OG0001632	PSC72645.1, PSC72646.1	PRW56245.1
OG0001633	PSC72613.1	PRW55980.1
OG0001634	PSC73091.1	PRW33014.1
OG0001635	PSC75366.1	PRW44447.1
OG0001636	PSC67601.1	PRW61450.1
OG0001637	PSC69382.1, PSC74908.1	PRW60609.1
OG0001638	PSC71487.1	PRW56218.1
OG0001639	PSC69039.1	PRW55929.1
OG0001640	PSC69053.1	PRW56287.1, PRW56286.1
OG0001641	PSC67837.1	PRW58762.1
OG0001642	PSC69000.1, PSC69001.1	PRW56052.1
OG0001643	PSC69012.1, PSC69013.1	PRW56211.1
OG0001644	PSC73943.1, PSC73942.1	PRW58076.1
OG0001645	PSC70039.1	PRW33542.1, PRW33541.1
OG0001648	PSC75035.1	PRW60413.1
OG0001649	PSC75110.1	PRW60865.1, PRW60866.1
OG0001651	PSC68906.1	PRW56153.1
OG0001652	PSC67347.1	PRW60699.1
OG0001653	PSC68138.1	PRW60572.1, PRW60573.1
OG0001654	PSC74865.1	PRW60396.1
OG0001655	PSC69771.1	PRW57444.1
OG0001657	PSC69922.1	PRW44501.1
OG0001659	PSC68140.1, PSC68141.1	PRW60539.1
OG0001660	PSC75138.1	PRW60302.1
OG0001661	PSC75216.1, PSC75215.1	PRW60234.1
OG0001662	PSC74949.1, PSC74948.1	PRW60240.1
OG0001663	PSC68683.1, PSC68420.1, PSC67018.1	PRW60832.1
OG0001664	PSC68445.1, PSC68452.1	PRW60371.1
OG0001665	PSC68411.1, PSC68480.1	PRW60401.1
OG0001666	PSC68439.1	PRW60377.1
OG0001667	PSC67545.1	PRW60343.1
OG0001668	PSC74213.1	PRW33693.1
OG0001670	PSC68454.1, PSC68455.1	PRW60225.1
OG0001671	PSC68471.1, PSC68472.1	PRW60715.1
OG0001672	PSC75165.1	PRW60566.1
OG0001673	PSC74839.1	PRW60619.1, PRW60620.1
OG0001674	PSC68759.1	PRW60373.1
OG0001675	PSC69321.1, PSC69322.1	PRW60447.1
OG0001676	PSC75057.1, PSC75058.1	PRW60847.1
OG0001677	PSC67533.1	PRW45010.1
OG0001678	PSC72180.1	PRW57320.1
OG0001679	PSC74023.1	PRW60383.1, PRW60483.1
OG0001680	PSC74524.1	PRW61518.1, PRW61517.1
OG0001681	PSC67445.1	PRW33833.1, PRW33834.1
OG0001682	PSC67436.1	PRW33792.1
OG0001683	PSC67439.1, PSC67440.1	PRW33866.1
OG0001684	PSC67435.1, PSC68696.1	PRW34037.1
OG0001685	PSC73156.1	PRW57662.1, PRW57661.1
OG0001686	PSC72940.1	PRW57654.1, PRW57653.1
OG0001687	PSC72964.1, PSC72965.1	PRW57974.1
OG0001688	PSC76849.1	PRW33803.1, PRW33764.1
OG0001689	PSC76318.1	PRW33988.1
OG0001691	PSC76494.1, PSC76495.1	PRW34102.1
OG0001692	PSC76880.1	PRW33851.1, PRW33852.1
OG0001694	PSC75658.1	PRW61004.1
OG0001695	PSC76848.1	PRW34040.1, PRW34039.1
OG0001696	PSC76695.1	PRW57802.1
OG0001697	PSC76415.1	PRW33830.1
OG0001698	PSC76323.1	PRW33952.1, PRW33953.1
OG0001699	PSC76795.1	PRW34071.1
OG0001700	PSC76982.1	PRW34001.1
OG0001701	PSC76425.1	PRW33884.1, PRW33885.1
OG0001702	PSC73028.1, PSC73027.1	PRW58071.1
OG0001703	PSC72955.1	PRW57840.1
OG0001704	PSC76142.1, PSC76141.1	PRW33844.1
OG0001705	PSC76371.1	PRW58001.1, PRW58002.1
OG0001706	PSC73180.1	PRW57976.1, PRW57977.1
OG0001707	PSC73129.1	PRW57991.1, PRW57990.1
OG0001708	PSC75473.1	PRW44317.1
OG0001709	PSC72959.1, PSC72960.1	PRW57800.1
OG0001710	PSC73061.1, PSC73060.1	PRW58041.1
OG0001711	PSC73071.1, PSC73070.1	PRW57873.1
OG0001712	PSC76919.1, PSC76807.1	PRW33832.1
OG0001713	PSC73065.1	PRW57763.1
OG0001714	PSC73151.1	PRW57596.1
OG0001715	PSC68488.1, PSC68487.1	PRW33985.1
OG0001716	PSC73094.1	PRW57585.1, PRW57586.1
OG0001717	PSC69159.1	PRW57632.1, PRW57631.1
OG0001718	PSC69145.1	PRW57629.1
OG0001720	PSC71549.1, PSC71550.1	PRW56185.1
OG0001721	PSC69151.1	PRW57734.1
OG0001722	PSC69104.1	PRW57833.1
OG0001723	PSC67704.1	PRW20648.1, PRW20649.1
OG0001724	PSC74796.1	PRW57769.1
OG0001725	PSC67480.1	PRW20647.1
OG0001726	PSC68541.1	PRW60331.1, PRW60332.1
OG0001727	PSC68540.1	PRW60309.1
OG0001728	PSC68552.1	PRW60523.1, PRW60522.1, PRW60521.1
OG0001729	PSC68550.1	PRW60537.1, PRW60538.1
OG0001730	PSC68558.1	PRW60654.1, PRW60655.1
OG0001732	PSC68492.1, PSC68493.1	PRW60838.1
OG0001733	PSC68543.1	PRW60735.1
OG0001734	PSC68494.1, PSC68495.1	PRW60494.1
OG0001737	PSC67896.1	PRW60480.1
OG0001738	PSC67118.1, PSC67036.1, PSC69318.1	PRW60701.1
OG0001739	PSC69368.1	PRW60804.1
OG0001740	PSC69323.1	PRW60460.1
OG0001741	PSC67932.1, PSC67931.1	PRW60504.1
OG0001742	PSC71728.1	PRW50877.1, PRW20969.1
OG0001743	PSC68978.1	PRW60308.1, PRW60307.1
OG0001744	PSC74246.1	PRW60392.1
OG0001745	PSC74065.1	PRW60797.1
OG0001746	PSC68973.1	PRW60818.1, PRW60817.1
OG0001747	PSC74016.1, PSC74014.1, PSC74015.1	PRW60811.1
OG0001748	PSC74257.1	PRW60301.1, PRW60300.1
OG0001749	PSC69399.1	PRW60517.1, PRW60516.1
OG0001750	PSC74935.1	PRW60421.1
OG0001751	PSC74233.1	PRW60439.1, PRW60438.1
OG0001752	PSC68939.1	PRW60236.1, PRW60237.1
OG0001753	PSC69353.1, PSC69354.1	PRW60828.1
OG0001754	PSC74781.1, PSC68752.1	PRW20765.1
OG0001755	PSC76082.1	PRW59468.1
OG0001756	PSC76431.1	PRW20894.1
OG0001757	PSC73392.1, PSC67634.1	PRW60885.1
OG0001758	PSC71954.1	PRW39072.1
OG0001759	PSC68750.1, PSC74702.1	PRW20651.1
OG0001761	PSC71150.1	PRW59844.1
OG0001762	PSC76841.1	PRW59731.1
OG0001763	PSC73403.1	PRW45177.1
OG0001764	PSC74062.1	PRW60389.1
OG0001765	PSC67085.1, PSC76552.1	PRW58991.1
OG0001766	PSC70877.1	PRW45238.1
OG0001767	PSC67532.1	PRW45147.1
OG0001768	PSC67511.1	PRW44922.1, PRW44923.1
OG0001769	PSC71782.1	PRW21108.1
OG0001770	PSC68021.1, PSC68022.1	PRW59606.1
OG0001772	PSC67405.1	PRW44969.1, PRW44970.1
OG0001773	PSC69507.1	PRW58489.1
OG0001774	PSC70387.1	PRW45174.1, PRW45175.1
OG0001775	PSC70330.1, PSC70329.1	PRW45257.1
OG0001776	PSC71422.1	PRW59571.1
OG0001777	PSC71000.1, PSC70847.1	PRW45193.1
OG0001778	PSC70402.1, PSC70401.1, PSC70403.1	PRW45169.1
OG0001779	PSC72838.1, PSC72839.1	PRW18387.1
OG0001780	PSC67766.1	PRW44938.1
OG0001781	PSC67770.1	PRW45132.1
OG0001782	PSC68040.1	PRW45074.1
OG0001783	PSC71669.1	PRW20349.1
OG0001784	PSC71729.1	PRW21084.1, PRW21090.1
OG0001785	PSC72591.1	PRW56930.1
OG0001786	PSC71828.1	PRW20968.1, PRW20967.1
OG0001787	PSC71717.1	PRW20981.1
OG0001788	PSC69680.1	PRW59520.1
OG0001789	PSC72466.1	PRW56443.1
OG0001790	PSC68677.1	PRW32576.1
OG0001791	PSC71277.1	PRW56792.1
OG0001792	PSC76163.1, PSC76164.1	PRW20906.1
OG0001793	PSC75707.1	PRW58943.1, PRW58944.1
OG0001794	PSC67908.1	PRW59384.1, PRW59385.1
OG0001795	PSC67995.1, PSC67951.1	PRW59160.1
OG0001796	PSC67942.1, PSC67943.1	PRW58810.1
OG0001797	PSC68286.1	PRW58479.1
OG0001798	PSC71722.1	PRW21059.1
OG0001799	PSC71824.1, PSC71825.1	PRW21094.1
OG0001800	PSC71798.1, PSC71799.1	PRW20987.1
OG0001801	PSC70921.1	PRW44367.1
OG0001802	PSC75836.1	PRW58257.1
OG0001803	PSC68658.1	PRW32582.1
OG0001804	PSC72345.1	PRW57213.1
OG0001805	PSC70111.1	PRW33517.1
OG0001806	PSC76369.1, PSC76368.1	PRW59429.1
OG0001807	PSC76915.1, PSC76914.1	PRW59145.1
OG0001808	PSC76351.1	PRW59370.1
OG0001809	PSC75874.1	PRW44297.1
OG0001810	PSC72015.1, PSC67154.1	PRW59263.1
OG0001811	PSC72047.1, PSC67156.1	PRW58953.1
OG0001812	PSC75358.1	PRW59051.1, PRW59016.1
OG0001813	PSC75661.1	PRW59096.1, PRW59095.1
OG0001814	PSC76908.1	PRW57330.1
OG0001815	PSC71878.1, PSC71877.1	PRW59326.1
OG0001816	PSC73783.1	PRW58803.1, PRW58804.1
OG0001817	PSC75297.1	PRW20866.1, PRW56029.1
OG0001818	PSC76223.1, PSC76224.1	PRW59211.1
OG0001819	PSC73590.1, PSC73591.1	PRW59082.1
OG0001820	PSC76411.1	PRW58968.1
OG0001821	PSC76058.1	PRW58406.1
OG0001822	PSC73675.1, PSC73676.1	PRW59199.1
OG0001823	PSC76441.1	PRW59110.1
OG0001824	PSC76004.1	PRW59154.1
OG0001825	PSC67385.1, PSC67384.1	PRW33515.1
OG0001826	PSC73562.1	PRW20424.1
OG0001827	PSC73544.1	PRW59205.1
OG0001828	PSC73678.1	PRW59113.1, PRW59112.1
OG0001830	PSC73846.1	PRW58817.1
OG0001831	PSC75237.1	PRW59419.1, PRW51163.1
OG0001832	PSC76994.1, PSC76263.1	PRW59203.1, PRW56602.1
OG0001833	PSC75246.1	PRW58917.1
OG0001834	PSC76713.1	PRW58959.1
OG0001835	PSC72105.1	PRW57200.1, PRW57087.1
OG0001836	PSC68692.1	PRW58408.1
OG0001837	PSC70933.1	PRW44272.1
OG0001838	PSC69862.1, PSC69861.1	PRW44456.1
OG0001839	PSC69938.1	PRW44239.1
OG0001840	PSC69964.1, PSC69963.1	PRW44415.1
OG0001841	PSC70868.1	PRW44413.1
OG0001842	PSC70936.1	PRW44477.1, PRW44476.1
OG0001843	PSC69878.1, PSC70994.1	PRW44435.1
OG0001844	PSC69953.1	PRW44561.1
OG0001845	PSC69869.1	PRW44531.1, PRW44530.1
OG0001846	PSC69884.1	PRW44479.1
OG0001847	PSC69113.1	PRW57887.1, PRW57888.1
OG0001848	PSC70981.1, PSC70979.1	PRW44605.1
OG0001849	PSC72093.1	PRW57456.1
OG0001850	PSC69943.1, PSC69942.1	PRW44522.1
OG0001851	PSC69972.1	PRW44332.1, PRW44331.1
OG0001852	PSC71349.1	PRW59752.1
OG0001853	PSC73761.1	PRW45648.1
OG0001854	PSC73625.1	PRW45407.1, PRW45408.1
OG0001855	PSC70529.1	PRW61243.1, PRW61244.1
OG0001856	PSC69594.1	PRW59711.1
OG0001857	PSC75824.1	PRW58587.1, PRW58588.1
OG0001858	PSC75379.1	PRW59237.1
OG0001859	PSC76527.1	PRW45094.1
OG0001860	PSC71100.1	PRW57206.1
OG0001861	PSC75236.1	PRW51079.1
OG0001862	PSC68794.1	PRW20693.1, PRW20687.1
OG0001863	PSC73253.1	PRW61222.1
OG0001864	PSC67591.1	PRW39278.1, PRW39279.1
OG0001865	PSC73709.1	PRW33295.1
OG0001866	PSC67077.1, PSC67823.1, PSC67822.1	PRW58285.1
OG0001867	PSC75969.1	PRW58703.1, PRW58702.1
OG0001868	PSC75421.1	PRW58450.1, PRW58449.1
OG0001869	PSC76000.1, PSC75999.1	PRW58224.1
OG0001870	PSC75600.1	PRW58542.1, PRW58541.1
OG0001871	PSC67240.1, PSC67241.1	PRW58427.1
OG0001872	PSC75619.1	PRW58718.1, PRW58719.1
OG0001873	PSC70793.1	PRW20285.1
OG0001874	PSC75376.1	PRW56461.1, PRW56649.1
OG0001875	PSC75996.1	PRW58251.1, PRW58252.1
OG0001876	PSC67357.1	PRW58395.1
OG0001877	PSC67361.1	PRW58365.1, PRW58366.1
OG0001878	PSC67363.1, PSC67364.1	PRW58496.1
OG0001879	PSC68859.1, PSC68858.1	PRW58504.1
OG0001880	PSC68877.1, PSC68885.1	PRW58258.1
OG0001881	PSC68836.1, PSC68837.1	PRW58549.1
OG0001882	PSC75191.1	PRW58397.1
OG0001883	PSC70486.1, PSC70487.1	PRW61315.1
OG0001885	PSC74976.1	PRW58405.1
OG0001886	PSC75189.1	PRW58200.1, PRW58199.1
OG0001887	PSC69189.1	PRW33213.1, PRW33214.1
OG0001888	PSC68261.1	PRW58268.1, PRW60152.1
OG0001889	PSC68277.1, PSC68276.1	PRW58168.1
OG0001891	PSC76906.1	PRW58441.1
OG0001892	PSC71535.1	PRW56530.1
OG0001893	PSC73482.1	PRW61623.1
OG0001894	PSC67715.1	PRW20719.1
OG0001895	PSC76178.1, PSC76467.1	PRW58673.1
OG0001896	PSC76726.1	PRW58162.1, PRW58163.1
OG0001897	PSC71347.1	PRW33613.1, PRW33508.1, PRW39369.1
OG0001898	PSC68708.1	PRW32579.1, PRW32580.1
OG0001899	PSC73778.1	PRW45337.1
OG0001900	PSC73809.1, PSC73810.1	PRW58647.1
OG0001901	PSC75530.1	PRW44556.1
OG0001902	PSC73781.1	PRW58178.1
OG0001903	PSC71035.1, PSC69664.1	PRW59475.1
OG0001904	PSC67467.1	PRW58121.1, PRW58122.1
OG0001905	PSC67365.1	PRW58626.1, PRW58625.1
OG0001906	PSC73469.1	PRW58826.1
OG0001907	PSC68821.1, PSC68820.1	PRW58454.1
OG0001908	PSC73769.1	PRW58276.1
OG0001909	PSC73929.1	PRW58658.1
OG0001910	PSC76510.1	PRW59183.1
OG0001911	PSC68733.1	PRW32607.1, PRW57999.1
OG0001913	PSC76874.1, PSC76873.1	PRW58270.1
OG0001914	PSC75302.1	PRW32640.1
OG0001915	PSC68707.1	PRW32634.1
OG0001916	PSC77001.1	PRW32673.1
OG0001917	PSC75038.1, PSC75037.1	PRW20919.1
OG0001918	PSC68689.1	PRW58359.1
OG0001919	PSC68674.1, PSC68675.1	PRW32500.1
OG0001920	PSC76025.1	PRW57664.1
OG0001921	PSC70496.1	PRW61162.1
OG0001922	PSC76572.1, PSC76573.1	PRW32484.1
OG0001923	PSC76084.1	PRW32512.1, PRW32513.1
OG0001924	PSC76112.1	PRW58440.1
OG0001926	PSC76397.1	PRW32520.1
OG0001927	PSC70593.1	PRW61195.1
OG0001928	PSC76435.1	PRW56983.1
OG0001929	PSC76710.1	PRW32612.1, PRW32613.1
OG0001930	PSC75646.1	PRW32568.1, PRW32567.1
OG0001931	PSC67228.1, PSC67229.1	PRW20771.1
OG0001932	PSC67489.1, PSC67488.1	PRW59346.1
OG0001933	PSC70087.1	PRW33505.1, PRW33506.1
OG0001934	PSC72516.1	PRW45454.1
OG0001935	PSC69389.1	PRW45383.1, PRW45384.1
OG0001936	PSC73950.1	PRW45451.1
OG0001937	PSC73364.1, PSC73363.1	PRW61390.1
OG0001938	PSC73531.1	PRW61515.1
OG0001939	PSC73320.1	PRW61479.1, PRW61520.1
OG0001940	PSC72559.1, PSC72558.1	PRW56785.1
OG0001941	PSC70599.1, PSC72879.1	PRW61120.1
OG0001942	PSC70507.1	PRW60892.1, PRW60891.1
OG0001943	PSC70555.1	PRW61176.1
OG0001944	PSC69022.1	PRW57686.1
OG0001945	PSC72492.1	PRW56596.1, PRW56597.1
OG0001946	PSC74019.1	PRW61370.1
OG0001947	PSC72522.1	PRW56878.1, PRW56879.1
OG0001948	PSC72399.1	PRW56762.1
OG0001949	PSC75403.1, PSC75402.1	PRW05867.1
OG0001950	PSC72371.1	PRW56779.1
OG0001951	PSC71424.1	PRW59831.1
OG0001952	PSC72380.1	PRW56680.1
OG0001953	PSC73275.1	PRW61199.1
OG0001954	PSC76663.1	PRW56817.1
OG0001955	PSC72413.1	PRW56814.1, PRW56815.1
OG0001956	PSC67294.1	PRW61404.1
OG0001957	PSC72476.1, PSC72477.1	PRW56668.1
OG0001958	PSC72521.1	PRW56600.1, PRW57317.1
OG0001959	PSC72404.1	PRW56702.1, PRW56701.1
OG0001960	PSC72462.1	PRW56769.1, PRW56770.1
OG0001961	PSC72524.1	PRW56474.1, PRW56473.1
OG0001962	PSC72781.1	PRW59881.1
OG0001963	PSC69638.1	PRW59883.1
OG0001964	PSC69636.1, PSC69637.1	PRW59686.1
OG0001965	PSC73958.1	PRW61365.1, PRW61364.1
OG0001966	PSC73218.1, PSC73217.1	PRW18294.1
