Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0001292	PSC70066.1, PSC76989.1, PSC67295.1	KAI3438686.1
OG0001293	PSC73664.1	KAI3425726.1
OG0001294	PSC73555.1	KAI3425735.1, KAI3425737.1
OG0001295	PSC72792.1	KAI3423793.1, KAI3433270.1, KAI3423311.1, KAI3434591.1
OG0001297	PSC74617.1	KAI3425896.1
OG0001298	PSC76523.1	KAI3433376.1
OG0001298	PSC76801.1	KAI3433375.1
OG0001299	PSC76299.1, PSC76301.1, PSC76300.1	KAI3438597.1, KAI3438598.1
OG0001300	PSC75753.1	KAI3438680.1, KAI3431703.1
OG0001301	PSC67900.1, PSC67901.1, PSC73756.1, PSC73916.1	KAI3438912.1
OG0001302	PSC76151.1	KAI3436161.1, KAI3436162.1
OG0001304	PSC68553.1, PSC68554.1, PSC68555.1	KAI3429838.1, KAI3429837.1
OG0001305	PSC74991.1, PSC75078.1	KAI3432776.1, KAI3432777.1, KAI3432775.1
OG0001306	PSC73289.1	KAI3432864.1, KAI3432863.1
OG0001307	PSC69282.1, PSC69281.1, PSC69280.1, PSC69279.1	KAI3431862.1
OG0001309	PSC74977.1, PSC67269.1	KAI3432318.1, KAI3430530.1
OG0001315	PSC69314.1, PSC69315.1	KAI3425085.1
OG0001316	PSC70738.1	KAI3430721.1
OG0001317	PSC70243.1	KAI3426012.1
OG0001318	PSC69358.1	KAI3425064.1
OG0001319	PSC69359.1	KAI3425069.1
OG0001320	PSC69327.1	KAI3425055.1, KAI3425054.1
OG0001321	PSC68579.1, PSC68580.1	KAI3424887.1
OG0001322	PSC69363.1	KAI3425077.1, KAI3425078.1
OG0001323	PSC69404.1	KAI3425074.1
OG0001324	PSC69405.1	KAI3425070.1
OG0001325	PSC76898.1	KAI3438435.1
OG0001326	PSC72109.1	KAI3438079.1
OG0001327	PSC70114.1, PSC70113.1	KAI3425174.1
OG0001328	PSC70024.1	KAI3425170.1
OG0001330	PSC70125.1	KAI3425176.1
OG0001331	PSC75211.1, PSC75212.1	KAI3425307.1
OG0001332	PSC73793.1	KAI3424841.1
OG0001333	PSC75012.1	KAI3425244.1
OG0001334	PSC69344.1	KAI3425122.1
OG0001335	PSC69202.1, PSC69203.1	KAI3431827.1
OG0001336	PSC74832.1	KAI3425337.1
OG0001337	PSC72994.1	KAI3430447.1
OG0001338	PSC69087.1	KAI3430429.1, KAI3430426.1
OG0001339	PSC69094.1	KAI3430425.1
OG0001340	PSC69222.1	KAI3437586.1
OG0001341	PSC76762.1	KAI3433289.1
OG0001342	PSC71091.1, PSC71335.1	KAI3438039.1
OG0001343	PSC72123.1	KAI3438168.1
OG0001345	PSC68324.1	KAI3435818.1, KAI3427994.1
OG0001346	PSC74841.1	KAI3430608.1, KAI3430609.1
OG0001347	PSC75759.1	KAI3428711.1
OG0001348	PSC69101.1, PSC67135.1	KAI3430383.1
OG0001349	PSC72661.1, PSC72791.1	KAI3436833.1
OG0001350	PSC69106.1	KAI3430379.1
OG0001351	PSC69987.1	KAI3430350.1
OG0001352	PSC74126.1	KAI3428471.1, KAI3428468.1
OG0001353	PSC67980.1	KAI3430333.1
OG0001354	PSC70023.1, PSC70022.1	KAI3430346.1
OG0001355	PSC67990.1, PSC67989.1	KAI3430323.1
OG0001356	PSC67947.1, PSC67948.1	KAI3430306.1
OG0001357	PSC67998.1	KAI3430287.1
OG0001358	PSC70106.1	KAI3430272.1
OG0001359	PSC70255.1	KAI3430260.1
OG0001360	PSC70155.1	KAI3430262.1, KAI3430330.1
OG0001361	PSC70177.1	KAI3430256.1, KAI3430254.1
OG0001362	PSC70185.1	KAI3430216.1
OG0001363	PSC72760.1	KAI3428192.1
OG0001364	PSC69205.1	KAI3431727.1
OG0001365	PSC69269.1, PSC75186.1	KAI3431790.1
OG0001366	PSC69247.1	KAI3431784.1, KAI3431785.1
OG0001367	PSC69227.1	KAI3431751.1, KAI3431752.1
OG0001368	PSC69208.1	KAI3431801.1, KAI3424777.1
OG0001369	PSC69188.1	KAI3431813.1
OG0001370	PSC69261.1	KAI3431811.1
OG0001371	PSC69221.1	KAI3423129.1, KAI3431825.1
OG0001372	PSC69276.1, PSC69275.1	KAI3431852.1
OG0001373	PSC69229.1	KAI3431856.1
OG0001375	PSC76727.1	KAI3438809.1
OG0001376	PSC73917.1	KAI3431646.1
OG0001377	PSC76491.1	KAI3438749.1
OG0001378	PSC68925.1	KAI3429700.1
OG0001379	PSC73745.1	KAI3431655.1
OG0001380	PSC68725.1	KAI3431674.1, KAI3431675.1
OG0001381	PSC68715.1, PSC68716.1	KAI3431667.1
OG0001382	PSC68766.1, PSC68753.1	KAI3431683.1
OG0001384	PSC73741.1	KAI3431627.1, KAI3431626.1
OG0001385	PSC67589.1, PSC67588.1	KAI3431603.1
OG0001386	PSC72361.1	KAI3438966.1
OG0001387	PSC71777.1	KAI3430799.1
OG0001389	PSC76643.1	KAI3438929.1
OG0001390	PSC76586.1	KAI3438926.1
OG0001391	PSC76394.1, PSC76395.1	KAI3438934.1
OG0001392	PSC73662.1, PSC73663.1	KAI3439000.1
OG0001393	PSC67914.1	KAI3439009.1
OG0001394	PSC73686.1	KAI3438996.1
OG0001395	PSC73262.1	KAI3438985.1, KAI3438984.1
OG0001396	PSC74148.1	KAI3438923.1
OG0001397	PSC77028.1	KAI3438925.1
OG0001399	PSC76156.1	KAI3438759.1
OG0001400	PSC76401.1	KAI3438729.1
OG0001402	PSC73643.1	KAI3438905.1, KAI3438906.1
OG0001403	PSC75622.1, PSC75623.1, PSC75621.1	KAI3438885.1
OG0001404	PSC76557.1	KAI3424175.1
OG0001404	PSC75987.1	KAI3438878.1
OG0001405	PSC75925.1, PSC75926.1	KAI3438889.1
OG0001406	PSC68732.1, PSC67147.1	KAI3429326.1
OG0001407	PSC73519.1	KAI3429243.1
OG0001408	PSC73263.1, PSC73264.1	KAI3438898.1
OG0001409	PSC75371.1, PSC75370.1	KAI3438692.1
OG0001410	PSC75273.1, PSC75272.1	KAI3438698.1
OG0001411	PSC75282.1, PSC75520.1	KAI3438697.1
OG0001412	PSC75896.1	KAI3438679.1
OG0001414	PSC75552.1, PSC75553.1	KAI3438662.1
OG0001415	PSC76529.1, PSC76528.1	KAI3438739.1
OG0001416	PSC76593.1	KAI3432285.1, KAI3438827.1
OG0001417	PSC76407.1	KAI3438722.1
OG0001418	PSC75304.1	KAI3436674.1
OG0001419	PSC75423.1	KAI3438841.1
OG0001420	PSC75350.1	KAI3438844.1
OG0001421	PSC74463.1	KAI3434848.1
OG0001422	PSC75780.1, PSC75288.1	KAI3438704.1
OG0001423	PSC75633.1	KAI3438702.1
OG0001424	PSC69232.1	KAI3431836.1
OG0001425	PSC72301.1	KAI3438137.1
OG0001426	PSC75527.1, PSC75463.1	KAI3438655.1
OG0001427	PSC68011.1	KAI3438161.1, KAI3438610.1
OG0001428	PSC67954.1	KAI3438599.1
OG0001429	PSC73532.1	KAI3423835.1, KAI3432241.1
OG0001430	PSC73732.1, PSC73733.1	KAI3431657.1
OG0001431	PSC67987.1	KAI3438590.1
OG0001432	PSC76979.1, PSC76583.1	KAI3428633.1
OG0001433	PSC75474.1, PSC75475.1	KAI3426872.1
OG0001434	PSC68134.1	KAI3426869.1
OG0001435	PSC69337.1	KAI3425954.1
OG0001436	PSC69785.1	KAI3426840.1, KAI3426839.1
OG0001438	PSC69728.1	KAI3426859.1
OG0001439	PSC75407.1	KAI3426923.1
OG0001440	PSC75733.1	KAI3426927.1
OG0001441	PSC72938.1, PSC72939.1	KAI3436295.1
OG0001442	PSC75675.1, PSC75676.1	KAI3426943.1
OG0001443	PSC75725.1	KAI3426959.1
OG0001444	PSC76007.1	KAI3426960.1
OG0001445	PSC69833.1	KAI3428365.1
OG0001446	PSC76290.1, PSC76291.1	KAI3427020.1
OG0001447	PSC68594.1	KAI3424907.1
OG0001448	PSC76429.1	KAI3427027.1
OG0001449	PSC76999.1, PSC77000.1	KAI3427016.1
OG0001450	PSC76463.1	KAI3427009.1
OG0001451	PSC75742.1	KAI3427011.1
OG0001452	PSC75305.1	KAI3426985.1, KAI3426988.1
OG0001453	PSC75549.1	KAI3426971.1
OG0001454	PSC75328.1	KAI3427000.1, KAI3427001.1
OG0001455	PSC75262.1, PSC73083.1	KAI3426999.1
OG0001456	PSC75494.1	KAI3427127.1
OG0001457	PSC75856.1	KAI3426962.1
OG0001458	PSC76834.1	KAI3427062.1, KAI3427035.1
OG0001459	PSC76816.1	KAI3433423.1
OG0001460	PSC75564.1	KAI3427097.1
OG0001461	PSC75954.1	KAI3427134.1, KAI3430773.1
OG0001462	PSC76687.1	KAI3427043.1
OG0001463	PSC76516.1, PSC76515.1	KAI3427042.1
OG0001464	PSC69348.1	KAI3429595.1
OG0001465	PSC75562.1	KAI3427167.1
OG0001466	PSC75432.1	KAI3427161.1
OG0001467	PSC75982.1, PSC75983.1	KAI3427195.1
OG0001469	PSC74132.1	KAI3434461.1
OG0001470	PSC69986.1	KAI3425232.1
OG0001471	PSC75833.1	KAI3427154.1
OG0001472	PSC75781.1	KAI3427185.1
OG0001473	PSC73822.1, PSC67125.1	KAI3427250.1
OG0001474	PSC75254.1, PSC75253.1	KAI3427169.1
OG0001475	PSC68430.1	KAI3427412.1
OG0001476	PSC71490.1	KAI3436796.1, KAI3436797.1
OG0001477	PSC71586.1	KAI3436744.1
OG0001478	PSC71492.1	KAI3436792.1
OG0001479	PSC72754.1, PSC72753.1	KAI3436848.1
OG0001480	PSC71561.1, PSC71562.1	KAI3436707.1
OG0001481	PSC71447.1	KAI3436779.1, KAI3436780.1
OG0001482	PSC71472.1	KAI3436781.1
OG0001483	PSC71598.1	KAI3436765.1
OG0001484	PSC67458.1	KAI3436865.1
OG0001485	PSC72732.1	KAI3435484.1, KAI3435483.1
OG0001486	PSC72601.1	KAI3435490.1
OG0001487	PSC72676.1	KAI3435493.1
OG0001488	PSC72795.1, PSC72796.1	KAI3435504.1
OG0001489	PSC72630.1	KAI3435525.1
OG0001490	PSC72696.1	KAI3435531.1, KAI3435530.1
OG0001491	PSC72746.1, PSC72745.1	KAI3435572.1
OG0001492	PSC73480.1	KAI3435617.1, KAI3435618.1
OG0001493	PSC76855.1	KAI3433300.1
OG0001494	PSC75932.1	KAI3427198.1
OG0001495	PSC68801.1	KAI3433845.1
OG0001496	PSC74615.1	KAI3424423.1
OG0001497	PSC74650.1	KAI3434482.1
OG0001498	PSC74719.1	KAI3434403.1
OG0001499	PSC74770.1	KAI3434521.1, KAI3434515.1
OG0001500	PSC69984.1	KAI3425184.1
OG0001501	PSC67504.1, PSC67505.1	KAI3434467.1
OG0001502	PSC74625.1	KAI3434560.1
OG0001504	PSC74380.1, PSC68781.1	KAI3434485.1
OG0001505	PSC70038.1	KAI3430445.1
OG0001506	PSC71595.1	KAI3428251.1
OG0001507	PSC74401.1, PSC74423.1	KAI3434536.1
OG0001510	PSC76099.1, PSC76098.1	KAI3437551.1
OG0001511	PSC69556.1	KAI3437779.1
OG0001512	PSC69554.1	KAI3437763.1
OG0001513	PSC76717.1, PSC76716.1	KAI3437588.1
OG0001514	PSC69472.1	KAI3437782.1
OG0001515	PSC73413.1	KAI3432435.1
OG0001516	PSC76501.1, PSC76500.1	KAI3437694.1
OG0001517	PSC76835.1	KAI3437686.1, KAI3437687.1
OG0001519	PSC69548.1	KAI3437728.1
OG0001520	PSC69506.1	KAI3437794.1
OG0001521	PSC74896.1, PSC74897.1	KAI3437617.1
OG0001522	PSC75321.1, PSC75320.1	KAI3428816.1
OG0001524	PSC75984.1	KAI3428776.1
OG0001525	PSC69805.1	KAI3428833.1
OG0001526	PSC72430.1, PSC72429.1	KAI3428108.1
OG0001527	PSC73714.1	KAI3424875.1
OG0001528	PSC72435.1	KAI3428097.1
OG0001529	PSC72488.1	KAI3428124.1
OG0001530	PSC72623.1	KAI3428167.1, KAI3428168.1
OG0001531	PSC72759.1	KAI3428173.1
OG0001532	PSC72801.1	KAI3428175.1
OG0001533	PSC70512.1, PSC70511.1	KAI3428154.1
OG0001534	PSC70556.1	KAI3428153.1
OG0001535	PSC75572.1	KAI3428772.1
OG0001536	PSC74189.1	KAI3423427.1
OG0001537	PSC74142.1	KAI3432584.1
OG0001538	PSC71631.1	KAI3428230.1
OG0001540	PSC72487.1	KAI3428115.1
OG0001541	PSC71629.1, PSC71628.1	KAI3428250.1
OG0001542	PSC72350.1	KAI3428017.1
OG0001543	PSC72471.1	KAI3428088.1, KAI3428087.1
OG0001544	PSC72207.1, PSC72206.1	KAI3438222.1
OG0001545	PSC71045.1, PSC71044.1	KAI3437980.1
OG0001546	PSC71171.1, PSC71172.1	KAI3437972.1
OG0001547	PSC71050.1, PSC71051.1	KAI3437969.1
OG0001548	PSC72095.1, PSC72096.1	KAI3438095.1
OG0001549	PSC68202.1	KAI3424764.1, KAI3424765.1
OG0001550	PSC71740.1	KAI3423818.1
OG0001551	PSC69367.1	KAI3429598.1
OG0001552	PSC68582.1	KAI3424921.1
OG0001553	PSC68564.1	KAI3424920.1
OG0001554	PSC68645.1	KAI3424922.1
OG0001555	PSC68642.1	KAI3424941.1, KAI3424942.1
OG0001556	PSC68191.1	KAI3424704.1, KAI3424705.1
OG0001557	PSC71993.1, PSC72001.1	KAI3431264.1
OG0001558	PSC71884.1, PSC71888.1	KAI3431263.1
OG0001559	PSC73667.1	KAI3433502.1
OG0001560	PSC67620.1	KAI3431276.1
OG0001561	PSC67630.1, PSC67619.1	KAI3431281.1
OG0001562	PSC67632.1	KAI3431275.1
OG0001563	PSC71946.1	KAI3431258.1
OG0001564	PSC71904.1	KAI3431467.1
OG0001565	PSC72050.1, PSC72049.1	KAI3431469.1
OG0001567	PSC71895.1	KAI3431465.1
OG0001568	PSC74235.1	KAI3424208.1
OG0001569	PSC71972.1	KAI3431301.1
OG0001570	PSC71950.1	KAI3431314.1
OG0001571	PSC71380.1	KAI3431723.1
OG0001572	PSC71864.1	KAI3431332.1
OG0001573	PSC72023.1	KAI3431384.1
OG0001574	PSC72024.1	KAI3423187.1, KAI3431380.1
OG0001575	PSC71967.1	KAI3431438.1
OG0001576	PSC74120.1, PSC71890.1	KAI3431423.1
OG0001577	PSC69055.1	KAI3425351.1
OG0001578	PSC71921.1	KAI3431421.1
OG0001581	PSC72030.1, PSC72031.1	KAI3431405.1
OG0001582	PSC72014.1	KAI3431427.1
OG0001583	PSC71873.1	KAI3431396.1, KAI3431395.1
OG0001584	PSC72009.1	KAI3431394.1
OG0001585	PSC67110.1	KAI3424687.1
OG0001586	PSC72045.1	KAI3431459.1
OG0001587	PSC76694.1	KAI3435002.1
OG0001588	PSC73270.1	KAI3431587.1, KAI3431586.1
OG0001589	PSC67653.1	KAI3431563.1
OG0001590	PSC67684.1	KAI3431556.1
OG0001591	PSC67657.1	KAI3431543.1, KAI3431542.1
OG0001592	PSC67655.1	KAI3431544.1
OG0001593	PSC71698.1	KAI3430863.1
OG0001594	PSC71723.1	KAI3430740.1, KAI3430741.1
OG0001595	PSC72195.1	KAI3438269.1
OG0001596	PSC75978.1	KAI3428673.1
OG0001597	PSC67276.1	KAI3432644.1
OG0001598	PSC74338.1	KAI3432672.1
OG0001599	PSC72287.1	KAI3438307.1, KAI3438306.1
OG0001600	PSC70567.1	KAI3432626.1
OG0001601	PSC70627.1	KAI3424192.1
OG0001603	PSC70609.1	KAI3432618.1
OG0001604	PSC70505.1	KAI3432606.1
OG0001605	PSC75446.1	KAI3428748.1, KAI3428747.1
OG0001606	PSC75583.1	KAI3428750.1
OG0001607	PSC68127.1	KAI3428288.1
OG0001608	PSC71576.1, PSC71577.1	KAI3428255.1
OG0001609	PSC68120.1	KAI3428277.1
OG0001610	PSC71647.1, PSC71646.1	KAI3428268.1
OG0001611	PSC68109.1	KAI3428305.1
OG0001612	PSC75342.1	KAI3438705.1, KAI3434473.1, KAI3432805.1, KAI3432433.1
OG0001613	PSC72774.1	KAI3436839.1
OG0001614	PSC72182.1	KAI3438172.1
OG0001615	PSC72739.1, PSC72271.1	KAI3436845.1
OG0001616	PSC72715.1	KAI3436846.1
OG0001617	PSC75871.1	KAI3428667.1
OG0001618	PSC71575.1	KAI3436663.1
OG0001619	PSC71460.1	KAI3436684.1, KAI3436683.1
OG0001620	PSC72737.1	KAI3436588.1, KAI3436589.1
OG0001621	PSC69056.1	KAI3436524.1
OG0001622	PSC69052.1	KAI3436461.1
OG0001624	PSC68952.1	KAI3424987.1
OG0001625	PSC74211.1, PSC72841.1	KAI3436634.1
OG0001626	PSC72711.1, PSC72710.1	KAI3436633.1
OG0001627	PSC72892.1	KAI3436620.1
OG0001628	PSC72603.1, PSC72604.1	KAI3436615.1
OG0001630	PSC71476.1, PSC71635.1	KAI3436709.1
OG0001632	PSC72645.1, PSC72646.1	KAI3436576.1
OG0001633	PSC72613.1	KAI3436604.1, KAI3433346.1
OG0001634	PSC73091.1	KAI3430453.1
OG0001635	PSC75366.1	KAI3428721.1
OG0001636	PSC67601.1	KAI3430860.1
OG0001638	PSC71487.1	KAI3436715.1
OG0001639	PSC69039.1	KAI3436445.1
OG0001640	PSC69053.1	KAI3436434.1
OG0001641	PSC67837.1	KAI3438629.1
OG0001642	PSC69000.1, PSC69001.1	KAI3436415.1
OG0001643	PSC69012.1, PSC69013.1	KAI3436388.1
OG0001644	PSC73943.1, PSC73942.1	KAI3425695.1
OG0001645	PSC70039.1	KAI3425220.1
OG0001646	PSC70051.1	KAI3425195.1
OG0001648	PSC75035.1	KAI3429290.1, KAI3429292.1
OG0001649	PSC75110.1	KAI3429283.1
OG0001651	PSC68906.1	KAI3425762.1
OG0001652	PSC67347.1	KAI3429250.1
OG0001653	PSC68138.1	KAI3429318.1
OG0001654	PSC74865.1	KAI3429277.1, KAI3429276.1
OG0001655	PSC69771.1	KAI3427232.1
OG0001656	PSC75118.1, PSC75119.1, PSC75117.1	KAI3429498.1
OG0001657	PSC69922.1	KAI3428437.1
OG0001659	PSC68140.1, PSC68141.1	KAI3429382.1
OG0001660	PSC75138.1	KAI3429523.1, KAI3429522.1
OG0001661	PSC75216.1, PSC75215.1	KAI3429520.1
OG0001662	PSC74949.1, PSC74948.1	KAI3429516.1
OG0001663	PSC68683.1, PSC68420.1, PSC67018.1	KAI3429385.1
OG0001664	PSC68445.1, PSC68452.1	KAI3429359.1
OG0001665	PSC68411.1, PSC68480.1	KAI3429351.1
OG0001666	PSC68439.1	KAI3429348.1
OG0001667	PSC67545.1	KAI3429333.1
OG0001668	PSC74213.1	KAI3424111.1
OG0001669	PSC68467.1	KAI3429300.1, KAI3429299.1
OG0001670	PSC68454.1, PSC68455.1	KAI3429309.1
OG0001671	PSC68471.1, PSC68472.1	KAI3429310.1
OG0001672	PSC75165.1	KAI3429236.1, KAI3429264.1
OG0001673	PSC74839.1	KAI3429263.1
OG0001674	PSC68759.1	KAI3429631.1, KAI3429633.1
OG0001675	PSC69321.1, PSC69322.1	KAI3429588.1
OG0001676	PSC75057.1, PSC75058.1	KAI3429270.1
OG0001677	PSC67533.1	KAI3426116.1
OG0001678	PSC72180.1	KAI3438155.1, KAI3438156.1
OG0001679	PSC74023.1	KAI3429781.1
OG0001680	PSC74524.1	KAI3432759.1
OG0001681	PSC67445.1	KAI3434998.1
OG0001682	PSC67436.1	KAI3435010.1
OG0001683	PSC67439.1, PSC67440.1	KAI3435011.1
OG0001684	PSC67435.1, PSC68696.1	KAI3435027.1
OG0001685	PSC73156.1	KAI3434768.1
OG0001686	PSC72940.1	KAI3434798.1
OG0001687	PSC72964.1, PSC72965.1	KAI3434806.1
OG0001688	PSC76849.1	KAI3434880.1
OG0001689	PSC76318.1	KAI3434879.1
OG0001691	PSC76494.1, PSC76495.1	KAI3434902.1
OG0001692	PSC76880.1	KAI3434903.1
OG0001693	PSC76375.1, PSC76376.1	KAI3434854.1, KAI3434855.1
OG0001694	PSC75658.1	KAI3432412.1
OG0001695	PSC76848.1	KAI3434915.1
OG0001696	PSC76695.1	KAI3434826.1, KAI3434827.1
OG0001697	PSC76415.1	KAI3434857.1
OG0001698	PSC76323.1	KAI3434910.1
OG0001699	PSC76795.1	KAI3434859.1
OG0001700	PSC76982.1	KAI3434929.1
OG0001701	PSC76425.1	KAI3434944.1
OG0001702	PSC73028.1, PSC73027.1	KAI3434685.1
OG0001703	PSC72955.1	KAI3434807.1, KAI3434808.1
OG0001704	PSC76142.1, PSC76141.1	KAI3434865.1
OG0001705	PSC76371.1	KAI3434844.1
OG0001706	PSC73180.1	KAI3434706.1
OG0001707	PSC73129.1	KAI3434698.1
OG0001708	PSC75473.1	KAI3428684.1
OG0001709	PSC72959.1, PSC72960.1	KAI3434657.1
OG0001710	PSC73061.1, PSC73060.1	KAI3434678.1
OG0001711	PSC73071.1, PSC73070.1	KAI3434713.1
OG0001712	PSC76919.1, PSC76807.1	KAI3434982.1
OG0001713	PSC73065.1	KAI3434739.1
OG0001714	PSC73151.1	KAI3434740.1
OG0001715	PSC68488.1, PSC68487.1	KAI3429620.1
OG0001716	PSC73094.1	KAI3434662.1
OG0001717	PSC69159.1	KAI3434622.1
OG0001718	PSC69145.1	KAI3434630.1
OG0001720	PSC71549.1, PSC71550.1	KAI3436737.1
OG0001721	PSC69151.1	KAI3434598.1, KAI3434597.1
OG0001722	PSC69104.1	KAI3434607.1
OG0001724	PSC74796.1	KAI3425845.1
OG0001725	PSC67480.1	KAI3434460.1
OG0001726	PSC68541.1	KAI3429860.1
OG0001727	PSC68540.1	KAI3429868.1
OG0001728	PSC68552.1	KAI3429861.1
OG0001729	PSC68550.1	KAI3429895.1
OG0001730	PSC68558.1	KAI3429897.1
OG0001732	PSC68492.1, PSC68493.1	KAI3429866.1
OG0001733	PSC68543.1	KAI3429886.1
OG0001734	PSC68494.1, PSC68495.1	KAI3429851.1
OG0001737	PSC67896.1	KAI3423310.1, KAI3429622.1
OG0001738	PSC67118.1, PSC67036.1, PSC69318.1	KAI3429610.1
OG0001739	PSC69368.1	KAI3429607.1
OG0001740	PSC69323.1	KAI3429602.1
OG0001741	PSC67932.1, PSC67931.1	KAI3429618.1
OG0001742	PSC71728.1	KAI3424161.1
OG0001743	PSC68978.1	KAI3429672.1
OG0001744	PSC74246.1	KAI3429719.1
OG0001745	PSC74065.1	KAI3429725.1
OG0001746	PSC68973.1	KAI3429674.1
OG0001747	PSC74016.1, PSC74014.1, PSC74015.1	KAI3429731.1
OG0001748	PSC74257.1	KAI3429729.1
OG0001749	PSC69399.1	KAI3429567.1
OG0001750	PSC74935.1	KAI3429562.1, KAI3429563.1
OG0001751	PSC74233.1	KAI3429732.1
OG0001752	PSC68939.1	KAI3429691.1
OG0001753	PSC69353.1, PSC69354.1	KAI3429581.1
OG0001754	PSC74781.1, PSC68752.1	KAI3434514.1
OG0001755	PSC76082.1	KAI3436150.1
OG0001756	PSC76431.1	KAI3437574.1, KAI3437575.1
OG0001757	PSC73392.1, PSC67634.1	KAI3432440.1
OG0001758	PSC71954.1	KAI3431433.1, KAI3431432.1
OG0001759	PSC68750.1, PSC74702.1	KAI3434419.1
OG0001760	PSC75414.1, PSC73476.1	KAI3434420.1
OG0001761	PSC71150.1	KAI3436011.1
OG0001762	PSC76841.1	KAI3436190.1
OG0001763	PSC73403.1	KAI3426193.1
OG0001764	PSC74062.1	KAI3429722.1
OG0001765	PSC67085.1, PSC76552.1	KAI3438715.1
OG0001766	PSC70877.1	KAI3426399.1
OG0001767	PSC67532.1	KAI3426121.1, KAI3426122.1
OG0001768	PSC67511.1	KAI3426109.1
OG0001769	PSC71782.1	KAI3430754.1
OG0001770	PSC68021.1, PSC68022.1	KAI3436372.1
OG0001771	PSC70431.1, PSC70430.1	KAI3426211.1, KAI3426210.1
OG0001772	PSC67405.1	KAI3426206.1
OG0001773	PSC69507.1	KAI3433410.1
OG0001774	PSC70387.1	KAI3426359.1
OG0001775	PSC70330.1, PSC70329.1	KAI3426336.1
OG0001776	PSC71422.1	KAI3435891.1
OG0001777	PSC71000.1, PSC70847.1	KAI3426411.1
OG0001778	PSC70402.1, PSC70401.1, PSC70403.1	KAI3426383.1
OG0001779	PSC72838.1, PSC72839.1	KAI3435553.1
OG0001780	PSC67766.1	KAI3426429.1
OG0001782	PSC68040.1	KAI3426415.1
OG0001783	PSC71669.1	KAI3430763.1
OG0001784	PSC71729.1	KAI3430770.1
OG0001785	PSC72591.1	KAI3429408.1
OG0001786	PSC71828.1	KAI3430796.1
OG0001787	PSC71717.1	KAI3430823.1
OG0001788	PSC69680.1	KAI3435750.1
OG0001789	PSC72466.1	KAI3428074.1
OG0001790	PSC68677.1	KAI3423824.1
OG0001791	PSC71277.1	KAI3428147.1
OG0001792	PSC76163.1, PSC76164.1	KAI3437644.1
OG0001793	PSC75707.1	KAI3439039.1
OG0001794	PSC67908.1	KAI3439015.1
OG0001795	PSC67995.1, PSC67951.1	KAI3438943.1
OG0001796	PSC67942.1, PSC67943.1	KAI3439125.1
OG0001797	PSC68286.1	KAI3433576.1
OG0001798	PSC71722.1	KAI3430761.1
OG0001799	PSC71824.1, PSC71825.1	KAI3430787.1
OG0001800	PSC71798.1, PSC71799.1	KAI3430783.1
OG0001801	PSC70921.1	KAI3428651.1
OG0001802	PSC75836.1	KAI3433896.1
OG0001803	PSC68658.1	KAI3423854.1
OG0001804	PSC72345.1	KAI3438297.1
OG0001805	PSC70111.1	KAI3437558.1
OG0001806	PSC76369.1, PSC76368.1	KAI3438596.1
OG0001807	PSC76915.1, PSC76914.1	KAI3438586.1
OG0001808	PSC76351.1	KAI3438440.1, KAI3438441.1
OG0001809	PSC75874.1	KAI3428724.1
OG0001810	PSC72015.1, PSC67154.1	KAI3438454.1
OG0001811	PSC72047.1, PSC67156.1	KAI3438472.1
OG0001812	PSC75358.1	KAI3438501.1
OG0001813	PSC75661.1	KAI3438502.1
OG0001814	PSC76908.1	KAI3438406.1, KAI3438407.1
OG0001815	PSC71878.1, PSC71877.1	KAI3438491.1
OG0001816	PSC73783.1	KAI3438563.1
OG0001817	PSC75297.1	KAI3438425.1
OG0001818	PSC76223.1, PSC76224.1	KAI3438415.1
OG0001819	PSC73590.1, PSC73591.1	KAI3438566.1
OG0001820	PSC76411.1	KAI3438574.1, KAI3438575.1
OG0001821	PSC76058.1	KAI3433359.1
OG0001822	PSC73675.1, PSC73676.1	KAI3438569.1
OG0001823	PSC76441.1	KAI3438579.1
OG0001824	PSC76004.1	KAI3438518.1
OG0001825	PSC67385.1, PSC67384.1	KAI3425381.1
OG0001826	PSC73562.1	KAI3438549.1
OG0001827	PSC73544.1	KAI3438559.1, KAI3438560.1
OG0001828	PSC73678.1	KAI3438543.1
OG0001829	PSC73578.1	KAI3438520.1, KAI3438521.1
OG0001830	PSC73846.1	KAI3438523.1
OG0001831	PSC75237.1	KAI3438515.1
OG0001832	PSC76994.1, PSC76263.1	KAI3438438.1
OG0001833	PSC75246.1	KAI3438507.1
OG0001834	PSC76713.1	KAI3438527.1
OG0001835	PSC72105.1	KAI3438255.1
OG0001836	PSC68692.1	KAI3423803.1, KAI3423802.1
OG0001837	PSC70933.1	KAI3428606.1
OG0001838	PSC69862.1, PSC69861.1	KAI3428510.1
OG0001839	PSC69938.1	KAI3428512.1, KAI3428513.1
OG0001840	PSC69964.1, PSC69963.1	KAI3428479.1, KAI3428480.1
OG0001841	PSC70868.1	KAI3428578.1, KAI3423533.1
OG0001842	PSC70936.1	KAI3428576.1
OG0001843	PSC69878.1, PSC70994.1	KAI3428543.1
OG0001844	PSC69953.1	KAI3428467.1
OG0001845	PSC69869.1	KAI3428586.1
OG0001846	PSC69884.1	KAI3428614.1, KAI3428615.1
OG0001847	PSC69113.1	KAI3434610.1
OG0001848	PSC70981.1, PSC70979.1	KAI3428582.1
