Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_A99_genome_proteins
OG0001465	PRW50940.1, PRW50939.1	scaffold14.g1274.t1
OG0001466	PRW50902.1, PRW50901.1	scaffold14.g1287.t1
OG0001467	PRW50907.1	scaffold14.g1292.t1
OG0001468	PRW51156.1	scaffold14.g1293.t1, scaffold14.g1327.t1
OG0001469	PRW50979.1	scaffold14.g1298.t1
OG0001470	PRW33557.1, PRW33558.1	scaffold14.g1306.t1
OG0001471	PRW59425.1, PRW50885.1	scaffold14.g1309.t1
OG0001472	PRW51118.1, PRW51119.1	scaffold14.g1311.t1
OG0001473	PRW51099.1	scaffold14.g1314.t1
OG0001474	PRW51182.1	scaffold14.g1320.t1
OG0001475	PRW05916.1, PRW05917.1	scaffold14.g1342.t1
OG0001476	PRW56322.1	scaffold8.g1354.t1
OG0001477	PRW55983.1	scaffold8.g1378.t1
OG0001478	PRW60101.1	scaffold8.g1391.t1
OG0001479	PRW56196.1	scaffold8.g1408.t1
OG0001480	PRW56200.1	scaffold8.g1411.t1
OG0001481	PRW55966.1	scaffold8.g1424.t1
OG0001482	PRW56039.1	scaffold8.g1428.t1, scaffold8.g1426.t1
OG0001483	PRW55938.1	scaffold6.g2705.t1, scaffold8.g1437.t1
OG0001484	PRW55909.1	scaffold3.g6361.t1, scaffold8.g1464.t1
OG0001485	PRW18369.1	scaffold8.g1473.t1
OG0001486	PRW18312.1	scaffold8.g1478.t1
OG0001487	PRW18376.1	scaffold8.g1481.t1
OG0001488	PRW18374.1	scaffold8.g1488.t1
OG0001489	PRW18303.1	scaffold26.g3316.t1, scaffold8.g1516.t1
OG0001490	PRW18411.1	scaffold8.g1520.t1
OG0001491	PRW18330.1	scaffold8.g1549.t1
OG0001492	PRW18392.1	scaffold8.g1551.t1
OG0001493	PRW58597.1	scaffold1.g5764.t1, scaffold8.g1580.t1
OG0001494	PRW51123.1, PRW51124.1	scaffold8.g1582.t1
OG0001495	PRW20735.1	scaffold8.g1588.t1
OG0001496	PRW20416.1, PRW20415.1	scaffold8.g1590.t1
OG0001497	PRW20727.1	scaffold8.g1603.t1
OG0001498	PRW20613.1	scaffold8.g1605.t1, scaffold8.g1608.t1
OG0001499	PRW20666.1	scaffold8.g1613.t1
OG0001500	PRW33532.1	scaffold24.g2921.t1, scaffold8.g1619.t1
OG0001501	PRW20705.1	scaffold8.g1620.t1
OG0001502	PRW20604.1	scaffold8.g1628.t1
OG0001504	PRW20622.1	scaffold8.g1655.t1
OG0001505	PRW39064.1	scaffold10.g2295.t1, scaffold8.g1659.t1
OG0001506	PRW56866.1	scaffold8.g1678.t1, scaffold6.g2595.t1
OG0001507	PRW20668.1	scaffold8.g1697.t1
OG0001508	PRW33566.1, PRW33599.1, PRW33524.1	scaffold8.g1701.t1
OG0001509	PRW45605.1	scaffold19.g1743.t1, scaffold6.g2721.t1
OG0001510	PRW20784.1	scaffold19.g1760.t1
OG0001511	PRW57298.1, PRW05746.1	scaffold19.g1762.t1
OG0001512	PRW57393.1, PRW57392.1	scaffold19.g1777.t1
OG0001513	PRW20864.1	scaffold19.g1779.t1
OG0001514	PRW57169.1	scaffold19.g1786.t1
OG0001515	PRW50975.1	scaffold19.g1787.t1
OG0001516	PRW20870.1	scaffold19.g1808.t1
OG0001517	PRW20778.1	scaffold19.g1815.t1
OG0001518	PRW20962.1, PRW20963.1, PRW20961.1	scaffold19.g1817.t1
OG0001519	PRW20925.1	scaffold19.g1826.t1, scaffold3.g6614.t1
OG0001520	PRW57367.1	scaffold19.g1854.t1
OG0001521	PRW20794.1	scaffold19.g1867.t1
OG0001522	PRW05862.1	scaffold18.g1883.t1
OG0001523	PRW60154.1, PRW56675.1, PRW44894.1, PRW45183.1, PRW56998.1	scaffold18.g1902.t1
OG0001524	PRW05828.1, PRW05829.1	scaffold18.g1913.t1
OG0001525	PRW05852.1, PRW05750.1	scaffold18.g1919.t1
OG0001526	PRW56607.1	scaffold18.g1932.t1
OG0001527	PRW45503.1, PRW45504.1	scaffold18.g1934.t1
OG0001528	PRW56715.1, PRW56424.1	scaffold18.g1948.t1
OG0001529	PRW56527.1, PRW56526.1	scaffold18.g1956.t1
OG0001530	PRW56606.1	scaffold18.g1964.t1
OG0001531	PRW56433.1, PRW56434.1	scaffold18.g1965.t1
OG0001532	PRW56740.1	scaffold18.g1966.t1, scaffold3.g6263.t1
OG0001533	PRW56796.1	scaffold18.g1968.t1
OG0001534	PRW56489.1, PRW56490.1	scaffold18.g1969.t1
OG0001535	PRW05815.1, PRW05814.1	scaffold18.g1975.t1
OG0001536	PRW60944.1	scaffold2.g7058.t1, scaffold18.g2005.t1
OG0001537	PRW61562.1, PRW61563.1	scaffold18.g2018.t1
OG0001538	PRW56744.1	scaffold18.g2019.t1
OG0001539	PRW56575.1, PRW56594.1	scaffold18.g2028.t1
OG0001540	PRW56517.1, PRW56518.1	scaffold18.g2039.t1
OG0001541	PRW56689.1	scaffold18.g2044.t1
OG0001542	PRW44589.1, PRW56767.1	scaffold18.g2059.t1
OG0001543	PRW56771.1	scaffold18.g2066.t1
OG0001544	PRW57417.1	scaffold21.g2097.t1
OG0001545	PRW57186.1	scaffold21.g2115.t1
OG0001546	PRW57112.1	scaffold21.g2121.t1
OG0001547	PRW57227.1	scaffold21.g2122.t1
OG0001548	PRW57512.1	scaffold21.g2128.t1
OG0001549	PRW45645.1	scaffold21.g2151.t1
OG0001551	PRW60423.1	scaffold11.g3925.t1, scaffold21.g2164.t1
OG0001552	PRW45740.1	scaffold21.g2169.t1, scaffold21.g2165.t1
OG0001553	PRW45703.1, PRW45702.1	scaffold21.g2168.t1
OG0001554	PRW45533.1, PRW45532.1	scaffold21.g2170.t1
OG0001555	PRW45591.1	scaffold21.g2180.t1
OG0001556	PRW45348.1	scaffold21.g2217.t1
OG0001557	PRW05791.1	scaffold10.g2231.t1
OG0001558	PRW05770.1	scaffold10.g2232.t1
OG0001559	PRW58468.1	scaffold1.g5656.t1, scaffold10.g2233.t1
OG0001560	PRW05802.1	scaffold10.g2234.t1
OG0001561	PRW05751.1	scaffold10.g2238.t1
OG0001562	PRW05796.1, PRW05805.1	scaffold10.g2241.t1
OG0001563	PRW05775.1, PRW05774.1	scaffold10.g2243.t1
OG0001564	PRW39210.1, PRW39211.1	scaffold10.g2259.t1
OG0001565	PRW39149.1	scaffold10.g2260.t1
OG0001566	PRW39393.1, PRW39392.1	scaffold10.g2261.t1, scaffold4.g5024.t1
OG0001567	PRW39204.1, PRW39203.1	scaffold10.g2262.t1
OG0001568	PRW61584.1	scaffold2.g7035.t1, scaffold10.g2289.t1
OG0001569	PRW05755.1	scaffold10.g2291.t1
OG0001570	PRW39363.1, PRW39364.1	scaffold10.g2294.t1
OG0001571	PRW33164.1, PRW33165.1	scaffold10.g2300.t1
OG0001572	PRW39068.1, PRW39067.1	scaffold10.g2312.t1
OG0001573	PRW39098.1, PRW39099.1	scaffold10.g2318.t1
OG0001574	PRW39146.1	scaffold10.g2323.t1
OG0001575	PRW39296.1	scaffold10.g2330.t1
OG0001576	PRW39207.1	scaffold10.g2331.t1
OG0001577	PRW44577.1	scaffold10.g2338.t1
OG0001578	PRW39297.1	scaffold10.g2344.t1, scaffold12.g8004.t1
OG0001579	PRW44482.1	scaffold10.g2354.t1, scaffold10.g2353.t1
OG0001580	PRW51180.1	scaffold10.g2362.t1
OG0001581	PRW39255.1	scaffold10.g2365.t1
OG0001582	PRW39347.1, PRW39346.1	scaffold10.g2366.t1
OG0001583	PRW39318.1	scaffold10.g2374.t1
OG0001584	PRW39231.1, PRW39232.1	scaffold10.g2375.t1
OG0001585	PRW45550.1, PRW45551.1	scaffold10.g2376.t1
OG0001586	PRW33119.1	scaffold10.g2379.t1
OG0001587	PRW34006.1	scaffold7.g3393.t1, scaffold10.g2390.t1
OG0001588	PRW39351.1	scaffold10.g2434.t1
OG0001589	PRW39069.1, PRW39070.1, PRW39071.1	scaffold10.g2446.t1
OG0001590	PRW39274.1	scaffold10.g2450.t1
OG0001591	PRW39093.1	scaffold10.g2469.t1
OG0001592	PRW39385.1, PRW39386.1	scaffold10.g2478.t1
OG0001593	PRW20965.1	scaffold1.g5830.t1, scaffold10.g2490.t1
OG0001594	PRW21042.1	scaffold10.g2494.t1
OG0001595	PRW56985.1, PRW56984.1	scaffold6.g2499.t1
OG0001596	PRW44394.1	scaffold1.g5291.t1, scaffold6.g2502.t1
OG0001597	PRW61455.1, PRW61456.1	scaffold6.g2503.t1
OG0001598	PRW60932.1	scaffold6.g2505.t1
OG0001599	PRW57188.1	scaffold6.g2513.t1
OG0001600	PRW61557.1	scaffold6.g2525.t1
OG0001601	PRW61594.1	scaffold43.g4488.t1, scaffold6.g2529.t1
OG0001602	PRW57379.1	scaffold1.g5393.t1, scaffold6.g2532.t1
OG0001603	PRW61355.1, PRW61354.1	scaffold6.g2536.t1
OG0001604	PRW61621.1, PRW61620.1	scaffold6.g2554.t1
OG0001605	PRW44350.1	scaffold6.g2566.t1
OG0001606	PRW44617.1	scaffold6.g2568.t1, scaffold7.g3497.t1
OG0001607	PRW56853.1, PRW56854.1	scaffold6.g2584.t1
OG0001608	PRW56419.1	scaffold6.g2588.t1
OG0001609	PRW56637.1	scaffold4.g4996.t1, scaffold6.g2591.t1
OG0001610	PRW56768.1	scaffold6.g2592.t1
OG0001611	PRW56567.1	scaffold6.g2604.t1
OG0001613	PRW56067.1	scaffold6.g2625.t1
OG0001614	PRW57447.1, PRW44318.1	scaffold6.g2629.t1
OG0001615	PRW56189.1	scaffold6.g2635.t1
OG0001616	PRW56330.1, PRW05744.1	scaffold6.g2636.t1
OG0001617	PRW44336.1, PRW44337.1	scaffold6.g2648.t1
OG0001618	PRW56037.1	scaffold25.g5089.t1, scaffold6.g2653.t1
OG0001619	PRW55995.1	scaffold6.g2668.t1
OG0001620	PRW56047.1	scaffold6.g2669.t1
OG0001621	PRW55979.1, PRW55978.1	scaffold6.g2708.t1
OG0001622	PRW56250.1, PRW56251.1	scaffold6.g2713.t1
OG0001624	PRW59336.1	scaffold30.g4450.t1, scaffold6.g2719.t1
OG0001625	PRW56051.1	scaffold6.g2741.t1
OG0001626	PRW56310.1	scaffold6.g2743.t1
OG0001627	PRW56053.1	scaffold6.g2755.t1
OG0001628	PRW55885.1	scaffold6.g2761.t1
OG0001629	PRW50867.1, PRW50866.1	scaffold6.g2769.t1
OG0001630	PRW56150.1	scaffold6.g2781.t1
OG0001631	PRW59472.1	scaffold6.g2788.t1
OG0001632	PRW56245.1	scaffold6.g2823.t1
OG0001633	PRW55980.1	scaffold6.g2836.t1
OG0001634	PRW33014.1	scaffold6.g2844.t1, scaffold28.g7578.t1
OG0001635	PRW44447.1	scaffold6.g2856.t1, scaffold12.g8183.t1
OG0001636	PRW61450.1	scaffold6.g2870.t1, scaffold1.g5806.t1
OG0001637	PRW60609.1	scaffold6.g2874.t1
OG0001638	PRW56218.1	scaffold6.g2878.t1
OG0001639	PRW55929.1	scaffold6.g2895.t1, scaffold12.g7914.t1
OG0001640	PRW56287.1, PRW56286.1	scaffold6.g2901.t1
OG0001641	PRW58762.1	scaffold6.g2903.t1
OG0001642	PRW56052.1	scaffold6.g2904.t1
OG0001643	PRW56211.1	scaffold6.g2916.t1
OG0001644	PRW58076.1	scaffold24.g2923.t1
OG0001645	PRW33542.1, PRW33541.1	scaffold24.g2959.t1
OG0001646	PRW33598.1	scaffold24.g2973.t1
OG0001648	PRW60413.1	scaffold9.g2994.t1
OG0001649	PRW60865.1, PRW60866.1	scaffold9.g2996.t1
OG0001650	PRW60659.1	scaffold9.g3007.t1
OG0001650	PRW60660.1	scaffold9.g3004.t1
OG0001651	PRW56153.1	scaffold9.g3021.t1
OG0001652	PRW60699.1	scaffold9.g3023.t1
OG0001653	PRW60572.1, PRW60573.1	scaffold9.g3033.t1
OG0001654	PRW60396.1	scaffold9.g3041.t1
OG0001655	PRW57444.1	scaffold9.g3099.t1, scaffold9.g3105.t1
OG0001657	PRW44501.1	scaffold9.g3117.t1, scaffold4.g4925.t1
OG0001659	PRW60539.1	scaffold9.g3127.t1
OG0001660	PRW60302.1	scaffold9.g3163.t1
OG0001661	PRW60234.1	scaffold9.g3167.t1
OG0001662	PRW60240.1	scaffold9.g3171.t1
OG0001663	PRW60832.1	scaffold9.g3179.t1
OG0001664	PRW60371.1	scaffold9.g3183.t1
OG0001665	PRW60401.1	scaffold9.g3188.t1
OG0001666	PRW60367.1, PRW60377.1	scaffold9.g3192.t1
OG0001667	PRW60343.1	scaffold2.g7114.t1, scaffold9.g3202.t1
OG0001668	PRW33693.1	scaffold9.g3203.t1, scaffold9.g3204.t1
OG0001670	PRW60225.1	scaffold9.g3222.t1
OG0001671	PRW60715.1	scaffold9.g3223.t1
OG0001672	PRW60566.1	scaffold9.g3227.t1
OG0001673	PRW60619.1, PRW60620.1	scaffold9.g3234.t1
OG0001674	PRW60373.1	scaffold9.g3235.t1
OG0001675	PRW60447.1	scaffold9.g3241.t1
OG0001676	PRW60847.1	scaffold9.g3244.t1
OG0001677	PRW45010.1	scaffold9.g3249.t1, scaffold2.g6781.t1
OG0001678	PRW57320.1	scaffold9.g3270.t1
OG0001679	PRW60383.1, PRW60483.1	scaffold9.g3288.t1
OG0001680	PRW61518.1, PRW61517.1	scaffold26.g3368.t1
OG0001681	PRW33833.1, PRW33834.1	scaffold7.g3376.t1
OG0001682	PRW33792.1	scaffold7.g3383.t1, scaffold4.g4977.t1
OG0001683	PRW33866.1	scaffold7.g3384.t1
OG0001684	PRW34037.1	scaffold7.g3389.t1
OG0001685	PRW57662.1, PRW57661.1	scaffold7.g3422.t1
OG0001686	PRW57654.1, PRW57653.1	scaffold7.g3424.t1
OG0001687	PRW57974.1	scaffold7.g3429.t1
OG0001688	PRW33803.1, PRW33764.1	scaffold7.g3441.t1
OG0001689	PRW33988.1	scaffold7.g3442.t1
OG0001690	PRW45165.1	scaffold28.g7576.t1
OG0001690	PRW60810.1	scaffold7.g3448.t1
OG0001691	PRW34102.1	scaffold7.g3464.t1
OG0001692	PRW33851.1, PRW33852.1	scaffold7.g3465.t1
OG0001694	PRW61004.1	scaffold7.g3481.t1, scaffold7.g3482.t1
OG0001695	PRW34040.1, PRW34039.1	scaffold7.g3484.t1
OG0001696	PRW57802.1	scaffold7.g3492.t1
OG0001697	PRW33830.1	scaffold7.g3505.t1
OG0001698	PRW33952.1, PRW33953.1	scaffold7.g3507.t1
OG0001699	PRW34071.1	scaffold15.g4346.t1, scaffold7.g3515.t1
OG0001700	PRW34001.1	scaffold7.g3526.t1
OG0001701	PRW33884.1, PRW33885.1	scaffold7.g3531.t1
OG0001702	PRW58071.1	scaffold7.g3558.t1
OG0001703	PRW57840.1	scaffold7.g3561.t1
OG0001704	PRW33844.1	scaffold7.g3572.t1
OG0001705	PRW58001.1, PRW58002.1	scaffold7.g3576.t1
OG0001706	PRW57976.1, PRW57977.1	scaffold7.g3595.t1
OG0001707	PRW57991.1, PRW57990.1	scaffold7.g3603.t1
OG0001708	PRW44317.1	scaffold4.g4772.t1, scaffold7.g3614.t1
OG0001709	PRW57800.1	scaffold7.g3625.t1
OG0001710	PRW58041.1	scaffold7.g3649.t1
OG0001711	PRW57873.1	scaffold7.g3657.t1
OG0001712	PRW33832.1	scaffold7.g3669.t1
OG0001713	PRW57763.1	scaffold7.g3671.t1
OG0001714	PRW57596.1	scaffold7.g3672.t1
OG0001715	PRW33985.1	scaffold7.g3712.t1
OG0001716	PRW57585.1, PRW57586.1	scaffold7.g3715.t1
OG0001717	PRW57632.1, PRW57631.1	scaffold7.g3723.t1
OG0001718	PRW57629.1	scaffold7.g3729.t1
OG0001719	PRW44328.1, PRW33842.1	scaffold7.g3734.t1, scaffold7.g3730.t1
OG0001720	PRW56185.1	scaffold7.g3742.t1
OG0001721	PRW57734.1	scaffold7.g3744.t1
OG0001722	PRW57833.1	scaffold7.g3748.t1
OG0001723	PRW20648.1, PRW20649.1	scaffold7.g3753.t1
OG0001724	PRW57769.1	scaffold12.g8037.t1, scaffold32.g3805.t1
OG0001725	PRW20647.1	scaffold1.g5889.t1, scaffold32.g3827.t1
OG0001726	PRW60331.1, PRW60332.1	scaffold11.g3834.t1
OG0001727	PRW60309.1	scaffold11.g3843.t1
OG0001728	PRW60523.1, PRW60522.1, PRW60521.1	scaffold11.g3844.t1
OG0001729	PRW60537.1, PRW60538.1	scaffold11.g3850.t1
OG0001730	PRW60654.1, PRW60655.1	scaffold11.g3851.t1
OG0001731	PRW58517.1	scaffold11.g3855.t1, scaffold11.g3856.t1, scaffold1.g5207.t1
OG0001732	PRW60838.1	scaffold11.g3866.t1
OG0001733	PRW60735.1	scaffold11.g3870.t1, scaffold43.g4492.t1
OG0001734	PRW60494.1	scaffold11.g3875.t1
OG0001735	PRW60259.1	scaffold11.g3896.t1
OG0001736	PRW61307.1, PRW61308.1, PRW33258.1	scaffold11.g3901.t1
OG0001737	PRW60480.1	scaffold11.g3915.t1
OG0001738	PRW60701.1	scaffold11.g3918.t1
OG0001739	PRW60804.1	scaffold11.g3919.t1
OG0001740	PRW60514.1, PRW60460.1	scaffold11.g3921.t1
OG0001741	PRW60504.1	scaffold11.g3931.t1
OG0001742	PRW50877.1, PRW20969.1	scaffold11.g3938.t1
OG0001743	PRW60308.1, PRW60307.1	scaffold11.g3942.t1
OG0001744	PRW60392.1	scaffold11.g3957.t1
OG0001745	PRW60797.1	scaffold11.g3960.t1
OG0001746	PRW60818.1, PRW60817.1	scaffold11.g3972.t1
OG0001747	PRW60811.1	scaffold11.g3982.t1
OG0001748	PRW60301.1, PRW60300.1	scaffold11.g3991.t1
OG0001749	PRW60517.1, PRW60516.1	scaffold11.g3992.t1
OG0001750	PRW60421.1	scaffold11.g3995.t1
OG0001751	PRW60439.1, PRW60438.1	scaffold11.g4001.t1
OG0001752	PRW60236.1, PRW60237.1	scaffold11.g4003.t1
OG0001753	PRW60828.1	scaffold11.g4010.t1
OG0001754	PRW20765.1	scaffold11.g4023.t1
OG0001755	PRW59468.1	scaffold3.g6475.t1, scaffold11.g4033.t1
OG0001756	PRW20894.1	scaffold11.g4045.t1
OG0001757	PRW60885.1	scaffold11.g4051.t1
OG0001758	PRW39072.1	scaffold11.g4059.t1
OG0001759	PRW20651.1	scaffold23.g4087.t1
OG0001761	PRW59844.1	scaffold23.g4125.t1, scaffold3.g6595.t1
OG0001762	PRW59731.1	scaffold23.g4134.t1, scaffold3.g6633.t1
OG0001763	PRW45177.1	scaffold23.g4156.t1
OG0001764	PRW60599.1, PRW60389.1	scaffold23.g4165.t1
OG0001765	PRW58991.1	scaffold23.g4170.t1
OG0001766	PRW45238.1	scaffold23.g4190.t1, scaffold23.g4172.t1
OG0001767	PRW45147.1	scaffold23.g4180.t1
OG0001768	PRW44922.1, PRW44923.1	scaffold23.g4195.t1
OG0001769	PRW21108.1	scaffold15.g4200.t1, scaffold1.g5823.t1
OG0001770	PRW59606.1	scaffold15.g4203.t1
OG0001772	PRW44969.1, PRW44970.1	scaffold15.g4214.t1
OG0001773	PRW58489.1	scaffold15.g4228.t1
OG0001774	PRW45174.1, PRW45175.1	scaffold15.g4234.t1
OG0001775	PRW45257.1	scaffold15.g4236.t1
OG0001776	PRW59571.1	scaffold3.g6357.t1, scaffold15.g4246.t1
OG0001777	PRW45193.1	scaffold15.g4280.t1
OG0001778	PRW45169.1	scaffold15.g4287.t1
OG0001779	PRW18387.1	scaffold15.g4294.t1
OG0001780	PRW44938.1	scaffold15.g4321.t1, scaffold4.g4594.t1
OG0001781	PRW45132.1	scaffold15.g4322.t1
OG0001781	PRW45041.1	scaffold1.g5665.t1
OG0001782	PRW45074.1	scaffold42.g4466.t1, scaffold15.g4324.t1
OG0001783	PRW20349.1, PRW21123.1	scaffold15.g4335.t1
OG0001784	PRW21090.1	scaffold15.g4349.t1
OG0001785	PRW56930.1	scaffold15.g4361.t1, scaffold15.g4362.t1, scaffold15.g4363.t1
OG0001786	PRW20968.1, PRW20967.1	scaffold15.g4365.t1
OG0001787	PRW20981.1	scaffold15.g4367.t1
OG0001788	PRW59520.1	scaffold37.g4376.t1, scaffold3.g6268.t1
OG0001789	PRW56443.1	scaffold22.g6050.t1, scaffold37.g4382.t1
OG0001790	PRW32576.1	scaffold37.g4385.t1, scaffold1.g5550.t1
OG0001791	PRW56792.1	scaffold39.g4410.t1, scaffold22.g6129.t1
OG0001792	PRW20906.1	scaffold30.g4434.t1
OG0001793	PRW58943.1, PRW58944.1	scaffold30.g4436.t1
OG0001794	PRW59384.1, PRW59385.1	scaffold30.g4443.t1
OG0001795	PRW59160.1	scaffold30.g4448.t1
OG0001796	PRW58810.1	scaffold30.g4464.t1
OG0001797	PRW58479.1	scaffold1.g5454.t1, scaffold42.g4473.t1
OG0001798	PRW21059.1	scaffold34.g4505.t1
OG0001799	PRW21094.1	scaffold34.g4508.t1
OG0001800	PRW20987.1	scaffold34.g4517.t1
OG0001801	PRW44367.1	scaffold2.g6853.t1, scaffold53.g4533.t1
OG0001802	PRW58257.1	scaffold56.g4544.t1, scaffold1.g5283.t1
OG0001803	PRW32582.1	scaffold67.g4557.t1, scaffold1.g5723.t1
OG0001804	PRW57213.1	scaffold86.g4563.t1, scaffold2.g7481.t1
OG0001805	PRW33517.1	scaffold108.g4566.t1
OG0001806	PRW59429.1	scaffold4.g4570.t1
OG0001807	PRW59145.1	scaffold4.g4573.t1
OG0001808	PRW59370.1	scaffold4.g4582.t1
OG0001809	PRW44297.1	scaffold4.g4588.t1, scaffold1.g5838.t1
OG0001810	PRW59263.1	scaffold4.g4597.t1
OG0001811	PRW58953.1	scaffold4.g4605.t1
OG0001812	PRW59051.1, PRW59016.1	scaffold4.g4617.t1
OG0001813	PRW59096.1, PRW59095.1	scaffold4.g4618.t1
OG0001814	PRW57330.1	scaffold4.g4632.t1
OG0001815	PRW59326.1	scaffold4.g4642.t1
OG0001816	PRW58803.1, PRW58804.1	scaffold4.g4663.t1
OG0001817	PRW20866.1, PRW56029.1	scaffold4.g4675.t1
OG0001818	PRW59211.1	scaffold4.g4690.t1
OG0001819	PRW59082.1	scaffold4.g4696.t1
OG0001820	PRW58968.1	scaffold4.g4707.t1
OG0001821	PRW58406.1	scaffold4.g4714.t1, scaffold1.g5509.t1
OG0001822	PRW59199.1	scaffold4.g4717.t1
OG0001823	PRW59110.1	scaffold4.g4721.t1, scaffold4.g4720.t1
OG0001824	PRW59154.1	scaffold4.g4726.t1
OG0001825	PRW33515.1	scaffold4.g4730.t1
OG0001826	PRW59092.1	scaffold4.g4736.t1
OG0001827	PRW59205.1	scaffold4.g4738.t1
OG0001828	PRW59113.1, PRW59112.1	scaffold4.g4750.t1
OG0001830	PRW58817.1	scaffold4.g4767.t1
OG0001831	PRW59419.1, PRW51163.1	scaffold4.g4768.t1
OG0001832	PRW59203.1, PRW56602.1	scaffold4.g4779.t1
OG0001833	PRW58917.1	scaffold4.g4785.t1
OG0001834	PRW58959.1	scaffold4.g4810.t1
OG0001835	PRW57200.1, PRW57087.1	scaffold4.g4836.t1
OG0001836	PRW58408.1	scaffold4.g4857.t1
OG0001837	PRW44272.1	scaffold4.g4885.t1
OG0001838	PRW44456.1	scaffold4.g4893.t1
OG0001839	PRW44239.1	scaffold4.g4902.t1
OG0001840	PRW44415.1	scaffold4.g4906.t1
OG0001841	PRW44413.1	scaffold4.g4913.t1
OG0001842	PRW44477.1, PRW44476.1	scaffold4.g4915.t1
OG0001843	PRW44435.1	scaffold4.g4929.t1
OG0001844	PRW44561.1	scaffold4.g4951.t1
OG0001845	PRW44531.1, PRW44530.1	scaffold4.g4955.t1
OG0001846	PRW44479.1	scaffold4.g4961.t1
OG0001847	PRW57887.1, PRW57888.1	scaffold4.g4965.t1
OG0001848	PRW44605.1	scaffold4.g4975.t1
OG0001849	PRW57456.1	scaffold4.g4991.t1
OG0001850	PRW44522.1	scaffold4.g4993.t1
OG0001851	PRW44332.1, PRW44331.1	scaffold4.g4998.t1
OG0001852	PRW59752.1	scaffold3.g6338.t1, scaffold4.g5022.t1
OG0001853	PRW45648.1	scaffold4.g5044.t1
OG0001854	PRW45407.1, PRW45408.1	scaffold4.g5046.t1
OG0001855	PRW61243.1, PRW61244.1	scaffold4.g5055.t1
OG0001856	PRW59711.1	scaffold112.g5059.t1
OG0001857	PRW58587.1, PRW58588.1	scaffold36.g5062.t1
OG0001858	PRW59237.1	scaffold36.g5067.t1
OG0001859	PRW45094.1	scaffold25.g5094.t1
OG0001860	PRW57206.1	scaffold25.g5110.t1, scaffold20.g7763.t1
OG0001861	PRW51079.1	scaffold3.g6542.t1, scaffold25.g5125.t1
OG0001862	PRW20693.1, PRW20687.1	scaffold25.g5135.t1
OG0001863	PRW61222.1	scaffold40.g5150.t1
OG0001864	PRW39278.1, PRW39279.1	scaffold40.g5155.t1
OG0001865	PRW33295.1	scaffold40.g5159.t1, scaffold1.g5797.t1
OG0001866	PRW58285.1	scaffold1.g5209.t1
OG0001867	PRW58703.1, PRW58702.1	scaffold1.g5213.t1
OG0001868	PRW58450.1, PRW58449.1	scaffold1.g5236.t1
OG0001869	PRW58224.1	scaffold1.g5243.t1
OG0001870	PRW58542.1, PRW58541.1	scaffold1.g5246.t1
OG0001871	PRW58427.1	scaffold1.g5265.t1
OG0001872	PRW58718.1, PRW58719.1	scaffold1.g5271.t1
OG0001873	PRW20285.1	scaffold2.g7345.t1, scaffold1.g5281.t1
OG0001874	PRW56461.1, PRW56649.1	scaffold1.g5317.t1
OG0001875	PRW58251.1, PRW58252.1	scaffold1.g5337.t1
OG0001876	PRW58395.1	scaffold1.g5338.t1
OG0001877	PRW58365.1, PRW58366.1	scaffold1.g5354.t1
OG0001878	PRW58496.1	scaffold1.g5356.t1
OG0001879	PRW58504.1	scaffold1.g5362.t1
OG0001880	PRW58258.1	scaffold1.g5378.t1
OG0001881	PRW58549.1	scaffold1.g5389.t1
OG0001882	PRW58397.1	scaffold1.g5395.t1
OG0001883	PRW61315.1	scaffold1.g5403.t1
OG0001885	PRW58405.1	scaffold1.g5433.t1
OG0001886	PRW58200.1, PRW58199.1	scaffold1.g5434.t1
OG0001887	PRW33213.1, PRW33214.1	scaffold1.g5437.t1
OG0001888	PRW58268.1, PRW60152.1	scaffold1.g5459.t1
OG0001889	PRW58168.1	scaffold1.g5469.t1
OG0001890	PRW60016.1, PRW58297.1	scaffold1.g5483.t1, scaffold1.g5484.t1
OG0001891	PRW58441.1	scaffold1.g5502.t1
OG0001892	PRW56530.1	scaffold1.g5505.t1
OG0001893	PRW61623.1	scaffold1.g5510.t1
OG0001894	PRW20719.1	scaffold1.g5532.t1
OG0001895	PRW58673.1	scaffold1.g5542.t1
OG0001896	PRW58162.1, PRW58163.1	scaffold1.g5547.t1
OG0001897	PRW33613.1, PRW33508.1, PRW39369.1	scaffold1.g5548.t1
OG0001898	PRW32579.1, PRW32580.1	scaffold1.g5552.t1
OG0001899	PRW45337.1	scaffold1.g5556.t1
OG0001900	PRW58647.1	scaffold1.g5562.t1
OG0001901	PRW44556.1	scaffold1.g5565.t1
OG0001902	PRW58178.1	scaffold1.g5571.t1
OG0001903	PRW59475.1	scaffold1.g5572.t1
OG0001904	PRW58121.1, PRW58122.1	scaffold1.g5626.t1
OG0001905	PRW58626.1, PRW58625.1	scaffold1.g5637.t1
OG0001906	PRW58826.1	scaffold1.g5639.t1
OG0001907	PRW58454.1	scaffold1.g5640.t1
OG0001908	PRW58276.1	scaffold1.g5649.t1
OG0001909	PRW58658.1	scaffold1.g5661.t1
OG0001910	PRW59183.1	scaffold1.g5691.t1, scaffold1.g5700.t1
OG0001911	PRW32607.1, PRW57999.1	scaffold1.g5695.t1
