Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0001556	KAI3424704.1, KAI3424705.1	PRW45348.1
OG0001557	KAI3431264.1	PRW05791.1
OG0001558	KAI3431263.1	PRW05770.1
OG0001559	KAI3433502.1	PRW58468.1
OG0001560	KAI3431276.1	PRW05756.1
OG0001561	KAI3431281.1	PRW05751.1
OG0001562	KAI3431275.1	PRW05796.1, PRW05805.1
OG0001563	KAI3431258.1	PRW05775.1, PRW05774.1
OG0001564	KAI3431467.1	PRW39210.1, PRW39211.1
OG0001565	KAI3431469.1	PRW39149.1
OG0001567	KAI3431465.1	PRW39204.1, PRW39203.1
OG0001568	KAI3424208.1	PRW61584.1
OG0001569	KAI3431301.1	PRW05755.1
OG0001570	KAI3431314.1	PRW39363.1, PRW39364.1
OG0001571	KAI3431723.1	PRW33164.1, PRW33165.1
OG0001572	KAI3431332.1	PRW39068.1, PRW39067.1
OG0001573	KAI3431384.1	PRW39098.1, PRW39099.1
OG0001574	KAI3423187.1, KAI3431380.1	PRW39146.1
OG0001575	KAI3431438.1	PRW39296.1
OG0001576	KAI3431423.1	PRW39207.1
OG0001577	KAI3425351.1	PRW44577.1
OG0001578	KAI3431421.1	PRW39297.1
OG0001579	KAI3424126.1, KAI3424127.1	PRW44482.1
OG0001581	KAI3431405.1	PRW39255.1
OG0001582	KAI3431427.1	PRW39347.1, PRW39346.1
OG0001583	KAI3431396.1, KAI3431395.1	PRW39318.1
OG0001584	KAI3431394.1	PRW39231.1, PRW39232.1
OG0001585	KAI3424687.1	PRW45550.1, PRW45551.1
OG0001586	KAI3431459.1	PRW39145.1, PRW33119.1
OG0001587	KAI3435002.1	PRW34006.1
OG0001588	KAI3431587.1	PRW39351.1
OG0001589	KAI3431563.1	PRW39069.1, PRW39070.1, PRW39071.1
OG0001590	KAI3431556.1	PRW39274.1
OG0001591	KAI3431543.1, KAI3431542.1	PRW39093.1
OG0001592	KAI3431544.1	PRW39385.1, PRW39386.1
OG0001593	KAI3430863.1	PRW20965.1
OG0001594	KAI3430740.1, KAI3430741.1	PRW21042.1
OG0001595	KAI3438269.1	PRW56985.1, PRW56984.1
OG0001596	KAI3428673.1	PRW44394.1
OG0001597	KAI3432644.1	PRW61455.1, PRW61456.1
OG0001598	KAI3432672.1	PRW60932.1
OG0001599	KAI3438307.1, KAI3438306.1	PRW57188.1
OG0001600	KAI3432626.1	PRW61557.1
OG0001601	KAI3424192.1	PRW61594.1
OG0001602	KAI3438319.1	PRW57379.1
OG0001603	KAI3432618.1	PRW61355.1, PRW61354.1
OG0001604	KAI3432606.1	PRW61621.1, PRW61620.1
OG0001605	KAI3428748.1, KAI3428747.1	PRW44350.1
OG0001606	KAI3428750.1	PRW44617.1
OG0001607	KAI3428288.1	PRW56853.1, PRW56854.1
OG0001608	KAI3428255.1	PRW56419.1
OG0001609	KAI3428277.1	PRW56637.1
OG0001610	KAI3428268.1	PRW56768.1
OG0001611	KAI3428305.1	PRW56567.1
OG0001613	KAI3436839.1	PRW56067.1
OG0001614	KAI3438172.1	PRW57447.1, PRW44318.1
OG0001615	KAI3436845.1	PRW56189.1
OG0001616	KAI3436846.1	PRW56330.1, PRW05744.1
OG0001617	KAI3428667.1	PRW44336.1, PRW44337.1
OG0001618	KAI3436663.1	PRW56037.1
OG0001619	KAI3436684.1, KAI3436683.1	PRW55995.1
OG0001620	KAI3436588.1, KAI3436589.1	PRW56047.1
OG0001621	KAI3436524.1	PRW55979.1, PRW55978.1
OG0001622	KAI3436461.1	PRW56250.1, PRW56251.1
OG0001624	KAI3424987.1	PRW59336.1
OG0001625	KAI3436634.1	PRW56051.1
OG0001626	KAI3436633.1	PRW56310.1
OG0001627	KAI3436620.1	PRW56053.1
OG0001628	KAI3436615.1	PRW55885.1
OG0001630	KAI3436709.1	PRW56150.1
OG0001632	KAI3436576.1	PRW56245.1
OG0001633	KAI3436604.1, KAI3433346.1	PRW55980.1
OG0001634	KAI3430453.1	PRW33014.1
OG0001635	KAI3428721.1	PRW44447.1
OG0001636	KAI3430860.1	PRW61450.1
OG0001638	KAI3436715.1, KAI3436717.1	PRW56218.1
OG0001639	KAI3436445.1	PRW55929.1
OG0001640	KAI3436434.1	PRW56287.1, PRW56286.1
OG0001641	KAI3438629.1	PRW58762.1
OG0001642	KAI3436415.1	PRW56052.1
OG0001643	KAI3436388.1	PRW56211.1
OG0001644	KAI3425695.1	PRW58076.1
OG0001645	KAI3425220.1	PRW33542.1, PRW33541.1
OG0001646	KAI3425196.1	PRW33598.1
OG0001648	KAI3429290.1, KAI3429292.1	PRW60413.1
OG0001649	KAI3429283.1	PRW60865.1, PRW60866.1
OG0001650	KAI3429296.1	PRW60659.1
OG0001651	KAI3425762.1	PRW56153.1
OG0001652	KAI3429250.1	PRW60699.1
OG0001653	KAI3429318.1	PRW60572.1, PRW60573.1
OG0001654	KAI3429277.1, KAI3429276.1	PRW60396.1
OG0001655	KAI3427232.1	PRW57444.1
OG0001657	KAI3428437.1	PRW44501.1
OG0001659	KAI3429382.1	PRW60539.1
OG0001660	KAI3429523.1, KAI3429522.1	PRW60302.1
OG0001661	KAI3429520.1	PRW60234.1
OG0001662	KAI3429516.1	PRW60240.1
OG0001663	KAI3429385.1	PRW60832.1
OG0001664	KAI3429359.1	PRW60371.1
OG0001665	KAI3429351.1	PRW60401.1
OG0001666	KAI3429348.1	PRW60367.1, PRW60377.1
OG0001667	KAI3429333.1	PRW60343.1
OG0001668	KAI3424111.1	PRW33693.1
OG0001670	KAI3429309.1	PRW60225.1
OG0001671	KAI3429310.1	PRW60715.1
OG0001672	KAI3429236.1, KAI3429264.1	PRW60566.1
OG0001673	KAI3429263.1	PRW60619.1, PRW60620.1
OG0001674	KAI3429631.1, KAI3429633.1	PRW60373.1
OG0001675	KAI3429588.1	PRW60447.1
OG0001676	KAI3429270.1	PRW60847.1
OG0001677	KAI3426116.1	PRW45010.1
OG0001678	KAI3438155.1, KAI3438156.1	PRW57320.1
OG0001679	KAI3429781.1	PRW60383.1, PRW60483.1
OG0001680	KAI3432759.1	PRW61518.1, PRW61517.1
OG0001681	KAI3434998.1	PRW33833.1, PRW33834.1
OG0001682	KAI3435010.1	PRW33792.1
OG0001683	KAI3435011.1	PRW33866.1
OG0001684	KAI3435027.1	PRW34037.1
OG0001685	KAI3434768.1	PRW57662.1, PRW57661.1
OG0001686	KAI3434798.1	PRW57654.1, PRW57653.1
OG0001687	KAI3434806.1	PRW57974.1
OG0001688	KAI3434880.1	PRW33803.1, PRW33764.1
OG0001689	KAI3434879.1	PRW33988.1
OG0001690	KAI3426233.1	PRW45165.1
OG0001691	KAI3434902.1	PRW34102.1
OG0001692	KAI3434903.1	PRW33851.1, PRW33852.1
OG0001694	KAI3432412.1	PRW61004.1
OG0001695	KAI3434915.1	PRW34040.1, PRW34039.1
OG0001696	KAI3434826.1, KAI3434827.1	PRW57802.1
OG0001697	KAI3434857.1	PRW33830.1
OG0001698	KAI3434910.1	PRW33952.1, PRW33953.1
OG0001699	KAI3434859.1	PRW34071.1
OG0001700	KAI3434929.1	PRW34001.1
OG0001701	KAI3434944.1	PRW33884.1, PRW33885.1
OG0001702	KAI3434685.1	PRW58071.1
OG0001703	KAI3434807.1, KAI3434808.1	PRW57840.1
OG0001704	KAI3434865.1	PRW33844.1
OG0001705	KAI3434844.1	PRW58001.1, PRW58002.1
OG0001706	KAI3434706.1	PRW57976.1, PRW57977.1
OG0001707	KAI3434698.1	PRW57991.1, PRW57990.1
OG0001708	KAI3428684.1	PRW44317.1
OG0001709	KAI3434657.1	PRW57800.1
OG0001710	KAI3434678.1	PRW58041.1
OG0001711	KAI3434713.1	PRW57873.1
OG0001712	KAI3434982.1	PRW33832.1
OG0001713	KAI3434739.1	PRW57763.1
OG0001714	KAI3434740.1	PRW57596.1
OG0001715	KAI3429620.1	PRW33985.1
OG0001716	KAI3434662.1	PRW57585.1, PRW57586.1
OG0001717	KAI3434622.1	PRW57632.1, PRW57631.1
OG0001718	KAI3434630.1	PRW57629.1
OG0001720	KAI3436737.1	PRW56185.1
OG0001721	KAI3434598.1, KAI3434597.1	PRW57734.1
OG0001722	KAI3434607.1	PRW57833.1
OG0001724	KAI3425845.1	PRW57769.1
OG0001725	KAI3434460.1	PRW20647.1
OG0001726	KAI3429860.1	PRW60331.1, PRW60332.1
OG0001727	KAI3429868.1, KAI3429862.1	PRW60309.1
OG0001728	KAI3429861.1	PRW60523.1, PRW60522.1, PRW60521.1
OG0001729	KAI3429895.1	PRW60537.1, PRW60538.1
OG0001730	KAI3429897.1	PRW60654.1, PRW60655.1
OG0001731	KAI3433780.1	PRW58517.1
OG0001732	KAI3429866.1	PRW60838.1
OG0001733	KAI3429886.1	PRW60735.1
OG0001734	KAI3429851.1	PRW60494.1
OG0001735	KAI3429817.1, KAI3429816.1	PRW60259.1
OG0001737	KAI3423310.1, KAI3429622.1	PRW60480.1
OG0001738	KAI3429610.1	PRW60701.1
OG0001739	KAI3429607.1	PRW60804.1
OG0001740	KAI3429602.1	PRW60514.1, PRW60460.1
OG0001741	KAI3429618.1	PRW60504.1
OG0001742	KAI3424161.1	PRW50877.1, PRW20969.1
OG0001743	KAI3429672.1	PRW60308.1, PRW60307.1
OG0001744	KAI3429719.1	PRW60392.1
OG0001745	KAI3429725.1	PRW60797.1
OG0001746	KAI3429674.1	PRW60818.1, PRW60817.1
OG0001747	KAI3429731.1	PRW60811.1
OG0001748	KAI3429729.1	PRW60301.1, PRW60300.1
OG0001749	KAI3429567.1	PRW60517.1, PRW60516.1
OG0001750	KAI3429562.1, KAI3429563.1	PRW60421.1
OG0001751	KAI3429732.1	PRW60439.1, PRW60438.1
OG0001752	KAI3429691.1	PRW60236.1, PRW60237.1
OG0001753	KAI3429581.1	PRW60828.1
OG0001754	KAI3434514.1	PRW20765.1
OG0001755	KAI3436150.1	PRW59468.1
OG0001756	KAI3437574.1, KAI3437575.1	PRW20894.1
OG0001757	KAI3432440.1	PRW60885.1
OG0001758	KAI3431433.1, KAI3431432.1	PRW39072.1
OG0001759	KAI3434419.1	PRW20651.1
OG0001761	KAI3436011.1	PRW59844.1
OG0001762	KAI3436190.1	PRW59731.1
OG0001763	KAI3426193.1	PRW45177.1
OG0001764	KAI3429722.1	PRW60599.1, PRW60389.1
OG0001765	KAI3438715.1	PRW58991.1
OG0001766	KAI3426399.1	PRW45238.1
OG0001767	KAI3426121.1, KAI3426122.1	PRW45147.1
OG0001768	KAI3426109.1	PRW44922.1, PRW44923.1
OG0001769	KAI3430754.1	PRW21108.1
OG0001770	KAI3436372.1	PRW59606.1
OG0001772	KAI3426206.1	PRW44969.1, PRW44970.1
OG0001773	KAI3433410.1	PRW58489.1
OG0001774	KAI3426359.1	PRW45174.1, PRW45175.1
OG0001775	KAI3426336.1	PRW45257.1
OG0001776	KAI3435891.1	PRW59571.1
OG0001777	KAI3426411.1	PRW45193.1
OG0001778	KAI3426383.1	PRW45169.1
OG0001779	KAI3435553.1	PRW18387.1
OG0001780	KAI3426429.1	PRW44938.1
OG0001782	KAI3426415.1	PRW45074.1
OG0001783	KAI3430763.1	PRW20349.1
OG0001783	KAI3430743.1	PRW21123.1
OG0001784	KAI3430770.1	PRW21084.1
OG0001785	KAI3429408.1	PRW56930.1
OG0001786	KAI3430796.1	PRW20968.1, PRW20967.1
OG0001787	KAI3430823.1	PRW20981.1
OG0001788	KAI3435750.1	PRW59520.1
OG0001789	KAI3428074.1	PRW56443.1
OG0001790	KAI3423824.1	PRW32576.1
OG0001791	KAI3428147.1	PRW56792.1
OG0001792	KAI3437644.1	PRW20906.1
OG0001793	KAI3439039.1	PRW58943.1, PRW58944.1
OG0001794	KAI3439015.1	PRW59384.1, PRW59385.1
OG0001795	KAI3438943.1	PRW59160.1
OG0001796	KAI3439125.1	PRW58810.1
OG0001797	KAI3433576.1	PRW58479.1
OG0001798	KAI3430761.1	PRW21059.1
OG0001799	KAI3430787.1	PRW21094.1
OG0001800	KAI3430783.1	PRW20987.1
OG0001801	KAI3428651.1	PRW44367.1
OG0001802	KAI3433896.1	PRW58257.1
OG0001803	KAI3423854.1	PRW32582.1
OG0001804	KAI3438297.1	PRW57213.1
OG0001805	KAI3437558.1	PRW33517.1
OG0001806	KAI3438596.1	PRW59429.1
OG0001807	KAI3438586.1	PRW59145.1
OG0001808	KAI3438440.1, KAI3438441.1	PRW59370.1
OG0001809	KAI3428724.1	PRW44297.1
OG0001810	KAI3438454.1	PRW59263.1
OG0001811	KAI3438472.1	PRW58953.1
OG0001812	KAI3438501.1	PRW59051.1, PRW59016.1
OG0001813	KAI3438502.1	PRW59096.1, PRW59095.1
OG0001814	KAI3438406.1, KAI3438407.1	PRW57330.1
OG0001815	KAI3438491.1	PRW59326.1
OG0001816	KAI3438563.1	PRW58803.1, PRW58804.1
OG0001817	KAI3438425.1	PRW20866.1, PRW56029.1
OG0001818	KAI3438415.1	PRW59211.1
OG0001819	KAI3438566.1	PRW59082.1
OG0001820	KAI3438574.1, KAI3438575.1	PRW58968.1
OG0001821	KAI3433359.1	PRW58406.1
OG0001822	KAI3438569.1	PRW59199.1
OG0001823	KAI3438579.1	PRW59110.1
OG0001824	KAI3438518.1	PRW59154.1
OG0001825	KAI3425381.1	PRW33515.1
OG0001826	KAI3438549.1	PRW20424.1, PRW59092.1
OG0001827	KAI3438559.1, KAI3438560.1	PRW59205.1
OG0001828	KAI3438543.1	PRW59113.1, PRW59112.1
OG0001830	KAI3438523.1	PRW58817.1
OG0001831	KAI3438515.1	PRW59419.1, PRW51163.1
OG0001832	KAI3438438.1	PRW59203.1, PRW56602.1
OG0001833	KAI3438507.1	PRW58917.1
OG0001834	KAI3438527.1	PRW58959.1
OG0001835	KAI3438255.1	PRW57200.1, PRW57087.1
OG0001836	KAI3423803.1, KAI3423802.1	PRW58408.1
OG0001837	KAI3428606.1	PRW44272.1
OG0001838	KAI3428510.1	PRW44456.1
OG0001839	KAI3428512.1, KAI3428513.1	PRW44239.1
OG0001840	KAI3428479.1, KAI3428480.1	PRW44415.1
OG0001841	KAI3428578.1, KAI3423533.1	PRW44413.1
OG0001842	KAI3428576.1	PRW44477.1, PRW44476.1
OG0001843	KAI3428543.1	PRW44435.1
OG0001844	KAI3428467.1	PRW44561.1
OG0001845	KAI3428586.1	PRW44531.1, PRW44530.1
OG0001846	KAI3428614.1, KAI3428615.1	PRW44479.1
OG0001847	KAI3434610.1	PRW57887.1, PRW57888.1
OG0001848	KAI3428582.1	PRW44605.1
OG0001849	KAI3438182.1	PRW57456.1
OG0001850	KAI3428502.1	PRW44522.1
OG0001851	KAI3428541.1	PRW44332.1, PRW44331.1
OG0001852	KAI3435947.1	PRW59752.1
OG0001853	KAI3424796.1, KAI3424795.1	PRW45648.1
OG0001854	KAI3424779.1	PRW45407.1, PRW45408.1
OG0001855	KAI3432646.1	PRW61243.1, PRW61244.1
OG0001856	KAI3435671.1	PRW59711.1
OG0001857	KAI3433868.1	PRW58587.1, PRW58588.1
OG0001858	KAI3439110.1	PRW59237.1
OG0001859	KAI3423981.1	PRW45094.1
OG0001860	KAI3437961.1	PRW57206.1
OG0001861	KAI3426922.1	PRW51079.1
OG0001862	KAI3434531.1	PRW20693.1, PRW20687.1
OG0001863	KAI3432808.1, KAI3432809.1	PRW61222.1
OG0001864	KAI3431622.1	PRW39278.1, PRW39279.1
OG0001865	KAI3431636.1	PRW33295.1
OG0001866	KAI3433784.1	PRW58285.1
OG0001867	KAI3433818.1	PRW58703.1, PRW58702.1
OG0001868	KAI3433769.1	PRW58450.1, PRW58449.1
OG0001869	KAI3433757.1	PRW58224.1
OG0001870	KAI3433908.1	PRW58542.1, PRW58541.1
OG0001871	KAI3433791.1	PRW58427.1
OG0001872	KAI3433746.1	PRW58718.1, PRW58719.1
OG0001873	KAI3430694.1	PRW20285.1
OG0001874	KAI3433838.1	PRW56461.1, PRW56649.1
OG0001875	KAI3433722.1	PRW58251.1, PRW58252.1
OG0001876	KAI3433714.1, KAI3433713.1	PRW58395.1
OG0001877	KAI3433688.1	PRW58365.1, PRW58366.1
OG0001878	KAI3433686.1	PRW58496.1
OG0001879	KAI3433659.1	PRW58504.1
OG0001880	KAI3433649.1	PRW58258.1
OG0001881	KAI3433644.1	PRW58549.1
OG0001882	KAI3433603.1, KAI3433604.1	PRW58397.1
OG0001883	KAI3432870.1	PRW61315.1
OG0001885	KAI3433597.1, KAI3433598.1	PRW58405.1
OG0001886	KAI3433589.1	PRW58200.1, PRW58199.1
OG0001887	KAI3431798.1	PRW33213.1, PRW33214.1
OG0001888	KAI3433570.1	PRW58268.1, PRW60152.1
OG0001889	KAI3433563.1	PRW58168.1
OG0001890	KAI3433535.1	PRW60016.1, PRW58297.1
OG0001891	KAI3433365.1, KAI3433362.1	PRW58441.1
OG0001892	KAI3428270.1, KAI3428271.1	PRW56530.1
OG0001893	KAI3432439.1	PRW61623.1
OG0001894	KAI3434570.1, KAI3434578.1	PRW20719.1
OG0001895	KAI3433352.1	PRW58673.1
OG0001896	KAI3433316.1	PRW58162.1, PRW58163.1
OG0001897	KAI3437896.1	PRW33613.1, PRW33508.1
OG0001898	KAI3423819.1	PRW32579.1, PRW32580.1
OG0001899	KAI3424832.1	PRW45337.1
OG0001900	KAI3433480.1	PRW58647.1
OG0001901	KAI3428678.1	PRW44556.1
OG0001902	KAI3433472.1, KAI3433470.1	PRW58178.1
OG0001903	KAI3437978.1	PRW59475.1
OG0001904	KAI3433549.1	PRW58121.1, PRW58122.1
OG0001905	KAI3433684.1	PRW58626.1, PRW58625.1
OG0001906	KAI3439091.1	PRW58826.1
OG0001907	KAI3433700.1	PRW58454.1
OG0001908	KAI3433523.1	PRW58276.1
OG0001909	KAI3433484.1	PRW58658.1
OG0001910	KAI3438572.1, KAI3438573.1	PRW59183.1
OG0001911	KAI3423834.1	PRW32607.1, PRW57999.1
OG0001912	KAI3423847.1	PRW58815.1
OG0001913	KAI3433411.1	PRW58270.1
OG0001914	KAI3423855.1, KAI3423856.1	PRW32640.1
OG0001915	KAI3423848.1, KAI3423849.1	PRW32634.1
OG0001916	KAI3423926.1	PRW32673.1
OG0001917	KAI3437668.1	PRW20919.1
OG0001918	KAI3433285.1	PRW58359.1
OG0001919	KAI3423795.1	PRW32500.1
OG0001920	KAI3434847.1	PRW57664.1
OG0001921	KAI3432656.1	PRW61162.1
OG0001922	KAI3423915.1	PRW32484.1
OG0001923	KAI3423947.1	PRW32512.1, PRW32513.1
OG0001924	KAI3433409.1	PRW58440.1
OG0001926	KAI3423976.1	PRW32520.1
OG0001927	KAI3432371.1	PRW61195.1
OG0001928	KAI3423980.1	PRW32559.1, PRW56983.1
OG0001929	KAI3423951.1	PRW32612.1, PRW32613.1
OG0001930	KAI3423901.1	PRW32568.1, PRW32567.1
OG0001931	KAI3426952.1	PRW20771.1
OG0001932	KAI3434459.1	PRW59346.1
OG0001933	KAI3425134.1	PRW33505.1, PRW33506.1
OG0001934	KAI3425021.1, KAI3425022.1	PRW45454.1
OG0001935	KAI3425060.1	PRW45383.1, PRW45384.1
OG0001936	KAI3424852.1, KAI3424851.1	PRW45451.1
OG0001937	KAI3432209.1	PRW61390.1
OG0001938	KAI3432276.1	PRW61515.1
OG0001939	KAI3432274.1	PRW61479.1, PRW61520.1
OG0001940	KAI3427939.1	PRW56785.1
OG0001941	KAI3432886.1	PRW61120.1
OG0001942	KAI3432354.1	PRW60892.1, PRW60891.1
OG0001943	KAI3432317.1, KAI3432316.1	PRW61176.1
OG0001944	KAI3436518.1	PRW57686.1
OG0001945	KAI3428082.1	PRW56596.1, PRW56597.1
OG0001946	KAI3432575.1, KAI3432577.1	PRW61370.1
OG0001947	KAI3428077.1	PRW56878.1, PRW56879.1
OG0001948	KAI3427925.1, KAI3427924.1	PRW56762.1
OG0001949	KAI3428789.1	PRW05867.1
OG0001950	KAI3427956.1	PRW56779.1
OG0001951	KAI3435954.1	PRW59831.1
OG0001952	KAI3428047.1, KAI3428046.1	PRW56680.1
OG0001953	KAI3432443.1, KAI3432442.1	PRW61199.1
OG0001954	KAI3428041.1	PRW56817.1
OG0001955	KAI3428063.1	PRW56814.1, PRW56815.1
OG0001956	KAI3432834.1, KAI3432827.1	PRW61404.1
OG0001957	KAI3427992.1	PRW56668.1
OG0001958	KAI3427971.1	PRW56600.1, PRW57317.1
OG0001959	KAI3427916.1	PRW56702.1, PRW56701.1
OG0001960	KAI3427978.1	PRW56769.1, PRW56770.1
OG0001961	KAI3428009.1	PRW56474.1, PRW56473.1
OG0001963	KAI3435638.1, KAI3435637.1	PRW59883.1
OG0001964	KAI3435656.1	PRW59686.1
OG0001965	KAI3424205.1	PRW61365.1, PRW61364.1
OG0001966	KAI3435624.1	PRW18294.1
OG0001967	KAI3435630.1, KAI3435629.1	PRW18395.1
OG0001968	KAI3435633.1	PRW59762.1
OG0001970	KAI3435704.1	PRW59899.1
OG0001971	KAI3435722.1	PRW59749.1
OG0001972	KAI3435739.1	PRW60079.1
OG0001973	KAI3435796.1	PRW60142.1
OG0001974	KAI3435839.1	PRW59638.1, PRW60070.1
OG0001975	KAI3428500.1	PRW44517.1, PRW44516.1
OG0001976	KAI3435841.1	PRW59918.1
OG0001977	KAI3435845.1	PRW60091.1
OG0001978	KAI3435851.1	PRW59705.1
OG0001979	KAI3424688.1	PRW45460.1
OG0001980	KAI3435868.1	PRW60001.1, PRW60000.1
OG0001981	KAI3435863.1	PRW60066.1, PRW60067.1
OG0001982	KAI3435864.1	PRW60026.1, PRW60025.1
OG0001983	KAI3438118.1	PRW59467.1
OG0001984	KAI3430465.1	PRW32884.1
OG0001985	KAI3435884.1	PRW59483.1, PRW59484.1
OG0001986	KAI3435910.1	PRW59852.1
OG0001987	KAI3435931.1	PRW59715.1, PRW59716.1
OG0001989	KAI3435968.1	PRW59577.1
OG0001990	KAI3435971.1, KAI3435973.1	PRW59489.1
OG0001991	KAI3435972.1, KAI3435974.1	PRW59657.1
OG0001993	KAI3436149.1	PRW57002.1
OG0001994	KAI3436164.1	PRW59574.1, PRW57053.1
OG0001997	KAI3436114.1	PRW59703.1
OG0001998	KAI3436204.1, KAI3436205.1	PRW44581.1
OG0001999	KAI3436126.1	PRW59651.1, PRW59652.1
OG0002000	KAI3436128.1	PRW59955.1, PRW59956.1
OG0002001	KAI3436002.1	PRW59714.1
OG0002003	KAI3436070.1	PRW59914.1, PRW59915.1
OG0002004	KAI3436053.1	PRW59860.1
OG0002005	KAI3430475.1	PRW32919.1
OG0002006	KAI3436059.1, KAI3436060.1	PRW59672.1
OG0002007	KAI3435997.1	PRW60019.1, PRW59510.1
OG0002008	KAI3435987.1	PRW59741.1, PRW59742.1
OG0002009	KAI3435986.1	PRW60018.1
OG0002010	KAI3430720.1	PRW20253.1
OG0002011	KAI3435984.1	PRW59884.1
OG0002012	KAI3435981.1	PRW59861.1
OG0002013	KAI3435979.1	PRW59519.1
OG0002015	KAI3436173.1, KAI3436172.1	PRW59627.1, PRW59626.1
OG0002016	KAI3436182.1	PRW59964.1, PRW59965.1
OG0002017	KAI3436358.1	PRW59922.1, PRW59923.1
OG0002018	KAI3438974.1	PRW58920.1, PRW58921.1
OG0002019	KAI3436355.1	PRW60180.1
OG0002020	KAI3424327.1	PRW20351.1
OG0002021	KAI3436237.1	PRW59445.1, PRW59446.1
OG0002022	KAI3436246.1	PRW60141.1
OG0002023	KAI3436253.1, KAI3436252.1	PRW59729.1
OG0002024	KAI3436198.1, KAI3436199.1	PRW59699.1
OG0002025	KAI3436224.1	PRW59498.1
OG0002026	KAI3436248.1	PRW60058.1, PRW60057.1
OG0002027	KAI3436259.1	PRW59500.1, PRW59501.1
OG0002028	KAI3436264.1	PRW59563.1, PRW59564.1
OG0002029	KAI3432887.1	PRW61147.1, PRW61066.1
OG0002030	KAI3436281.1	PRW59927.1, PRW59926.1
OG0002031	KAI3436297.1, KAI3436298.1	PRW59639.1
OG0002032	KAI3437944.1	PRW57343.1
OG0002033	KAI3436343.1	PRW59764.1, PRW59765.1
OG0002034	KAI3436301.1, KAI3436300.1	PRW59873.1
OG0002035	KAI3436377.1	PRW59641.1, PRW59642.1
OG0002036	KAI3436376.1, KAI3436375.1	PRW59491.1
OG0002037	KAI3432437.1, KAI3432436.1	PRW61190.1
OG0002038	KAI3432663.1	PRW61619.1
OG0002039	KAI3432345.1	PRW61165.1, PRW61164.1
OG0002040	KAI3432839.1	PRW60964.1, PRW60965.1
OG0002041	KAI3432865.1	PRW61583.1
OG0002042	KAI3432677.1	PRW61451.1
OG0002043	KAI3433311.1	PRW58424.1, PRW58423.1
OG0002044	KAI3428150.1	PRW56459.1
OG0002045	KAI3424246.1, KAI3432419.1	PRW61454.1
OG0002046	KAI3425344.1	PRW33670.1
OG0002047	KAI3424252.1, KAI3424253.1	PRW60930.1
OG0002048	KAI3425943.1	PRW34093.1
OG0002049	KAI3434373.1	PRW20599.1
OG0002050	KAI3424139.1	PRW61540.1, PRW61541.1
OG0002051	KAI3429858.1	PRW60336.1
OG0002052	KAI3424130.1, KAI3424129.1	PRW32860.1
OG0002053	KAI3424123.1	PRW60465.1, PRW60464.1
OG0002054	KAI3424156.1, KAI3424155.1	PRW60923.1
OG0002055	KAI3424221.1	PRW59719.1
OG0002056	KAI3424219.1	PRW61078.1
OG0002057	KAI3423194.1	PRW61409.1, PRW61408.1
OG0002058	KAI3423408.1	PRW61597.1, PRW61598.1
OG0002059	KAI3424073.1	PRW61442.1
OG0002060	KAI3424067.1	PRW45266.1
OG0002061	KAI3424070.1	PRW60918.1, PRW60917.1
OG0002062	KAI3423409.1	PRW60894.1, PRW61464.1
OG0002063	KAI3424181.1, KAI3424182.1	PRW61140.1
OG0002064	KAI3424210.1	PRW60967.1, PRW60968.1
OG0002065	KAI3424177.1	PRW61423.1, PRW61422.1
OG0002066	KAI3424189.1	PRW61302.1
OG0002067	KAI3424213.1	PRW61053.1
OG0002068	KAI3427299.1	PRW05901.1
OG0002069	KAI3427360.1	PRW05946.1
OG0002070	KAI3427337.1, KAI3427340.1	PRW05883.1
OG0002071	KAI3427228.1	PRW51032.1
OG0002072	KAI3427279.1	PRW05912.1
OG0002073	KAI3427442.1	PRW05942.1, PRW05941.1
OG0002074	KAI3427214.1, KAI3427216.1	PRW50911.1
OG0002075	KAI3427440.1	PRW05940.1
OG0002076	KAI3430854.1, KAI3430853.1	PRW21139.1
OG0002077	KAI3430852.1	PRW21071.1, PRW21072.1
OG0002078	KAI3430869.1	PRW21055.1, PRW21056.1
OG0002079	KAI3430687.1	PRW20183.1, PRW20182.1
OG0002080	KAI3430675.1, KAI3430676.1	PRW20282.1
OG0002081	KAI3430401.1	PRW32890.1
OG0002082	KAI3430400.1	PRW32950.1, PRW32949.1
OG0002083	KAI3430551.1	PRW33022.1
OG0002084	KAI3430895.1	PRW20290.1
OG0002085	KAI3430905.1	PRW21057.1, PRW21058.1
OG0002086	KAI3430482.1	PRW32872.1, PRW32871.1
OG0002087	KAI3429891.1	PRW60736.1
OG0002088	KAI3430497.1	PRW33030.1
OG0002089	KAI3430516.1	PRW33074.1
OG0002090	KAI3428158.1	PRW56804.1
OG0002091	KAI3430874.1, KAI3430875.1	PRW20990.1
OG0002093	KAI3430560.1, KAI3430559.1	PRW32968.1
OG0002094	KAI3430544.1	PRW32894.1
OG0002095	KAI3430724.1	PRW20223.1, PRW20224.1
OG0002096	KAI3430730.1	PRW20227.1
OG0002097	KAI3430993.1, KAI3430994.1	PRW20274.1
OG0002098	KAI3431000.1	PRW20288.1
OG0002099	KAI3430707.1, KAI3430708.1	PRW20191.1
OG0002100	KAI3430709.1	PRW20175.1
OG0002101	KAI3430575.1	PRW33067.1
