Orthogroup	oneline_A99_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0001688	scaffold7.g3441.t1	KAI3434880.1
OG0001689	scaffold7.g3442.t1	KAI3434879.1
OG0001690	scaffold28.g7576.t1	KAI3426233.1
OG0001691	scaffold7.g3464.t1	KAI3434902.1
OG0001692	scaffold7.g3465.t1	KAI3434903.1
OG0001693	scaffold7.g3478.t1	KAI3434854.1, KAI3434855.1
OG0001694	scaffold7.g3481.t1, scaffold7.g3482.t1	KAI3432412.1
OG0001695	scaffold7.g3484.t1	KAI3434915.1
OG0001696	scaffold7.g3492.t1	KAI3434826.1, KAI3434827.1
OG0001697	scaffold7.g3505.t1	KAI3434857.1
OG0001698	scaffold7.g3507.t1	KAI3434910.1
OG0001699	scaffold15.g4346.t1, scaffold7.g3515.t1	KAI3434859.1
OG0001700	scaffold7.g3526.t1	KAI3434929.1
OG0001701	scaffold7.g3531.t1	KAI3434944.1
OG0001702	scaffold7.g3558.t1	KAI3434685.1
OG0001703	scaffold7.g3561.t1	KAI3434807.1, KAI3434808.1
OG0001704	scaffold7.g3572.t1	KAI3434865.1
OG0001705	scaffold7.g3576.t1	KAI3434844.1
OG0001706	scaffold7.g3595.t1	KAI3434706.1
OG0001707	scaffold7.g3603.t1	KAI3434698.1
OG0001708	scaffold4.g4772.t1, scaffold7.g3614.t1	KAI3428684.1
OG0001709	scaffold7.g3625.t1	KAI3434657.1
OG0001710	scaffold7.g3649.t1	KAI3434678.1
OG0001711	scaffold7.g3657.t1	KAI3434713.1
OG0001712	scaffold7.g3669.t1	KAI3434982.1
OG0001713	scaffold7.g3671.t1	KAI3434739.1
OG0001714	scaffold7.g3672.t1	KAI3434740.1
OG0001715	scaffold7.g3712.t1	KAI3429620.1
OG0001716	scaffold7.g3715.t1	KAI3434662.1
OG0001717	scaffold7.g3723.t1	KAI3434622.1
OG0001718	scaffold7.g3729.t1	KAI3434630.1
OG0001720	scaffold7.g3742.t1	KAI3436737.1
OG0001721	scaffold7.g3744.t1	KAI3434598.1, KAI3434597.1
OG0001724	scaffold12.g8037.t1, scaffold32.g3805.t1	KAI3425845.1
OG0001725	scaffold32.g3827.t1	KAI3434460.1
OG0001726	scaffold11.g3834.t1	KAI3429860.1
OG0001727	scaffold11.g3843.t1	KAI3429868.1, KAI3429862.1
OG0001728	scaffold11.g3844.t1	KAI3429861.1
OG0001729	scaffold11.g3850.t1	KAI3429895.1
OG0001730	scaffold11.g3851.t1	KAI3429897.1
OG0001731	scaffold11.g3855.t1, scaffold11.g3856.t1, scaffold1.g5207.t1	KAI3433780.1
OG0001732	scaffold11.g3866.t1	KAI3429866.1
OG0001733	scaffold11.g3870.t1, scaffold43.g4492.t1	KAI3429886.1
OG0001734	scaffold11.g3875.t1	KAI3429851.1
OG0001735	scaffold11.g3896.t1	KAI3429817.1, KAI3429816.1
OG0001737	scaffold11.g3915.t1	KAI3423310.1, KAI3429622.1
OG0001738	scaffold11.g3918.t1	KAI3429610.1
OG0001739	scaffold11.g3919.t1	KAI3429607.1
OG0001740	scaffold11.g3921.t1	KAI3429602.1
OG0001741	scaffold11.g3931.t1	KAI3429618.1
OG0001742	scaffold11.g3938.t1	KAI3424161.1
OG0001743	scaffold11.g3942.t1	KAI3429672.1
OG0001744	scaffold11.g3957.t1	KAI3429719.1
OG0001745	scaffold11.g3960.t1	KAI3429725.1
OG0001746	scaffold11.g3972.t1	KAI3429674.1
OG0001747	scaffold11.g3982.t1	KAI3429731.1
OG0001748	scaffold11.g3991.t1	KAI3429729.1
OG0001749	scaffold11.g3992.t1	KAI3429567.1
OG0001750	scaffold11.g3995.t1	KAI3429562.1, KAI3429563.1
OG0001751	scaffold11.g4001.t1	KAI3429732.1
OG0001752	scaffold11.g4003.t1	KAI3429691.1
OG0001753	scaffold11.g4010.t1	KAI3429581.1
OG0001754	scaffold11.g4023.t1	KAI3434514.1
OG0001755	scaffold3.g6475.t1, scaffold11.g4033.t1	KAI3436150.1
OG0001756	scaffold11.g4045.t1	KAI3437574.1, KAI3437575.1
OG0001757	scaffold11.g4051.t1	KAI3432440.1
OG0001758	scaffold11.g4059.t1	KAI3431433.1, KAI3431432.1
OG0001759	scaffold23.g4087.t1	KAI3434419.1
OG0001760	scaffold23.g4090.t1, scaffold1.g5685.t1	KAI3434420.1
OG0001761	scaffold23.g4125.t1, scaffold3.g6595.t1	KAI3436011.1
OG0001762	scaffold23.g4134.t1, scaffold3.g6633.t1	KAI3436190.1
OG0001763	scaffold23.g4156.t1	KAI3426193.1
OG0001764	scaffold23.g4165.t1	KAI3429722.1
OG0001765	scaffold23.g4170.t1	KAI3438715.1
OG0001766	scaffold23.g4190.t1, scaffold23.g4172.t1	KAI3426399.1
OG0001767	scaffold23.g4180.t1	KAI3426121.1, KAI3426122.1
OG0001768	scaffold23.g4195.t1	KAI3426109.1
OG0001769	scaffold15.g4200.t1, scaffold1.g5823.t1	KAI3430754.1
OG0001770	scaffold15.g4203.t1	KAI3436372.1
OG0001771	scaffold15.g4213.t1	KAI3426211.1, KAI3426210.1
OG0001772	scaffold15.g4214.t1	KAI3426206.1
OG0001773	scaffold15.g4228.t1	KAI3433410.1
OG0001774	scaffold15.g4234.t1	KAI3426359.1
OG0001775	scaffold15.g4236.t1	KAI3426336.1
OG0001776	scaffold3.g6357.t1, scaffold15.g4246.t1	KAI3435891.1
OG0001777	scaffold15.g4280.t1	KAI3426411.1
OG0001778	scaffold15.g4287.t1	KAI3426383.1
OG0001779	scaffold15.g4294.t1	KAI3435553.1
OG0001780	scaffold15.g4321.t1, scaffold4.g4594.t1	KAI3426429.1
OG0001782	scaffold42.g4466.t1	KAI3426415.1
OG0001783	scaffold15.g4335.t1	KAI3430763.1, KAI3430743.1
OG0001785	scaffold15.g4361.t1, scaffold15.g4362.t1, scaffold15.g4363.t1	KAI3429408.1
OG0001786	scaffold15.g4365.t1	KAI3430796.1
OG0001787	scaffold15.g4367.t1	KAI3430823.1
OG0001788	scaffold37.g4376.t1, scaffold3.g6268.t1	KAI3435750.1
OG0001789	scaffold22.g6050.t1, scaffold37.g4382.t1	KAI3428074.1
OG0001790	scaffold37.g4385.t1, scaffold1.g5550.t1	KAI3423824.1
OG0001791	scaffold39.g4410.t1, scaffold22.g6129.t1	KAI3428147.1
OG0001792	scaffold30.g4434.t1	KAI3437644.1
OG0001793	scaffold30.g4436.t1	KAI3439039.1
OG0001794	scaffold30.g4443.t1	KAI3439015.1
OG0001795	scaffold30.g4448.t1	KAI3438943.1
OG0001796	scaffold30.g4464.t1	KAI3439125.1
OG0001797	scaffold1.g5454.t1, scaffold42.g4473.t1	KAI3433576.1
OG0001798	scaffold34.g4505.t1	KAI3430761.1
OG0001799	scaffold34.g4508.t1	KAI3430787.1
OG0001800	scaffold34.g4517.t1	KAI3430783.1
OG0001801	scaffold2.g6853.t1, scaffold53.g4533.t1	KAI3428651.1
OG0001802	scaffold56.g4544.t1, scaffold1.g5283.t1	KAI3433896.1
OG0001803	scaffold67.g4557.t1, scaffold1.g5723.t1	KAI3423854.1
OG0001804	scaffold86.g4563.t1, scaffold2.g7481.t1	KAI3438297.1
OG0001805	scaffold108.g4566.t1	KAI3437558.1
OG0001806	scaffold4.g4570.t1	KAI3438596.1
OG0001807	scaffold4.g4573.t1	KAI3438586.1
OG0001808	scaffold4.g4582.t1	KAI3438440.1, KAI3438441.1
OG0001809	scaffold4.g4588.t1, scaffold1.g5838.t1	KAI3428724.1
OG0001810	scaffold4.g4597.t1	KAI3438454.1
OG0001811	scaffold4.g4605.t1	KAI3438472.1
OG0001812	scaffold4.g4617.t1	KAI3438501.1
OG0001813	scaffold4.g4618.t1	KAI3438502.1
OG0001814	scaffold4.g4632.t1	KAI3438406.1, KAI3438407.1
OG0001815	scaffold4.g4642.t1	KAI3438491.1
OG0001816	scaffold4.g4663.t1	KAI3438563.1
OG0001817	scaffold4.g4675.t1	KAI3438425.1
OG0001818	scaffold4.g4690.t1	KAI3438415.1
OG0001819	scaffold4.g4696.t1	KAI3438566.1
OG0001820	scaffold4.g4707.t1	KAI3438574.1, KAI3438575.1
OG0001821	scaffold4.g4714.t1, scaffold1.g5509.t1	KAI3433359.1
OG0001822	scaffold4.g4717.t1	KAI3438569.1
OG0001823	scaffold4.g4721.t1, scaffold4.g4720.t1	KAI3438579.1
OG0001824	scaffold4.g4726.t1	KAI3438518.1
OG0001825	scaffold4.g4730.t1	KAI3425381.1
OG0001826	scaffold4.g4736.t1	KAI3438549.1
OG0001827	scaffold4.g4738.t1	KAI3438559.1, KAI3438560.1
OG0001828	scaffold4.g4750.t1	KAI3438543.1
OG0001829	scaffold4.g4764.t1	KAI3438520.1
OG0001829	scaffold4.g4765.t1	KAI3438521.1
OG0001830	scaffold4.g4767.t1	KAI3438523.1
OG0001831	scaffold4.g4768.t1	KAI3438515.1
OG0001832	scaffold4.g4779.t1	KAI3438438.1
OG0001833	scaffold4.g4785.t1	KAI3438507.1
OG0001834	scaffold4.g4810.t1	KAI3438527.1
OG0001835	scaffold4.g4836.t1	KAI3438255.1
OG0001836	scaffold4.g4857.t1	KAI3423803.1, KAI3423802.1
OG0001838	scaffold4.g4893.t1	KAI3428510.1
OG0001839	scaffold4.g4902.t1	KAI3428512.1, KAI3428513.1
OG0001840	scaffold4.g4906.t1	KAI3428480.1
OG0001841	scaffold4.g4913.t1	KAI3428578.1, KAI3423533.1
OG0001842	scaffold4.g4915.t1	KAI3428576.1
OG0001843	scaffold4.g4929.t1	KAI3428543.1
OG0001844	scaffold4.g4951.t1	KAI3428467.1
OG0001845	scaffold4.g4955.t1	KAI3428586.1
OG0001846	scaffold4.g4961.t1	KAI3428614.1, KAI3428615.1
OG0001847	scaffold4.g4965.t1	KAI3434610.1
OG0001848	scaffold4.g4975.t1	KAI3428582.1
OG0001849	scaffold4.g4991.t1	KAI3438182.1
OG0001850	scaffold4.g4993.t1	KAI3428502.1
OG0001851	scaffold4.g4998.t1	KAI3428541.1
OG0001852	scaffold3.g6338.t1, scaffold4.g5022.t1	KAI3435947.1
OG0001853	scaffold4.g5044.t1	KAI3424796.1, KAI3424795.1
OG0001854	scaffold4.g5046.t1	KAI3424779.1
OG0001855	scaffold4.g5055.t1	KAI3432646.1
OG0001856	scaffold112.g5059.t1	KAI3435671.1
OG0001857	scaffold36.g5062.t1	KAI3433868.1
OG0001858	scaffold36.g5067.t1	KAI3439110.1
OG0001859	scaffold25.g5094.t1	KAI3423981.1
OG0001860	scaffold25.g5110.t1, scaffold20.g7763.t1	KAI3437961.1
OG0001861	scaffold3.g6542.t1, scaffold25.g5125.t1	KAI3426922.1
OG0001862	scaffold25.g5135.t1	KAI3434531.1
OG0001863	scaffold40.g5150.t1	KAI3432808.1, KAI3432809.1
OG0001864	scaffold40.g5155.t1	KAI3431622.1
OG0001865	scaffold40.g5159.t1, scaffold1.g5797.t1	KAI3431636.1
OG0001866	scaffold1.g5209.t1	KAI3433784.1
OG0001867	scaffold1.g5213.t1	KAI3433818.1
OG0001868	scaffold1.g5236.t1	KAI3433769.1
OG0001869	scaffold1.g5243.t1	KAI3433757.1
OG0001870	scaffold1.g5246.t1	KAI3433908.1
OG0001871	scaffold1.g5265.t1	KAI3433791.1
OG0001872	scaffold1.g5271.t1	KAI3433746.1
OG0001873	scaffold2.g7345.t1, scaffold1.g5281.t1	KAI3430694.1
OG0001874	scaffold1.g5317.t1	KAI3433838.1
OG0001875	scaffold1.g5337.t1	KAI3433722.1
OG0001876	scaffold1.g5338.t1	KAI3433714.1, KAI3433713.1
OG0001877	scaffold1.g5354.t1	KAI3433688.1
OG0001878	scaffold1.g5356.t1	KAI3433686.1
OG0001879	scaffold1.g5362.t1	KAI3433659.1
OG0001880	scaffold1.g5378.t1	KAI3433649.1
OG0001881	scaffold1.g5389.t1	KAI3433644.1
OG0001882	scaffold1.g5395.t1	KAI3433603.1, KAI3433604.1
OG0001883	scaffold1.g5403.t1	KAI3432870.1
OG0001884	scaffold1.g5420.t1	KAI3433626.1, KAI3433627.1
OG0001885	scaffold1.g5433.t1	KAI3433597.1, KAI3433598.1
OG0001886	scaffold1.g5434.t1	KAI3433589.1
OG0001887	scaffold1.g5437.t1	KAI3431798.1
OG0001888	scaffold1.g5459.t1	KAI3433570.1
OG0001889	scaffold1.g5469.t1	KAI3433563.1
OG0001890	scaffold1.g5483.t1, scaffold1.g5484.t1	KAI3433535.1
OG0001891	scaffold1.g5502.t1	KAI3433365.1, KAI3433362.1
OG0001892	scaffold1.g5505.t1	KAI3428270.1, KAI3428271.1
OG0001893	scaffold1.g5510.t1	KAI3432439.1
OG0001894	scaffold1.g5532.t1	KAI3434570.1, KAI3434578.1
OG0001896	scaffold1.g5547.t1	KAI3433316.1
OG0001897	scaffold1.g5548.t1	KAI3437896.1
OG0001898	scaffold1.g5552.t1	KAI3423819.1
OG0001899	scaffold1.g5556.t1	KAI3424832.1
OG0001900	scaffold1.g5562.t1	KAI3433480.1
OG0001901	scaffold1.g5565.t1	KAI3428678.1
OG0001902	scaffold1.g5571.t1	KAI3433472.1, KAI3433470.1
OG0001903	scaffold1.g5572.t1	KAI3437978.1
OG0001904	scaffold1.g5626.t1	KAI3433549.1
OG0001905	scaffold1.g5637.t1	KAI3433684.1
OG0001907	scaffold1.g5640.t1	KAI3433700.1
OG0001908	scaffold1.g5649.t1	KAI3433523.1
OG0001909	scaffold1.g5661.t1	KAI3433484.1
OG0001910	scaffold1.g5691.t1, scaffold1.g5700.t1	KAI3438572.1, KAI3438573.1
OG0001911	scaffold1.g5695.t1	KAI3423834.1
OG0001912	scaffold1.g5701.t1	KAI3423847.1
OG0001913	scaffold1.g5711.t1	KAI3433411.1
OG0001914	scaffold1.g5715.t1	KAI3423856.1
OG0001915	scaffold1.g5720.t1	KAI3423848.1, KAI3423849.1
OG0001916	scaffold1.g5741.t1	KAI3423926.1
OG0001917	scaffold1.g5749.t1	KAI3437668.1
OG0001918	scaffold1.g5756.t1	KAI3433285.1
OG0001919	scaffold1.g5760.t1	KAI3423795.1
OG0001920	scaffold1.g5784.t1	KAI3434847.1
OG0001921	scaffold1.g5796.t1, scaffold1.g5803.t1	KAI3432656.1
OG0001922	scaffold1.g5800.t1	KAI3423915.1
OG0001923	scaffold1.g5804.t1	KAI3423947.1
OG0001924	scaffold1.g5816.t1	KAI3433409.1
OG0001925	scaffold1.g5825.t1	KAI3428165.1
OG0001926	scaffold1.g5832.t1	KAI3423976.1
OG0001927	scaffold1.g5836.t1, scaffold27.g5973.t1	KAI3432371.1
OG0001928	scaffold1.g5850.t1	KAI3423980.1
OG0001929	scaffold1.g5852.t1	KAI3423951.1
OG0001930	scaffold1.g5859.t1	KAI3423901.1
OG0001931	scaffold1.g5891.t1	KAI3426952.1
OG0001932	scaffold1.g5895.t1	KAI3434459.1
OG0001933	scaffold29.g5914.t1	KAI3425134.1
OG0001934	scaffold29.g5922.t1	KAI3425021.1, KAI3425022.1
OG0001935	scaffold29.g5931.t1	KAI3425060.1
OG0001936	scaffold29.g5965.t1	KAI3424852.1
OG0001937	scaffold27.g5971.t1	KAI3432209.1
OG0001938	scaffold27.g5974.t1, scaffold27.g6008.t1	KAI3432276.1
OG0001939	scaffold27.g5976.t1	KAI3432274.1
OG0001940	scaffold27.g5986.t1	KAI3427939.1
OG0001942	scaffold27.g6013.t1	KAI3432354.1
OG0001943	scaffold27.g6014.t1	KAI3432317.1, KAI3432316.1
OG0001944	scaffold22.g6032.t1	KAI3436518.1
OG0001945	scaffold22.g6036.t1	KAI3428082.1
OG0001946	scaffold22.g6044.t1	KAI3432575.1, KAI3432577.1
OG0001947	scaffold22.g6055.t1	KAI3428077.1
OG0001948	scaffold22.g6070.t1	KAI3427925.1, KAI3427924.1
OG0001949	scaffold22.g6074.t1	KAI3428789.1
OG0001950	scaffold22.g6081.t1	KAI3427956.1, KAI3427995.1
OG0001951	scaffold22.g6087.t1, scaffold3.g6432.t1	KAI3435954.1
OG0001952	scaffold22.g6092.t1	KAI3428047.1, KAI3428046.1
OG0001953	scaffold22.g6096.t1	KAI3432443.1, KAI3432442.1
OG0001954	scaffold22.g6109.t1	KAI3428041.1
OG0001955	scaffold22.g6113.t1	KAI3428063.1
OG0001956	scaffold22.g6116.t1	KAI3432834.1, KAI3432827.1
OG0001957	scaffold22.g6132.t1	KAI3427992.1
OG0001958	scaffold22.g6147.t1	KAI3427971.1
OG0001959	scaffold22.g6153.t1	KAI3427916.1
OG0001960	scaffold22.g6157.t1	KAI3427978.1
OG0001961	scaffold22.g6159.t1	KAI3428009.1
OG0001962	scaffold3.g6160.t1	KAI3435579.1
OG0001963	scaffold3.g6165.t1	KAI3435638.1, KAI3435637.1
OG0001964	scaffold3.g6175.t1	KAI3435656.1
OG0001965	scaffold3.g6181.t1	KAI3424205.1
OG0001966	scaffold3.g6189.t1	KAI3435624.1
OG0001967	scaffold3.g6193.t1	KAI3435630.1, KAI3435629.1
OG0001968	scaffold3.g6199.t1	KAI3435633.1
OG0001970	scaffold3.g6231.t1	KAI3435704.1
OG0001971	scaffold3.g6239.t1	KAI3435722.1
OG0001972	scaffold3.g6273.t1	KAI3435739.1
OG0001973	scaffold3.g6286.t1	KAI3435796.1
OG0001974	scaffold3.g6300.t1	KAI3435839.1
OG0001975	scaffold3.g6301.t1	KAI3428500.1
OG0001976	scaffold3.g6304.t1, scaffold3.g6303.t1	KAI3435841.1
OG0001977	scaffold3.g6307.t1	KAI3435845.1
OG0001978	scaffold3.g6312.t1	KAI3435851.1
OG0001979	scaffold3.g6317.t1	KAI3424688.1
OG0001980	scaffold3.g6323.t1	KAI3435868.1
OG0001981	scaffold3.g6324.t1	KAI3435863.1
OG0001982	scaffold3.g6326.t1	KAI3435864.1
OG0001983	scaffold2.g7362.t1, scaffold3.g6336.t1	KAI3438118.1
OG0001984	scaffold3.g6343.t1	KAI3430465.1
OG0001985	scaffold3.g6348.t1	KAI3435884.1
OG0001986	scaffold3.g6372.t1	KAI3435910.1
OG0001987	scaffold3.g6398.t1	KAI3435931.1
OG0001988	scaffold3.g6443.t1, scaffold28.g7561.t1, scaffold12.g8045.t1, scaffold28.g7585.t1	KAI3426224.1
OG0001989	scaffold3.g6444.t1	KAI3435968.1
OG0001990	scaffold3.g6447.t1	KAI3435971.1, KAI3435973.1
OG0001991	scaffold3.g6448.t1	KAI3435972.1, KAI3435974.1
OG0001993	scaffold3.g6474.t1	KAI3436149.1
OG0001994	scaffold3.g6478.t1	KAI3436164.1
OG0001995	scaffold12.g8167.t1, scaffold3.g6480.t1	KAI3424460.1
OG0001996	scaffold3.g6494.t1	KAI3436109.1
OG0001997	scaffold3.g6498.t1	KAI3436114.1
OG0001998	scaffold3.g6506.t1	KAI3436204.1
OG0001999	scaffold3.g6510.t1	KAI3436126.1
OG0002000	scaffold3.g6511.t1	KAI3436128.1
OG0002001	scaffold3.g6523.t1	KAI3436002.1
OG0002002	scaffold3.g6538.t1	KAI3436103.1, KAI3436104.1
OG0002003	scaffold3.g6553.t1	KAI3436070.1
OG0002004	scaffold3.g6564.t1	KAI3436053.1
OG0002005	scaffold3.g6565.t1	KAI3430475.1
OG0002006	scaffold3.g6567.t1	KAI3436059.1, KAI3436060.1
OG0002007	scaffold3.g6572.t1	KAI3435997.1
OG0002008	scaffold3.g6579.t1	KAI3435987.1
OG0002009	scaffold3.g6580.t1	KAI3435986.1
OG0002010	scaffold2.g7301.t1, scaffold3.g6582.t1	KAI3430720.1
OG0002011	scaffold3.g6584.t1	KAI3435984.1
OG0002012	scaffold3.g6587.t1	KAI3435981.1, KAI3433674.1
OG0002013	scaffold3.g6590.t1	KAI3435979.1
OG0002014	scaffold3.g6608.t1	KAI3436175.1
OG0002015	scaffold3.g6610.t1	KAI3436173.1, KAI3436172.1
OG0002016	scaffold3.g6611.t1	KAI3436182.1
OG0002017	scaffold3.g6626.t1	KAI3436358.1
OG0002018	scaffold3.g6637.t1	KAI3438974.1
OG0002019	scaffold3.g6639.t1	KAI3436355.1
OG0002020	scaffold3.g6647.t1, scaffold12.g8259.t1	KAI3424327.1
OG0002021	scaffold3.g6649.t1	KAI3436237.1
OG0002022	scaffold3.g6654.t1	KAI3436246.1
OG0002023	scaffold3.g6657.t1	KAI3436253.1, KAI3436252.1
OG0002024	scaffold3.g6660.t1	KAI3436198.1, KAI3436199.1
OG0002025	scaffold3.g6675.t1	KAI3436224.1
OG0002026	scaffold3.g6689.t1	KAI3436248.1
OG0002027	scaffold3.g6696.t1	KAI3436259.1
OG0002028	scaffold3.g6697.t1	KAI3436264.1
OG0002029	scaffold3.g6701.t1	KAI3432887.1
OG0002030	scaffold3.g6715.t1	KAI3436281.1
OG0002031	scaffold3.g6722.t1	KAI3436297.1, KAI3436298.1
OG0002032	scaffold3.g6737.t1	KAI3437944.1
OG0002033	scaffold3.g6745.t1	KAI3436343.1
OG0002034	scaffold3.g6751.t1	KAI3436301.1
OG0002035	scaffold3.g6765.t1	KAI3436377.1
OG0002036	scaffold3.g6769.t1	KAI3436376.1
OG0002037	scaffold2.g6790.t1	KAI3432437.1, KAI3432436.1
OG0002038	scaffold2.g6800.t1	KAI3432663.1
OG0002039	scaffold2.g6808.t1	KAI3432345.1
OG0002040	scaffold2.g6813.t1	KAI3432839.1
OG0002041	scaffold2.g6834.t1	KAI3432865.1
OG0002042	scaffold2.g6845.t1	KAI3432677.1
OG0002043	scaffold2.g6860.t1	KAI3433311.1
OG0002045	scaffold2.g6890.t1	KAI3424246.1, KAI3432419.1
OG0002046	scaffold2.g6894.t1	KAI3425344.1
OG0002047	scaffold2.g6896.t1	KAI3424252.1, KAI3424253.1
OG0002048	scaffold2.g6897.t1, scaffold2.g7186.t1	KAI3425943.1
OG0002049	scaffold2.g6902.t1	KAI3434373.1
OG0002050	scaffold2.g6915.t1	KAI3424139.1
OG0002052	scaffold2.g6924.t1	KAI3424130.1, KAI3424129.1
OG0002053	scaffold2.g6932.t1	KAI3424123.1
OG0002054	scaffold2.g6945.t1	KAI3424156.1, KAI3424155.1
OG0002055	scaffold2.g6963.t1	KAI3424221.1
OG0002056	scaffold2.g6975.t1	KAI3424219.1
OG0002057	scaffold2.g6981.t1	KAI3423194.1
OG0002058	scaffold2.g6982.t1	KAI3423408.1
OG0002059	scaffold2.g6988.t1	KAI3424073.1
OG0002060	scaffold2.g6990.t1	KAI3424067.1
OG0002061	scaffold2.g6996.t1	KAI3424070.1
OG0002062	scaffold2.g7033.t1	KAI3423409.1
OG0002063	scaffold2.g7041.t1	KAI3424181.1, KAI3424182.1
OG0002064	scaffold2.g7043.t1	KAI3424210.1
OG0002065	scaffold2.g7047.t1	KAI3424177.1
OG0002066	scaffold2.g7055.t1	KAI3424189.1
OG0002067	scaffold2.g7056.t1	KAI3424213.1
OG0002068	scaffold2.g7061.t1	KAI3427299.1
OG0002070	scaffold2.g7091.t1	KAI3427337.1, KAI3427340.1
OG0002071	scaffold2.g7095.t1	KAI3427228.1
OG0002072	scaffold2.g7106.t1	KAI3427279.1
OG0002073	scaffold2.g7116.t1	KAI3427442.1
OG0002074	scaffold2.g7126.t1	KAI3427214.1, KAI3427216.1
OG0002075	scaffold2.g7135.t1, scaffold2.g7136.t1	KAI3427440.1
OG0002076	scaffold2.g7165.t1	KAI3430854.1, KAI3430853.1
OG0002077	scaffold2.g7166.t1	KAI3430852.1
OG0002078	scaffold2.g7181.t1	KAI3430869.1
OG0002079	scaffold2.g7189.t1	KAI3430687.1
OG0002080	scaffold2.g7190.t1	KAI3430675.1, KAI3430676.1
OG0002081	scaffold2.g7198.t1	KAI3430401.1
OG0002082	scaffold2.g7199.t1	KAI3430400.1
OG0002084	scaffold2.g7207.t1	KAI3430895.1
OG0002085	scaffold2.g7238.t1	KAI3430905.1
OG0002086	scaffold2.g7240.t1	KAI3430482.1
OG0002087	scaffold2.g7254.t1	KAI3429891.1, KAI3429889.1
OG0002088	scaffold2.g7263.t1	KAI3430497.1
OG0002089	scaffold2.g7280.t1	KAI3430516.1
OG0002090	scaffold2.g7287.t1, scaffold2.g7288.t1	KAI3428158.1
OG0002091	scaffold2.g7294.t1	KAI3430874.1, KAI3430875.1
OG0002092	scaffold2.g7302.t1	KAI3430552.1, KAI3430553.1
OG0002093	scaffold2.g7306.t1	KAI3430559.1
OG0002094	scaffold2.g7315.t1	KAI3430544.1
OG0002095	scaffold2.g7324.t1	KAI3430724.1
OG0002096	scaffold2.g7327.t1	KAI3430730.1
OG0002097	scaffold2.g7333.t1	KAI3430993.1, KAI3430994.1
OG0002098	scaffold2.g7335.t1	KAI3431000.1
OG0002099	scaffold2.g7346.t1	KAI3430707.1, KAI3430708.1
OG0002100	scaffold2.g7347.t1	KAI3430709.1
OG0002101	scaffold2.g7368.t1	KAI3430575.1
OG0002102	scaffold2.g7375.t1	KAI3430580.1
OG0002103	scaffold2.g7388.t1	KAI3431659.1
OG0002104	scaffold2.g7395.t1	KAI3426303.1
OG0002105	scaffold2.g7403.t1	KAI3426317.1
OG0002106	scaffold2.g7414.t1	KAI3426258.1
OG0002107	scaffold2.g7415.t1	KAI3426259.1
OG0002108	scaffold2.g7423.t1	KAI3431837.1
OG0002110	scaffold2.g7427.t1	KAI3426475.1
OG0002111	scaffold2.g7428.t1	KAI3432586.1, KAI3432585.1
OG0002112	scaffold2.g7431.t1	KAI3426457.1
OG0002113	scaffold2.g7432.t1	KAI3426456.1
OG0002114	scaffold2.g7435.t1	KAI3426332.1
OG0002115	scaffold2.g7450.t1	KAI3426479.1
OG0002116	scaffold2.g7455.t1	KAI3427132.1, KAI3433543.1
OG0002117	scaffold2.g7461.t1	KAI3426509.1
OG0002118	scaffold20.g7853.t1, scaffold2.g7471.t1	KAI3437834.1
OG0002119	scaffold2.g7474.t1	KAI3426496.1
OG0002120	scaffold2.g7494.t1	KAI3424194.1
OG0002121	scaffold2.g7534.t1	KAI3426074.1
OG0002122	scaffold28.g7537.t1	KAI3423990.1
OG0002123	scaffold28.g7559.t1	KAI3430973.1
OG0002124	scaffold28.g7560.t1	KAI3426290.1
OG0002125	scaffold28.g7572.t1	KAI3426318.1
OG0002126	scaffold28.g7590.t1	KAI3426228.1
OG0002127	scaffold28.g7593.t1	KAI3426222.1
OG0002128	scaffold20.g7604.t1	KAI3438073.1
OG0002129	scaffold20.g7606.t1	KAI3438070.1
OG0002130	scaffold20.g7607.t1	KAI3438069.1, KAI3438068.1
OG0002131	scaffold20.g7619.t1	KAI3438056.1
OG0002133	scaffold20.g7661.t1	KAI3438021.1, KAI3438022.1
OG0002134	scaffold20.g7662.t1	KAI3438026.1, KAI3438023.1
OG0002135	scaffold20.g7663.t1	KAI3438027.1, KAI3438024.1
OG0002136	scaffold20.g7665.t1	KAI3438029.1, KAI3438025.1
OG0002137	scaffold20.g7667.t1	KAI3438030.1, KAI3438032.1
OG0002138	scaffold20.g7685.t1	KAI3437998.1
OG0002139	scaffold20.g7714.t1	KAI3438142.1
OG0002140	scaffold20.g7721.t1	KAI3438130.1
OG0002141	scaffold20.g7725.t1	KAI3438121.1
OG0002142	scaffold20.g7736.t1, scaffold20.g7735.t1	KAI3437932.1
OG0002143	scaffold20.g7740.t1	KAI3437928.1
OG0002145	scaffold20.g7748.t1	KAI3437942.1
OG0002146	scaffold20.g7758.t1, scaffold20.g7757.t1	KAI3437956.1
OG0002147	scaffold20.g7765.t1	KAI3437963.1
OG0002148	scaffold20.g7784.t1	KAI3437661.1
OG0002149	scaffold20.g7816.t1	KAI3437602.1, KAI3437603.1
OG0002150	scaffold20.g7817.t1	KAI3437714.1
OG0002151	scaffold20.g7825.t1	KAI3437641.1, KAI3437642.1
OG0002152	scaffold20.g7827.t1	KAI3437649.1, KAI3437648.1
OG0002153	scaffold20.g7841.t1	KAI3437866.1
